,PGE_valley,SCE
0,40815.60379312954,275.5904538258583
1,40815.60379312954,275.5904538258583
2,40815.60379312954,275.5904538258583
3,40815.60379312954,275.5904538258583
4,40815.60379312954,275.5904538258583
5,40815.60379312954,275.5904538258583
6,40815.60379312954,275.5904538258583
7,51801.206445049436,5631.314740866899
8,51801.206445049436,5631.314740866899
9,51801.206445049436,5631.314740866899
10,51801.206445049436,5631.314740866899
11,51801.206445049436,5631.314740866899
12,51801.206445049436,5631.314740866899
13,51801.206445049436,5631.314740866899
14,41442.48829565654,1993.1852370820584
15,41442.48829565654,1993.1852370820584
16,41582.67209487858,1987.7985990204588
17,41524.6970868854,1960.9850749846937
18,41572.96386774568,1912.7023865575493
19,41508.8326788219,1851.7896008406096
20,41465.34778587037,1792.588668475439
21,46705.45138459399,2280.3578281733785
22,46350.2219121908,2223.0467797180418
23,46177.10460861629,2201.0403060954623
24,46191.70517495468,2186.8118941872413
25,46150.2200656751,2193.2976415477847
26,46163.782094528535,2179.489754670934
27,46208.667510130435,2179.9385587566153
28,81954.78639159715,5758.248368953467
29,82093.48120110115,5747.007942183735
30,82162.99088964755,5737.478906331368
31,82283.70096795165,5725.953116639915
32,82496.09298689991,5719.803730642711
33,82911.02240131807,5703.419321588619
34,83260.67993170107,5703.00702277729
35,120192.41756862265,24026.302744666275
36,120072.83620030351,24016.363536111534
37,119945.79228388557,23997.74998448775
38,119384.50767613138,23982.410210692913
39,118912.10103251116,23964.33549899531
40,118756.34572185596,23982.844794180157
41,118979.56489945074,23996.269090499616
42,106468.01149703264,16496.867162115403
43,106026.32510440135,16502.879593803667
44,105694.25994252233,16557.975853710024
45,105447.1956252798,16615.398403828116
46,105005.62360219723,16663.14704374075
47,105043.38643636885,16714.798607241057
48,104959.35646859072,16753.27260921559
49,110160.05885036541,19204.27771997677
50,110065.02095118236,19242.489822618394
51,110049.7792979512,19282.360527781326
52,110090.75540454834,19321.511866577166
53,109837.18717932765,19306.396883486163
54,109424.62373641647,19296.32101661313
55,109202.31443312584,19295.305622181804
56,96241.36013755912,14571.529531334318
57,95936.04347335524,14562.510703264139
58,95715.23809731266,14546.86304932371
59,95526.35067253243,14538.740085046504
60,95367.62903333303,14532.357778097274
61,95384.49712102927,14517.017213717274
62,95526.7994518717,14485.424591520232
63,97180.68333739143,15195.428741611244
64,96759.06282349625,15156.16614531994
65,96573.82950065339,15120.000326588257
66,96518.04852800985,15081.429022200235
67,96502.86322989131,15039.938252099599
68,96495.57997215686,14993.505308799164
69,96578.88881390526,14755.372474137203
70,101084.3754555674,15977.138450274006
71,100591.73174039635,15712.370753759024
72,100068.92317129557,15442.161822823113
73,99787.8038241077,15167.753815134423
74,99430.97341301179,14877.499178720063
75,99139.1556767388,14621.091674988376
76,99619.20190877044,14331.546175601825
77,110443.5663753241,16802.18831756582
78,110191.2608604505,16587.13190835083
79,109911.98600902347,16317.835202061351
80,109808.91016606573,16145.419057401028
81,109649.09950913988,15933.487929757388
82,109579.48756053208,15658.154451805605
83,109673.65626850631,15623.214401565709
84,99255.84324778554,13035.270310923837
85,99382.94103718972,12929.272419759693
86,99403.17790825278,12889.2685492794
87,99438.61992590615,12699.774410695114
88,99447.66164764285,12676.501323933157
89,99330.33105785603,12652.80126112912
90,99452.90035413695,12629.605182180774
91,94209.63487324918,11913.128671522467
92,93782.42582031828,11922.43581071751
93,93424.93299853196,11923.6145460054
94,93145.55478479867,11946.676059404475
95,93077.77930593447,11947.353290745556
96,92987.15347641977,11939.246393975296
97,93072.85058928559,11906.927335676784
98,86226.16747630118,8863.173462477394
99,86047.48260357825,8854.475933371354
100,86118.57962749263,8887.670990236182
101,86159.61461274023,8907.189036687778
102,86172.77232698705,8896.993531584558
103,86228.25060742736,9060.569797884082
104,86455.24466763326,9076.264076314481
105,83434.10054962669,13189.959308249216
106,83132.8048573303,13221.867374238325
107,82842.09770960176,13387.554673893283
108,82676.33076488005,13305.86589642494
109,82501.64055083135,13109.925235278015
110,82387.11023809365,12937.24818222471
111,82222.874022334,12714.396750916534
112,74913.64548342422,11901.624479801787
113,74725.14237475167,11520.488492341665
114,74467.57589886249,11228.309551713934
115,73976.81831802719,10907.179918822412
116,73604.59239857498,10463.199244599986
117,73445.3612861603,10176.89893380216
118,73335.40994967974,9778.686656473783
119,74814.19228469001,14350.622267090017
120,74443.81979318589,13997.793270296026
121,74162.60538386572,13705.109801351091
122,73768.103235313,13446.17546170857
123,73431.54970333696,13008.635281189905
124,73422.83691069273,12600.017508388719
125,73308.6780597732,12368.887788938482
126,73623.39049124805,11967.605721840991
127,73227.04619938372,11618.82908392699
128,72929.06807107109,11360.689814656063
129,72953.32998259742,11192.948212190466
130,72873.30454779186,10939.94691295865
131,72951.67995873149,10798.45283617463
132,72995.46307688746,10701.189362017853
133,75368.52641809532,10037.687663326607
134,75308.76406509592,9889.844646542606
135,75196.28418055247,9651.861822285002
136,74985.34959221137,9524.065606571403
137,75016.8968982016,9219.72629563164
138,75116.82848164812,8988.878669934842
139,75175.99958621297,9117.471607476036
140,69762.98124989441,8467.155265945737
141,69660.79400303814,8557.364425326776
142,69547.07362806285,8578.605904233016
143,69308.28030396561,8763.383150058158
144,68924.74660551762,8942.482997547064
145,68757.8561753518,8998.281051995113
146,68610.08660514175,9258.225088017378
147,60754.16069262182,9725.636522148172
148,60291.29751699275,9822.325190134687
149,59663.964341105995,10080.37151408297
150,59140.79559859487,10290.727120290147
151,58716.25339882523,10531.348384535122
152,58791.029978877355,10722.901448163822
153,59143.21466272221,11017.15283260315
154,56059.89539042023,11330.26041111173
155,56147.79760630814,11436.509680495015
156,56121.62794019783,11739.673465394922
157,55958.32154981692,12072.450760004824
158,55696.19640583098,12472.988034293756
159,55468.930096600816,12804.937474571225
160,55399.471582800834,13213.521080954975
161,57867.77716025127,13616.851375703367
162,57348.14192380472,13923.64503294712
163,56957.8289713291,14230.86183410334
164,56577.38101891897,14607.849786001225
165,56391.19721377939,14928.681265875122
166,56210.79074532217,15258.733145348133
167,56219.46976209416,15644.316144810806
168,52168.07609168065,16153.27399414028
169,51954.559289963,16432.92800617002
170,51837.134311352245,16800.87562874047
171,51730.6553297043,17068.389173001146
172,51660.792161546866,17404.52078446785
173,51791.644383630344,17579.78765166675
174,51976.09972309448,17746.09841709434
175,48605.92550910619,17898.379923237706
176,48467.61339257781,18023.77443899909
177,48490.022357206966,18276.834257686864
178,48709.899440997695,18569.27118885637
179,49407.22422921004,18682.271998120294
180,49903.58042825215,18808.441372835663
181,50276.11438501726,18842.333637474138
182,48071.384468166754,18279.872885092263
183,47628.13862811215,18415.266628591184
184,47402.643135081205,18526.71507814751
185,47011.60499031913,18661.765073476567
186,46614.35318708524,18764.148698637357
187,46542.48298398794,18839.264058597295
188,46615.64129734569,18926.452854801933
