,Generator,Time,Value,Zones
0,DEXZEL_1_UNIT,1,0.0,PGE_valley
1,DEXZEL_1_UNIT,2,0.0,PGE_valley
2,DEXZEL_1_UNIT,3,0.0,PGE_valley
3,DEXZEL_1_UNIT,4,0.0,PGE_valley
4,DEXZEL_1_UNIT,5,0.0,PGE_valley
5,DEXZEL_1_UNIT,6,0.0,PGE_valley
6,DEXZEL_1_UNIT,7,0.0,PGE_valley
7,DEXZEL_1_UNIT,8,0.0,PGE_valley
8,DEXZEL_1_UNIT,9,0.0,PGE_valley
9,DEXZEL_1_UNIT,10,0.0,PGE_valley
10,DEXZEL_1_UNIT,11,0.0,PGE_valley
11,DEXZEL_1_UNIT,12,0.0,PGE_valley
12,DEXZEL_1_UNIT,13,0.0,PGE_valley
13,DEXZEL_1_UNIT,14,0.0,PGE_valley
14,DEXZEL_1_UNIT,15,0.0,PGE_valley
15,DEXZEL_1_UNIT,16,0.0,PGE_valley
16,DEXZEL_1_UNIT,17,0.0,PGE_valley
17,DEXZEL_1_UNIT,18,0.0,PGE_valley
18,DEXZEL_1_UNIT,19,0.0,PGE_valley
19,DEXZEL_1_UNIT,20,0.0,PGE_valley
20,DEXZEL_1_UNIT,21,0.0,PGE_valley
21,DEXZEL_1_UNIT,22,0.0,PGE_valley
22,DEXZEL_1_UNIT,23,0.0,PGE_valley
23,DEXZEL_1_UNIT,24,0.0,PGE_valley
24,AGRICO_6_PL3N5,1,0.0,PGE_valley
25,AGRICO_6_PL3N5,2,0.0,PGE_valley
26,AGRICO_6_PL3N5,3,0.0,PGE_valley
27,AGRICO_6_PL3N5,4,0.0,PGE_valley
28,AGRICO_6_PL3N5,5,0.0,PGE_valley
29,AGRICO_6_PL3N5,6,0.0,PGE_valley
30,AGRICO_6_PL3N5,7,0.0,PGE_valley
31,AGRICO_6_PL3N5,8,0.0,PGE_valley
32,AGRICO_6_PL3N5,9,0.0,PGE_valley
33,AGRICO_6_PL3N5,10,0.0,PGE_valley
34,AGRICO_6_PL3N5,11,0.0,PGE_valley
35,AGRICO_6_PL3N5,12,0.0,PGE_valley
36,AGRICO_6_PL3N5,13,0.0,PGE_valley
37,AGRICO_6_PL3N5,14,0.0,PGE_valley
38,AGRICO_6_PL3N5,15,0.0,PGE_valley
39,AGRICO_6_PL3N5,16,0.0,PGE_valley
40,AGRICO_6_PL3N5,17,0.0,PGE_valley
41,AGRICO_6_PL3N5,18,0.0,PGE_valley
42,AGRICO_6_PL3N5,19,0.0,PGE_valley
43,AGRICO_6_PL3N5,20,0.0,PGE_valley
