,Zone,Time,Value
0,PGE_valley,1,65.93247672616283
1,PGE_valley,2,81.93622107692052
2,PGE_valley,3,97.27621566197851
3,PGE_valley,4,107.60121201730605
4,PGE_valley,5,104.65121305864105
5,PGE_valley,6,104.5774630846744
6,PGE_valley,7,93.21996709381415
7,PGE_valley,8,86.43496948888463
8,PGE_valley,9,85.32871987938525
9,PGE_valley,10,70.1362252422605
10,PGE_valley,11,62.687477871631344
11,PGE_valley,12,66.15372664806273
12,PGE_valley,13,44.397484327908316
13,PGE_valley,14,30.23748932631629
14,PGE_valley,15,28.836239820950414
15,PGE_valley,16,25.296241070552412
16,PGE_valley,17,13.86499510572552
17,PGE_valley,18,14.233744975558649
18,PGE_valley,19,30.458739248216173
19,PGE_valley,20,46.83123346880694
20,PGE_valley,21,46.536233572940446
21,PGE_valley,22,45.724983859307564
22,PGE_valley,23,66.00622670012946
23,PGE_valley,24,62.98247776749784
24,PGE_bay,1,123.6233938615553
25,PGE_bay,2,153.63041451922598
26,PGE_bay,3,182.3929043662097
27,PGE_bay,4,201.75227253244887
28,PGE_bay,5,196.22102448495195
29,PGE_bay,6,196.0827432837645
30,PGE_bay,7,174.78743830090153
31,PGE_bay,8,162.06556779165868
32,PGE_bay,9,159.99134977384733
33,PGE_bay,10,131.50542232923843
34,PGE_bay,11,117.53902100930877
35,PGE_bay,12,124.03823746511762
36,PGE_bay,13,83.2452831148281
37,PGE_bay,14,56.695292486843044
38,PGE_bay,15,54.067949664282025
39,PGE_bay,16,47.43045200728577
40,PGE_bay,17,25.99686582323535
41,PGE_bay,18,26.688271829172468
42,PGE_bay,19,57.11013609040533
43,PGE_bay,20,87.80856275401302
44,PGE_bay,21,87.25543794926334
45,PGE_bay,22,85.73434473620169
46,PGE_bay,23,123.76167506274274
47,PGE_bay,24,118.09214581405845
48,SCE,1,465.4057180670317
49,SCE,2,578.3733252488507
50,SCE,3,686.6556399669072
51,SCE,4,759.537967180984
52,SCE,5,738.7144451198192
53,SCE,6,738.19385706829
54,SCE,7,658.0232971328057
55,SCE,8,610.1291963921268
56,SCE,9,602.3203756191899
