,Generator,Time,Value,Zones
0,SUNRIS_2_PL1X3,1,0.0,PGE_valley
1,SUNRIS_2_PL1X3,2,0.0,PGE_valley
2,SUNRIS_2_PL1X3,3,0.0,PGE_valley
3,SUNRIS_2_PL1X3,4,0.0,PGE_valley
4,SUNRIS_2_PL1X3,5,0.0,PGE_valley
5,SUNRIS_2_PL1X3,6,0.0,PGE_valley
6,SUNRIS_2_PL1X3,7,0.0,PGE_valley
7,SUNRIS_2_PL1X3,8,0.0,PGE_valley
8,SUNRIS_2_PL1X3,9,0.0,PGE_valley
9,SUNRIS_2_PL1X3,10,0.0,PGE_valley
10,SUNRIS_2_PL1X3,11,0.0,PGE_valley
11,SUNRIS_2_PL1X3,12,0.0,PGE_valley
12,SUNRIS_2_PL1X3,13,0.0,PGE_valley
13,SUNRIS_2_PL1X3,14,0.0,PGE_valley
14,SUNRIS_2_PL1X3,15,0.0,PGE_valley
15,SUNRIS_2_PL1X3,16,0.0,PGE_valley
16,SUNRIS_2_PL1X3,17,0.0,PGE_valley
17,SUNRIS_2_PL1X3,18,0.0,PGE_valley
18,SUNRIS_2_PL1X3,19,0.0,PGE_valley
19,SUNRIS_2_PL1X3,20,0.0,PGE_valley
20,SUNRIS_2_PL1X3,21,0.0,PGE_valley
21,SUNRIS_2_PL1X3,22,0.0,PGE_valley
22,SUNRIS_2_PL1X3,23,0.0,PGE_valley
23,SUNRIS_2_PL1X3,24,0.0,PGE_valley
24,MOSSLD_2_PSP1,1,0.0,PGE_valley
25,MOSSLD_2_PSP1,2,0.0,PGE_valley
26,MOSSLD_2_PSP1,3,0.0,PGE_valley
27,MOSSLD_2_PSP1,4,0.0,PGE_valley
28,MOSSLD_2_PSP1,5,0.0,PGE_valley
29,MOSSLD_2_PSP1,6,0.0,PGE_valley
30,MOSSLD_2_PSP1,7,0.0,PGE_valley
31,MOSSLD_2_PSP1,8,0.0,PGE_valley
32,MOSSLD_2_PSP1,9,0.0,PGE_valley
33,MOSSLD_2_PSP1,10,0.0,PGE_valley
34,MOSSLD_2_PSP1,11,0.0,PGE_valley
35,MOSSLD_2_PSP1,12,0.0,PGE_valley
36,MOSSLD_2_PSP1,13,0.0,PGE_valley
37,MOSSLD_2_PSP1,14,0.0,PGE_valley
38,MOSSLD_2_PSP1,15,0.0,PGE_valley
39,MOSSLD_2_PSP1,16,0.0,PGE_valley
40,MOSSLD_2_PSP1,17,0.0,PGE_valley
41,MOSSLD_2_PSP1,18,0.0,PGE_valley
42,MOSSLD_2_PSP1,19,0.0,PGE_valley
43,MOSSLD_2_PSP1,20,0.0,PGE_valley
44,MOSSLD_2_PSP1,21,0.0,PGE_valley
45,MOSSLD_2_PSP1,22,0.0,PGE_valley
46,MOSSLD_2_PSP1,23,0.0,PGE_valley
47,MOSSLD_2_PSP1,24,0.0,PGE_valley
48,MOSSLD_2_PSP2,1,0.0,PGE_valley
