,Constraint,Time,Value
0,Bal1Constraint,1,38.8656
1,Bal1Constraint,2,38.8656
2,Bal1Constraint,3,38.8656
3,Bal1Constraint,4,38.8656
4,Bal1Constraint,5,38.8656
5,Bal1Constraint,6,38.8656
6,Bal1Constraint,7,38.8656
7,Bal1Constraint,8,38.8656
8,Bal1Constraint,9,38.8656
9,Bal1Constraint,10,38.8656
10,Bal1Constraint,11,38.8656
11,Bal1Constraint,12,38.8656
12,Bal1Constraint,13,38.8656
13,Bal1Constraint,14,38.8656
14,Bal1Constraint,15,38.8656
15,Bal1Constraint,16,38.8656
16,Bal1Constraint,17,38.8656
17,Bal1Constraint,18,38.8656
18,Bal1Constraint,19,38.8656
19,Bal1Constraint,20,38.8656
20,Bal1Constraint,21,38.8656
21,Bal1Constraint,22,38.8656
22,Bal1Constraint,23,38.8656
23,Bal1Constraint,24,38.8656
24,Bal2Constraint,1,38.8656
25,Bal2Constraint,2,38.8656
26,Bal2Constraint,3,38.8656
27,Bal2Constraint,4,38.8656
28,Bal2Constraint,5,38.8656
29,Bal2Constraint,6,38.8656
30,Bal2Constraint,7,38.8656
31,Bal2Constraint,8,38.8656
32,Bal2Constraint,9,38.8656
33,Bal2Constraint,10,38.8656
34,Bal2Constraint,11,38.8656
35,Bal2Constraint,12,38.8656
36,Bal2Constraint,13,38.8656
37,Bal2Constraint,14,38.8656
38,Bal2Constraint,15,38.8656
39,Bal2Constraint,16,38.8656
40,Bal2Constraint,17,38.8656
41,Bal2Constraint,18,38.8656
42,Bal2Constraint,19,38.8656
43,Bal2Constraint,20,38.8656
44,Bal2Constraint,21,38.8656
45,Bal2Constraint,22,38.8656
46,Bal2Constraint,23,38.8656
47,Bal2Constraint,24,38.8656
48,Bal3Constraint,1,37.589
49,Bal3Constraint,2,36.695
50,Bal3Constraint,3,36.3821
51,Bal3Constraint,4,35.7932
52,Bal3Constraint,5,34.9886
53,Bal3Constraint,6,35.4881
54,Bal3Constraint,7,35.9351
55,Bal3Constraint,8,34.9886
56,Bal3Constraint,9,30.026899999999998
57,Bal3Constraint,10,29.222299999999997
58,Bal3Constraint,11,29.4458
59,Bal3Constraint,12,29.4458
60,Bal3Constraint,13,29.684199999999997
61,Bal3Constraint,14,29.4458
62,Bal3Constraint,15,30.026899999999998
63,Bal3Constraint,16,34.5863
64,Bal3Constraint,17,36.3821
65,Bal3Constraint,18,37.2761
66,Bal3Constraint,19,44.5756
67,Bal3Constraint,20,44.5756
68,Bal3Constraint,21,44.5756
69,Bal3Constraint,22,44.5756
70,Bal3Constraint,23,44.5756
71,Bal3Constraint,24,37.589
72,Bal4Constraint,1,45.0014
73,Bal4Constraint,2,39.458600000000004
74,Bal4Constraint,3,39.458600000000004
75,Bal4Constraint,4,38.93
76,Bal4Constraint,5,38.93
77,Bal4Constraint,6,38.93
78,Bal4Constraint,7,39.458600000000004
79,Bal4Constraint,8,39.458600000000004
80,Bal4Constraint,9,38.6618
81,Bal4Constraint,10,38.3489
82,Bal4Constraint,11,38.3489
83,Bal4Constraint,12,38.29639999999999
84,Bal4Constraint,13,38.3489
85,Bal4Constraint,14,38.3489
86,Bal4Constraint,15,38.93
