,Constraint,Time,Value
87,Bal4Constraint,16,39.458600000000004
88,Bal4Constraint,17,45.0014
89,Bal4Constraint,18,47.2361
90,Bal4Constraint,19,54.5356
91,Bal4Constraint,20,54.5356
92,Bal4Constraint,21,54.5356
93,Bal4Constraint,22,54.5356
94,Bal4Constraint,23,54.5356
95,Bal4Constraint,24,46.1636
96,Bal1Constraint,25,46.0739
97,Bal1Constraint,26,46.0739
98,Bal1Constraint,27,46.0739
99,Bal1Constraint,28,46.0739
100,Bal1Constraint,29,46.0739
101,Bal1Constraint,30,46.0739
102,Bal1Constraint,31,46.07390000000001
103,Bal1Constraint,32,46.0739
104,Bal1Constraint,33,46.0739
105,Bal1Constraint,34,46.0739
106,Bal1Constraint,35,46.0739
107,Bal1Constraint,36,46.0739
108,Bal1Constraint,37,46.0739
109,Bal1Constraint,38,46.0739
110,Bal1Constraint,39,46.0739
111,Bal1Constraint,40,46.0739
112,Bal1Constraint,41,46.0739
113,Bal1Constraint,42,46.0739
114,Bal1Constraint,43,46.07390000000001
115,Bal1Constraint,44,46.0739
116,Bal1Constraint,45,46.0739
117,Bal1Constraint,46,46.0739
118,Bal1Constraint,47,46.0739
119,Bal1Constraint,48,46.0739
120,Bal2Constraint,25,46.0739
121,Bal2Constraint,26,46.0739
122,Bal2Constraint,27,46.0739
123,Bal2Constraint,28,46.0739
124,Bal2Constraint,29,46.0739
125,Bal2Constraint,30,46.0739
126,Bal2Constraint,31,46.07390000000001
127,Bal2Constraint,32,46.0739
128,Bal2Constraint,33,46.0739
129,Bal2Constraint,34,46.0739
130,Bal2Constraint,35,46.0739
131,Bal2Constraint,36,46.0739
132,Bal2Constraint,37,46.0739
133,Bal2Constraint,38,46.0739
134,Bal2Constraint,39,46.0739
135,Bal2Constraint,40,46.0739
136,Bal2Constraint,41,46.0739
137,Bal2Constraint,42,46.0739
138,Bal2Constraint,43,46.07390000000001
139,Bal2Constraint,44,46.0739
140,Bal2Constraint,45,46.0739
141,Bal2Constraint,46,46.0739
142,Bal2Constraint,47,46.0739
143,Bal2Constraint,48,46.0739
144,Bal3Constraint,25,36.9554
145,Bal3Constraint,26,36.3821
146,Bal3Constraint,27,36.248000000000005
147,Bal3Constraint,28,36.292699999999996
148,Bal3Constraint,29,36.3076
149,Bal3Constraint,30,36.2331
150,Bal3Constraint,31,36.3821
151,Bal3Constraint,32,36.695
152,Bal3Constraint,33,36.1139
153,Bal3Constraint,34,36.1139
154,Bal3Constraint,35,36.3076
155,Bal3Constraint,36,36.3076
156,Bal3Constraint,37,36.3076
157,Bal3Constraint,38,36.248000000000005
158,Bal3Constraint,39,36.3672
159,Bal3Constraint,40,36.695
160,Bal3Constraint,41,36.9632
161,Bal3Constraint,42,36.695
162,Bal3Constraint,43,37.589
163,Bal3Constraint,44,37.105188235294115
164,Bal3Constraint,45,37.105188235294115
165,Bal3Constraint,46,37.105188235294115
166,Bal3Constraint,47,37.105188235294115
167,Bal3Constraint,48,36.81805647058824
168,Bal4Constraint,25,39.458600000000004
169,Bal4Constraint,26,39.458600000000004
170,Bal4Constraint,27,38.7512
171,Bal4Constraint,28,38.6618
172,Bal4Constraint,29,38.6618
173,Bal4Constraint,30,38.6618
174,Bal4Constraint,31,38.93
175,Bal4Constraint,32,39.458600000000004
176,Bal4Constraint,33,38.483000000000004
177,Bal4Constraint,34,38.3489
178,Bal4Constraint,35,38.3489
179,Bal4Constraint,36,38.3489
180,Bal4Constraint,37,38.3489
181,Bal4Constraint,38,38.483000000000004
182,Bal4Constraint,39,38.93
183,Bal4Constraint,40,39.458600000000004
184,Bal4Constraint,41,45.0014
185,Bal4Constraint,42,46.1636
186,Bal4Constraint,43,47.549
187,Bal4Constraint,44,47.065188235294116
188,Bal4Constraint,45,47.065188235294116
189,Bal4Constraint,46,47.065188235294116
190,Bal4Constraint,47,47.065188235294116
191,Bal4Constraint,48,46.1636
