Elevation_m,Storage_m3,Area_ha
209.7,0,0.0
210.0,20353,6.2
210.3,40705,9.8
210.6,61058,13.2
210.9,81410,16.4
211.2,101763,19.7
211.5,122115,22.8
211.8,142468,25.9
212.1,162821,29.0
212.4,183173,32.0
212.8,203526,35.0
213.1,223878,38.0
213.4,244231,40.9
213.7,394717,43.9
214.0,551370,46.8
214.3,716657,49.8
214.6,888112,52.8
214.9,1066968,55.8
215.2,1254459,58.8
215.5,1448116,61.8
215.8,1651642,64.9
216.1,1862569,68.0
216.4,2080896,71.2
216.7,2309092,74.5
217.0,2544688,77.7
217.3,2788919,81.1
217.6,3043018,84.5
217.9,3305751,87.9
218.2,3578352,91.5
218.5,3859588,95.1
218.8,4150691,98.8
219.2,4451663,102.5
219.5,4762502,106.4
219.8,5084443,110.3
220.1,5417485,114.3
220.4,5761628,118.4
220.7,6118107,122.5
221.0,6486920,126.8
221.3,6868068,131.2
221.6,7261551,135.6
221.9,7667369,140.1
222.2,8086755,144.7
222.5,8518477,149.4
222.8,8965000,154.2
223.1,9423858,159.0
223.4,9896284,164.0
223.7,10383512,169.1
224.0,10884309,174.2
224.3,11399908,179.5
224.6,11929074,184.8
224.9,12458241,190.2
225.2,13074986,195.7
225.6,13568382,201.3
225.9,14185126,207.0
226.2,14801871,212.8
226.5,15418615,218.6
226.8,16035360,224.6
227.1,16775454,230.5
227.4,17392198,236.7
227.7,18132292,242.9
228.0,18872385,249.1
228.3,19612479,255.4
228.6,20352572,261.9
228.9,21216015,268.3
229.2,21956108,274.9
229.5,22819551,281.6
229.8,23682993,288.3
230.1,24546436,295.1
230.4,25533227,301.9
230.7,26396670,308.8
231.0,27383461,315.8
231.3,28370252,322.9
231.6,29357044,329.9
232.0,30343835,337.1
232.3,31330627,344.3
232.6,32440767,351.6
232.9,33550907,359.0
233.2,34661048,366.4
233.5,35771188,373.8
233.8,37004677,381.3
234.1,38114817,388.9
234.4,39348307,396.5
234.7,40581796,404.1
235.0,41815285,411.8
235.3,43172123,419.5
235.6,44405613,427.3
235.9,45762451,435.2
236.2,47119289,443.0
236.5,48599476,450.9
236.8,49956314,458.8
237.1,51436501,466.8
237.4,52916688,474.8
237.7,54396875,482.8
238.0,55877063,490.9
238.4,57480599,499.0
238.7,59084135,507.1
239.0,60687671,515.2
239.3,62291207,523.4
239.6,63894743,531.6
239.9,65621627,539.8
240.2,67225163,548.1
240.5,68952048,556.3
240.8,70678933,564.6
241.1,72529167,572.9
241.4,74256052,581.2
241.7,76106286,589.6
242.0,77956520,597.9
242.3,79806754,606.3
242.6,81656988,614.7
242.9,83630570,623.1
243.2,85480804,631.5
243.5,87454387,639.9
243.8,89551319,648.3
244.1,91524901,656.8
244.4,93498484,665.3
244.8,95595416,673.7
245.1,97692348,682.2
245.4,99789279,690.7
245.7,101886211,699.1
246.0,103983143,707.6
246.3,106203423,716.2
246.6,108423704,724.7
246.9,110520636,733.2
247.2,112864265,741.7
247.5,115084546,750.2
247.8,117304827,758.8
248.1,119648456,767.3
248.4,121992086,775.9
248.7,124335715,784.4
249.0,126679345,792.9
249.3,129022974,801.5
249.6,131489953,810.1
249.9,133956931,818.6
250.2,136423910,827.2
250.5,138890888,835.8
250.9,141357867,844.3
251.2,143948194,852.9
251.5,146538522,861.5
251.8,149128849,870.1
252.1,151719176,878.7
252.4,154309504,887.3
252.7,157023180,895.8
253.0,159736856,904.5
253.3,162450533,913.0
253.6,165164209,921.7
253.9,167877885,930.3
254.2,170714911,938.9
254.5,173551936,947.5
254.8,176388961,956.1
255.1,179225986,964.8
255.4,182186361,973.4
255.7,185146735,982.0
256.0,188107109,990.7
256.3,191067483,999.4
256.6,194027857,1008.0
256.9,197111580,1016.7
257.3,200195303,1025.3
257.6,203279026,1034.0
257.9,206362750,1042.7
258.2,209569822,1051.4
258.5,212776894,1060.1
258.8,215983966,1068.8
259.1,219191038,1077.5
259.4,222521459,1086.2
259.7,225851880,1095.0
260.0,229182301,1103.7
260.3,232512721,1112.4
260.6,235966491,1121.2
260.9,239420261,1129.9
261.2,242874031,1138.7
261.5,246327801,1147.4
261.8,249904920,1156.2
262.1,253482039,1165.0
262.4,257059157,1173.8
262.7,260636276,1182.6
263.0,264336744,1191.4
263.3,267913863,1200.2
263.7,271614330,1209.0
264.0,275438147,1217.8
264.3,279138615,1226.7
264.6,282962431,1235.5
264.9,286662899,1244.4
265.2,290486716,1253.2
265.5,294433881,1262.0
265.8,298257698,1263.5
266.1,302204863,1268.3
266.4,306152029,1270.9
266.7,310099195,1279.8
267.0,314169709,1288.6
267.3,318116875,1297.5
267.6,322187389,1306.4
267.9,326257904,1315.3
268.2,330328418,1341.9
268.5,334522281,1350.8
268.8,338716145,1359.7
269.1,342910008,1368.6
269.4,347103872,1377.5
269.7,351297735,1386.4
270.1,355614947,1395.3
270.4,359932160,1404.1
270.7,364249372,1413.0
271.0,368566584,1421.9
271.3,372883797,1430.8
271.6,377324358,1439.6
271.9,381764919,1448.4
272.2,386205481,1457.3
272.5,390646042,1466.1
272.8,395086603,1474.9
273.1,399650513,1483.7
273.4,404214423,1492.5
273.7,408778334,1501.3
274.0,413342244,1510.0
274.3,418029503,1518.7
274.6,422716762,1527.4
274.9,427404021,1536.1
275.2,432091280,1544.8
275.5,436778539,1553.4
275.8,441465798,1562.0
276.1,446276406,1570.6
276.5,451087015,1579.2
276.8,455897623,1587.7
277.1,460708231,1596.2
277.4,465518839,1604.6
277.7,470452796,1613.0
278.0,475386753,1621.4
278.3,480320709,1629.7
278.6,485254666,1638.0
278.9,490188623,1646.3
279.2,495122580,1654.5
279.5,500179886,1662.7
279.8,505237192,1670.8
280.1,510294498,1678.8
280.4,515351804,1686.8
280.7,520532459,1694.8
281.0,525589765,1702.7
281.3,530770419,1710.5
281.6,535951074,1718.2
281.9,541131729,1725.9
282.2,546435733,1733.6
282.5,551739736,1741.2
282.9,556920391,1748.6
283.2,562224395,1756.0
283.5,567651748,1763.4
283.8,572955751,1770.7
284.1,578383104,1777.9
284.4,583810457,1784.9
284.7,589237809,1792.0
285.0,594665162,1798.9
285.3,600092515,1805.8
285.6,605643216,1812.5
285.9,611193918,1819.2
286.2,616744619,1825.8
286.5,622295321,1832.2
