Elevation_m,Storage_m3,Area_ha
396.2,0,0
396.5,1233,0.4
396.8,3700,0.8
397.2,6167,2.1
397.5,8634,3.5
397.8,11101,4.8
398.1,12335,6.1
398.4,14802,7.4
398.7,17269,8.7
399,18502,10.1
399.3,20969,11.4
399.6,28370,12.7
399.9,37004,14
400.2,44405,15.4
400.5,53040,16.7
400.8,60441,18
401.1,67842,19.3
401.4,76476,20.7
401.7,83877,22
402,92511,23.3
402.3,99912,24.6
402.6,112247,25.9
402.9,127049,27.3
403.3,141850,28.6
403.6,159119,29.9
403.9,176388,31.2
404.2,196124,32.6
404.5,217093,33.9
404.8,239295,35.2
405.1,263965,36.5
405.4,288635,37.9
405.7,315771,39.2
406,342908,40.5
406.3,372512,41.8
406.6,403349,43.2
406.9,435419,44.5
407.2,468723,45.8
407.5,503261,47.1
407.8,540265,48.4
408.1,577269,49.8
408.4,616741,51.1
408.7,657446,52.4
409,699384,53.7
409.3,743790,55.1
409.7,790662,56.4
410,838768,57.7
410.3,890574,59
410.6,943614,60.4
410.9,997887,61.7
411.2,1055860,63
411.5,1115068,64.3
411.8,1176742,65.6
412.1,1239649,67
412.4,1306257,68.3
412.7,1374099,69.6
413,1443174,70.9
413.3,1515949,72.3
413.6,1589958,73.6
413.9,1666434,74.9
414.2,1745377,76.2
414.5,1825553,77.6
414.8,1914364,78.9
415.1,2006875,80.2
415.4,2103087,81.5
415.7,2201765,82.8
416.1,2302911,84.2
416.4,2408990,85.5
416.7,2517536,86.8
417,2628550,88.1
417.3,2743264,89.5
417.6,2861678,90.8
417.9,2982559,92.1
418.2,3107141,93.4
418.5,3235423,94.8
418.8,3366172,96.1
419.1,3499388,97.4
419.4,3637538,98.7
419.7,3778155,100
420,3921239,101.4
420.3,4068023,102.7
420.6,4218508,104
420.9,4381327,105.3
421.2,4544147,106.7
421.5,4706967,108
421.8,4869786,109.3
422.1,5032606,110.6
422.5,5195425,112
422.8,5358245,113.3
423.1,5521065,114.6
423.4,5683884,115.9
423.7,5846704,117.2
424,6009524,118.6
424.3,6172343,119.9
424.6,6335163,121.2
424.9,6497982,122.5
425.2,6660802,123.9
425.5,6823622,125.2
425.8,6986441,126.5
426.1,7149261,127.8
426.4,7312080,129.2
426.7,7509437,130.5
427,7648821,131.8
427.3,7827676,133.1
427.6,8010231,134.4
427.9,8196487,135.8
428.2,8386443,137.1
428.5,8581333,138.4
428.9,8781157,139.7
429.2,8983448,141.1
429.5,9190673,142.4
429.8,9401599,143.7
430.1,9617458,145
430.4,9837018,146.4
430.7,10061511,147.7
431,10288472,149
431.3,10520367,150.3
431.6,10757195,151.6
431.9,10997724,153
432.2,11241953,154.3
432.5,11489883,155.6
432.8,11742747,156.9
433.1,11999311,158.3
433.4,12260809,159.6
433.7,12581515,160.9
434,12828211,162.2
434.3,13074907,163.6
434.6,13321604,164.9
434.9,13568300,166.2
435.3,13938345,167.5
435.6,14185041,168.9
435.9,14555086,170.2
436.2,14801782,171.5
436.5,15048478,172.8
436.8,15418523,174.1
437.1,15665219,175.5
437.4,16035264,176.8
437.7,16405308,178.1
438,16652005,179.4
438.3,17022049,180.8
438.6,17268746,182.1
438.9,17638790,183.4
439.2,18008835,184.7
439.5,18255531,186.1
439.8,18625576,187.4
440.1,18995620,188.7
440.4,19242317,190
440.7,19612361,191.3
441,19982406,192.7
441.4,20352450,194
441.7,20599147,195.3
442,20969191,196.6
442.3,21339236,198
442.6,21709280,199.3
442.9,22079325,200.6
443.2,22449369,201.9
443.5,22819414,203.3
443.8,23189459,204.6
444.1,23559503,205.9
444.4,23929548,207.2
444.7,24422940,208.5
445,24792985,209.9
445.3,25163029,211.2
445.6,25533074,212.5
445.9,26026467,213.8
446.2,26396511,215.2
446.5,26766556,216.5
446.8,27259949,217.8
447.1,27629993,219.1
447.4,28123386,220.5
447.8,28493430,221.8
448.1,28986823,223.1
448.4,29356868,224.4
448.7,29850260,225.7
449,30343653,227.1
449.3,30713698,228.4
449.6,31207090,229.7
449.9,31700483,231
450.2,32193876,232.4
450.5,32563921,233.7
450.8,33057313,235
451.1,33550706,236.3
451.4,34044099,237.7
451.7,34537491,239
452,35030884,240.3
452.3,35524277,241.6
452.6,36017670,242.9
452.9,36511062,244.3
453.2,37004455,245.6
453.5,37621196,246.9
453.8,38114589,248.2
454.2,38607982,249.6
454.5,39101374,250.9
454.8,39718115,252.2
455.1,40211508,253.5
455.4,40704901,254.9
455.7,41321642,256.2
456,41815034,257.5
456.3,42431775,258.8
456.6,42925168,260.1
456.9,43541909,261.5
457.2,44035302,262.8
457.5,44652043,264.1
457.8,45268783,265.4
458.1,45762176,266.8
458.4,46378917,268.1
458.7,46995658,269.4
459,47612399,270.7
459.3,48105792,272.1
459.6,48722533,273.4
459.9,49339274,274.7
460.2,49956014,276
460.6,50572755,277.3
460.9,51189496,278.7
461.2,51806237,280
461.5,52422978,281.3
461.8,53039719,282.6
462.1,53656460,284
462.4,54396549,285.3
462.7,55013290,286.6
463,55630031,287.9
463.3,56246772,289.3
463.6,56986861,290.6
463.9,57603602,291.9
464.2,58220343,293.2
464.5,58960432,294.6
464.8,59577173,295.9
465.1,60317262,297.2
465.4,60934003,298.5
465.7,61674092,299.8
466,62290833,301.2
466.3,63030922,302.5
466.6,63771011,303.8
467,64387752,305.1
467.3,65004493,306.5
467.6,65744582,307.8
467.9,66361323,309.1
468.2,66978064,310.4
468.5,67718153,311.8
468.8,68334894,313.1
469.1,69074983,314.4
469.4,69691724,315.7
469.7,70431813,317
470,71171902,318.4
470.3,71788643,319.7
470.6,72528732,321
470.9,73268821,322.3
471.2,74008910,323.7
471.5,74748999,325
471.8,75489088,326.3
472.1,76105829,327.6
472.4,76845918,329
472.7,77709356,330.3
473,78449445,331.6
473.4,79189534,332.9
473.7,79929623,334.2
474,80669712,335.6
474.3,81409801,336.9
474.6,82273239,338.2
474.9,83013328,339.5
475.2,83753417,340.9
475.5,84616854,342.2
475.8,85356943,343.5
476.1,86220380,344.8
476.4,86960470,346.2
476.7,87823907,347.5
477,88687344,348.8
477.3,89427433,350.1
477.6,90290871,351.4
477.9,91154308,352.8
478.2,92017745,354.1
478.5,92757834,355.4
478.8,93621271,356.7
479.1,94484709,358.1
479.5,95348146,359.4
479.8,96211583,360.7
480.1,97075021,362
480.4,97938458,363.4
480.7,98925243,364.7
481,99788681,366
481.3,100652118,367.3
481.6,101515555,368.6
481.9,102502341,370
482.2,103365778,371.3
482.5,104352563,372.6
482.8,105216001,373.9
483.1,106202786,375.3
483.4,107066223,376.6
483.7,108053009,377.9
484,108916446,379.2
484.3,109903232,380.6
484.6,110890017,381.9
484.9,111753454,383.2
485.2,112740240,384.5
485.5,113727025,385.8
485.9,114713811,387.2
486.2,115700596,388.5
486.5,116687382,389.8
486.8,117674167,391.1
487.1,118660953,392.5
487.4,119647738,393.8
487.7,120634524,395.1
488,121744657,396.4
488.3,122731443,397.8
488.6,123718228,399.1
488.9,124705014,400.4
489.2,125815147,401.7
489.5,126801933,403
489.8,127912067,404.4
490.1,128898852,405.7
490.4,130008986,407
490.7,130995771,408.3
491,132105905,409.7
491.3,133216038,411
491.6,134202824,412.3
491.9,135312958,413.6
492.3,136423091,415
492.6,137533225,416.3
492.9,138643359,417.6
493.2,139753492,418.9
493.5,140863626,420.3
493.8,141973760,421.6
494.1,143083893,422.9
494.4,144194027,424.2
494.7,145304160,425.5
495,146414294,426.9
495.3,147524428,428.2
495.6,148757910,429.5
495.9,149868043,430.8
496.2,150978177,432.2
496.5,152211659,433.5
496.8,153321792,434.8
497.1,154555274,436.1
497.4,155665408,437.5
497.7,156898890,438.8
498,158132372,440.1
498.3,159242505,441.4
498.7,160475987,442.7
499,161709469,444.1
499.3,162819603,445.4
499.6,164053084,446.7
499.9,165286566,448
500.2,166520048,449.4
500.5,167753530,450.7
500.8,168987012,452
501.1,170220494,453.3
501.4,171453975,454.7
501.7,172687457,456
502,174044287,457.3
502.3,175277769,458.6
502.6,176511251,459.9
502.9,177744733,461.3
503.2,179101563,462.6
503.5,180335045,463.9
503.8,181691875,465.2
504.1,182925357,466.6
504.4,184282187,467.9
504.7,185515668,469.2
505.1,186872498,470.5
505.4,188229328,471.9
505.7,189462810,473.2
506,190819640,474.5
506.3,192176470,475.8
506.6,193533300,477.1
506.9,194890130,478.5
507.2,196246960,479.8
507.5,197603790,481.1
507.8,198960620,482.4
508.1,200317450,483.8
508.4,201674280,485.1
508.7,203031110,486.4
509,204387940,487.7
509.3,205744771,489.1
509.6,207224949,490.4
509.9,208581779,491.7
