,SALEM_T,EUGENE_T,SEATTLE_T,BOISE_T,PORTLAND_T,SPOKANE_T,PASCO_T,FRESNO_T,LOS ANGELES_T,SAN DIEGO_T,SACRAMENTO_T,SAN JOSE_T,SAN FRANCISCO_T,TUCSON_T,PHOENIX_T,LAS VEGAS_T,OAKLAND_T
0,3.7890705196010734,3.6884457675814835,3.0511237582477815,5.046270952441672,3.8297150914747164,5.572578373756626,5.052567464558922,3.3390828895692204,2.481510034602206,2.158959473818548,3.067723497380753,2.6778301548520447,2.5856119674064217,3.5221615345294492,3.4106580759988803,3.240023970758344,2.411549381631135
1,4.0537532002667085,3.8302811873391587,3.3613150603301927,4.921006447743053,3.8845771715929414,5.177947635910645,4.865600271309149,3.304165313283889,2.38716383355817,2.1659307454963317,3.0700840011147297,2.69252406633309,2.589456540469862,3.814539174174932,3.5585100213550724,3.957076347388217,2.405282771102835
2,3.8881542005738483,4.01009464925837,3.528550452969767,5.113605811107131,3.8008666226205197,5.283344896230151,4.857945343868932,3.2457737820338544,2.784271564719853,2.3475125607622287,2.7362832820026894,2.3018689894588107,2.1956050562671345,3.5405301206674595,3.450371097156219,3.6968731013488667,2.0361331300251306
3,4.017136286014485,3.995725192540731,3.651888855795052,5.162609364998069,3.6031734473863173,5.952216797771456,5.365620447818738,3.088481914909093,2.862188542484459,2.5847042088723646,2.894930815421842,2.5865575484004495,2.502901081768891,3.7263350494452885,3.2865790538734125,3.7085497833743233,2.3558725724627805
4,4.441303986890447,4.34570647640912,3.640205602277762,5.430324074033299,3.8913608829659316,6.440275241732018,5.700973280223337,3.2212167140168266,2.6980760413800184,2.4765299703025505,3.0488071400210215,2.708954832179146,2.652327917759837,3.6112912295264477,3.238102472385835,3.530638992120891,2.502939906826878
5,4.581105978530948,4.645899175077437,3.6306633211319843,5.816081446077715,3.9024883556237557,6.424750631064219,5.914668642760674,2.997950189077561,2.6722660832697582,2.3044586214124707,2.6777394843498725,2.401775961072363,2.3501189058308776,3.5929081366889757,3.2513800606427146,3.601969781594459,2.2179671078297356
6,4.258357525552193,4.237701796814234,3.517813632613393,5.846958158057164,3.895193629969846,6.148873228105182,5.788954547758849,3.023983309075293,3.064387436367557,2.7213459731764917,2.885973665075733,2.5693823373386335,2.4812530446869348,3.600730293576128,3.3171707944240163,3.7507472982564463,2.314310565787682
7,3.849246988348296,3.8535254246135504,2.934382551591699,5.666072458447483,3.5663861673783823,5.294885520214417,5.026322251421118,3.4098353096737744,2.524211906800543,2.245834153220367,2.962051244792683,2.675755950777798,2.533924503703764,3.5046138347616815,3.164148467911555,3.494219576957736,2.3719437837194044
8,3.917304033480863,3.863177499654573,3.371755905146367,5.6913836428970095,3.723342484545124,5.085876139718735,4.80668242065652,3.298138347543163,2.2683684351569897,2.0791525237015707,3.0905046939521825,2.649102604376308,2.5497598671371504,3.1058101237590816,3.0137172366517038,3.112504607243044,2.3991188052147776
9,3.5313324896032285,3.5685883731872496,3.429118128271323,5.557244922206989,3.637008921421635,5.6955591419450595,5.077697741358886,2.9424296171414954,2.603504736811621,2.092616294211753,3.037953306054316,2.7116927894525245,2.6271657343873818,3.42339311895277,3.364030674252011,3.1628180501839704,2.476346359163597
10,3.9056963310300254,3.5553546775210942,3.818442351220311,5.541902415177396,3.9124434244647928,5.1498895731908245,4.640815621288395,2.8430082031717214,2.5231607498077637,2.174674988353175,3.0240676588977413,2.6036457554303896,2.4821883601367665,3.6599125260025014,3.4395756341156036,3.212986669507804,2.3801283710638157
11,3.647164095317015,3.785891734706055,3.2878904249666054,5.443788495183087,3.4045274357102824,5.297770359169223,4.6649740089085014,3.295561939501689,2.7197333124570666,2.235075318055268,3.40098175086359,2.836194608418517,2.635424965445811,3.745112108827037,3.4330285658831885,3.6968317024530073,2.5393668713112976
