,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
1/1/2000,3.681632653,3.36,3.481632653,3.282857143,4.348979592,3.931428571,-3.220408163,3.228571429,4.0025,7.45,-4.46122449,3.477142857,-0.425,2.55,7.329591837,1.7,13.42959184,2.425714286,13.57040816,1.897142857,7.078571429,2.038235294,9.63,2.265,9.384693878,3.097142857,10.6122449,2.9,12.21734694,1.854285714,7.092857143,2.937142857,9.372222222,3.266666667
1/2/2000,3.590625,3.397058824,3.3,3.141176471,4.154166667,3.882352941,-2.998958333,3.011764706,4.528947368,6.3,-4.339583333,3.708823529,-0.034210526,2.321052632,7.245833333,1.873529412,13.61770833,2.838235294,13.715625,2.291176471,6.882291667,1.96969697,9.223684211,1.989473684,9.048958333,2.838235294,10.534375,3.833333333,12.2,2.444117647,7.008333333,3.297058824,9.163888889,2.561111111
1/3/2000,4.167708333,3.441176471,3.984375,3.352941176,4.01875,4.252941176,-2.904166667,2.623529412,3.881578947,6.031578947,-4.379166667,3.620588235,-1.305263158,2.252631579,7.395833333,1.841176471,13.58020833,2.691176471,13.90625,2.144117647,7.089583333,1.996969697,9.321052632,1.952631579,9.314583333,2.767647059,10.784375,3.560606061,12.253125,2.397058824,6.703125,2.858823529,8.847222222,2.566666667
1/4/2000,3.935416667,3.538235294,3.629166667,3.35,4.336458333,3.997058824,-2.63125,2.744117647,3.807894737,6.678947368,-3.970833333,3.776470588,-1.057894737,2.436842105,7.466666667,1.958823529,13.59791667,2.723529412,13.86041667,2.352941176,7.322916667,2.206060606,9.710526316,2.126315789,9.067708333,2.958823529,10.66770833,3.191176471,12.23958333,2.15,6.629166667,2.544117647,8.955555556,2.694444444
1/5/2000,3.628125,2.879411765,3.732291667,2.838235294,3.925,4.141176471,-2.638541667,2.441176471,3.636842105,5.815789474,-4.425,3.614705882,-0.265789474,2.531578947,7.554166667,1.944117647,13.78854167,3.252941176,14.053125,2.611764706,7.185416667,2.312121212,9.528947368,2.347368421,9.221875,3.152941176,10.80625,3.135294118,12.33541667,2.311764706,7.165625,3.361764706,9.05,2.6
1/6/2000,3.560416667,3.205882353,3.419791667,3.097058824,3.969791667,3.629411765,-3.25625,2.385294118,4.057894737,5.926315789,-4.541666667,3.558823529,-0.431578947,2.226315789,7.142708333,1.632352941,13.63541667,2.961764706,13.98541667,2.417647059,7.075,1.975757576,9.263157895,1.726315789,9.019791667,2.817647059,10.39479167,3.038235294,12.15833333,2.132352941,7.165625,3.441176471,8.991666667,2.327777778
1/7/2000,4.095833333,3.391176471,4.060416667,3.070588235,4.709375,4.067647059,-2.5125,3.035294118,5.444736842,5.957894737,-3.857291667,4.144117647,2.007894737,2.989473684,7.927083333,2.097058824,13.51666667,2.967647059,13.965625,2.564705882,7.357291667,2.375757576,10.22631579,2.331578947,9.441666667,3.055882353,10.340625,3.3,12.25208333,2.1,7.239583333,2.673529412,9.6,2.394444444
1/8/2000,4.2875,3.082352941,4.330208333,2.970588235,5.016666667,3.891176471,-1.641666667,2.732352941,4.860526316,5.821052632,-2.75625,3.997058824,2.392105263,2.884210526,7.903125,1.8,13.528125,2.555882353,13.98020833,2.182352941,7.803125,2.227272727,11.09473684,2.457894737,9.938541667,3.123529412,10.840625,3.076470588,12.4625,2.129411765,7.866666667,2.702941176,10.50833333,2.816666667
1/9/2000,4.311458333,2.973529412,4.455208333,3.076470588,5.016666667,3.652941176,-0.627083333,2.911764706,4.676315789,5.268421053,-2.292708333,3.832352941,2.205263158,2.757894737,8.514583333,1.708823529,13.96875,2.547058824,14.103125,2.141176471,8.135416667,1.915151515,10.56842105,2.163157895,10.03541667,2.908823529,11.125,3.070588235,12.653125,2.117647059,8.0125,2.8,9.725,2.466666667
1/10/2000,4.253125,2.802941176,4.534375,3.005882353,4.985416667,3.967647059,-0.463541667,3.108823529,4.992105263,5.421052632,-2.844791667,3.535294118,2.05,2.878947368,8.227083333,1.944117647,13.98958333,2.744117647,14.36979167,2.408823529,7.984375,2.4,10.32368421,2.073684211,10.09895833,3.544117647,11.31354167,3.258823529,13.003125,2.226470588,8.492708333,2.811764706,10.15277778,3.083333333
1/11/2000,3.958333333,2.758823529,4.520833333,2.979411765,4.825,4.005882353,-0.607291667,2.814705882,4.484210526,6.610526316,-3.0125,3.744117647,1.552631579,3.278947368,8.027083333,1.808823529,14.20625,2.947058824,14.34479167,2.361764706,7.866666667,2.603030303,10.31052632,2.136842105,9.846875,3.258823529,11.6875,3.285294118,13.22291667,2.329411765,8.690625,3.605882353,9.816666667,2.683333333
1/12/2000,4.811458333,3.108823529,5.111458333,3.232352941,5.10625,3.952941176,-0.942708333,2.973529412,4.863157895,5.578947368,-2.780208333,3.702941176,1.426315789,2.973684211,8.139583333,1.788235294,14.37083333,2.708823529,14.51458333,2.352941176,8.069791667,2.333333333,10.62894737,2.063157895,10.24375,3.087878788,11.35,3.35,13.14583333,2.220588235,8.744791667,3.320588235,9.980555556,2.666666667
1/13/2000,5.252083333,2.991176471,5.054166667,2.997058824,5.322916667,3.444117647,-0.492708333,2.914705882,4.707894737,4.631578947,-1.933333333,3.732352941,1.239473684,2.368421053,8.371875,1.785294118,14.63333333,2.688235294,14.51979167,2.247058824,8.071875,2.315151515,10.47105263,1.847368421,10.11354167,3.126470588,11.17708333,3.302941176,13.16041667,2.064705882,8.433333333,2.767647059,9.833333333,2.627777778
1/14/2000,5.353125,3.297058824,5.178125,3.220588235,5.457291667,3.720588235,-0.155208333,3.002941176,4.207894737,4.515789474,-1.316666667,4.088235294,2.439473684,2.721052632,8.027083333,1.741176471,14.89583333,2.394117647,14.96145833,2.061764706,7.890625,2.248484848,9.652631579,1.8,9.894791667,2.844117647,11.63854167,3.102941176,13.43333333,2.097058824,8.846875,3.108823529,9.438888889,2.4
1/15/2000,4.907291667,3.026470588,4.59375,2.970588235,5.23125,3.408823529,-0.313541667,3.064705882,3.528947368,5,-1.882291667,3.752941176,0.757894737,2.573684211,8.6125,1.776470588,14.471875,2.873529412,14.625,2.5,8.069791667,2.266666667,10,1.757894737,10.31458333,3.302941176,11.73125,2.805882353,13.53333333,2.038235294,8.722916667,3.088235294,9.758333333,2.45
1/16/2000,4.925,2.967647059,5.207291667,3.126470588,5.291666667,3.788235294,-0.229166667,3.070588235,4.186842105,5.968421053,-1.705208333,3.541176471,0.378947368,2.573684211,8.585416667,1.714705882,14.575,2.688235294,14.634375,2.411764706,8.828125,2.660606061,9.928947368,2.026315789,10.65,3.226470588,11.70416667,3.023529412,13.52708333,2.102941176,8.742708333,3.5,9.522222222,2.411111111
1/17/2000,5.064583333,2.729411765,5.058333333,2.870588235,5.740625,3.2,-0.398958333,2.908823529,4.452631579,6.263157895,-1.469791667,3.335294118,0.484210526,2.236842105,8.5375,1.732352941,14.62083333,2.75,14.84895833,2.382352941,8.155208333,1.890909091,10.22894737,1.936842105,10.32916667,2.755882353,11.66458333,3.132352941,13.81666667,2.232352941,8.988541667,2.955882353,9.388888889,2.338888889
1/18/2000,5.919791667,2.985294118,5.888541667,2.952941176,5.984375,3.585294118,0.077083333,2.852941176,5.934210526,5.573684211,-1.297916667,3.282352941,0.781578947,2.210526316,8.828125,1.820588235,14.82083333,2.817647059,14.76458333,2.338235294,8.622916667,2.051515152,10.85789474,2.121052632,10.69375,2.8,12.01041667,3.279411765,13.59479167,2.252941176,9.373958333,2.726470588,9.877777778,2.644444444
1/19/2000,5.636458333,2.779411765,5.525,2.985294118,5.685416667,3.141176471,-0.142708333,2.841176471,5.313157895,4.847368421,-1.367708333,2.867647059,1.423684211,2.1,8.826041667,1.761764706,14.55,2.935294118,14.59791667,2.226470588,8.63125,2.36969697,10.61578947,2.168421053,10.46458333,3.017647059,12.23333333,3.341176471,13.75,2.194117647,9.395833333,2.882352941,9.766666667,2.738888889
1/20/2000,5.091666667,2.873529412,4.90625,2.988235294,5.715625,3.514705882,-0.371875,2.9,4.95,6.384210526,-1.244791667,3.470588235,2.15,2.857894737,8.732291667,2.155882353,14.29791667,2.991176471,14.35208333,2.367647059,8.254166667,2.296969697,10.41052632,2.310526316,10.1375,3.276470588,11.61979167,3.026470588,13.571875,2.032352941,9.220833333,2.976470588,9.813888889,2.927777778
1/21/2000,4.798958333,2.679411765,4.759375,2.905882353,5.482291667,3.229411765,-0.685416667,2.573529412,5.207894737,6.478947368,-1.721875,2.964705882,1.381578947,2.547368421,8.796875,1.994117647,13.903125,3.026470588,14.30625,2.417647059,8.878125,2.336363636,10.43421053,2.315789474,10.55729167,2.923529412,11.61354167,3.464705882,13.575,2.647058824,8.960416667,3.311764706,10.125,2.977777778
1/22/2000,5.48125,2.779411765,5.25625,2.888235294,5.560416667,3.479411765,-0.965625,2.847058824,5.313157895,5.905263158,-1.708333333,3.276470588,1.094736842,2.131578947,8.944791667,2.088235294,13.890625,2.841176471,14.290625,2.464705882,8.651041667,2.43030303,10.6,2.547368421,10.40208333,3.329411765,11.25729167,3.102941176,13.56041667,2.241176471,8.785416667,2.811764706,9.997222222,3.077777778
1/23/2000,5.520833333,2.985294118,5.077083333,3.058823529,6.075,3.673529412,-0.272916667,2.691176471,5.444736842,5.205263158,-0.991666667,3.817647059,1.786842105,2.215789474,8.83125,2.15,14.00625,2.920588235,14.39583333,2.361764706,8.551041667,2.566666667,10.62894737,2.263157895,10.371875,3.044117647,11.56979167,2.929411765,13.55208333,2.176470588,8.769791667,2.908823529,10.23333333,2.95
1/24/2000,5.485416667,2.867647059,5.209375,2.85,5.686458333,3.455882353,0.016666667,2.755882353,5.328947368,5.594736842,-1.104166667,3.435294118,1.676315789,2.010526316,8.673958333,1.876470588,14.08541667,2.794117647,14.57291667,2.123529412,8.363541667,2.384848485,10.38684211,2.084210526,10.26875,2.95,11.64270833,3.1,13.7,2.288235294,9.258333333,2.852941176,10.29722222,2.511111111
1/25/2000,5.283333333,2.635294118,5.213541667,2.811764706,5.373958333,3.470588235,0.489583333,2.941176471,5.471052632,5.073684211,-0.99375,3.420588235,1.563157895,2.136842105,8.951041667,1.920588235,14.40520833,2.85,14.46770833,2.229411765,8.860416667,2.16969697,11.04473684,2.836842105,10.440625,3.144117647,12.14166667,3.379411765,13.89791667,2.205882353,9.298958333,3.155882353,10.52222222,2.922222222
1/26/2000,4.71875,2.414705882,4.766666667,2.691176471,4.834375,3.370588235,0.05,2.964705882,5.763157895,4.557894737,-1.577083333,3.538235294,2.178947368,2.3,8.945833333,1.970588235,14.21041667,3.108823529,14.4,2.373529412,9.153125,2.515151515,11.23684211,2.521052632,10.47604167,3.144117647,12.084375,3.047058824,13.80208333,2.173529412,9.375,3.055882353,10.44722222,2.755555556
1/27/2000,4.638541667,2.779411765,4.654166667,2.823529412,5.121875,3.370588235,-0.811458333,2.835294118,5.368421053,4.621052632,-1.789583333,3.238235294,2.276315789,2.126315789,8.884375,1.964705882,14.34895833,2.844117647,14.68125,2.455882353,8.660416667,2.596969697,10.82368421,2.373684211,10.40625,3.064705882,12.18541667,3.105882353,14.06354167,2.388235294,9.513541667,3.111764706,10.24722222,2.611111111
1/28/2000,5.159375,3.323529412,5.207291667,3.388235294,5.39375,3.929411765,-0.563541667,2.826470588,6.076315789,5.915789474,-1.98125,4.041176471,2.860526316,2.942105263,8.948958333,1.517647059,13.99166667,2.805882353,14.42916667,2.317647059,8.576041667,1.872727273,9.910526316,1.873684211,10.11458333,2.85,11.42604167,2.852941176,13.79166667,2.202941176,9.434375,3.2,9.797222222,2.427777778
1/29/2000,5.430208333,3.629411765,5.095833333,3.35,5.51875,4.161764706,-0.622916667,3.255882353,6.484210526,5.084210526,-1.702083333,3.858823529,4.207894737,3.268421053,8.784375,1.623529412,13.746875,2.729411765,14.27291667,2.229411765,8.684375,2.136363636,10.83157895,2.042105263,10.30625,2.858823529,11.78229167,3.108823529,13.65104167,2.208823529,9.295833333,2.926470588,10.37777778,2.355555556
1/30/2000,5.346875,3.358823529,5.14375,3.1,5.3875,4.432352941,-0.563541667,3.097058824,6.371052632,3.968421053,-1.605208333,4.141176471,4.178947368,4.063157895,9.033333333,1.764705882,13.79895833,2.829411765,14.275,2.435294118,8.602083333,2.084848485,10.71842105,2.389473684,10.18020833,3.185294118,11.978125,3.573529412,13.81041667,2.602941176,9.3,3.514705882,10.15,2.85
1/31/2000,5.4375,3.558823529,5.303125,3.444117647,5.363541667,4.032352941,-0.444791667,3.064705882,5.947368421,3.852631579,-1.773958333,4.082352941,3.510526316,3.036842105,8.935416667,1.867647059,14.08645833,3.208823529,14.1875,2.620588235,8.676041667,2.340625,10.43684211,2.389473684,10.159375,3.455882353,11.69479167,3.523529412,13.66770833,2.420588235,9.5,3.135294118,9.963888889,2.644444444
2/1/2000,4.90625,3.197058824,4.752083333,3.397058824,5.359375,3.982352941,0.090625,3.470588235,5.965789474,3.877777778,-2.3125,3.85,2.455,2.868421053,9.192708333,1.791176471,13.72083333,2.917647059,14.00833333,2.423529412,9.05,2.463636364,10.63157895,2.442105263,10.53541667,3.244117647,11.440625,3.182352941,13.4875,2.352941176,9.322916667,3.25,10.50277778,2.622222222
2/2/2000,4.744791667,2.908823529,5.025,3.15,5.15625,3.823529412,-0.210416667,3.185294118,5.668421053,5.205263158,-2.3375,3.697058824,2.79,2.626315789,9.526041667,2.055882353,14.04479167,3.132352941,14.446875,2.523529412,9.260416667,2.703030303,10.72631579,2.6,10.94583333,3.361764706,11.38854167,3.288235294,13.53229167,2.567647059,8.983333333,3.229411765,10.75555556,3.155555556
2/3/2000,4.894791667,2.526470588,4.804166667,2.791176471,5.582291667,3.579411765,-0.213541667,2.964705882,5.742105263,4.857894737,-2.020833333,3.197058824,2.2075,2.057894737,9.807291667,1.852941176,14.19479167,2.894117647,14.71145833,2.694117647,9.332291667,1.984848485,11.28421053,2.152631579,10.84270833,3.129411765,11.65104167,3.438235294,13.790625,2.167647059,9.521875,3.132352941,10.84444444,2.666666667
2/4/2000,4.782291667,2.761764706,4.748958333,2.829411765,5.894791667,3.985294118,-0.384375,2.758823529,6.771052632,4.826315789,-1.528125,3.785294118,3.3,2.752631579,10.0625,1.644117647,14.39166667,3.332352941,14.63125,2.605882353,9.664583333,2.36969697,11.32631579,2.331578947,11.01875,3.211764706,12.109375,3.358823529,14.296875,2.373529412,9.73125,3.182352941,10.83333333,2.555555556
2/5/2000,4.857291667,2.744117647,5.05,2.973529412,5.416666667,3.685294118,-0.13125,3.15,6.097368421,5.110526316,-1.16875,3.591176471,2.61,2.263157895,10.20625,1.776470588,14.165625,2.85,14.43958333,2.420588235,9.607291667,2.478787879,11.43684211,2.547368421,10.87395833,3.611764706,12.52083333,3.258823529,14.559375,2.291176471,9.829166667,3.105882353,10.91666667,3.122222222
2/6/2000,5.652083333,3.355882353,5.544791667,3.335294118,6.066666667,3.820588235,0.447916667,3.167647059,6.439473684,5.568421053,-0.969791667,3.908823529,3.49,3.121052632,10.16458333,2.070588235,14.20208333,3.155882353,14.77083333,2.767647059,10.103125,2.836363636,11.73684211,3.057894737,11.05416667,3.920588235,12.55833333,3.558823529,14.45104167,2.414705882,9.966666667,3.247058824,11.425,3.672222222
2/7/2000,5.316666667,2.914705882,4.951041667,2.911764706,6.151041667,3.808823529,1.434375,3.523529412,5.828947368,5.378947368,-0.739583333,3.988235294,3.1025,3.015789474,10.796875,2.285294118,14.34270833,3.235294118,14.69375,2.817647059,10.403125,2.884848485,12.16052632,3.157894737,11.57083333,3.832352941,12.715625,3.252941176,14.89270833,2.476470588,10.13020833,3.241176471,11.74444444,3.394444444
2/8/2000,5.459375,2.870588235,5.3,3.067647059,6.115625,3.441176471,1.31875,3.076470588,5.271052632,5.442105263,-0.707291667,3.426470588,2.955,2.757894737,11.04166667,2.282352941,14.41875,3.226470588,14.84895833,2.747058824,10.39166667,2.839393939,12.03157895,2.836842105,11.41145833,3.688235294,12.79270833,3.291176471,14.97916667,2.432352941,10.69895833,3.388235294,11.41944444,3.161111111
2/9/2000,5.689583333,3.005882353,5.595833333,3.076470588,5.898958333,3.508823529,2.235416667,3.317647059,5.952631579,4.794736842,-0.65625,3.344117647,2.995,1.836842105,11.04791667,2.229411765,14.346875,3.2,14.85729167,2.688235294,10.67604167,2.484848485,11.97368421,2.773684211,11.48541667,3.394117647,12.971875,3.120588235,15.36979167,2.473529412,11.009375,3.432352941,11.575,3.3
2/10/2000,5.573958333,2.820588235,5.765625,2.791176471,6.052083333,3.894117647,2.211458333,2.964705882,6.110526316,5.026315789,-0.346875,3.585294118,3.0325,2.536842105,10.83333333,2.191176471,14.34270833,3.073529412,14.78854167,2.452941176,10.490625,2.627272727,11.31842105,2.131578947,11.484375,3.108823529,12.89583333,3.294117647,15.17916667,2.602941176,10.96770833,3.388235294,11.08333333,2.794444444
2/11/2000,6.53125,2.820588235,6.517708333,2.955882353,6.784375,3.564705882,2.334375,3.429411765,6.718421053,5.405263158,0.445833333,3.426470588,3.195,1.773684211,10.853125,2.038235294,14.47291667,3.288235294,15.153125,2.476470588,10.725,2.227272727,11.42105263,2.126315789,11.51770833,3.191176471,12.70208333,3.285294118,15.24270833,2.355882353,10.88333333,3.379411765,11.13888889,2.783333333
2/12/2000,7.0625,2.979411765,7.095833333,3.114705882,7.302083333,4.102941176,3.064583333,3.391176471,6.936842105,4.594736842,1.3875,4.123529412,4.5575,2.436842105,11.38854167,1.952941176,15.175,3.255882353,15.42604167,2.776470588,10.78333333,2.278787879,11.82894737,1.994736842,11.734375,3.382352941,13.30625,3.523529412,15.65416667,2.538235294,11.19895833,3.25,11.29166667,2.394444444
2/13/2000,6.391666667,2.723529412,6.526041667,2.682352941,6.595833333,3.720588235,3.175,3.323529412,6.465789474,4.210526316,0.89375,4.041176471,4.2325,2.563157895,11.52395833,2.370588235,14.54270833,3.185294118,15.228125,2.697058824,11.11458333,2.857575758,12.04210526,2.710526316,12.02604167,3.841176471,13.83125,3.529411765,15.51666667,2.402941176,11.66770833,3.652941176,11.77777778,2.927777778
2/14/2000,6.326041667,2.982352941,6.498958333,2.997058824,6.1625,3.602941176,3.035416667,3.605882353,6.771052632,3.6,0.6125,3.344117647,4.1575,2.431578947,11.54270833,2.317647059,14.40625,3.208823529,14.81875,2.879411765,10.94895833,2.824242424,12.23947368,2.742105263,11.84270833,4.073529412,13.16979167,3.394117647,15.42708333,2.402941176,11.778125,3.779411765,11.91666667,3.288235294
2/15/2000,7.00625,3.497058824,7.016666667,3.502941176,6.558333333,4.085294118,3.40625,3.808823529,6.910526316,4.968421053,1.157291667,3.994117647,4.4775,2.778947368,11.60104167,2.070588235,14.51458333,3.117647059,15.07083333,2.502941176,10.953125,2.560606061,12.44210526,3.010526316,11.7125,4.105882353,13.2625,3.094117647,15.584375,2.370588235,11.58125,3.241176471,11.96388889,3.361111111
2/16/2000,7.026041667,3.455882353,6.946875,3.55,6.732291667,4.188235294,3.817708333,3.547058824,6.863157895,4.278947368,1.571875,4.226470588,4.6725,2.973684211,11.54791667,2.7,14.71145833,3.455882353,15.1875,2.617647059,11.11458333,3.172727273,12.54473684,3.052631579,12.009375,4.411764706,13.78020833,3.082352941,15.946875,2.347058824,12.22083333,3.844117647,12.19444444,3.616666667
