,Site1,Site2,Site3,Site4,Site5,Site6,Site7
0,846.8107324937885,787.7378912680956,998.9141500482745,798.9163865805443,953.7629491216799,807.0342352988778,546.0972361750466
1,1028.7857898459179,996.9408505089859,1071.247186204294,768.8128981595869,1166.5529336097784,842.9776172101392,736.3987991285868
2,1262.882954081603,1334.8114229067048,1225.2795841821492,1136.1269355051165,1595.9779965375772,1005.468882467832,980.5991243861652
3,1453.1116888411964,1289.7558904476632,1443.9429813304034,1373.919977913516,1737.6009982636022,1309.7298055630586,1063.7054240562409
4,803.5759353979046,395.07648892178514,1163.3133581008183,650.9909143180813,546.9336442983117,1125.7980780317578,1006.6515941967039
5,2023.6242857803422,1541.9391403359602,2021.9219465708095,1150.8243569795018,1599.4297925402766,274.8027982610417,169.0738661716299
6,1778.5557666177172,1074.7971384819039,1102.213130352847,245.94364129076,1582.7669776551302,269.97597629748054,278.22565559649377
7,2276.7147627911386,1819.1609365631407,1243.1784659904906,733.1603773315146,1769.320602896302,274.8278248892083,473.0284588050767
8,1474.0875478632306,851.8643914133427,1260.072942725005,331.38942558399305,1148.2444571315523,226.3177597871226,167.25190766410992
9,850.523622304969,309.86064295995317,328.40982846452505,532.3402944012504,696.2928472752443,1256.0807210437465,1038.6448543595902
10,1348.5331894756184,508.20506578436317,161.7835392746954,153.7028960264366,497.00727197402426,317.66387454565563,495.7987141664809
11,284.7666428763414,489.17813176670666,648.0324095737996,473.7282333186506,455.87253961665994,416.28644503633274,593.8911502139674
12,188.93894148933703,100.56810848596311,107.79772152245195,382.66139982180096,373.3837567221566,301.06590604708236,545.443728638538
13,2011.2851559127714,2016.0756857133838,983.2723709916573,1047.5586068197913,1477.9229066685298,1692.0552837698106,1265.999984153453
14,1370.193554408723,740.8081902161707,1056.190036284623,213.65075668794938,1671.8470945519296,194.1163203683125,179.58118500046947
15,1450.1425121537384,1230.8464821008345,970.3558088831815,248.3682441904001,1301.5673081180735,410.17583646649354,402.1982382352093
16,1245.161334928129,1303.6903298253949,1205.0116441346117,958.4460658331856,1163.8773507781311,1165.4759654665759,703.9864512979715
17,914.9736912665174,540.3194928197461,587.1477089274601,325.0623503818959,567.8334997934292,504.6869529963017,662.9515541254005
18,689.1020929038341,889.6476401424954,641.9719884470173,411.7641969113205,793.9589969821419,495.92562166339246,478.2007793171255
19,809.2939695602993,727.8795878745635,685.6384184794939,347.2643085604969,511.28597552195004,295.14702341731106,294.8668314722243
20,829.4052220576763,860.1409929643964,838.7547009122925,781.8029909553088,1049.4162119018695,977.3874651050343,791.052222078641
21,878.252720051454,931.0916154979687,845.7455291043519,966.5317885628332,663.8631939472001,968.6275055968446,692.4343842872116
22,1113.9454339346926,1130.1352426442893,1290.968071537168,1148.1965102195038,1320.4934707043574,543.5695102744451,544.9777263542265
23,1256.6004566136878,1308.7272678936567,1282.7871240215795,1245.1530584184777,1551.7069414353878,1635.7280064580148,1169.4643228714315
24,872.248179019291,574.6402316522341,1146.955429026272,408.15786101234517,901.5355727251637,741.3851754621626,760.1410916183039
25,1654.7402858395171,1267.9258340000376,1519.1980546218017,803.8921561785712,1551.083631561743,926.858954952987,598.5673437209348
26,1589.234847971241,1257.4167915430114,1558.3301693372514,399.97932141765585,1218.1553322874086,675.7126856050983,916.7884536101224
27,1586.4719068143347,749.3017716926394,1000.6744010638247,1504.487871983169,1257.3467131004259,878.7502489331083,704.8035630585305
28,510.38997133516074,456.22840554342014,153.40630560301435,124.956832052286,1877.2102865359925,248.4383384759513,335.5810144867415
29,544.9321285181835,478.51642272861193,256.19631175003474,218.9995084976727,521.8346411909749,457.9944268893765,882.6739804196544
30,2081.4136236797112,1928.7437709427911,1332.9462334488335,1144.0173154526794,1383.6651992037864,1150.3192649284078,1471.2621306023088
31,560.353630628039,168.9242104876885,175.17653573706585,162.83485916112892,416.72237035059356,150.94537735367865,293.667859542707
32,344.4092466335169,162.74802771367573,206.85456847746923,427.81124327972407,399.29766658873666,507.0463558141843,1219.5719105742508
33,300.99399628974186,264.41276654335564,210.59322625489273,539.6906578521066,685.4811193381884,366.0049289622906,439.3959632267916
34,1446.5850495410061,396.5642919556941,573.486869111412,582.1350503285192,991.7559736474655,344.98555726612994,355.798007614183
35,674.2617567878714,512.0649410553556,226.31794389397203,215.58499226265474,737.2065104454856,808.2212789839606,877.5161041925578
36,630.6573345415965,539.2940666072433,361.67504790595905,512.5107443920409,719.657111425081,337.3101935409997,259.66152142717743
37,1135.12721760793,862.3385861663377,897.7289938787859,1066.7761402156186,1056.8821941078495,608.1875909892714,635.065951785548
38,766.0997038067823,767.5200865992585,981.5163898840972,685.030438293722,883.9675396252461,576.0445403786065,698.997918098597
39,625.9010424732777,703.9151254647286,739.6328773181168,418.80189193860866,816.9949722747516,292.78809411510497,546.4874423912759
40,702.5939614680431,461.1234812597769,695.4140253594736,674.8142022525374,676.0305558922614,664.4747560207903,573.9866244623896
41,883.1363970720115,812.9288934479257,1065.34744231143,357.01771081184944,637.1836209610128,659.0338098307249,592.0561921998808
42,842.4269833179743,928.4362172026576,1033.691074574179,618.8004481242442,820.40494414438,416.4435485953248,553.0626401689209
43,1061.2874853418416,983.8632725349646,952.5878382103001,480.8191160681356,683.4682635528519,672.850235225648,818.6738127779556
44,1303.5407337112426,1087.3035727953718,1377.4869509923935,633.2549397145193,720.4192928855587,627.5322510279826,747.3528758141326
45,1048.7659874588885,1321.0021238102197,1501.7305757765678,719.0130817505304,1203.5440130539575,566.8355930128001,445.3052185347944
46,1505.085812327369,1337.0676378013027,1451.8630230343085,936.6286057246642,1140.992041824207,1030.8240306176249,784.9807597705031
47,1940.646831997829,1017.7931858367899,1339.2960333582473,153.2153531616347,1200.9418641679167,168.82931377979958,178.05566172643742
48,1492.5086533239642,1591.6044163219565,1152.827202755721,708.929163889863,1222.6117627344108,544.4937902807717,742.5163074444813
49,228.9171975482256,232.70404725984275,170.4735891531748,299.5240424509739,1185.3325599922487,406.21119472784375,399.6225302290483
50,297.2774208868474,258.31988166889533,221.48769752363444,198.90102577803754,1014.4392786925796,291.03569315697007,617.3230121977383
51,770.0527123411426,498.37751337047035,435.3629569921948,875.6727413823044,849.5915544622488,301.05213649613734,1296.2362422927902
52,665.0877668806734,282.39491654222263,284.7124280158256,377.09105885272146,562.9741842205248,306.54477876631483,685.7583843660937
53,348.18031926319765,290.24804871687013,349.79492228207226,220.67278755357822,1450.7946215611007,256.99823010631377,587.3783831306152
54,524.6512068878608,236.60558027503058,1067.2638562646487,960.2574231282149,850.0414532375596,1073.366030672887,1178.619051286528
55,677.3679156927029,393.4019439532205,980.3127319733921,291.0214516827001,1401.6804423619528,295.52351147300163,131.03924584114978
56,225.9799937200822,592.709808141106,295.57362100177136,424.06732537489523,975.6893119675209,534.5576261825067,503.49310761278576
57,1187.8133884719996,784.8208492593063,971.3545989722005,765.4773121602616,1130.3195098928643,821.8230492194747,681.1546773269963
58,604.2594443450982,722.2025125515713,760.3859136348601,355.4573953043363,336.83272513552214,359.21863506474403,582.5506210452847
59,797.7882195231241,776.0080148060391,769.3451725972974,772.494458907771,746.0581437515609,733.1352047167437,669.2125462801527
60,745.1644636804003,882.1435103425667,676.221298539735,342.13869042780635,569.781829592111,470.05129743701616,621.0682329663948
61,872.9839989942543,920.6766554323101,732.992917621958,579.432486293994,529.7841578020475,573.3432122587742,456.8472270780341
62,997.2984929050164,1057.7308783954031,771.803877989899,477.4184412604477,623.392372550644,451.3546969956113,459.98918482320977
63,1148.6648318083624,1061.7645370319945,937.6540980349462,1204.1908865948226,1320.2425624146158,1339.8547855833547,1214.4806617553768
64,1330.1690104834863,851.1753964698202,1144.2206863916886,1038.0084091960566,1341.7308292111184,1074.1783193345484,1324.8788088065608
65,1513.9427138749543,810.3377006182112,913.9301881921226,278.47214879467026,988.449381498087,537.345093957319,601.7862127311769
66,1588.3688892681894,1424.5393114968783,1779.2738548681266,1483.4063465176655,1580.8470286312015,481.2828055196745,546.1750704323005
67,1471.2903067262648,1496.6136892071456,1616.2320683507776,627.7795188028955,1100.76579404219,428.3149630373989,437.43061266338196
68,561.1678354166183,294.8394690335743,898.5291375971684,969.615976944952,1748.8247791087279,934.8596122406644,847.6580850594576
69,665.2813691621922,606.7107559274227,161.4104403281076,311.67403066166565,2111.745670713635,218.57248176280245,210.980195153274
70,557.8354558768502,407.3317468675537,360.0271519681828,189.17276054795346,2249.1274221940903,158.47386794354347,183.20817487084517
71,527.5117750718995,303.42665943242525,1207.9685404011004,921.8866110379905,1159.9041723535656,934.3921259630393,952.7098048315773
72,1568.5891710879303,1174.6428945785824,1224.4642012925137,1156.0813377152926,938.4379345190839,1229.5731870133727,1332.6523886178604
73,1427.1984752144042,840.8504329649144,382.2498052062904,548.3665193154783,583.4349488213513,1330.9237602340545,922.8890297676271
74,1429.2896764360491,663.7276675464619,290.3879708443707,932.711307687247,402.99524876193186,953.9299350516549,1158.93846170739
75,224.69282358174192,144.20040549334266,101.14384772243325,249.3464791543419,642.6926117592114,473.4732521744934,1052.4189483028674
76,446.8033752925771,300.9015837733061,265.0539326087391,524.4118192535705,1063.8746256659206,268.5421964336929,308.49131088069385
77,795.2028392527001,769.6776607053688,541.8694784132083,547.2864661950329,679.8920665975021,429.5707958798404,703.2350801347291
78,906.6589902997476,771.6311811895309,984.3464821461905,908.1869606835123,985.5789929726024,1067.2508802329585,1047.2904431801826
79,779.5121852245674,943.6000183333855,756.1059780215999,402.1105709446496,595.8863819948511,491.22820138234465,307.34002789567387
80,799.4603021359835,852.9547703587675,928.3394046114389,850.6469619401604,1006.9565010772453,565.8285523171165,426.5453685001033
81,719.458631348754,830.3182645977934,822.2455871304848,601.5127226880206,744.4737540872018,452.51991975799007,404.0398856136194
82,959.9435638793217,909.1036408374739,1011.4868898779962,439.2202449923172,858.9924977036244,570.2088859454149,743.454978835676
