,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
1/1/2000,3.929164811,1.956410708,3.90555196,1.604366491,3.2953661,1.526110168,5.750926441,1.817780661,2.62418916,3.612962773,5.932582682,1.958875146,3.921240237,1.488119619,3.137640449,1.122497216,2.423775061,0.578343871,1.936515869,0.677594786,2.845996113,1.56581396,2.178325045,2.048725213,2.381030562,1.941793827,3.943886131,1.208791326,3.379538536,0.880370979,3.464469804,1.430102037,1.783740002,1.575154313
1/2/2000,4.088597664,1.499506839,3.883565801,1.321789706,3.19859724,1.197170829,5.418376233,1.358798064,3.206585156,3.38121747,5.281541741,1.778857473,4.175651624,1.559209971,3.189792204,1.071916597,2.698485099,1.113292601,2.141921748,1.061455063,2.722083485,1.496963563,1.76623063,1.251481117,2.39290378,1.234078534,4.166672786,2.011582622,3.794623389,1.231496263,4.070873848,1.800569402,1.88058838,1.149946322
1/3/2000,3.829470285,1.754844999,4.036269888,1.351520994,3.400668209,1.561152533,4.95527742,1.435896691,2.827739032,3.309325362,5.471315668,2.031773988,5.062813206,1.531895428,3.110815028,1.105365962,2.709123082,0.916953924,2.182258602,0.871844285,2.562976751,1.442112266,1.763468158,1.681593361,2.160197675,1.61294772,4.070462149,1.597524485,3.675898505,0.893928966,3.843696223,1.528766832,1.995653069,1.761628035
1/4/2000,4.146609538,1.877578965,3.920217805,1.606100502,3.7610357,1.328751137,4.862844086,1.862507983,3.799247265,2.504013399,6.186063245,2.018744342,6.442442802,1.682482666,3.084780066,1.431600841,2.861252609,0.880527524,2.423516693,1.320480148,2.832235541,1.837313486,2.439023691,1.846716034,2.365760307,2.189294494,3.824461966,1.529584266,3.332243963,0.789359383,3.989854756,1.118873166,2.507482629,2.138398212
1/5/2000,4.558336071,2.073471005,4.305114323,1.558848501,3.88296225,1.807194388,5.536829715,1.370297874,3.731439757,3.601207861,6.768593219,2.20415815,7.126877456,2.199534073,3.033319025,1.194642742,2.893333566,1.444306325,2.567472944,1.770304843,2.72268553,1.796757614,1.846070919,1.505207949,2.341827684,1.823254249,3.569964767,1.414812886,3.216347539,1.23449554,3.880119686,1.903559314,1.464866319,1.338739042
1/6/2000,4.599206887,1.909102218,4.573721811,1.583645328,4.037503091,1.388933025,5.854793487,1.320457219,4.005038378,4.2386495,6.514145932,1.982143469,5.554922202,2.196849923,2.691131066,1.013067731,2.989547038,1.331079771,2.276463777,1.415558628,2.312691434,1.303847524,2.193761616,1.088138007,2.148200303,1.518216947,3.358931495,1.36058264,3.045220527,0.885079122,3.719937223,2.058142745,2.035466777,1.23099127
1/7/2000,4.570601635,2.167998216,4.427294113,1.692288637,3.586616562,1.825428328,5.755337197,1.839738209,4.138264788,3.921105616,6.39934884,2.268089527,6.258683718,2.27524313,2.857336287,1.408479634,2.783776162,1.124518351,2.554900443,1.47187003,2.627181427,1.854075005,1.754195604,1.805853824,2.24140333,1.876196274,3.363648445,1.40858711,3.146028554,0.736046674,3.730085432,1.026217734,1.739651945,1.771839039
1/8/2000,4.001490608,1.976995729,3.903227025,1.653610917,2.884447039,1.477750207,5.407338121,1.633603125,3.11872861,3.949627424,5.310285077,2.228753977,4.04908252,2.303832769,3.308770011,0.999117257,2.411796233,0.941585389,2.126831064,1.141843347,2.917554738,1.612502803,2.164965949,1.422494395,2.281566521,2.174864272,3.222344777,1.343844096,3.100613179,0.807876451,3.199500829,1.458743475,1.974437332,1.912894839
1/9/2000,3.858098079,2.098081592,3.862280732,1.855208697,3.451695437,1.554166184,5.42682341,1.848968664,2.531297172,3.764103672,4.95454326,2.315894007,3.999503085,1.834842827,3.095543812,0.912452302,2.390903442,0.765904039,1.988912136,0.921672919,2.781541807,1.532896093,2.193063858,1.228696582,2.29614619,1.61707209,3.121548093,1.195710326,2.83365941,0.598758808,2.871528701,1.421473966,2.023490521,1.054092553
1/10/2000,3.548098174,1.891697851,3.698580193,1.433002027,3.40833779,1.506011598,5.452691801,2.009443535,2.974729672,3.482977998,5.432188398,1.633992288,4.150618216,1.923423195,2.82271217,1.269828885,2.329273812,1.164471902,1.914520708,1.418857794,3.034509094,1.877619382,2.222396077,1.592033491,2.394013575,2.287072516,3.004020563,1.30634597,2.988648772,0.98706601,3.134319264,1.330582514,2.407827065,1.86674107
