,Site1,Site2,Site3,Site4,Site5,Site6,Site7
0,475.5,1481.0,1585.0,3222.5,1717.5,3477.0,3441.0
1,1774.5,2819.0,2057.0,3459.5,3393.5,3619.5,3539.0
2,1773.5,2791.0,3125.0,3358.0,3500.0,3586.0,3644.5
3,1232.0,1965.5,2173.5,3061.5,3472.0,3601.0,3675.5
4,2861.0,2998.5,3279.0,3499.5,3639.0,3698.5,3693.5
5,1930.5,1942.0,2927.0,3584.5,3704.0,3789.0,3794.5
6,2127.0,2530.0,2504.5,2863.5,2587.5,3373.0,3498.0
7,2788.0,947.0,2923.5,3125.5,3496.5,3673.5,3450.5
8,794.5,1587.5,2305.0,2688.5,2764.0,3629.0,3735.5
9,1033.5,2088.5,3022.5,2889.0,3645.5,3708.0,3438.5
10,338.5,567.0,1473.0,2832.0,3382.5,3470.5,3620.5
11,1642.0,1328.5,2061.0,3604.0,2487.0,3420.5,3443.5
12,328.5,2019.5,2638.0,3516.5,3591.0,3761.5,3646.5
13,346.0,1679.0,1094.5,3165.5,2633.5,3400.0,3154.5
14,421.5,593.0,544.0,2647.0,2197.0,2889.5,2886.5
15,1483.5,1921.5,639.5,891.5,1007.5,563.5,2324.0
16,1365.5,812.5,809.5,1333.5,822.5,2698.0,2334.0
17,922.5,1848.5,676.5,2706.5,2384.0,3136.0,2773.5
18,790.5,816.5,2371.0,3277.5,3107.0,3439.5,3062.5
19,2439.0,2283.5,1326.5,2240.0,2695.0,3633.0,3759.0
20,1294.5,2065.0,2424.5,3084.5,2759.0,3124.5,2847.0
21,2684.0,1949.0,2300.5,2903.5,2491.5,3066.0,3192.5
22,319.5,302.0,365.5,2405.5,1594.5,3128.5,3231.5
23,386.5,481.5,382.0,2270.5,2315.0,3398.5,3198.0
24,1709.0,1607.0,881.5,1450.0,467.5,574.0,1198.0
25,3391.5,2251.5,1189.5,4102.0,4164.0,4226.5,4161.5
26,3558.0,3579.0,1701.5,4111.0,4102.0,4242.0,4257.0
27,3569.5,3169.0,2935.5,4159.0,4158.5,4333.0,4220.5
28,3071.0,3232.0,3125.0,3961.0,3318.5,4392.5,4040.0
29,837.5,1237.0,377.5,2528.0,1067.0,3229.0,3660.5
30,1760.0,1770.5,2317.5,3318.0,2858.5,3446.5,3348.0
31,2358.5,2358.0,3918.0,4284.0,4300.5,4421.0,4479.5
32,3616.0,3381.5,3987.5,4287.0,4451.0,4536.5,4523.0
33,2540.0,496.0,3425.0,4330.5,4414.5,4542.5,4196.0
34,1786.5,1443.0,1916.0,3125.5,1441.5,3680.5,3838.0
35,1991.5,1176.5,3497.0,4217.5,4203.0,3562.5,2859.0
36,2953.0,3085.0,3667.5,3898.0,4393.0,4626.5,4419.5
37,3261.0,2781.0,3679.5,3946.5,4164.5,4433.5,4230.0
38,2059.0,1344.5,3195.5,1855.0,1589.0,1648.5,1673.0
39,1167.0,1152.0,1624.5,3404.0,2681.5,4066.5,4145.5
40,935.0,1291.5,1335.5,3495.0,696.5,4599.0,4754.0
41,779.0,517.0,1728.0,3990.5,2881.5,4569.0,4577.5
42,916.5,1336.0,3008.0,4111.5,3723.5,4158.0,4401.5
43,722.5,626.0,384.5,2659.0,1112.5,3226.5,3084.0
44,455.5,3546.0,1070.0,4206.5,1313.0,3602.0,4046.5
45,2976.5,3261.5,2841.0,4512.5,2909.0,4843.5,4880.0
46,1134.5,1009.5,352.0,2397.0,680.0,4343.0,2878.0
47,1511.0,3950.0,2845.5,5034.0,5040.5,5164.5,5097.0
48,4502.5,4491.0,4174.5,4500.0,4268.5,4253.5,3344.5
49,3739.0,3525.0,3091.0,4158.0,4226.0,4438.0,4230.5
50,1956.5,1413.5,1393.5,1506.0,871.5,2463.5,2465.0
51,2834.5,4297.0,3917.0,3001.0,806.5,4173.0,2696.0
52,485.0,480.5,1569.5,4355.5,1974.5,5281.5,5280.5
53,4127.5,3414.0,2810.0,1334.0,850.5,2250.5,4029.0
54,1868.0,2528.5,3567.0,4900.0,4577.5,5123.5,4852.0
55,1535.5,3536.0,4495.0,5148.5,2906.0,5071.0,5353.5
56,484.0,900.5,4744.5,5097.0,5025.0,5358.5,5341.0
57,1818.0,2830.5,1134.0,3255.0,814.5,4823.0,5376.5
58,2452.5,3627.5,3110.5,5588.0,4867.0,5741.5,5501.0
59,4192.0,4745.5,3564.0,5738.5,5541.0,5802.5,5672.0
60,575.5,1312.5,2530.5,5652.0,5399.0,5786.0,5770.0
61,4915.0,4639.5,4637.5,2997.0,1555.0,3063.0,4449.0
62,2002.0,3956.0,3125.5,4817.5,1800.0,5205.0,4326.5
63,1419.0,2093.0,752.5,957.0,1477.0,1322.0,1459.0
64,754.5,1914.0,5356.5,5011.0,2503.5,5993.5,5397.0
65,1062.0,1744.5,3554.0,4876.0,2228.0,5381.5,4926.0
66,3539.0,2397.0,2118.0,2507.5,2431.5,2753.0,4046.5
67,1223.5,2572.0,5432.5,5071.5,4720.0,5709.0,5731.0
68,2288.0,3063.0,5852.5,6146.5,6090.0,6253.5,6186.5
69,2187.0,4007.0,5768.0,6141.5,6052.0,6347.5,6319.0
70,5418.0,5606.5,5626.5,5819.0,5485.0,6223.5,5623.0
71,4889.0,5534.5,4849.0,6181.0,5778.0,6212.0,5819.5
72,5110.5,5150.5,4720.5,6196.0,6107.0,6274.5,6240.5
73,6043.5,5784.0,5114.0,6066.0,5847.0,6332.0,6013.5
74,4386.5,5730.0,3826.0,6100.5,6044.0,6447.0,6300.0
75,6152.0,6025.5,6185.0,6658.0,6465.5,6671.0,6415.5
76,5834.0,5873.5,6033.0,6561.5,6428.0,6617.5,6560.5
77,5925.5,5293.5,5216.5,5642.0,5876.5,6398.5,6422.5
78,6522.5,6223.0,6525.0,6900.5,6710.0,6835.5,3603.0
79,6467.0,6244.0,6590.0,6727.0,6689.0,6364.5,5927.0
80,6058.0,5825.5,6331.5,6828.5,6685.0,6922.0,6749.0
81,5686.0,5562.0,6241.0,5496.5,6319.0,6109.0,6253.5
82,5977.5,6192.5,4340.0,6143.5,5602.0,6768.5,5768.5
83,6299.0,5719.0,5745.0,6492.0,5696.0,6757.5,6713.0
84,6730.0,6193.5,5933.5,6878.5,6823.5,6960.5,6884.5
85,3420.0,5270.5,6029.5,4386.5,5382.5,2392.0,3395.0
86,6641.0,5483.5,2637.0,6873.5,5492.5,6871.5,6693.5
87,6749.5,6388.5,3790.5,6396.5,5536.0,6614.0,6765.5
88,7063.0,6722.0,6644.0,6576.5,6760.5,5003.5,5973.0
89,6815.5,6636.5,7024.0,7279.0,7248.5,7212.0,6386.5
90,6664.5,6199.5,6852.0,7240.0,7152.0,7333.0,6957.5
91,6904.5,6702.0,6818.0,7086.5,6998.5,7175.5,7044.5
92,6839.0,6662.5,6924.5,7232.0,7033.0,7225.0,7111.5
93,6954.5,6765.0,7016.0,7288.5,7147.5,7296.5,7126.5
94,7012.0,6147.0,6473.5,7378.0,6344.5,7399.0,7269.0
95,7054.0,6954.0,7121.0,7386.0,5894.5,7450.5,7300.0
96,7017.0,6981.5,7088.0,7045.5,5811.5,7304.5,7024.5
97,5161.0,6955.0,7215.5,7520.0,7441.5,6901.0,6742.0
98,5172.0,6971.5,6915.5,7502.0,7364.5,7639.5,7632.5
99,7270.5,7112.5,7262.0,7564.5,7409.0,7590.5,7480.0
100,5774.5,6003.0,6166.5,7633.5,7372.0,7684.0,7528.5
101,4257.0,4752.0,6705.5,7483.5,7321.0,7657.0,7511.0
102,5323.0,6904.0,3047.0,6658.0,7000.0,7658.0,7517.5
103,3234.5,5325.0,5510.0,6447.0,5724.5,7628.5,7444.0
104,2806.0,4084.0,5562.5,7379.5,5962.0,7794.0,7667.5
105,3570.0,3079.0,2449.5,5160.0,5669.5,7763.0,7634.0
106,1812.0,2642.5,606.5,3825.5,954.5,6860.0,7626.0
107,2652.0,6208.5,7459.5,5623.0,6649.5,7867.0,7695.5
108,1925.0,6422.0,6658.0,7854.5,7692.5,8034.5,7899.5
109,5528.5,7220.0,6884.5,7947.5,7746.5,8015.5,7693.0
110,7367.5,7425.0,5791.5,7297.0,3063.5,7822.0,7649.5
111,2032.0,5378.0,4532.5,7899.5,4367.0,7758.0,7522.5
112,6627.0,7568.0,7731.5,8000.0,7451.0,7989.5,7801.0
113,6917.5,7584.0,7828.5,7993.5,7804.0,7992.0,7846.5
114,6745.0,7095.0,7609.5,8037.0,7776.5,7979.5,7925.5
115,7687.5,7490.0,7820.0,8052.0,7935.5,8077.5,7992.0
116,5798.0,6266.5,7677.0,8113.5,7290.5,8019.0,7874.0
117,6280.0,7903.5,4185.5,8058.5,4748.5,7037.0,7389.0
118,7826.5,7802.0,7983.5,8395.5,8127.0,8237.5,7945.5
119,8071.0,7869.0,7937.0,8323.5,8059.0,8319.0,8229.0
120,7303.5,6719.5,7070.5,8274.0,7970.0,8359.5,8193.5
121,7270.0,7839.5,7950.0,8258.5,7948.0,8257.0,8168.5
122,7632.5,7906.0,8162.5,8285.5,7980.0,8176.5,8025.0
123,5195.0,6483.5,8051.0,8344.0,7790.5,8160.0,8085.0
124,7839.0,6970.5,7437.5,7742.5,3752.5,7706.5,7102.0
125,3564.0,3762.5,6849.5,7741.5,6743.5,8149.5,8005.5
126,3365.5,2008.0,6005.0,7154.0,7582.0,7948.0,7508.5
127,6411.0,5618.5,7397.0,7696.5,6164.0,8014.0,7640.5
128,3936.5,6681.0,8020.0,8475.5,7301.0,8307.0,8130.5
129,3963.0,6979.0,7936.5,8439.0,6576.5,8462.5,8271.0
130,8537.5,8403.5,8525.5,8713.0,8206.5,8588.5,8299.0
131,6635.0,6875.5,7739.5,8698.5,8451.5,8711.0,8571.5
132,5753.0,5601.0,8205.0,8622.0,8412.0,8721.5,8617.0
133,5530.0,3190.0,5084.5,7391.0,7470.0,8509.5,8200.5
134,2450.5,3205.0,5474.5,8312.5,7956.5,7889.5,6475.5
135,1442.0,5448.5,4329.5,8668.5,8008.5,8682.0,8455.0
136,8248.0,8226.0,5288.0,8551.0,8210.5,8532.5,8386.0
137,8375.0,8225.0,8182.5,8446.5,8154.5,8463.0,8328.5
138,8524.5,8158.5,7841.0,7234.5,7510.0,7962.0,8144.0
139,8535.0,8297.0,8274.0,8427.5,8122.5,8298.0,8129.5
140,8575.0,8306.0,8332.5,8496.0,8214.0,8608.5,8377.0
141,7641.5,7575.5,7981.5,8578.5,8251.0,8586.5,8303.5
142,8521.0,6866.5,7542.0,8528.5,2865.0,8465.5,8221.5
143,8437.0,7786.0,6761.5,5989.5,2299.0,8305.0,8090.5
144,6767.0,7993.0,8332.5,8425.0,3546.5,7907.5,8095.0
145,8583.0,8371.5,8521.5,8595.0,8349.5,8569.5,8341.0
146,8718.0,8485.0,8572.5,8633.0,8394.0,8619.0,8460.0
147,6405.0,8584.0,8415.0,8764.0,8489.0,8652.0,8477.0
148,9098.5,8682.5,8844.0,8836.0,8449.5,8757.5,8562.5
149,9078.0,8699.5,8909.5,9044.5,7219.0,8899.0,8670.0
150,9138.5,8866.5,8860.5,9045.5,7501.5,8953.0,8790.0
151,9045.0,8744.0,8791.0,8992.5,8258.0,8998.0,8754.0
152,8970.0,8758.5,8762.5,9246.0,8788.0,9153.5,8709.0
153,9132.5,8857.5,8680.5,9116.0,8710.5,9339.0,9060.5
154,8934.5,8631.5,8755.5,9025.0,8693.5,9023.5,8968.5
155,8952.5,8434.5,8766.5,9092.5,8848.5,8960.0,8705.0
156,8943.5,8702.5,8666.5,9036.5,8668.0,9236.5,8840.0
157,7074.0,7287.0,8380.5,8911.5,8760.0,8806.5,8351.5
158,5225.0,5634.5,3630.5,7579.0,7260.0,8926.0,8598.5
159,4548.5,8277.5,6634.0,8937.0,8681.5,8891.5,8795.0
160,7285.5,8508.0,8450.5,8935.0,8562.0,8826.0,8677.5
161,7464.0,7432.0,8645.5,8928.5,8631.0,8772.0,8747.5
162,5442.0,7467.0,7228.5,8181.5,8425.0,8607.0,8663.5
163,9101.5,8806.0,8574.5,8745.5,8443.0,8683.5,8586.0
164,9243.5,8885.0,8797.5,8980.0,8277.0,8774.5,8503.5
165,9155.0,8766.0,8682.5,8842.5,8262.5,8703.5,8529.5
166,9190.0,8906.5,8598.0,8843.0,7079.5,8548.5,8273.0
167,9185.5,8680.0,8639.0,8483.5,6524.5,8573.0,8278.0
168,8886.0,8575.5,8441.0,8907.5,6679.5,8566.0,8268.5
169,9151.0,8614.0,8578.0,8878.0,7001.0,8948.5,8412.0
170,9036.0,8850.0,8695.5,8743.0,8501.0,8525.5,8123.5
171,9026.5,8747.0,8578.5,8593.5,7884.5,7990.0,8046.0
172,8920.0,8663.5,8554.5,7386.0,7357.0,8313.5,8278.0
173,8989.0,8626.5,8753.5,7249.5,7326.0,8435.0,8231.5
174,9015.5,8620.0,8484.0,8881.5,8614.0,8685.0,8338.0
175,8921.0,8511.0,8470.5,7601.0,7879.5,3511.5,4762.0
176,8885.0,8443.0,8406.5,8693.0,8398.5,8252.5,8372.5
177,8848.5,8496.5,8310.5,8736.5,8455.0,7309.5,6445.5
178,9003.5,8367.0,8198.0,8769.0,8320.5,6446.0,5837.0
179,8903.0,8388.5,8486.5,8745.5,8467.0,8370.5,8207.0
180,8990.5,8788.5,8743.0,8945.5,7997.0,8853.5,8210.5
181,8883.0,8510.0,8952.0,8938.0,7686.5,8707.0,8514.5
182,8332.0,8540.0,8786.0,8941.0,8164.0,8939.0,8604.0
183,7735.5,8001.5,8836.0,9048.5,7817.5,9163.5,8816.0
184,7074.0,8623.0,8805.0,8977.0,7140.0,9204.5,9004.0
185,4325.5,7810.0,8686.0,8977.0,8605.0,9086.0,8973.5
186,7031.0,7684.5,8848.5,8945.0,8473.5,9186.5,8811.5
187,5228.5,8126.5,8771.0,9101.0,8809.5,8752.0,8196.5
188,8498.5,8681.5,8762.5,9008.0,7903.0,8553.5,7995.5
189,8915.0,8686.5,8779.0,8670.5,7636.5,8558.0,8386.5
190,8843.0,8496.0,8594.0,8932.0,7707.0,8752.5,8690.5
191,8798.0,8557.5,8527.0,8830.0,7457.5,8851.5,8690.5
