,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
1/1/2000,0.61549145,0.633813746,0.529596679,0.260004718,0.030655291,1.027823195,-0.21380761,-1.280996921,0.799294514,-0.899538745,0.516001993,0.215867328,0.669431058,1.713571925,-0.025366781,-0.089087081,-0.961141929,-0.044461932,-0.397832094,1.480024882,-0.133018955,-0.21601244,0.284622353,0.45638136,0.363416638,1.031446859,-0.370762453,-3.67E-16,-0.079107528,0.619868554,0.925724004,0.743203712,-0.432923084,0.338591165
1/2/2000,0.271333863,0.402092982,0.360493441,0.42277794,0.264438837,0.098270903,-0.212432954,-1.03898051,0.411981147,-0.709803502,0.45244049,1.456652098,0.331495692,1.84641416,-0.704068851,0.491148836,-0.506843019,2.30107045,-0.567539408,1.892518675,-0.581279625,-0.380568361,-1.117455545,0.567748331,-0.187620721,1.103466813,-1.184248261,0.082853503,-0.57976768,0.207781672,0.390988944,2.445304897,-1.336756579,-0.140103158
1/3/2000,0.64820758,1.401162799,0.722356304,0.774726274,0.362061196,-0.033911598,0.021021359,0.26218501,0.395517776,-0.674330476,0.288626495,0.285175304,0.030667368,-0.426028805,-0.770162582,-0.580058092,-0.287992944,0.445849588,-0.277808505,-0.624099574,-0.054461412,-0.275269621,-0.57900259,-0.38810309,1.474594989,-0.413929758,-1.556180789,-0.91429338,-1.293051207,-1.450964084,0.129270101,0.353995429,-1.07594965,-0.491969161
1/4/2000,0.931986313,1.044837391,0.847104293,0.716019949,0.920901034,1.507386237,0.880400425,1.264897855,1.12972517,-0.989989658,0.908628495,2.686585566,1.289556616,2.533849519,-0.345783701,-0.180793083,0.297800806,0.086846335,-0.2312411,-0.191552427,0.450910002,-0.11215321,-0.45531592,-0.014250047,0.394076976,-0.392283236,-0.606022064,0.659540995,-0.266962246,-0.190027513,-0.195286975,-0.396932968,-0.799828295,-0.465041749
1/5/2000,-0.006170015,-0.568810348,0.027341512,-0.60187715,0.212466655,-0.631463045,0.422361132,-0.030049284,0.13752276,-1.142891394,0.409981795,0.26554089,0.738863479,0.758533852,-0.842036939,-0.455464741,-0.065164165,-0.590554207,-0.604923609,-0.797469832,0.721560868,1.718583944,0.715602319,1.230814374,0.695236892,-0.02903664,-0.547974596,-0.236988312,-0.555106886,-0.738572701,0.086176465,0.387818382,-0.307195267,0.074697157
1/6/2000,-0.230565115,-0.16022314,-0.441607896,-0.061288233,-0.28973146,-0.81315063,0.223107784,1.222838468,-0.526310746,-0.926312919,0.313420468,-0.231478466,-0.174335664,-0.23957749,-0.49893829,-1.019036447,-0.011846834,-0.872798709,-0.410907776,-0.789544874,-1.026942015,-0.288191348,-0.416252107,0.067715869,-0.335067296,-0.802024415,-1.204189985,-0.101600072,-0.610245897,-0.488490724,-0.205816645,0.320105848,-0.610015688,-0.103800718
1/7/2000,1.051101595,0.649826886,1.036656526,0.076471449,0.387726141,-0.037058184,0.436551311,-0.997584389,0.291248439,-1.264412444,0.516816906,0.156908424,0.126560999,-0.478838358,-0.639435876,-0.849894308,-0.365211356,-0.415864319,-0.57365249,-0.723369497,0.587210429,-0.310536291,-0.613566576,-0.405115263,0.003717909,-0.242982229,-0.770183045,-0.141986249,-0.461560761,-0.815165697,-0.372533916,-0.75376734,-0.890982823,-0.448372808
1/8/2000,1.015246666,1.071143973,0.888954612,0.682997284,-0.005778115,1.697731807,0.201886148,0.592339133,1.022683947,-0.435750628,0.829757713,2.154989391,1.471418453,2.046932198,-0.544953259,-1.201060227,-1.110427558,-0.165553071,-1.213170325,-0.422433552,-0.75512722,-0.264974874,-0.251614508,-0.321895635,0.640550394,-0.056798676,-0.78843984,-0.354557935,-0.713568534,-1.026656692,-0.724071282,-0.413329133,-0.257457315,-0.374650322
1/9/2000,0.60613847,1.299506463,0.866014642,1.090728723,-0.236598704,1.960574651,0.226114476,0.047721357,0.898228875,0.0083895,0.462748676,2.87908127,1.186331587,2.420973174,-0.521583099,-1.434402134,-0.844346101,-0.71426549,-0.931727936,-1.021161034,-0.336294304,0.120587746,0.242391003,-0.051402352,0.224107392,1.045826269,-0.808893512,-0.477196042,-1.042159474,-0.697521361,-0.474485942,-0.492446585,0.679518874,0.600832755
1/10/2000,-0.099525149,-0.21300504,-0.022812808,-0.422806347,-0.978605077,-0.177719122,0.699386983,0.543024201,-0.367127566,-1.068353758,-0.046980759,-0.143999528,0.108417584,0.166917313,-0.169015934,-0.428496826,-0.510709959,-0.38138975,-1.394496103,-0.781490248,0.927868368,0.532589304,0.596795415,0.016529671,0.877623121,-0.19418608,0.028780873,-0.351226658,-0.352374963,-0.735989874,-0.316722149,-0.610082199,0.497221017,0.008928216
