datetime,realization,ORO_inf,SHA_inf,FOL_inf,YRS_inf,MHB_inf,PAR_inf,NHG_inf,NML_inf,DNP_inf,EXC_inf,MIL_inf,PFT_inf,KWH_inf,SUC_inf,ISB_inf,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_evap,SHA_evap,FOL_evap,YRS_evap,MHB_evap,PAR_evap,NHG_evap,NML_evap,DNP_evap,EXC_evap,MIL_evap,PFT_evap,KWH_evap,SUC_evap,ISB_evap,ORO_precip,SHA_precip,FOL_precip,YRS_precip,MHB_precip,PAR_precip,NHG_precip,NML_precip,DNP_precip,EXC_precip,MIL_precip,PFT_precip,KWH_precip,SUC_precip,ISB_precip,ORO_fci,SHA_fci,FOL_fci,YRS_fci,MHB_fci,PAR_fci,NHG_fci,NML_fci,DNP_fci,EXC_fci,MIL_fci,PFT_fci,KWH_fci,SUC_fci,ISB_fci,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_gains,SHA_gains,FOL_gains,YRS_gains,MHB_gains,PAR_gains,NHG_gains,NML_gains,DNP_gains,EXC_gains,MIL_gains,PFT_gains,KWH_gains,SUC_gains,ISB_gains,SAC_gains,SJ_gains,delta_depletions,CCC_pump,BRK_pump,EAST_gains
5/13/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607.758289,3153.945873,3292.984129,2471.620759,253.7755027,2434.389223,4081.952898,3831.411696,3666.465921,2308.535341,3059.132647,4991.054435,990.9712868,87.11536657,1199.689723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3542.124189,3251.838452,3302.341353,2524.368763,219.3813028,2434.389223,3249.216503,3850.071088,3716.339097,2873.609082,3943.513094,5559.793934,1199.266259,92.3920775,1202.501207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/15/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847.358042,3144.72553,3211.803889,2426.408184,205.6243563,2434.389223,2748.60813,3957.608115,4103.949922,3586.581069,4617.798957,5834.480735,1132.415704,86.58845911,980.9118934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5634.299354,4586.237894,3386.30347,2360.708661,195.1278538,2434.389223,2392.364107,4097.553562,8575.853055,7318.401975,8665.204359,6191.145865,1625.148171,86.05391531,985.8689832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4573.920475,3097.054394,3477.599628,2427.11463,185.3538569,2434.389223,2349.05954,4220.312725,7567.889916,4398.368016,8200.956739,6161.443572,1823.46288,78.66957454,1102.249614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/18/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10175.04991,5299.931686,3397.178082,2452.311222,174.8536869,2434.389223,2252.785055,4610.244931,7739.966956,3700.827762,5329.495066,5274.533116,1912.68299,71.80297763,1223.661322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17531.71509,6322.60506,3695.344758,2541.087996,160.0111483,2434.389223,1848.451168,4590.603465,7739.966956,3700.827762,5399.808298,5270.434199,2135.604209,70.74687181,1205.978569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9982.382065,5075.896966,3422.720774,2377.427895,143.719931,2434.389223,1790.695952,4261.117871,7739.966956,3700.827762,6386.221808,4707.575755,1874.998893,65.46710634,1220.849838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/21/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6993.207528,3982.992042,3212.562583,2154.096613,130.6891576,2434.389223,1617.382927,4290.089033,7739.966956,3700.827762,6669.615683,4212.022706,1732.005815,63.35565833,1153.078282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/22/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5955.412426,3745.421074,3145.797525,2193.775357,119.1033955,2434.389223,1554.795036,4559.17712,10055.7156,4977.447028,6511.29823,4309.268012,1064.704782,60.18734087,1199.689723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/23/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5415.166148,3525.113727,2642.024821,2325.975042,108.2438064,2434.389223,1444.069902,3452.282295,10472.20037,4985.357412,6949.629114,4232.517288,914.8287631,59.13123505,1250.444404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850.924609,2970.912254,2374.458796,2327.811803,99.19231513,2434.389223,1434.451929,2932.225376,10129.79623,4947.62099,6754.126779,4073.19419,823.3458868,54.37990431,1282.184576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510.403604,2725.494185,2412.494647,1750.645027,91.58950255,2434.389223,1612.550251,2940.081962,10044.63268,5245.103299,6466.789053,3440.594763,823.3458868,52.7961274,1348.550391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4361.8447,2761.198493,2352.987761,1385.247359,82.90109781,2434.389223,1400.765335,2863.971281,9713.31146,5448.374232,6996.39192,3242.064639,704.9593187,57.01978705,1417.727689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/27/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4142.711494,2563.843915,2221.379671,1438.113104,75.66137178,2434.389223,1391.147362,2842.856705,9772.809284,5690.354175,7540.643377,3147.136112,717.2539703,48.57246775,1377.479079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617.28582,2505.775371,2010.184598,1154.545486,69.87032447,2434.389223,2777.462048,2461.763158,9444.987939,5166.258816,7381.762517,3374.418055,854.8611483,48.57246775,1405.002026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617.28582,2090.663754,1849.644983,1113.524493,65.88737489,2434.389223,3196.246584,2174.997753,9087.417681,4273.358013,7231.896174,4183.330291,501.2328983,48.57246775,1300.533207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/30/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.666072,2165.211209,1875.996949,1007.063009,65.88737489,2434.389223,2108.373327,2055.184809,8306.946222,3736.229973,5909.01582,4842.839995,596.5616174,45.93258502,1178.455622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707.653649,1729.344011,1792.692366,1056.53781,59.73324102,2434.389223,1867.687113,2170.087386,7214.986154,4036.046494,5767.600587,5371.778422,796.442195,48.57246775,1161.586719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/1/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809.953663,3169.640074,1757.261364,830.3807433,149.6466773,1543.340924,1145.438956,1112.639953,5586.320713,2129.254917,2790.556384,5571.734255,1288.056185,33.5899687,1166.839755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3653.631585,3160.027376,1880.70085,754.9087108,159.3216506,1396.829608,1173.345291,1281.360147,5210.842777,2023.437321,3188.829008,5139.803517,1022.546774,26.76689892,1372.965908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/3/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609.169775,3297.351635,1720.439423,729.97115,143.6025697,1074.826715,1173.345291,1726.239355,5453.267246,2042.824246,3983.684035,4437.878938,894.2659798,30.96535865,1441.477328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/4/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685.037149,2914.609308,1731.794541,749.1158497,130.9055426,879.4940777,1173.345291,2246.296275,5373.76182,2044.704583,4072.477026,4245.645701,894.2659798,32.53997195,1410.846952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605.64106,2853.598101,1948.45221,1004.496253,123.3467405,881.340859,856.7576374,2760.951791,5366.00377,2044.704583,5007.789494,4230.200509,894.2659798,28.34151223,1370.080438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3426.135324,2755.9017,1860.241407,1143.548469,117.2989653,1155.422145,1410.80972,3098.441283,4972.3265,2044.704583,5519.194306,3721.103214,1009.899372,32.01535539,1384.655761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259.86227,2666.052399,1902.070727,1004.825928,111.555596,1300.560213,1671.584704,3253.26514,3918.223381,2044.704583,6021.133874,3338.181258,974.1080838,27.81689567,1413.732423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/8/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085.190874,2539.321726,1810.698699,1063.720016,107.0225153,1166.976366,1787.995339,3245.212139,3399.717342,2044.704583,5703.372154,3234.639066,845.7842712,32.53997195,1401.376691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694.38568,2605.23737,1706.580616,1177.975961,102.485767,1124.595103,1559.817228,3047.422575,3149.068175,2044.704583,6340.585816,3307.350278,733.9106851,30.96535865,1330.719665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/10/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535.840512,2741.384564,1600.186451,1328.119386,99.46371317,1117.207978,1950.932325,2830.33527,2794.53114,2044.704583,5998.597582,3378.398162,614.5777128,33.5899687,1106.392854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/11/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601.792196,2750.801084,1603.828181,1378.182894,96.13725344,1376.562367,2318.784247,2399.3524,3140.201832,2044.704583,5359.975401,3096.345192,614.5777128,27.29151548,980.3939885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.047497,2916.374905,1411.499295,1402.79078,93.41593799,1571.895004,2411.931706,2089.213649,3848.634259,2044.704583,4057.096007,2974.565792,551.9257514,34.11458526,872.5957815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/13/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569.504454,2881.847663,1405.581483,1600.407409,92.81079371,1668.637932,2346.73796,1905.222215,4157.32297,2044.704583,3694.261702,3010.386757,578.7778211,29.91612553,925.792014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075.625492,2725.10183,1263.731026,1731.570972,84.65051489,1683.412182,2654.039295,1669.377311,4544.933796,2044.704583,3718.150172,2652.295918,567.5844399,29.91612553,775.0076997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/15/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418.3343,3399.560119,1188.038672,1723.046518,79.20788397,1629.950232,2644.705597,1469.328978,5600.145208,2044.704583,4010.614904,2359.728336,554.1627069,28.34151223,737.1118578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166.101747,2736.283948,1217.577151,1594.779385,76.78730688,1451.664806,2705.256184,1566.456028,5600.145208,2044.704583,4034.503374,2307.392897,535.5185432,25.71690217,754.5874491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.532311,2409.059857,1198.02814,1363.371066,72.25422615,1319.454207,2649.396136,1475.12321,5627.735865,2044.704583,3362.133096,2262.186007,489.2737901,21.51844245,744.3773238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344.654729,2576.00692,1170.082917,1331.675167,67.72114542,1329.587827,386.4624618,1086.222181,4934.236226,2044.704583,3036.427332,2678.730958,489.2737901,20.99382589,675.9250924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888.991752,2290.176284,1254.6267,1321.054922,63.18439714,1077.57321,242.1218025,1071.883911,4934.236226,2044.704583,2920.309087,3028.029919,473.6064979,19.41921259,664.272232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952.120465,2208.370261,1218.715192,1349.053751,59.85793741,645.0002064,242.1218025,973.8729947,3181.616984,2044.704583,2843.46033,3350.299793,444.5260764,23.61767231,628.5811853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671.164171,1997.87179,1099.145044,1399.588222,55.62559505,906.2013765,74.49901615,1080.378845,3187.683429,2044.704583,3110.29003,3442.911542,444.5260764,20.4684457,735.6543255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.370796,2073.203955,1057.088116,1379.619335,52.90427959,1383.049778,162.9654133,839.6235737,3171.70068,2044.704583,3117.952369,3138.760066,358.0075205,14.69537267,769.1627729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.607378,1972.957246,1060.957455,1394.266325,49.5814874,1161.436022,4.656188509,877.6789143,3845.30938,2044.704583,3205.055139,3442.911542,325.1845004,8.397683083,739.2944571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.272645,1958.126226,1061.867887,1310.90564,46.25502767,750.9296874,27.93713106,1007.901835,3845.30938,2044.704583,3249.90236,2625.801473,313.9997229,3.673919531,748.7425223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471.191888,1845.775365,990.0195814,1452.689449,42.92856795,630.225956,27.93713106,1421.010971,3845.30938,2044.704583,3289.566235,2493.032225,313.9997229,3.673919531,689.7679507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.895121,1723.144801,1008.430552,1327.01262,40.5116584,694.295061,51.21688912,1434.858205,3845.30938,2044.704583,3457.799656,2336.560548,290.8816482,5.773225757,604.5503976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
