,Site1,Site2,Site3,Site4,Site5,Site6,Site7
194,364.29,336.55,333.27,329.12,321.03,318.0,294.31
195,362.59,335.98,322.26,319.49,323.14,313.16,288.51
196,361.09,336.27,324.45,322.17,323.56,314.35,288.32
197,362.98,332.85,322.49,316.8,313.22,315.15,288.55
198,359.84,332.58,321.42,317.24,308.97,314.02,284.91
199,357.33,333.74,320.15,311.37,319.98,315.05,290.49
200,350.77,330.43,317.89,311.59,307.02,312.42,288.02
201,353.58,329.34,321.44,312.79,304.27,309.02,278.96
202,348.87,328.66,316.29,302.19,309.35,307.3,275.41
203,353.03,325.59,313.04,305.28,302.72,308.36,279.47
204,351.72,325.7,314.52,303.69,302.57,303.3,281.7
205,350.84,324.97,308.76,307.15,290.35,302.84,272.92
206,350.98,325.98,310.79,304.75,301.67,308.84,269.55
207,350.95,325.75,309.22,301.43,300.34,303.15,269.3
208,350.73,322.63,310.88,299.93,301.56,302.2,275.91
209,342.36,320.69,313.24,302.01,296.42,303.17,276.64
210,344.02,322.11,312.05,313.13,317.9,313.68,287.03
211,343.5,317.66,314.32,311.16,295.34,317.88,290.55
212,349.5,320.84,310.12,308.44,307.81,310.8,292.22
213,338.0,316.71,313.63,303.41,303.27,306.73,281.61
214,340.18,316.18,303.7,300.93,298.7,308.17,283.96
215,337.94,314.65,302.37,302.03,295.94,313.23,286.3
216,332.92,311.32,301.49,302.58,293.67,303.23,283.23
217,338.34,313.31,307.95,298.1,290.77,301.94,277.98
218,340.07,311.59,300.76,297.71,291.42,301.6,277.54
219,334.2,314.77,303.55,295.04,302.08,298.73,284.45
220,331.04,308.35,298.2,295.69,294.46,299.11,276.93
221,329.73,308.66,295.4,291.82,283.97,296.67,281.59
222,326.61,310.1,298.9,292.75,293.12,291.29,281.67
223,328.05,303.41,297.91,288.14,298.83,293.09,273.55
224,324.98,302.76,296.5,288.14,276.47,288.5,267.34
225,325.01,303.37,300.64,298.33,309.47,302.88,272.33
226,325.9,303.92,301.2,297.08,299.92,301.72,277.43
227,320.04,300.36,304.07,291.71,285.5,298.09,270.88
228,320.06,297.01,292.31,296.02,284.77,300.95,284.12
229,318.24,294.98,287.2,290.37,276.72,289.09,267.59
230,316.0,293.0,282.95,284.58,278.04,293.35,275.16
231,314.07,292.16,289.32,293.03,272.39,290.98,277.77
232,313.06,290.29,288.05,282.26,275.34,291.11,267.25
233,308.9,286.7,284.52,278.19,283.73,288.18,261.71
234,310.89,287.88,283.01,276.0,273.55,281.16,259.09
235,304.64,285.03,281.74,278.19,264.7,283.48,258.89
236,307.5,283.64,281.81,276.53,269.21,277.49,259.39
237,301.94,282.85,278.48,283.37,268.63,278.9,256.37
238,300.6,276.03,273.85,286.6,268.58,287.21,258.39
239,298.15,272.34,272.77,270.79,269.09,275.7,265.62
240,295.82,275.13,272.06,276.84,268.86,282.71,265.45
241,296.06,274.04,272.09,270.31,264.18,278.61,265.48
242,295.81,272.76,262.89,268.97,267.07,275.29,257.47
243,290.86,271.77,269.16,268.96,266.35,274.54,263.29
244,288.54,268.56,266.14,266.73,262.81,270.65,260.53
245,291.25,268.45,260.7,262.14,281.46,273.5,258.12
246,284.84,264.41,264.13,258.91,254.22,271.9,255.83
247,279.38,263.38,260.0,257.2,251.58,265.11,249.78
248,277.34,261.22,257.77,260.67,258.37,260.75,245.34
249,273.41,259.08,257.81,256.52,248.39,257.79,250.84
250,269.24,255.98,254.94,255.02,250.91,256.41,247.39
251,273.17,255.31,256.5,252.27,259.16,257.02,248.66
252,266.36,250.17,250.55,257.27,250.02,256.45,255.12
253,266.69,252.61,253.44,247.44,239.76,250.94,237.75
254,262.84,248.68,249.01,247.9,251.28,251.33,239.14
255,270.56,252.46,246.03,257.53,249.48,259.19,252.38
256,261.94,246.1,245.09,256.31,262.91,268.64,251.17
257,258.17,244.01,242.41,249.78,233.63,254.57,244.51
258,259.53,244.76,246.22,252.42,246.43,248.47,244.8
259,260.58,241.99,240.76,240.71,231.98,250.04,242.12
260,255.95,240.55,238.04,246.26,227.89,248.5,240.43
261,249.87,237.43,242.25,245.14,234.53,244.02,245.85
262,262.52,232.5,232.52,237.87,229.7,248.68,227.65
263,250.42,228.24,234.11,238.11,225.95,243.4,229.9
264,252.5,237.21,235.01,241.91,224.23,245.04,234.95
265,245.14,232.31,228.43,252.07,216.95,244.42,228.79
266,238.49,226.74,229.83,229.08,225.44,243.04,229.88
267,233.56,222.07,221.85,228.37,213.59,238.58,223.24
268,232.71,223.22,220.12,225.19,215.33,234.47,221.55
269,234.37,217.85,220.59,223.8,221.3,229.73,225.05
270,227.55,216.62,229.22,231.26,223.48,240.98,237.94
271,235.21,215.83,224.9,226.84,228.1,241.15,226.68
272,221.78,211.25,216.88,226.82,218.99,238.99,226.68
273,226.52,210.84,213.31,230.53,210.28,233.41,223.97
274,219.5,209.1,220.76,228.88,215.71,229.81,226.78
275,220.34,210.83,215.96,219.79,216.93,233.47,224.46
276,222.41,204.99,219.2,219.59,216.25,232.42,218.81
277,212.43,204.5,210.89,217.36,204.39,221.71,218.69
278,209.19,195.72,212.15,212.46,206.68,225.74,214.58
279,218.98,210.65,207.78,214.41,204.76,223.2,218.64
280,205.17,205.5,205.24,219.99,212.64,225.95,215.44
281,214.85,191.22,209.21,217.72,212.73,215.27,220.19
282,203.28,192.79,202.84,210.19,195.6,217.42,215.59
283,196.48,193.13,204.55,208.0,194.96,213.3,202.13
284,194.52,191.0,198.09,209.45,205.24,212.47,207.86
285,198.2,197.59,192.11,203.06,218.43,207.99,200.83
286,196.31,183.55,186.28,198.6,201.67,208.35,203.63
287,191.59,192.39,191.08,195.01,188.33,211.82,199.45
288,196.92,179.41,185.47,197.78,219.08,205.77,198.51
289,182.3,175.74,190.61,203.08,193.0,209.87,194.52
290,184.2,176.79,185.43,192.98,197.84,201.03,197.88
291,179.66,178.96,184.41,194.0,192.28,202.98,197.57
292,175.6,176.56,180.25,196.34,200.94,199.8,198.06
293,172.75,173.32,179.92,192.54,178.99,194.21,189.24
294,172.96,170.74,175.37,189.41,176.66,194.33,187.69
295,167.15,163.4,177.65,183.59,180.66,194.05,183.4
296,172.19,164.21,175.47,185.61,171.61,188.38,183.59
297,171.89,161.8,177.92,190.97,179.43,192.13,185.46
298,163.52,158.05,167.55,178.98,168.07,190.09,179.93
299,162.77,162.66,167.54,174.85,167.38,184.29,181.16
300,173.1,157.9,165.56,174.78,176.99,185.17,183.7
301,161.74,162.51,168.35,176.49,179.79,183.66,182.91
302,165.28,158.4,166.43,174.41,170.54,184.12,178.88
303,168.81,154.83,163.56,172.03,172.53,184.96,174.72
304,160.58,156.77,162.11,171.29,172.97,187.79,175.13
305,157.74,151.94,164.96,169.45,169.67,176.99,171.95
306,158.75,154.47,161.54,169.27,162.06,178.01,176.3
307,151.07,143.2,158.86,167.8,162.16,178.04,169.14
308,152.89,153.92,154.47,168.34,168.29,171.0,170.31
309,150.36,149.52,155.35,161.07,153.94,170.52,169.45
310,153.74,140.64,149.56,160.68,151.84,167.49,162.3
311,147.27,141.33,148.52,162.1,152.38,163.7,165.92
312,148.32,139.69,150.17,151.02,151.08,163.5,159.19
313,143.43,139.97,146.6,152.59,149.06,164.78,164.25
314,143.14,141.96,145.28,152.71,146.36,162.84,161.0
315,138.16,137.9,142.35,150.72,148.61,157.19,157.29
316,135.68,130.28,146.28,151.51,149.06,160.33,154.09
317,132.21,130.2,143.11,146.19,153.09,153.69,154.71
318,131.93,125.02,138.49,143.97,138.84,153.34,149.82
319,140.37,128.92,135.76,140.78,136.38,155.77,153.0
320,129.75,122.0,136.98,139.59,134.92,155.4,150.06
321,122.32,123.62,132.83,141.31,148.15,150.68,148.69
322,131.84,128.58,130.34,144.57,147.4,152.23,146.32
323,127.4,128.97,129.14,145.29,149.16,149.01,149.82
324,127.58,126.98,129.49,139.71,140.74,150.77,151.24
325,124.26,121.09,132.5,138.26,145.66,145.4,144.41
326,122.85,118.38,130.27,134.83,139.52,144.18,142.73
327,119.57,118.9,128.95,140.15,134.61,145.29,145.57
328,121.41,119.29,129.44,136.35,135.22,148.36,148.64
329,119.17,123.91,124.27,134.23,130.13,142.4,141.46
330,109.82,111.13,125.81,136.18,141.26,144.76,142.22
331,109.02,113.62,120.07,135.22,138.28,142.25,141.14
332,108.52,107.42,118.2,139.0,133.65,143.9,139.73
333,104.95,106.44,122.9,134.08,131.84,140.44,139.12
334,107.71,109.39,117.82,133.21,132.64,140.82,137.05
335,108.37,108.29,118.75,133.23,131.24,140.47,139.18
336,108.76,112.41,119.05,131.57,128.8,138.46,138.24
337,109.78,107.59,115.94,133.31,131.89,140.7,139.4
338,108.54,110.85,117.97,131.26,131.21,136.46,136.95
339,106.89,107.05,115.72,132.99,126.84,140.44,136.18
340,101.47,106.52,115.33,129.26,129.67,135.04,136.22
341,103.91,106.04,117.78,129.33,126.37,135.23,133.7
342,100.28,107.48,112.82,128.02,129.68,136.75,132.62
343,104.93,101.23,114.11,127.27,126.07,135.23,134.47
344,105.26,103.99,113.18,125.62,123.18,136.02,137.06
345,102.15,103.87,114.27,126.84,125.68,136.69,134.64
346,99.5,98.88,111.72,130.56,125.98,134.1,134.06
347,101.54,104.36,118.15,125.0,123.34,137.49,131.43
348,103.77,107.66,115.72,127.2,127.39,135.24,132.02
349,101.56,104.57,116.21,131.14,125.98,133.04,131.12
350,104.08,105.12,113.93,126.74,129.46,137.86,136.35
351,102.65,106.37,115.48,125.17,120.55,133.49,134.05
352,104.33,106.41,118.71,130.39,126.37,135.32,133.27
353,101.24,99.84,113.52,127.16,127.09,135.72,133.63
354,104.93,105.32,111.72,126.56,130.71,133.31,138.25
355,101.1,106.31,116.59,128.06,121.97,133.86,131.43
356,101.06,102.34,114.93,126.47,123.37,133.63,133.67
357,102.9,103.19,115.63,125.78,121.23,134.29,133.93
358,102.1,105.66,112.6,128.18,121.17,134.4,134.46
359,103.75,106.08,115.41,127.6,120.75,134.06,131.32
360,107.45,108.33,119.14,129.25,127.03,134.06,136.23
361,106.28,106.39,114.24,125.31,126.01,136.6,134.77
362,102.05,104.53,117.38,126.9,126.86,134.21,132.96
363,102.37,103.56,114.8,126.86,127.74,135.38,132.78
364,105.05,104.99,115.72,129.57,123.55,136.57,134.71
