,Site1,Site2,Site3,Site4,Site5,Site6,Site7
0,108.03,108.0,115.3,130.98,125.83,137.65,139.16
1,105.59,105.69,114.21,129.33,125.57,139.0,137.74
2,108.3,103.18,119.65,132.26,128.27,140.18,140.05
3,107.42,108.24,120.69,131.22,125.5,138.08,138.89
4,106.49,105.57,121.0,130.91,127.0,138.97,136.84
5,107.01,109.67,123.87,130.12,126.8,137.45,136.05
6,108.26,109.82,121.24,132.01,127.65,139.11,136.08
7,108.44,114.15,122.73,129.99,127.83,137.81,136.68
8,110.9,111.09,126.65,134.37,135.93,140.58,144.16
9,104.19,104.28,130.73,133.47,128.92,138.74,139.58
10,111.12,114.96,130.49,137.89,131.86,141.47,141.96
11,117.89,118.4,131.68,144.29,135.1,146.52,141.19
12,114.0,119.04,129.15,144.97,136.27,153.66,147.57
13,110.77,117.94,130.55,144.31,140.51,155.4,150.6
14,105.58,115.2,130.76,141.49,131.21,146.44,150.66
15,121.25,124.84,129.04,141.1,136.43,149.63,153.56
16,124.61,126.04,131.97,140.44,134.04,150.85,148.16
17,122.72,129.69,138.24,141.8,138.69,151.22,150.42
18,126.32,123.52,128.43,145.08,141.6,150.47,148.42
19,128.98,124.62,128.81,147.17,134.51,153.59,149.96
20,124.55,133.52,135.83,146.37,139.86,152.79,153.62
21,130.45,131.03,134.14,145.9,140.23,154.19,154.81
22,136.39,131.41,140.35,148.0,145.98,156.73,152.17
23,128.79,134.97,140.03,150.58,139.35,156.49,155.72
24,137.29,136.58,136.55,148.79,147.64,158.23,156.28
25,136.4,135.06,141.22,150.06,154.14,160.82,156.99
26,135.28,136.71,139.59,154.14,149.34,160.62,160.42
27,141.12,136.89,140.02,155.06,156.05,162.75,158.53
28,139.97,136.95,147.55,155.8,169.09,162.69,161.48
29,138.64,140.86,152.96,159.63,163.08,165.3,163.99
30,143.92,135.43,149.52,158.15,153.38,172.12,168.67
31,140.94,144.74,157.8,163.06,158.57,171.31,174.12
32,140.08,146.71,156.39,164.55,157.77,172.23,172.62
33,144.39,146.8,157.83,166.65,165.54,174.51,172.35
34,145.02,150.85,157.78,168.96,159.35,177.44,179.43
35,146.51,156.1,163.31,170.33,163.6,176.77,177.85
36,148.39,149.69,158.56,167.36,169.16,180.04,178.3
37,147.99,155.01,169.76,171.71,168.8,181.64,181.16
38,151.88,154.7,162.59,171.87,175.38,179.09,176.68
39,151.19,153.92,165.76,173.77,173.88,175.99,176.44
40,159.74,162.18,168.37,176.0,173.78,184.62,179.77
41,156.79,163.38,163.85,177.23,169.58,187.42,181.3
42,160.15,168.87,165.43,180.18,169.76,190.94,193.19
43,161.33,168.97,173.9,181.31,175.07,188.13,188.9
44,175.42,179.8,177.25,184.73,182.64,190.87,191.18
45,173.81,181.25,183.55,193.28,180.79,197.94,193.44
46,175.66,179.58,188.37,190.55,184.55,203.16,197.08
47,173.18,182.29,182.65,191.41,178.36,199.29,196.63
48,173.96,179.28,183.49,193.25,184.64,204.58,199.12
49,175.84,183.09,187.56,193.45,182.48,202.15,198.02
50,177.72,187.12,194.21,195.23,185.18,204.71,201.33
51,180.07,188.76,188.07,198.19,193.18,210.28,204.35
52,187.3,186.31,200.57,204.1,189.81,211.26,205.27
53,193.52,184.01,194.33,196.4,192.03,213.67,213.04
54,192.22,198.22,196.9,199.54,196.71,213.16,207.35
55,194.89,199.85,200.03,208.47,199.51,216.93,215.59
56,198.02,196.0,204.03,214.17,199.14,219.25,216.83
57,195.27,197.59,204.19,216.61,200.57,218.74,216.35
58,204.22,204.66,208.24,223.83,226.3,218.3,217.59
59,203.6,203.34,206.68,214.39,216.18,225.0,222.9
60,221.65,212.25,213.46,227.38,203.98,229.55,235.01
61,234.14,219.67,221.16,229.09,212.57,233.8,229.21
62,227.56,224.52,214.42,227.95,220.34,237.3,230.14
63,216.83,224.39,222.55,227.4,219.0,236.4,233.81
64,232.67,218.38,216.65,220.7,210.26,236.03,233.74
65,228.32,224.47,239.12,229.77,223.49,247.09,234.15
66,228.22,219.66,236.19,237.79,217.88,243.43,240.36
67,219.93,225.98,231.33,230.77,222.67,246.4,247.55
68,229.94,230.75,232.67,245.07,228.67,245.01,244.48
69,235.93,229.04,243.82,246.0,241.87,250.82,249.65
70,245.16,237.11,244.04,244.87,229.27,253.76,244.47
71,246.25,236.35,239.21,247.09,234.49,249.62,255.85
72,240.67,235.91,241.73,250.44,240.54,255.8,260.41
73,248.92,237.51,247.32,247.54,246.53,255.76,254.74
74,249.42,240.27,246.48,256.5,243.66,264.06,256.6
75,264.77,256.92,246.51,254.42,232.14,257.15,252.01
76,258.76,253.59,249.62,256.9,242.83,259.8,258.37
77,270.28,243.55,255.82,268.8,233.18,260.74,258.57
78,272.21,253.85,257.44,260.42,241.77,261.76,260.5
79,254.61,256.63,255.44,263.96,244.78,265.25,256.62
80,268.72,264.28,254.12,260.15,236.99,269.11,267.44
81,274.35,260.99,267.34,262.69,258.08,267.69,261.48
82,274.35,255.73,265.5,264.62,257.97,272.85,266.7
83,272.45,264.54,279.25,270.0,274.39,278.8,273.85
84,274.62,260.45,272.16,266.96,261.18,288.89,271.05
85,265.66,271.74,289.07,284.08,261.43,273.16,269.74
86,280.42,277.41,277.2,278.69,280.43,281.74,285.86
87,292.37,277.26,281.91,285.83,281.79,286.08,276.26
88,286.02,268.06,281.03,277.41,267.97,279.26,270.49
89,280.0,278.6,282.38,285.25,271.1,288.15,276.39
90,275.61,288.71,286.46,277.53,301.03,280.2,277.96
91,285.61,278.66,281.56,274.07,261.76,283.31,272.41
92,283.3,281.27,280.88,281.35,264.65,287.16,279.74
93,300.31,280.05,285.2,283.8,271.21,292.09,286.07
94,297.02,275.24,291.48,286.55,277.8,291.31,281.29
95,294.21,279.68,286.85,287.94,287.2,295.76,284.49
96,304.03,284.94,296.81,296.56,283.05,300.86,297.14
97,305.76,288.04,299.75,292.47,287.47,296.82,285.97
98,298.58,290.98,297.02,289.76,278.79,297.55,294.44
99,302.41,288.87,293.97,294.3,282.71,306.27,289.15
100,317.87,296.85,303.31,307.89,290.26,299.47,298.07
101,317.13,295.72,304.48,298.59,291.67,311.77,297.67
102,328.68,297.7,305.7,302.89,296.74,308.07,303.64
103,313.55,291.3,294.91,298.4,302.54,305.37,297.43
104,318.02,297.71,302.5,302.51,294.85,307.65,301.21
105,315.83,306.75,302.98,298.2,272.73,308.17,293.72
106,320.94,303.37,307.4,307.11,286.73,309.89,297.65
107,334.77,301.73,310.39,311.55,288.69,315.14,300.49
108,328.73,302.3,315.51,303.99,293.0,316.53,304.57
109,335.98,314.43,313.29,311.9,291.57,313.68,303.78
110,337.97,308.7,305.64,318.43,307.21,312.63,305.11
111,334.6,313.15,318.43,311.98,298.39,315.78,303.25
112,336.69,311.46,323.62,320.71,307.06,323.69,304.7
113,340.07,309.78,326.78,314.3,307.11,321.21,308.35
114,336.67,309.24,317.85,318.43,311.65,317.2,305.59
115,335.98,311.4,322.55,317.75,311.55,316.38,306.83
116,336.13,315.71,311.99,319.98,313.62,319.28,305.59
117,342.78,325.52,321.7,320.81,304.25,320.0,309.92
118,336.45,317.99,324.8,322.21,309.1,325.72,314.35
119,342.03,318.49,330.71,325.57,315.45,325.98,312.55
120,338.42,313.91,337.33,323.56,299.37,315.8,303.29
121,340.6,337.15,317.73,327.97,300.29,315.67,307.57
122,353.16,313.89,316.32,328.13,317.32,330.08,317.36
123,348.15,322.05,329.68,318.05,303.66,318.29,315.18
124,343.93,328.49,323.76,321.27,300.54,319.75,311.48
125,359.63,328.9,332.26,323.08,308.6,331.59,310.44
126,352.97,326.61,329.39,330.52,306.31,330.76,315.25
127,346.49,326.79,332.03,335.21,314.23,323.79,325.94
128,350.69,326.09,329.74,335.23,318.1,327.0,318.67
129,349.1,331.89,335.16,329.44,314.32,328.19,318.34
130,357.64,332.4,338.34,337.67,313.78,326.98,320.57
131,352.32,328.08,325.84,337.47,319.64,332.73,321.62
132,358.37,334.29,341.66,343.83,314.82,334.58,321.06
133,351.48,342.17,336.78,345.0,318.87,334.07,322.33
134,357.69,341.39,340.69,345.86,317.02,343.16,331.83
135,355.84,334.73,342.66,345.53,317.7,342.21,330.81
136,353.61,339.05,337.22,344.32,327.45,346.2,329.56
137,366.83,340.01,337.92,334.49,318.16,339.63,321.32
138,360.72,339.68,341.58,332.72,315.53,330.7,316.17
139,360.24,334.75,332.35,336.84,315.57,334.21,317.37
140,360.19,332.51,340.23,331.55,313.6,335.19,317.5
141,365.78,335.47,339.31,330.48,324.05,331.44,319.63
142,362.49,334.82,332.52,336.26,321.34,336.69,318.77
143,363.79,336.96,339.04,338.34,323.6,331.0,319.4
144,358.23,336.43,340.08,337.32,317.51,336.02,320.57
145,368.01,340.5,335.71,343.58,322.09,335.09,324.25
146,361.51,340.43,339.58,344.33,336.22,337.62,321.37
147,362.24,340.15,344.65,347.64,319.46,347.71,334.65
148,369.88,342.5,334.13,338.4,320.94,339.5,326.52
149,375.88,343.79,338.16,343.46,328.9,342.4,322.01
150,369.43,341.84,336.25,334.84,325.84,340.41,330.83
151,367.55,338.85,334.23,331.71,330.1,332.45,311.77
152,373.93,341.55,334.08,331.32,319.71,332.67,314.54
153,366.31,340.01,338.27,335.33,324.75,335.31,317.81
154,369.38,341.93,341.89,329.5,319.53,332.16,324.32
155,370.23,345.07,343.74,337.07,322.3,336.65,323.58
156,370.06,342.5,339.82,340.97,328.1,338.74,322.32
157,373.84,343.85,341.97,336.19,327.59,338.03,322.91
158,378.96,343.87,353.69,331.99,327.88,335.1,319.08
159,370.54,341.85,339.98,343.03,323.81,339.31,321.92
160,377.3,344.45,337.23,336.88,322.97,338.38,322.91
161,377.42,346.79,337.91,339.53,331.53,338.59,320.25
162,379.04,350.68,336.51,336.6,322.9,341.47,325.0
163,377.47,347.37,337.17,341.36,330.02,336.17,321.53
164,376.23,353.95,340.29,341.53,332.94,339.07,331.67
165,370.34,342.46,339.43,334.25,325.0,330.76,318.28
166,376.14,341.97,342.72,333.61,310.52,338.58,322.58
167,374.29,345.63,340.63,329.51,327.35,332.51,322.43
168,376.04,343.99,339.82,340.81,331.84,338.27,314.59
169,371.21,347.06,336.64,339.48,330.58,342.5,313.37
170,370.31,344.95,337.68,334.24,325.89,334.1,319.57
171,375.41,340.17,351.18,335.32,329.03,337.63,320.03
172,368.57,344.32,340.77,339.11,328.04,338.18,319.17
173,378.15,350.1,338.6,340.97,332.43,338.48,317.43
174,375.24,349.37,335.76,348.55,343.68,337.81,319.47
175,375.82,346.27,337.68,339.97,328.5,334.23,322.99
176,375.88,345.75,339.88,351.62,335.0,348.24,330.9
177,378.97,341.85,339.26,344.57,331.36,347.77,336.05
178,374.34,345.42,336.69,334.12,330.94,337.77,327.93
179,375.95,344.13,339.44,340.26,315.6,338.53,321.88
180,377.08,342.19,337.93,325.29,323.31,326.73,308.72
181,373.32,340.62,339.31,333.49,325.41,327.78,309.97
182,369.02,341.49,336.0,334.51,324.72,329.4,308.08
