7.854149057847509141e+01,2.897471994844161358e+01,2.121268742551104225e+01,3.046247443281603040e+01,-5.743925269149288937e+01,2.599471932471577773e+01,2.509687547230134541e+01,1.910867151126882657e+00,0.000000000000000000e+00,3.138252319309886929e+01
9.426503495805053490e+01,5.288356165210027626e+01,2.117197360206364465e+01,3.046247443281603040e+01,-5.903422205302605619e+01,2.603725618575303002e+01,1.836182156833177714e+01,2.260959898086528241e+01,6.555136799838098050e+00,1.327985471773308745e+01
9.448106901565881799e+01,5.298454984945936985e+01,3.247568093054447047e+01,3.046247443281603040e+01,3.101753802449216124e+01,3.046495098779070432e+01,2.404289396960572134e+01,3.285562408862860906e+01,2.523318723327266966e+01,1.895424846642947259e+01
9.416063581651067693e+01,5.283374939725894137e+01,3.247841700485832916e+01,3.046247443281603040e+01,3.101833687405053652e+01,3.046996819357206832e+01,2.394525329146404147e+01,3.281462407304696427e+01,2.517277526136948040e+01,1.872899085439917144e+01
9.442055122198202355e+01,5.295654187261763468e+01,3.251249996160430555e+01,3.046247443281603040e+01,3.102747541750872173e+01,3.053262698725665203e+01,2.405422330504836026e+01,3.286025392645984056e+01,2.523977048346600327e+01,1.899114419652615382e+01
9.421931094975420251e+01,5.286182677141129460e+01,3.248158839818673016e+01,3.046247443281603040e+01,3.101925079573432953e+01,3.047578604382632861e+01,2.396507756935839950e+01,3.282310799028724091e+01,2.518572450579480204e+01,1.877589189588355723e+01
9.413715927326921928e+01,5.282245651205427350e+01,3.247004984482658330e+01,3.046247443281603040e+01,3.101586377013821760e+01,3.045463113862323112e+01,2.392899473511126374e+01,3.280760528009148658e+01,2.516027385182214715e+01,1.869314473312788394e+01
9.396362167841883206e+01,5.273792955784024628e+01,3.242826628024954516e+01,3.046247443281603040e+01,3.100219052325359925e+01,3.037830886857769386e+01,2.384450928123166946e+01,3.277024748537940013e+01,2.510453673841202971e+01,1.850491556809346605e+01
9.389098212702606361e+01,5.270199455338566707e+01,3.238823917134318009e+01,3.046247443281603040e+01,3.098707670228863265e+01,3.030561260521923117e+01,2.378718873552215740e+01,3.274405209569923869e+01,2.506525265585377582e+01,1.833393759707873016e+01
9.412974997752125716e+01,5.281888543196052410e+01,3.242781939895262866e+01,3.046247443281603040e+01,3.100203253936392400e+01,3.037749499773556039e+01,2.386777753599902141e+01,3.278068475559263817e+01,2.512106450789199741e+01,1.846949194424568219e+01
9.415778789253701575e+01,5.283238125993695888e+01,3.247029749753647110e+01,3.046247443281603040e+01,3.101593825432866325e+01,3.045508483107915865e+01,2.390442002259822374e+01,3.279689217654823352e+01,2.514475930199073161e+01,1.859559631571712757e+01
9.419082535939894285e+01,5.284822196658219440e+01,3.242608349669486500e+01,3.046247443281603040e+01,3.100141652488535016e+01,3.037433401453485260e+01,2.388954402969000412e+01,3.279034608229873982e+01,2.513334223759924058e+01,1.857420098686136001e+01
9.449356873429216819e+01,5.299030762209152812e+01,3.241435342862092028e+01,3.046247443281603040e+01,3.099715721112915645e+01,3.035299434700928600e+01,2.398007743924222623e+01,3.282947316348069222e+01,2.519235586732996168e+01,1.879584997967103988e+01
9.443438917102312757e+01,5.296296541281351011e+01,3.241002765701072263e+01,3.046247443281603040e+01,3.099554417555869890e+01,3.034513364058821594e+01,2.396479844910232160e+01,3.282298910444997375e+01,2.518304760078805060e+01,1.875984119029756059e+01
9.464156878041208643e+01,5.305777842584383563e+01,3.241575767341399228e+01,3.046247443281603040e+01,3.099767595343224968e+01,3.035554713904036461e+01,2.403875828794398117e+01,3.285392741618800017e+01,2.522867486936811332e+01,1.893790553891392392e+01
9.491614056608153760e+01,5.317955905422510909e+01,3.245746256133379859e+01,3.046247443281603040e+01,3.101197539009590898e+01,3.043159221167628914e+01,2.415946630251012905e+01,3.290200194682729062e+01,2.529804758499304640e+01,1.923168022871119476e+01
