3.569151810119246306e+02,1.822229656628397061e+04,1.447189166385698798e+02,3.113387883149369736e+04,1.090765537368850119e+03,6.309532667903390575e+03,7.512179940726149141e+00,5.825940180660142505e+04,1.657562296185621108e+03,4.724641472154810799e+03,2.829756431160679494e+04,2.963097905880915661e+01,9.042973069750180002e+03,4.918516387182367907e+03,5.230679688123323103e+03,4.829158607879106967e+03,1.756466243750161084e+04,1.563254956937643385e+02,4.215518985000386465e+02,1.495188406684314089e+02,4.148065621626100352e+01,5.847014584986184218e+02,2.304480900903389193e+04,4.378513711716439616e+02,6.323278477500579697e+01,1.483471485403625411e+04
3.914291008726107179e+02,1.963433953854826541e+04,1.595351460943598738e+02,3.443523735665597633e+04,1.202948318536555689e+03,6.294097820064524967e+03,8.731091124470310660e+00,6.448783207552532258e+04,1.658878375555220146e+03,5.491252279541075950e+03,3.127767016515957584e+04,3.912943357056044391e+01,8.991781829921663302e+03,5.738981004531224244e+03,6.090864780691262240e+03,5.629578684519301532e+03,1.937114844664340853e+04,1.724032211751263333e+02,4.649075627194418416e+02,1.648950763281243610e+02,4.532973805001206102e+01,6.373780455668013474e+02,2.518318780556225829e+04,4.784805683056828798e+02,6.973613440791626772e+01,1.767801459854014684e+04
4.332849378624554220e+02,2.128007884345189814e+04,1.734331804682865936e+02,3.731791282381815836e+04,1.290673565958999006e+03,6.281873973509697862e+03,1.046060770606518631e+01,6.993130111050776031e+04,1.661899788964572053e+03,6.578998557273702318e+03,3.465926827247151232e+04,3.913330172361357029e+01,8.939695887121048145e+03,6.914160712588938623e+03,7.316785336222971637e+03,6.771653253874440452e+03,2.078379333267309266e+04,1.849757606607905132e+02,4.988110399841542062e+02,1.793126871415533401e+02,4.972021136347306225e+01,6.852487170523786517e+02,2.762233964637392273e+04,5.248244532811045246e+02,7.482165599762312524e+01,1.455962204678241324e+04
4.019189626716841985e+02,2.265383972496459683e+04,1.881148591198226825e+02,4.031049954566638189e+04,1.282162666432625201e+03,6.267882502402027967e+03,1.084961895303779400e+01,7.559512335362070007e+04,1.639781659030265700e+03,6.823659718891693956e+03,3.759115842563992192e+04,4.001994259008758803e+01,8.893446528908856635e+03,7.180283032987843399e+03,7.593391864424829691e+03,7.029478812820641906e+03,2.064674181050926200e+04,1.837560021135324178e+02,4.955218034522222865e+02,1.945146583658017789e+02,5.357620302390316880e+01,7.130966916723668874e+02,2.976455723550176117e+04,5.655265874745334713e+02,7.432827051783334582e+01,1.767801459854014684e+04
4.222443153370763298e+02,2.171314875860687607e+04,1.702302689820712374e+02,3.637522989306657109e+04,1.289040976490210141e+03,6.259037450185757734e+03,1.100530896227567901e+01,6.809764450277372089e+04,1.644262360007550114e+03,6.921577963695394828e+03,3.531070329756377032e+04,4.101564312930877776e+01,8.846175451741532015e+03,7.286976164653082378e+03,7.704183955225389582e+03,7.132757265987093888e+03,2.075750364718534911e+04,1.847417824599496043e+02,4.981800875324483968e+02,1.759450030699801744e+02,5.071632445312012294e+01,6.813559271077426729e+02,2.817573580728895831e+04,5.353389803384901597e+02,7.472701312986725952e+01,1.455750024488195049e+04
4.068976971825289866e+02,2.155309945028721995e+04,1.675260319213436446e+02,3.582956194672539277e+04,1.289875538432692792e+03,6.246936071815412106e+03,1.108253530971413348e+01,6.704931641091778874e+04,1.637233258684766042e+03,6.970147993530901658e+03,3.513567176230667246e+04,4.055194851141450130e+01,8.796805991425399043e+03,7.339938214125722880e+03,7.759158530498114487e+03,7.184005198078543799e+03,2.077094264786944768e+04,1.848613895660380706e+02,4.985026235488667794e+02,1.731639511110278988e+02,5.052075750285376898e+01,6.746650195906698855e+02,2.806708750158542898e+04,5.332746625301231234e+02,7.477539353233001407e+01,1.767801459854014684e+04
3.977060701354739081e+02,2.198685953063990746e+04,1.775863640121534672e+02,3.809184480710018397e+04,1.286300499429763022e+03,6.231378542517202732e+03,1.096444376821405520e+01,7.135075920450987178e+04,1.636995728699700521e+03,6.895876583782423950e+03,3.627870142401693738e+04,4.059724755643263450e+01,8.753682463743969492e+03,7.258961283319039467e+03,7.675098574368616937e+03,7.105643951720274345e+03,2.071337358179972580e+04,1.843490248780175591e+02,4.971209659631934414e+02,1.836280834693833697e+02,5.192443425287078185e+01,6.918793550127401204e+02,2.884690791826154600e+04,5.480912504469694113e+02,7.456814489447900485e+01,1.454541974192024463e+04
3.839463245375678184e+02,2.110843903753118138e+04,1.676481785035266796e+02,3.599585373728229024e+04,1.291740155694012628e+03,6.215669547255795806e+03,1.063503208864737815e+01,6.737857331361772958e+04,1.654760992346113881e+03,6.688699426822249734e+03,3.439096229958027834e+04,3.973734835599488235e+01,8.695179336967337804e+03,7.033402416509245086e+03,7.440770654399998421e+03,6.887215950967018216e+03,2.080096869072483969e+04,1.851286213474510589e+02,4.992232485773961912e+02,1.733458632388198168e+02,4.944255390534191719e+01,6.669905355018478303e+02,2.746808550296773319e+04,5.218936245563869534e+02,7.488348728660942299e+01,1.742111970595418097e+04
3.862326338062251239e+02,2.191701448713626451e+04,1.855271234281402144e+02,3.991289242123492295e+04,1.285886779455781380e+03,6.199738376419554697e+03,9.986745849307132161e+00,7.479988912624916702e+04,1.665690730550403487e+03,6.280972232268636617e+03,3.628309257615009847e+04,3.773424678060294468e+01,8.655419330254280794e+03,6.590885433995754283e+03,6.980274412298878815e+03,6.458044640334232099e+03,2.070671142440871699e+04,1.842897316772375689e+02,4.969610741858091956e+02,1.918844169998799600e+02,5.186026670109283998e+01,6.980468432717316318e+02,2.881125927838491043e+04,5.474139262893132809e+02,7.454416112787137649e+01,1.550199595721387050e+04
3.556079601040704574e+02,1.999801798936679916e+04,1.540904428654114326e+02,3.314338413731093169e+04,1.233288857443513962e+03,6.180195519379367397e+03,1.050284539714767362e+01,6.197826515866559930e+04,1.713192575573241356e+03,6.605563142860171865e+03,3.208838055438449010e+04,3.628239548177798923e+01,8.607761851260727781e+03,6.943023450215176126e+03,7.346803119918724406e+03,6.799631165335464175e+03,1.985972395239152684e+04,1.767515431762845992e+02,4.766333748573966318e+02,1.593143320265451450e+02,4.636355879288245063e+01,6.328939528979498164e+02,2.575753266271247412e+04,4.893931205915370128e+02,7.149500622860949761e+01,1.526583348839139035e+04
