pool_elev_m,release_cap_cms
429.387,0
429.768,1.981
432.816,31.13
435.864,87.73
438.912,134.708
441.96,163.291
445.008,183.667
448.056,201.496
451.104,219.325
454.152,234.607
457.2,249.889
460.248,263.6428
463.296,277.34
466.344,289.509
469.392,301.678
470.3064,304.508
471.8304,309.2058
