pool_elev_m,release_cap_cms
227.076,0
277.368,290.0184
280.416,298.9612
283.464,308.187
286.512,316.2242
289.56,324.4878
292.608,332.525
295.656,340.3358
298.704,347.9768
301.752,355.5612
304.8,362.9192
307.848,370.0508
309.372,373.7298
