pool_elev_m,release_cap_cms
384.048,0
384.13944,0
406.908,0
411.48,0
412.0896,96.6162
414.528,112.8604
417.576,130.2932
420.624,145.6884
423.672,159.612
426.72,172.4036
429.768,184.2896
432.816,191.30234
432.816,489.00702
433.4256,493.64256
434.0352,498.26678
434.34,500.54776
434.34,640.9384
434.6448,643.24202
435.2544,647.8436
435.864,652.4282
436.4736,657.00714
437.0832,661.57476
437.6928,666.1254
438.3024,670.67038
438.912,675.43044
439.5216,680.17918
440.1312,684.6902
440.7408,689.25216
441.3504,693.8028
441.96,698.28552
442.5696,702.81352
443.1792,707.33586
443.7888,711.84688
444.3984,716.28998
445.008,720.78402
445.6176,725.2724
446.2272,729.6872
446.8368,734.1586
447.4464,738.50548
448.056,742.84104
448.6656,747.17094
449.2752,751.48952
449.8848,755.85904
450.4944,760.1663
451.104,764.46224
451.7136,768.63932
452.3232,772.81074
452.9328,776.97084
453.5424,781.12528
454.152,785.27406
454.7616,789.41718
455.3712,793.54898
455.9808,797.67512
456.5904,801.7956
457.2,805.91042
457.8096,809.95732
458.4192,813.99856
459.0288,818.0398
459.6384,822.06972
460.248,826.09398
460.8576,829.88052
461.4672,833.66706
462.0768,837.44794
462.6864,841.2175
463.296,844.98706
463.9056,848.6321
464.5152,852.27714
465.1248,855.91086
465.7344,859.54458
466.344,863.16698
466.9536,866.33658
467.5632,869.49486
468.1728,872.65314
468.7824,875.8001
469.392,878.94706
469.6968,880.51771
470.0016,915.19936
470.3064,949.87535
470.6112,1007.47434
470.916,1075.26133
471.2208,1151.53832
471.5256,1236.30248
471.8304,1327.85864
472.1352,1426.20397
472.44,1529.6433
472.7448,1639.87463
473.0496,1756.89796
473.3544,1877.31163
473.6592,2004.5173
473.964,2135.11614
474.2688,2270.80898
474.5736,2411.59582
474.8784,2555.77866
475.1832,2705.05267
475.488,2859.42068
475.7928,3017.08281
476.0976,3178.14094
476.4024,3342.59224
476.7072,3512.13754
477.012,3685.07601
477.3168,3861.41048
477.6216,4039.44295
477.9264,4224.26742
478.2312,4410.77857
478.536,4600.68855
478.8408,4792.2937
479.1456,4988.99285
479.4504,5189.088
479.7552,5390.87832
