pool_elev_m,release_cap_cms
241.0968,0
241.4016,22.923
241.7064,67.354
242.0112,128.199
242.316,203.76
242.6208,294.32
242.9256,396.2
243.2304,509.4
243.5352,636.75
243.84,772.59
244.1448,916.92
244.4496,1064.08
244.63248,1154.64
244.7544,1219.73
245.0592,1375.38
245.364,1536.69
245.6688,1706.49
245.9736,1879.12
246.2784,2057.41
