,Constraint,Time,Value
0,Bal1Constraint,1,37.9802
1,Bal1Constraint,2,37.9802
2,Bal1Constraint,3,37.9802
3,Bal1Constraint,4,37.9802
4,Bal1Constraint,5,37.9802
5,Bal1Constraint,6,37.9802
6,Bal1Constraint,7,37.9802
7,Bal1Constraint,8,37.9802
8,Bal1Constraint,9,37.9802
9,Bal1Constraint,10,37.9802
10,Bal1Constraint,11,37.9802
11,Bal1Constraint,12,37.9802
12,Bal1Constraint,13,37.9802
13,Bal1Constraint,14,37.9802
14,Bal1Constraint,15,37.9802
15,Bal1Constraint,16,37.9802
16,Bal1Constraint,17,37.9802
17,Bal1Constraint,18,37.9802
18,Bal1Constraint,19,37.9802
19,Bal1Constraint,20,37.9802
20,Bal1Constraint,21,37.9802
21,Bal1Constraint,22,37.9802
22,Bal1Constraint,23,37.9802
23,Bal1Constraint,24,37.9802
24,Bal2Constraint,1,37.9802
25,Bal2Constraint,2,37.9802
26,Bal2Constraint,3,37.9802
27,Bal2Constraint,4,37.9802
28,Bal2Constraint,5,37.9802
29,Bal2Constraint,6,37.9802
30,Bal2Constraint,7,37.9802
31,Bal2Constraint,8,37.9802
32,Bal2Constraint,9,37.9802
33,Bal2Constraint,10,37.9802
34,Bal2Constraint,11,37.9802
35,Bal2Constraint,12,37.9802
36,Bal2Constraint,13,37.9802
37,Bal2Constraint,14,37.9802
38,Bal2Constraint,15,37.9802
39,Bal2Constraint,16,37.9802
40,Bal2Constraint,17,37.9802
41,Bal2Constraint,18,37.9802
42,Bal2Constraint,19,37.9802
43,Bal2Constraint,20,37.9802
44,Bal2Constraint,21,37.9802
45,Bal2Constraint,22,37.9802
46,Bal2Constraint,23,37.9802
47,Bal2Constraint,24,37.9802
48,Bal3Constraint,1,40.91449333333334
49,Bal3Constraint,2,40.91449333333334
50,Bal3Constraint,3,37.589
51,Bal3Constraint,4,36.9554
52,Bal3Constraint,5,36.9554
53,Bal3Constraint,6,36.9554
54,Bal3Constraint,7,37.2761
55,Bal3Constraint,8,36.9554
56,Bal3Constraint,9,34.5863
57,Bal3Constraint,10,30.384499999999996
58,Bal3Constraint,11,30.384499999999996
59,Bal3Constraint,12,30.384499999999996
60,Bal3Constraint,13,30.384499999999996
61,Bal3Constraint,14,30.384499999999996
62,Bal3Constraint,15,30.384499999999996
63,Bal3Constraint,16,36.1508
64,Bal3Constraint,17,37.589
65,Bal3Constraint,18,37.8572
66,Bal3Constraint,19,43.690200000000004
67,Bal3Constraint,20,43.690200000000004
68,Bal3Constraint,21,41.74586666666667
69,Bal3Constraint,22,41.74586666666667
70,Bal3Constraint,23,41.74586666666667
71,Bal3Constraint,24,40.91449333333334
72,Bal4Constraint,1,46.1636
73,Bal4Constraint,2,39.824
74,Bal4Constraint,3,39.458600000000004
75,Bal4Constraint,4,39.458600000000004
76,Bal4Constraint,5,39.458600000000004
77,Bal4Constraint,6,39.458600000000004
78,Bal4Constraint,7,39.458600000000004
79,Bal4Constraint,8,39.458600000000004
80,Bal4Constraint,9,38.93
81,Bal4Constraint,10,38.3489
82,Bal4Constraint,11,38.3489
83,Bal4Constraint,12,38.3489
84,Bal4Constraint,13,38.29639999999999
85,Bal4Constraint,14,38.29639999999999
86,Bal4Constraint,15,38.3489
87,Bal4Constraint,16,39.458600000000004
88,Bal4Constraint,17,45.0014
89,Bal4Constraint,18,47.3258
90,Bal4Constraint,19,53.650200000000005
91,Bal4Constraint,20,53.650200000000005
92,Bal4Constraint,21,51.70586666666667
93,Bal4Constraint,22,51.70586666666667
94,Bal4Constraint,23,51.70586666666667
95,Bal4Constraint,24,47.3258
96,Bal1Constraint,25,35.3656
97,Bal1Constraint,26,35.3656
98,Bal1Constraint,27,35.3656
99,Bal1Constraint,28,35.3656
100,Bal1Constraint,29,35.3656
101,Bal1Constraint,30,35.3656
102,Bal1Constraint,31,35.3656
103,Bal1Constraint,32,35.3656
104,Bal1Constraint,33,35.3656
105,Bal1Constraint,34,35.3656
106,Bal1Constraint,35,35.3656
107,Bal1Constraint,36,35.3656
108,Bal1Constraint,37,35.3656
109,Bal1Constraint,38,35.3656
110,Bal1Constraint,39,35.3656
111,Bal1Constraint,40,35.3656
112,Bal1Constraint,41,35.3656
113,Bal1Constraint,42,35.3656
114,Bal1Constraint,43,35.3656
115,Bal1Constraint,44,35.3656
116,Bal1Constraint,45,35.3656
117,Bal1Constraint,46,35.3656
118,Bal1Constraint,47,35.3656
119,Bal1Constraint,48,35.3656
120,Bal2Constraint,25,35.3656
121,Bal2Constraint,26,35.3656
122,Bal2Constraint,27,35.3656
123,Bal2Constraint,28,35.3656
124,Bal2Constraint,29,35.3656
125,Bal2Constraint,30,35.3656
126,Bal2Constraint,31,35.3656
127,Bal2Constraint,32,35.3656
128,Bal2Constraint,33,35.3656
129,Bal2Constraint,34,35.3656
130,Bal2Constraint,35,35.3656
131,Bal2Constraint,36,35.3656
132,Bal2Constraint,37,35.3656
133,Bal2Constraint,38,35.3656
134,Bal2Constraint,39,35.3656
135,Bal2Constraint,40,35.3656
136,Bal2Constraint,41,35.3656
137,Bal2Constraint,42,35.3656
138,Bal2Constraint,43,35.3656
139,Bal2Constraint,44,35.3656
140,Bal2Constraint,45,35.3656
141,Bal2Constraint,46,35.3656
142,Bal2Constraint,47,35.3656
143,Bal2Constraint,48,35.3656
144,Bal3Constraint,25,37.8572
145,Bal3Constraint,26,37.8572
146,Bal3Constraint,27,37.8572
147,Bal3Constraint,28,37.8572
148,Bal3Constraint,29,37.8572
149,Bal3Constraint,30,37.8572
150,Bal3Constraint,31,37.8572
151,Bal3Constraint,32,37.8572
152,Bal3Constraint,33,37.8572
153,Bal3Constraint,34,37.8572
