,Generator,Time,Value,Zones
0,GWFPWR_1_UNITS,1,0.0,PGE_valley
1,GWFPWR_1_UNITS,2,0.0,PGE_valley
2,GWFPWR_1_UNITS,3,0.0,PGE_valley
3,GWFPWR_1_UNITS,4,0.0,PGE_valley
4,GWFPWR_1_UNITS,5,0.0,PGE_valley
5,GWFPWR_1_UNITS,6,0.0,PGE_valley
6,GWFPWR_1_UNITS,7,0.0,PGE_valley
7,GWFPWR_1_UNITS,8,0.0,PGE_valley
8,GWFPWR_1_UNITS,9,0.0,PGE_valley
9,GWFPWR_1_UNITS,10,0.0,PGE_valley
10,GWFPWR_1_UNITS,11,0.0,PGE_valley
11,GWFPWR_1_UNITS,12,0.0,PGE_valley
12,GWFPWR_1_UNITS,13,0.0,PGE_valley
13,GWFPWR_1_UNITS,14,0.0,PGE_valley
14,GWFPWR_1_UNITS,15,0.0,PGE_valley
15,GWFPWR_1_UNITS,16,0.0,PGE_valley
16,GWFPWR_1_UNITS,17,0.0,PGE_valley
17,GWFPWR_1_UNITS,18,0.0,PGE_valley
18,GWFPWR_1_UNITS,19,0.0,PGE_valley
19,GWFPWR_1_UNITS,20,0.0,PGE_valley
20,GWFPWR_1_UNITS,21,0.0,PGE_valley
21,GWFPWR_1_UNITS,22,0.0,PGE_valley
22,GWFPWR_1_UNITS,23,0.0,PGE_valley
23,GWFPWR_1_UNITS,24,0.0,PGE_valley
24,LAPLMA_2_UNIT1,1,0.0,PGE_valley
25,LAPLMA_2_UNIT1,2,0.0,PGE_valley
26,LAPLMA_2_UNIT1,3,0.0,PGE_valley
27,LAPLMA_2_UNIT1,4,0.0,PGE_valley
28,LAPLMA_2_UNIT1,5,0.0,PGE_valley
29,LAPLMA_2_UNIT1,6,0.0,PGE_valley
30,LAPLMA_2_UNIT1,7,0.0,PGE_valley
31,LAPLMA_2_UNIT1,8,0.0,PGE_valley
32,LAPLMA_2_UNIT1,9,0.0,PGE_valley
33,LAPLMA_2_UNIT1,10,0.0,PGE_valley
34,LAPLMA_2_UNIT1,11,0.0,PGE_valley
35,LAPLMA_2_UNIT1,12,0.0,PGE_valley
36,LAPLMA_2_UNIT1,13,0.0,PGE_valley
37,LAPLMA_2_UNIT1,14,0.0,PGE_valley
38,LAPLMA_2_UNIT1,15,0.0,PGE_valley
39,LAPLMA_2_UNIT1,16,0.0,PGE_valley
