,Zone,Time,Value
0,PNW,1,1217.0962584706556
1,PNW,2,839.2262595827228
2,PNW,3,1080.9527700885217
3,PNW,4,1247.3900251456116
4,PNW,5,1234.2212915406978
5,PNW,6,1311.0980148374656
6,PNW,7,1445.4929254865335
7,PNW,8,1047.47161196767
8,PNW,9,1140.1390966402666
9,PNW,10,1387.3165554992324
10,PNW,11,1475.60771009017
11,PNW,12,1555.0459627800042
12,PNW,13,1553.4495314484614
13,PNW,14,1490.8845673619917
14,PNW,15,1836.4674892981336
15,PNW,16,1972.1341874650986
16,PNW,17,1915.107752292376
17,PNW,18,2065.9336662901424
18,PNW,19,2182.954442568753
19,PNW,20,2267.377227481755
20,PNW,21,2423.5810946195834
21,PNW,22,2830.4047543492834
22,PNW,23,3199.8339661490395
23,PNW,24,3554.3402721371885
