,PNW
0,39.937336493080004
1,39.937336493080004
2,39.937336493080004
3,39.937336493080004
4,39.937336493080004
5,39.937336493080004
6,39.937336493080004
7,39.937336493080004
8,39.937336493080004
9,39.937336493080004
10,39.937336493080004
11,39.937336493080004
12,39.937336493080004
13,39.937336493080004
14,39.72793649308001
15,39.72793649308001
16,39.72793649308001
17,39.72793649308001
18,39.72793649308001
19,39.72793649308001
20,39.72793649308001
21,39.72793649308001
22,39.72793649308001
23,39.72793649308001
24,38.820536493080006
25,38.820536493080006
26,39.937336493080004
27,39.937336493080004
28,39.937336493080004
29,39.937336493080004
30,39.937336493080004
31,39.937336493080004
32,39.937336493080004
33,39.937336493080004
34,39.937336493080004
35,39.937336493080004
36,39.937336493080004
37,39.937336493080004
38,39.937336493080004
39,39.937336493080004
40,39.937336493080004
41,39.937336493080004
42,39.937336493080004
43,39.937336493080004
44,39.937336493080004
45,39.937336493080004
46,39.937336493080004
47,39.937336493080004
48,39.937336493080004
49,39.937336493080004
50,39.937336493080004
51,39.937336493080004
52,39.937336493080004
53,39.937336493080004
54,39.937336493080004
55,39.937336493080004
56,39.937336493080004
57,39.937336493080004
58,39.937336493080004
59,39.937336493080004
60,39.937336493080004
61,39.937336493080004
62,39.937336493080004
63,39.937336493080004
64,39.937336493080004
65,39.937336493080004
66,39.937336493080004
67,39.937336493080004
68,39.937336493080004
69,39.937336493080004
70,39.937336493080004
71,39.937336493080004
72,16.718398406
73,16.718398406
74,16.718398406
75,16.718398406
76,27.2158013063
77,27.2158013063
78,27.2158013063
79,27.2158013063
80,27.2158013063
81,27.2158013063
82,27.2158013063
83,27.2158013063
84,27.2158013063
85,27.2158013063
86,27.2158013063
87,27.2158013063
88,27.2158013063
89,27.2158013063
90,27.2158013063
91,27.2158013063
92,27.2158013063
93,27.2158013063
94,27.2158013063
95,27.2158013063
96,10.0
97,10.0
98,10.0
99,10.0
100,10.0
101,16.718398406
102,16.718398406
103,16.718398406
104,16.718398406
105,16.718398406
106,16.718398406
107,16.718398406
108,16.718398406
109,16.718398406
110,16.718398406
111,16.718398406
112,16.718398406
113,16.718398406
114,16.718398406
115,16.718398406
116,16.718398406
117,16.718398406
118,16.718398406
119,16.718398406
120,16.718398406
121,16.718398406
122,16.718398406
123,16.718398406
124,16.718398406
125,16.718398406
126,16.718398406
127,16.718398406
128,16.718398406
129,16.718398406
130,16.718398406
131,16.718398406
132,16.718398406
133,16.718398406
134,16.718398406
135,16.718398406
136,16.718398406
137,16.718398406
138,16.718398406
139,16.718398406
140,16.718398406
141,16.718398406
142,16.718398406
143,16.718398406
144,39.937336493080004
145,39.937336493080004
146,39.937336493080004
147,39.937336493080004
148,39.937336493080004
149,39.937336493080004
150,39.937336493080004
151,39.937336493080004
152,39.937336493080004
153,39.937336493080004
154,39.937336493080004
155,39.937336493080004
156,39.937336493080004
157,39.937336493080004
158,39.937336493080004
159,39.937336493080004
160,39.937336493080004
161,39.937336493080004
162,39.937336493080004
163,39.937336493080004
164,39.937336493080004
165,39.937336493080004
166,39.937336493080004
167,39.72793649308001
168,38.820536493080006
169,38.820536493080006
170,38.820536493080006
171,38.820536493080006
172,38.820536493080006
173,38.820536493080006
174,38.820536493080006
175,38.820536493080006
176,38.820536493080006
177,38.820536493080006
178,38.820536493080006
179,38.820536493080006
180,38.820536493080006
181,38.820536493080006
182,38.820536493080006
183,38.820536493080006
184,38.820536493080006
185,38.820536493080006
186,38.820536493080006
187,38.750736493080005
188,38.750736493080005
189,38.750736493080005
190,38.750736493080005
191,30.235136493080002
192,27.2158013063
193,27.2158013063
194,30.235136493080002
195,38.750736493080005
196,38.820536493080006
197,39.72793649308001
198,39.72793649308001
199,39.72793649308001
200,39.72793649308001
201,39.72793649308001
202,39.72793649308001
203,39.72793649308001
204,39.72793649308001
205,39.72793649308001
206,39.72793649308001
207,39.72793649308001
208,39.72793649308001
209,39.72793649308001
210,39.72793649308001
211,39.72793649308001
212,39.72793649308001
213,39.72793649308001
214,39.72793649308001
215,39.72793649308001
216,41.33333649308
217,41.33333649308
218,41.33333649308
219,41.33333649308
220,41.33333649308
221,41.33333649308
222,41.33333649308
223,41.33333649308
224,41.33333649308
225,41.33333649308
226,41.33333649308
227,41.33333649308
228,41.33333649308
229,41.33333649308
230,41.33333649308
231,41.33333649308
232,41.33333649308
233,41.33333649308
234,41.33333649308
235,41.33333649308
236,41.33333649308
237,41.33333649308
238,41.33333649308
239,41.33333649308
240,53.0418013063
241,53.0418013063
242,53.0418013063
243,53.0418013063
244,53.0418013063
245,53.0418013063
246,53.0418013063
247,53.0418013063
248,53.0418013063
249,53.0418013063
250,53.0418013063
251,53.0418013063
252,53.0418013063
253,53.0418013063
254,53.0418013063
255,53.0418013063
256,53.0418013063
257,53.0418013063
258,53.0418013063
259,53.0418013063
260,53.0418013063
261,53.0418013063
262,53.0418013063
263,53.0418013063
264,10.0
265,10.0
266,10.0
267,10.0
268,10.0
269,10.0
270,10.0
271,10.0
272,16.718398406
273,16.718398406
274,16.718398406
275,16.718398406
276,16.718398406
277,16.718398406
278,16.718398406
279,16.718398406
280,16.718398406
281,16.718398406
282,16.718398406
283,16.718398406
284,16.718398406
285,16.718398406
286,16.718398406
287,10.0
288,16.718398406
289,16.718398406
290,16.718398406
291,16.718398406
292,16.718398406
293,16.718398406
294,16.718398406
295,16.718398406
296,16.718398406
297,16.718398406
298,16.718398406
299,16.718398406
300,16.718398406
301,16.718398406
302,16.718398406
303,16.718398406
304,16.718398406
305,16.718398406
306,16.718398406
307,16.718398406
308,16.718398406
309,16.718398406
310,16.718398406
311,16.718398406
312,16.718398406
313,16.718398406
314,16.718398406
315,16.718398406
316,16.718398406
317,16.718398406
318,16.718398406
319,16.718398406
320,16.718398406
321,16.718398406
322,16.718398406
323,16.718398406
324,16.718398406
325,16.718398406
326,16.718398406
327,16.718398406
328,16.718398406
329,16.718398406
330,16.718398406
331,16.718398406
332,16.718398406
333,16.718398406
334,16.718398406
335,16.718398406
336,16.718398406
337,16.718398406
338,16.718398406
339,16.718398406
340,16.718398406
341,16.718398406
342,16.718398406
343,16.718398406
344,16.718398406
345,16.718398406
346,16.718398406
347,16.718398406
348,16.718398406
349,16.718398406
350,16.718398406
351,16.718398406
352,16.718398406
353,16.718398406
354,16.718398406
355,16.718398406
356,16.718398406
357,16.718398406
358,16.718398406
359,16.718398406
