,Generator,Time,Value,Zones,Type,$/MWh
0,ENCOGEN_CTG2,1,0.0,PNW,Gas,40.54047746418
1,ENCOGEN_CTG2,2,0.0,PNW,Gas,40.54047746418
2,ENCOGEN_CTG2,3,0.0,PNW,Gas,40.54047746418
3,ENCOGEN_CTG2,4,0.0,PNW,Gas,40.54047746418
4,ENCOGEN_CTG2,5,0.0,PNW,Gas,40.54047746418
5,ENCOGEN_CTG2,6,0.0,PNW,Gas,40.54047746418
6,ENCOGEN_CTG2,7,0.0,PNW,Gas,40.54047746418
7,ENCOGEN_CTG2,8,0.0,PNW,Gas,40.54047746418
8,ENCOGEN_CTG2,9,0.0,PNW,Gas,40.54047746418
9,ENCOGEN_CTG2,10,0.0,PNW,Gas,40.54047746418
10,ENCOGEN_CTG2,11,0.0,PNW,Gas,40.54047746418
11,ENCOGEN_CTG2,12,0.0,PNW,Gas,40.54047746418
12,ENCOGEN_CTG2,13,0.0,PNW,Gas,40.54047746418
13,ENCOGEN_CTG2,14,0.0,PNW,Gas,40.54047746418
14,ENCOGEN_CTG2,15,0.0,PNW,Gas,40.54047746418
15,ENCOGEN_CTG2,16,0.0,PNW,Gas,40.54047746418
16,ENCOGEN_CTG2,17,0.0,PNW,Gas,40.54047746418
17,ENCOGEN_CTG2,18,0.0,PNW,Gas,40.54047746418
18,ENCOGEN_CTG2,19,0.0,PNW,Gas,40.54047746418
19,ENCOGEN_CTG2,20,0.0,PNW,Gas,40.54047746418
20,ENCOGEN_CTG2,21,0.0,PNW,Gas,40.54047746418
21,ENCOGEN_CTG2,22,0.0,PNW,Gas,40.54047746418
22,ENCOGEN_CTG2,23,0.0,PNW,Gas,40.54047746418
23,ENCOGEN_CTG2,24,0.0,PNW,Gas,40.54047746418
24,RIVER_ROAD,1,49.6,PNW,Gas,31.76817746418
25,RIVER_ROAD,2,49.6,PNW,Gas,31.76817746418
26,RIVER_ROAD,3,49.6,PNW,Gas,31.76817746418
27,RIVER_ROAD,4,49.6,PNW,Gas,31.76817746418
28,RIVER_ROAD,5,49.6,PNW,Gas,31.76817746418
29,RIVER_ROAD,6,49.6,PNW,Gas,31.76817746418
30,RIVER_ROAD,7,49.6,PNW,Gas,31.76817746418
31,RIVER_ROAD,8,49.6,PNW,Gas,31.76817746418
32,RIVER_ROAD,9,49.6,PNW,Gas,31.76817746418
33,RIVER_ROAD,10,49.6,PNW,Gas,31.76817746418
34,RIVER_ROAD,11,49.6,PNW,Gas,31.76817746418
35,RIVER_ROAD,12,49.6,PNW,Gas,31.76817746418
36,RIVER_ROAD,13,49.6,PNW,Gas,31.76817746418
37,RIVER_ROAD,14,49.6,PNW,Gas,31.76817746418
38,RIVER_ROAD,15,49.6,PNW,Gas,31.76817746418
39,RIVER_ROAD,16,49.6,PNW,Gas,31.76817746418
40,RIVER_ROAD,17,49.6,PNW,Gas,31.76817746418
41,RIVER_ROAD,18,49.6,PNW,Gas,31.76817746418
42,RIVER_ROAD,19,49.6,PNW,Gas,31.76817746418
43,RIVER_ROAD,20,49.6,PNW,Gas,31.76817746418
44,RIVER_ROAD,21,49.6,PNW,Gas,31.76817746418
45,RIVER_ROAD,22,49.6,PNW,Gas,31.76817746418
46,RIVER_ROAD,23,49.6,PNW,Gas,31.76817746418
47,RIVER_ROAD,24,49.6,PNW,Gas,31.76817746418
48,PORT_WESTWARD_1_GEN_1,1,62.400000000000006,PNW,Gas,29.818777464180002
49,PORT_WESTWARD_1_GEN_1,2,62.400000000000006,PNW,Gas,29.818777464180002
50,PORT_WESTWARD_1_GEN_1,3,62.400000000000006,PNW,Gas,29.818777464180002
51,PORT_WESTWARD_1_GEN_1,4,62.400000000000006,PNW,Gas,29.818777464180002
52,PORT_WESTWARD_1_GEN_1,5,62.400000000000006,PNW,Gas,29.818777464180002
53,PORT_WESTWARD_1_GEN_1,6,62.400000000000006,PNW,Gas,29.818777464180002
54,PORT_WESTWARD_1_GEN_1,7,62.400000000000006,PNW,Gas,29.818777464180002
55,PORT_WESTWARD_1_GEN_1,8,62.400000000000006,PNW,Gas,29.818777464180002
56,PORT_WESTWARD_1_GEN_1,9,62.400000000000006,PNW,Gas,29.818777464180002
57,PORT_WESTWARD_1_GEN_1,10,62.400000000000006,PNW,Gas,29.818777464180002
58,PORT_WESTWARD_1_GEN_1,11,62.400000000000006,PNW,Gas,29.818777464180002
59,PORT_WESTWARD_1_GEN_1,12,62.400000000000006,PNW,Gas,29.818777464180002
60,PORT_WESTWARD_1_GEN_1,13,62.400000000000006,PNW,Gas,29.818777464180002
61,PORT_WESTWARD_1_GEN_1,14,62.400000000000006,PNW,Gas,29.818777464180002
62,PORT_WESTWARD_1_GEN_1,15,62.400000000000006,PNW,Gas,29.818777464180002
63,PORT_WESTWARD_1_GEN_1,16,62.400000000000006,PNW,Gas,29.818777464180002
64,PORT_WESTWARD_1_GEN_1,17,62.400000000000006,PNW,Gas,29.818777464180002
65,PORT_WESTWARD_1_GEN_1,18,62.400000000000006,PNW,Gas,29.818777464180002
66,PORT_WESTWARD_1_GEN_1,19,62.400000000000006,PNW,Gas,29.818777464180002
67,PORT_WESTWARD_1_GEN_1,20,62.400000000000006,PNW,Gas,29.818777464180002
68,PORT_WESTWARD_1_GEN_1,21,62.400000000000006,PNW,Gas,29.818777464180002
69,PORT_WESTWARD_1_GEN_1,22,62.400000000000006,PNW,Gas,29.818777464180002
70,PORT_WESTWARD_1_GEN_1,23,62.400000000000006,PNW,Gas,29.818777464180002
71,PORT_WESTWARD_1_GEN_1,24,62.400000000000006,PNW,Gas,29.818777464180002
72,HERMISTON_2,1,40.900000000000006,PNW,Gas,32.28117746418
73,HERMISTON_2,2,40.900000000000006,PNW,Gas,32.28117746418
