,Generator,Time,Value,Zones
0,ENCOGEN_CTG2,1,0.0,PNW
1,ENCOGEN_CTG2,2,0.0,PNW
2,ENCOGEN_CTG2,3,0.0,PNW
3,ENCOGEN_CTG2,4,0.0,PNW
4,ENCOGEN_CTG2,5,0.0,PNW
5,ENCOGEN_CTG2,6,0.0,PNW
6,ENCOGEN_CTG2,7,0.0,PNW
7,ENCOGEN_CTG2,8,0.0,PNW
8,ENCOGEN_CTG2,9,0.0,PNW
9,ENCOGEN_CTG2,10,0.0,PNW
10,ENCOGEN_CTG2,11,0.0,PNW
11,ENCOGEN_CTG2,12,0.0,PNW
12,ENCOGEN_CTG2,13,0.0,PNW
13,ENCOGEN_CTG2,14,0.0,PNW
14,ENCOGEN_CTG2,15,0.0,PNW
15,ENCOGEN_CTG2,16,0.0,PNW
16,ENCOGEN_CTG2,17,0.0,PNW
17,ENCOGEN_CTG2,18,0.0,PNW
18,ENCOGEN_CTG2,19,0.0,PNW
19,ENCOGEN_CTG2,20,0.0,PNW
20,ENCOGEN_CTG2,21,0.0,PNW
21,ENCOGEN_CTG2,22,0.0,PNW
22,ENCOGEN_CTG2,23,0.0,PNW
23,ENCOGEN_CTG2,24,0.0,PNW
24,RIVER_ROAD,1,1.0,PNW
25,RIVER_ROAD,2,1.0,PNW
26,RIVER_ROAD,3,1.0,PNW
27,RIVER_ROAD,4,1.0,PNW
28,RIVER_ROAD,5,1.0,PNW
29,RIVER_ROAD,6,1.0,PNW
30,RIVER_ROAD,7,1.0,PNW
31,RIVER_ROAD,8,1.0,PNW
32,RIVER_ROAD,9,1.0,PNW
33,RIVER_ROAD,10,1.0,PNW
34,RIVER_ROAD,11,1.0,PNW
35,RIVER_ROAD,12,1.0,PNW
36,RIVER_ROAD,13,1.0,PNW
37,RIVER_ROAD,14,1.0,PNW
38,RIVER_ROAD,15,1.0,PNW
39,RIVER_ROAD,16,1.0,PNW
40,RIVER_ROAD,17,1.0,PNW
41,RIVER_ROAD,18,1.0,PNW
42,RIVER_ROAD,19,1.0,PNW
43,RIVER_ROAD,20,1.0,PNW
44,RIVER_ROAD,21,1.0,PNW
45,RIVER_ROAD,22,1.0,PNW
46,RIVER_ROAD,23,1.0,PNW
47,RIVER_ROAD,24,1.0,PNW
48,PORT_WESTWARD_1_GEN_1,1,1.0,PNW
49,PORT_WESTWARD_1_GEN_1,2,1.0,PNW
50,PORT_WESTWARD_1_GEN_1,3,1.0,PNW
51,PORT_WESTWARD_1_GEN_1,4,1.0,PNW
52,PORT_WESTWARD_1_GEN_1,5,1.0,PNW
53,PORT_WESTWARD_1_GEN_1,6,1.0,PNW
54,PORT_WESTWARD_1_GEN_1,7,1.0,PNW
55,PORT_WESTWARD_1_GEN_1,8,1.0,PNW
56,PORT_WESTWARD_1_GEN_1,9,1.0,PNW
57,PORT_WESTWARD_1_GEN_1,10,1.0,PNW
58,PORT_WESTWARD_1_GEN_1,11,1.0,PNW
59,PORT_WESTWARD_1_GEN_1,12,1.0,PNW
60,PORT_WESTWARD_1_GEN_1,13,1.0,PNW
61,PORT_WESTWARD_1_GEN_1,14,1.0,PNW
62,PORT_WESTWARD_1_GEN_1,15,1.0,PNW
63,PORT_WESTWARD_1_GEN_1,16,1.0,PNW
64,PORT_WESTWARD_1_GEN_1,17,1.0,PNW
65,PORT_WESTWARD_1_GEN_1,18,1.0,PNW
66,PORT_WESTWARD_1_GEN_1,19,1.0,PNW
67,PORT_WESTWARD_1_GEN_1,20,1.0,PNW
68,PORT_WESTWARD_1_GEN_1,21,1.0,PNW
