,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
0,311589.58367066865,815568.7560773871,153125.8616070193,3664.5040574739796,30904.480696454408,516.8241076312765,22392.564260867508,40414.47278012203,69310.19276202482,46064.51984442774,0.0,10268.96659495043,1943.660634839476,1122.8478012304322,1777.2448749250505,58990.73818139908,241001.6497950273,4236.295328005131,11442.41789324545,290.70676268392793,13987.23414498267,3127.3067159081525,657.3392278312432,787.1527101970884,444.0882943862269,0.0,664.3530775482201,108.58100045275908,85.64911970409726,1288.923298513849
1,207726.3891137791,451885.5033673226,254386.5120245643,3660.374972353524,0.0,481.4806301178095,40343.74067248089,84697.68141611898,111784.86014235277,78033.14522088472,36415.61571626472,44010.84106577883,17807.287736328937,6276.335460592239,7088.211458117616,42800.005722912036,133246.10445398145,4788.0288207871035,11442.41789324545,287.339808762667,27486.41378316745,11972.248288887276,743.8264316366793,656.2685453994977,406.0072860356251,21530.717109506317,615.3520119656954,142.1308490260257,70.07721517016482,1215.907441852768
2,113850.0401873597,267023.2519897815,109960.42215158898,5003.389401246828,29309.126494015298,500.15475741746707,14770.801161520563,35280.0554835279,5623.853360076575,29797.548394872825,52114.28394472538,38091.28648786444,16716.48334654467,9270.142248842638,16281.881714145848,29094.838075439,78826.0780714197,5884.504758545908,11442.41789324545,471.03025171396854,15590.752135484552,6075.685971031598,926.0385867325384,960.7800506858147,502.56762860356264,30812.0560909893,808.5671353418049,125.35336290000835,60.73348928701035,1155.06540345678
3,79903.75320482861,215068.5016026295,58180.41809478312,23479.15773351592,14555.771438655769,1392.4538129605448,7636.11810047577,15532.296650473601,44584.18813292016,13711.607399865428,4703.946069372742,14619.756534374246,5704.117972618146,3236.2824901395898,7569.293940347161,23548.004299088505,63471.492191209596,22014.80953839883,11442.41789324545,3610.6949776784722,8218.618191483087,2609.947380283949,1862.4629337037152,2749.5965714089944,3027.632366943321,2781.2112634938235,2366.945433136805,910.1318687676824,607.3348928701034,917.3107327395102
4,46834.31126865281,165530.2512334845,39040.920279886406,32145.51753204913,10080.903027646847,2648.1620283987468,5753.509202434448,10898.286259226648,26685.50331944139,9141.876895526602,10721.126344922952,9979.051724560954,4020.3217589959318,2591.528354025355,4892.18822571078,18452.833156967983,48908.272305278355,28369.67199327483,11442.41789324545,6025.659182378951,5715.730304370682,1837.9891785848395,3015.732942021086,6920.652241383671,3406.4584187540945,6338.729446346749,3420.4471060624523,2214.83823946378,2510.3700418479793,913.5639020068094
5,34343.76343862379,134115.75099939256,26740.221026116098,25102.47805515786,7601.0951355709885,1517.1954983021935,4528.879106134115,8076.898536840771,19252.83132278467,6888.337642831824,6975.857952239116,7306.433461217667,2999.3989822426197,1898.9442623457803,3616.0052147909278,15375.46720047445,39554.395772608856,17392.32872963754,11442.41789324545,3096.673345699306,4201.976679749309,1635.950254115441,1840.5755877462548,6926.031683467918,1526.092379585987,4124.382693894667,1968.537462754764,967.5170709699712,900.0971950383436,749.7584140176111
6,29009.789187389688,110933.0580766417,20711.50766833006,20599.415796649657,6133.903279101881,1957.256443813009,3974.1078125089757,6517.933549096022,12699.235971624887,5946.786008236795,7552.221139899937,6143.604758167862,2508.2239171755814,1599.9278513942513,2990.0722146878966,14123.689417556157,32726.401915675702,16378.62679789164,11442.41789324545,2169.770736787477,3482.135514899815,1673.7369086627377,2158.800431421882,6410.657742918435,4971.363418378304,4465.195788432591,7244.8238281519,3212.4184956053523,1631.981081854131,808.733800279618
7,26360.279041625956,79675.6303437202,17621.822944614236,73054.13342831071,5228.356203357571,9249.571217748846,3570.6827807851405,5939.317697875375,7527.027977917394,5186.586946435813,6401.67941880131,5481.650843077061,2178.8535905243043,1382.4916063755256,2599.9484968580355,13437.20008879991,23505.771487460188,71518.41904662433,23872.19579819184,7836.42020497394,3013.8542775091682,1346.8607656655875,11167.910983882695,17075.05084175856,18760.259698347603,3784.97714242339,12288.776334488293,5278.926234733752,2767.9822065465896,740.3981004182283
8,23622.88465431409,82139.25211207842,9396.617892953967,132130.72385457656,4540.284608431111,9249.571217748846,3104.8877441567606,5199.982462884722,9569.565195695528,4676.834821308671,6418.00007093797,5037.270873017147,1951.6757302408762,1260.8102988892654,2343.3711730022783,11832.235382259438,24232.25242217885,108691.21843613662,23872.19579819184,17024.90347479932,2790.6988084845375,1235.1684373489934,13802.975771702457,20198.63558241585,15419.64633147944,3794.642271481046,19039.766829060747,7954.639379384664,3749.8825626558955,702.9568460206974
9,21765.33136704664,70495.34677531134,13704.764613828225,120333.33779613224,4060.0763183747517,9249.571217748846,2828.6777224366374,4576.3964677868225,6814.554780504161,4106.52446583467,6680.672613987854,4638.086757276504,1805.7759467622689,1124.7641669997715,2149.229417195437,10941.219577625463,20796.820250821853,84363.77028379614,23872.19579819184,15524.958512229752,2790.6988084845375,845.9031139466493,10071.075995043877,13462.638537793613,13660.05822175935,3949.8473536302004,6688.9781665598975,2704.79002165966,1438.1377687905922,809.6671263466086
10,18628.46315451597,62749.255967589655,12842.814199298393,95778.25845408619,3712.435954931117,9249.571217748846,2326.8714329764675,4196.170642598575,6452.6594548879075,3949.3307615300605,6409.903999405611,4209.552894676091,1671.7735705201142,1072.0720272097433,1716.5180697911571,12091.681004437662,18511.939224880538,86591.11811451505,23872.19579819184,16354.153438720678,2089.218536656056,450.0457261996054,8995.162733958508,12100.236357761509,8322.020945703644,3789.762788849996,9039.78340473453,4473.86820830209,2164.554504403098,638.3815033567474
11,17830.514188641402,58365.72493492483,12189.312538311015,62384.577477053645,3842.467335113183,9249.571217748846,2206.8339235371664,3559.549823188429,8060.264290425415,3860.9093028587176,6082.205865952969,4179.100809906094,1649.982529897558,1240.696377178013,2177.752613546205,10218.748739224058,17218.872680787983,86591.11811451505,23872.19579819184,7231.42479841639,2095.181903620146,367.91959123855446,5268.520211966181,7079.930504834635,5784.692411447654,3596.084862879105,6373.961203482412,3320.9123935190537,1878.8047348449331,734.7846175515465
12,15467.626512472167,48361.414860375546,11502.345467246623,36269.88369808127,3759.8293224512745,9249.571217748846,1440.8213633008036,4869.288970083014,4683.715103275661,3511.7331236247073,5792.803435939107,4248.410306011562,1942.6587479143013,1805.9767659323547,1857.0309587265078,10728.171165252836,14267.761132576761,0.0,23872.19579819184,4548.556691510485,1864.3368298260307,289.0894884498533,3588.2372460848583,4908.74090187532,3681.246808545477,3424.9276259745966,4307.449925694112,1996.825707882764,1180.408971532978,1257.095526983
13,14974.27633832694,44197.78532934936,10473.0680023317,31567.445615185356,3386.689992257356,9249.571217748846,1075.783584595598,4771.267091254916,4647.920365614708,3326.676190995612,6047.2513983846875,3622.2823730031123,1498.196660733547,1077.8211245177627,1581.2629129020306,12915.46819894516,13038.42098626655,0.0,23872.19579819184,3221.316659490298,1662.210075885296,1049.570435263102,2853.0799201019177,3817.532769525145,2701.2591530755776,3575.4408979015875,3338.613485991087,1476.900404893724,808.2198966834684,1390.926369110591
14,15654.380525761959,33902.287002630226,9463.178247313792,29281.112197058843,3172.6855749761935,9249.571217748846,1066.1805838404537,4024.8930511356484,5353.945246316962,3791.009643362611,6631.839166649813,4676.944168611975,1992.252150710463,1575.0626095937268,1991.366012507545,11314.291019735756,10001.568466493633,0.0,6590.823761005309,2533.797872509687,1647.9293813133963,1491.4153195100746,2536.571731011189,3708.1897619431693,2167.430625073817,3921.0396388661193,2765.2118228612835,1106.996416233525,646.2610094374656,1389.9795165788614
15,13858.745681403425,38138.411534196624,9587.7782427666,18781.438605043386,3039.04962881372,9249.571217748846,893.2894452449412,3522.921966871014,4926.777163789559,2950.6031381766943,5553.3910349107655,3931.074780105211,1680.7905528466888,1299.1376142760607,1647.2474500821488,9738.679650011069,11251.301060094194,0.0,6590.823761005309,2088.0395808164767,1647.1447277654897,859.0283849186853,2101.185211916214,3307.4213266667734,1881.1100510538245,3283.4226296741576,2353.6368513258913,895.1322991741825,530.255350438776,32608.248546289036
16,0.0,34470.16450686189,8819.6791627701,10299.471950603658,2848.1411342959022,9249.571217748846,830.8451903345585,4430.015390760287,4741.22356047359,3616.4215537456053,5814.906996313167,3774.5427968530985,1523.9952490568032,1090.2695831516558,1615.1752846001789,10234.845730381101,10169.226825750078,0.0,6590.823761005309,1767.848864774997,0.0,617.5940282940574,1938.532189997046,2841.397920020599,1917.0706255301338,3438.0646945966528,2166.0424800550295,860.7011778528092,451.60126846090367,1059.5956153289715
17,0.0,40609.282802608854,7818.186632420967,9959.589258259879,2724.117364081179,9249.571217748846,792.4331873139824,2972.591684407943,4770.701579723786,3138.075957654733,7713.7570433312985,3742.023828501427,1469.3924116347662,1021.2962531890548,1572.5876550257603,11802.882045443652,11980.562783079722,0.0,6590.823761005309,1755.1732735420146,1647.1447277654897,1530.8303709044255,2318.0201441712525,2128.972677037289,1870.817886634743,4560.627208351389,2162.5029636159566,780.3618947696052,418.1277240269472,1128.8511147926126
18,0.0,37551.20202982091,8125.426264419566,17095.592137291686,2624.524541066989,9249.571217748846,758.8103096700048,3227.6831961986177,4801.363983675999,3122.9364000680184,7085.090663389995,3303.982301425313,1406.8997146769766,970.5204791683659,1499.7680661855502,10912.813122642447,11078.081124304019,0.0,6590.823761005309,3986.473442772926,0.0,1412.5655974822525,2486.359584402898,3148.14306321581,2246.2958849597912,4188.942002551631,4025.279675171223,2110.6994685029304,901.6571555150132,1290.78995064783
19,0.0,38835.571789391666,9343.394307185721,21159.79163442576,2989.119714862906,9249.571217748846,2968.0202333940115,4879.977526019056,7021.822103357105,6835.993427771375,8767.659942329381,4499.467765065567,1733.3896164183757,1184.171505849305,1708.762915022976,9599.488020594283,11456.96352566447,0.0,6590.823761005309,5440.073274896905,1673.979879103895,923.1048198882967,3507.554480594611,4127.903188907565,4928.458732968639,5183.793442059087,4201.689174494614,2052.417622516231,1326.010142378763,1230.8812383188326
