,Path3,Path8,Path14,Path65,Path66
0,0.0,10200.969730835623,2440.9924438317066,0.0,0.0
1,0.0,12493.268516992788,14195.736082810956,440.78897561296446,0.0
2,18557.910612702097,14253.565101394426,0.0,0.0,0.0
3,0.0,13551.383022964763,0.0,0.0,0.0
4,8822.271641944988,15678.919382072349,5670.598482393623,0.0,0.0
5,2799.807232365191,9157.324726357587,16844.79220943332,1637.4735320221052,0.0
6,0.0,10771.316047669816,5854.56305811218,3007.2441232264023,0.0
7,3737.0321774184777,12518.647935158535,0.0,4654.17917243644,0.0
8,0.0,22229.973522466284,11356.189539732502,0.0,0.0
9,0.0,22037.20365664418,2803.467252995611,0.0,0.0
10,3668.2768765441133,24295.863188034375,9623.213093464125,0.0,0.0
11,0.0,16149.673743516503,5687.85817695348,0.0,0.0
12,2198.4579263402056,13796.074091411543,1174.3433446543831,0.0,0.0
13,5535.413917236071,9420.557252234832,8566.268235237749,0.0,0.0
14,0.0,15978.871485127342,6356.819030081448,0.0,0.0
15,0.0,12765.65566045836,7137.196965685666,2015.4870694345677,0.0
16,0.0,12907.19107892294,17898.72222286192,0.0,0.0
17,17476.73550681339,15139.225377165936,9141.069740050516,0.0,0.0
18,0.0,13493.79080375977,6000.815849813278,20230.37390516995,0.0
19,0.0,24725.776310398083,21916.599844355693,22579.789487599744,0.0
20,8021.403596251218,5816.295159206334,6975.36629561826,13068.065384115263,0.0
21,3235.346394783301,10650.227964529993,5901.588836680889,0.0,0.0
22,0.0,7031.010931209544,13257.171388146757,0.0,0.0
23,0.0,7030.267934930442,11268.289229222133,0.0,0.0
24,0.0,13033.144502499144,6824.872286105572,0.0,0.0
25,0.0,7398.400976279348,11644.863019592767,0.0,0.0
26,0.0,4164.117228579115,10096.770072398169,0.0,0.0
27,0.0,16402.25597813398,12424.763497359809,0.0,0.0
28,0.0,18440.368436042634,16218.648852570248,0.0,0.0
29,2419.377662140697,13741.693797139304,0.0,0.0,0.0
30,7340.5908696513525,5187.664243748264,4040.5261546546403,0.0,0.0
31,0.0,8885.212417228568,11456.037818606332,0.0,0.0
32,0.0,1399.5001463348453,4989.780092026338,0.0,0.0
33,0.0,12199.125966386304,0.0,0.0,0.0
34,0.0,13265.704655304791,13697.319786266531,0.0,0.0
35,0.0,14023.71794507165,22060.018811303067,0.0,0.0
36,3397.5753285531237,24627.420333668273,18813.630933513617,0.0,0.0
37,0.0,14411.66393204543,23000.262730610943,0.0,0.0
38,0.0,12187.695348624275,18512.616278811467,0.0,0.0
39,0.0,9697.050931587586,16890.824951754938,0.0,0.0
40,0.0,3016.7896609269574,1715.532938931593,0.0,0.0
41,0.0,2935.7604973250445,10779.491919593182,0.0,0.0
42,0.0,3862.469960709236,7929.732750746132,0.0,0.0
43,0.0,22960.2795197833,9103.885192865719,0.0,0.0
44,0.0,15192.463275655318,2389.0266407778486,0.0,0.0
45,0.0,23289.590765948396,3795.9081157190867,0.0,0.0
46,0.0,26408.953312411613,14326.387673140518,0.0,0.0
47,0.0,13919.19895866467,0.0,0.0,0.0
48,0.0,9900.279042842469,661.9787914409785,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,3945.342864334349,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0
53,0.0,5118.723016014174,0.0,0.0,0.0
54,0.0,5489.523611181218,0.0,0.0,0.0
55,0.0,12102.561792382461,731.7228450046837,0.0,0.0
56,0.0,8676.865567480301,837.2810144206987,0.0,0.0
57,0.0,8713.537247534226,7513.315686988257,0.0,0.0
58,0.0,4993.301695858573,0.0,0.0,0.0
59,0.0,2580.5270313600186,5064.215534353312,0.0,0.0
60,0.0,1217.696230518537,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,0.0,4524.92472798966,4286.849000160866,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0
64,5387.601674784183,0.0,927.2788451443043,0.0,0.0
65,0.0,3509.2349560988214,0.0,0.0,0.0
66,4909.472875535533,0.0,0.0,0.0,0.0
67,722.63504919216,1208.6111425523586,10093.633828123999,0.0,0.0
68,0.0,2039.262628509698,2621.67099354173,0.0,0.0
69,0.0,10406.712660126665,4131.5291841177,0.0,0.0
70,0.0,12371.492773238671,0.0,0.0,0.0
71,0.0,21531.399135969194,810.1862307176136,2699.2799851299806,0.0
72,0.0,14575.828895882682,0.0,0.0,0.0
73,0.0,11659.107896457279,5898.541786156822,0.0,0.0
74,0.0,10683.978354410461,10768.981047549234,0.0,0.0
75,0.0,16669.565455154345,6303.738342438217,0.0,0.0
76,0.0,10164.767452770238,6057.187214708853,0.0,0.0
77,0.0,14194.307479675335,13411.364364385287,0.0,0.0
78,0.0,19384.928158902032,16437.50496036571,0.0,0.0
79,0.0,11825.391615304641,10415.109718884929,0.0,0.0
80,0.0,10401.093958146104,11853.619887730121,0.0,0.0
81,0.0,14912.800274245163,12620.416838777859,0.0,0.0
82,0.0,13427.02807372551,12531.874531413923,0.0,0.0
83,0.0,12726.55978892919,13384.27599736311,0.0,0.0
84,0.0,15693.967913762084,11477.2526473325,0.0,0.0
85,0.0,16334.338225814805,19057.714624142933,0.0,0.0
86,0.0,11086.033677853276,6465.393473798794,0.0,0.0
87,0.0,0.0,5805.642208098422,0.0,0.0
88,0.0,2543.674504860196,14992.58405604829,0.0,0.0
89,0.0,7758.154122079806,6137.250434359756,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,18878.690708221227,9592.09088683042,0.0,0.0
92,0.0,26031.266966569732,18840.909966863233,0.0,0.0
93,0.0,17188.152059358337,14815.993324298597,0.0,0.0
94,0.0,20923.83359678583,37896.702118987014,0.0,0.0
95,0.0,12115.030823612533,18020.46267789996,0.0,0.0
96,0.0,6174.1779229130825,25988.9517661933,0.0,0.0
97,0.0,17014.720797362224,29790.261701497475,0.0,0.0
98,0.0,9475.380587738713,9478.087186529125,0.0,0.0
99,0.0,18535.221144139894,13706.228730264114,0.0,0.0
100,0.0,27160.57665812731,22210.054451088006,0.0,0.0
101,0.0,23332.833506190233,17107.636267875765,0.0,0.0
102,0.0,30645.3351881544,22777.712963718517,0.0,0.0
103,0.0,23475.671358105763,22775.255438571887,0.0,0.0
104,0.0,16375.242586526594,22648.880146596457,0.0,0.0
105,0.0,10435.26977380088,6949.405905503798,0.0,0.0
106,0.0,17156.017833829363,26184.402468271495,0.0,0.0
107,0.0,7965.537892975372,1355.1678331933701,0.0,0.0
108,0.0,3507.5772872114485,0.0,0.0,0.0
109,4267.8264428138355,5789.319665574068,5752.277449631268,0.0,0.0
110,0.0,9654.126612000126,8216.960374127455,0.0,0.0
111,0.0,0.0,12119.505281284897,0.0,0.0
112,0.0,6598.50107446913,7008.967748801323,0.0,0.0
113,63639.701112902665,0.0,0.0,0.0,0.0
114,62433.9822062828,30680.642217098604,0.0,0.0,0.0
115,0.0,11621.803641007453,21523.071644927295,0.0,0.0
116,0.0,25025.94761794964,25935.6532663035,6369.990985220587,0.0
117,0.0,18905.624624330623,13067.786044801473,6210.372650215622,0.0
118,0.0,8295.769871955465,12748.707269624329,8065.900446408079,0.0
119,0.0,400.208956944452,6695.838356556858,0.0,0.0
120,0.0,19099.994689401086,5282.243592557321,0.0,0.0
121,0.0,2820.782212225465,2697.5553209667346,0.0,0.0
122,3074.91562912492,3022.8756203933417,2572.909515570994,0.0,0.0
123,8189.766563151934,0.0,0.0,0.0,0.0
124,49809.5112602474,0.0,0.0,0.0,0.0
125,22074.33710189537,0.0,0.0,0.0,0.0
126,31352.21134425368,0.0,0.0,0.0,0.0
127,34833.44441041777,0.0,0.0,0.0,0.0
128,16417.572904703324,0.0,0.0,0.0,0.0
129,19458.754537747987,0.0,0.0,0.0,0.0
130,29282.313400364794,0.0,0.0,0.0,0.0
131,14599.899506646085,0.0,0.0,0.0,0.0
132,4978.965756029724,0.0,0.0,0.0,0.0
133,30224.371513151156,0.0,0.0,0.0,0.0
134,40939.3819103296,0.0,0.0,0.0,0.0
135,10921.751836102881,0.0,0.0,0.0,0.0
136,66764.61170761181,0.0,0.0,71128.45712038962,0.0
137,33943.0343650383,0.0,0.0,0.0,0.0
138,2951.6478332528263,0.0,0.0,0.0,0.0
139,51533.13560631365,0.0,0.0,0.0,0.0
140,11719.286257296873,0.0,0.0,0.0,0.0
141,36943.83209637967,0.0,0.0,0.0,0.0
142,39368.21246160859,0.0,0.0,0.0,0.0
143,17475.890670667653,0.0,0.0,0.0,0.0
144,15336.533892325337,0.0,0.0,0.0,0.0
145,40523.15267989415,0.0,0.0,0.0,0.0
146,31037.270882092143,0.0,0.0,0.0,0.0
147,36971.04163667428,0.0,0.0,0.0,0.0
148,39990.3992976358,0.0,0.0,0.0,0.0
149,22310.283848075473,0.0,0.0,0.0,0.0
150,19813.07422989822,0.0,0.0,0.0,0.0
151,24073.425261039447,0.0,2725.6004845452762,0.0,0.0
152,35498.6905474437,5184.5154170344895,0.0,0.0,0.0
153,22403.437711023103,667.964954916723,0.0,0.0,0.0
154,0.0,8406.306234745934,19647.513640007593,0.0,0.0
155,0.0,0.0,3630.278423955766,0.0,0.0
156,53189.856039055245,9023.610326986658,0.0,0.0,0.0
157,15162.184449908327,0.0,0.0,0.0,0.0
158,20156.26764238673,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0
160,27591.508904005714,0.0,0.0,0.0,0.0
161,18725.091354260163,0.0,0.0,0.0,0.0
162,49455.11687455539,0.0,0.0,0.0,0.0
163,37231.48778433712,0.0,0.0,0.0,0.0
164,3680.3499308237274,0.0,0.0,0.0,0.0
165,64863.330113940385,0.0,0.0,0.0,0.0
