,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,1215.0125869590565,2920.058844846426
1,0.0,0.0,0.0,481.94924610522446,2703.575444620385
2,0.0,0.0,0.0,47.667085973738764,2413.6280111932147
3,0.0,0.0,0.0,71.83631173274242,1809.1406807610106
4,0.0,0.0,0.0,96.00554221784193,1240.2783283616905
5,0.0,0.0,0.0,120.1747679768456,1199.0017099934
6,0.0,0.0,0.0,144.34399373584927,1406.5885597240556
7,0.0,0.0,0.0,168.51321949485228,1680.4672007814452
8,0.0,0.0,0.0,193.58082881170225,1525.2022302369783
9,0.0,0.0,0.0,207.1072931877516,1340.6606793752408
10,0.0,0.0,0.0,227.5784718320056,1851.921382855434
11,0.0,0.0,0.0,230.57292615496792,2216.09202536691
12,0.0,0.0,0.0,231.02663135541724,2384.182050575948
13,0.0,0.0,0.0,232.3695987487459,2305.3847498365135
14,0.0,0.0,0.0,232.41043221678603,1767.9249952640848
15,0.0,0.0,0.0,220.50067070500234,1556.1181687275591
16,0.0,0.0,0.0,209.43026381405033,1228.076158095735
17,0.0,0.0,0.0,232.3695987487459,2049.551267951861
18,0.0,0.0,0.0,1865.452247294827,2947.0485743708427
19,0.0,0.0,0.0,2697.380867974188,3949.9950312897495
20,0.0,0.0,0.0,2391.3365598210685,3870.3363233757973
21,0.0,0.0,0.0,1744.885174108263,3403.696597518313
22,0.0,0.0,0.0,1247.989050605227,3060.3413545201556
23,0.0,0.0,0.0,890.6281332505645,2861.3839409497104
24,0.0,0.0,0.0,1266.9315254347755,1647.4900049633604
25,0.0,0.0,0.0,502.54351280297294,1397.7270891518763
26,0.0,0.0,0.0,49.70395746836365,1596.6758913170834
27,0.0,0.0,0.0,74.90596310031339,1372.1211521325124
28,0.0,0.0,0.0,100.1079736603107,1105.3652262272137
29,0.0,0.0,0.0,125.30997929226046,1113.4629318349532
30,0.0,0.0,0.0,150.5119849242102,1209.467277389711
31,0.0,0.0,0.0,175.71399055615927,1241.2148711276536
32,0.0,0.0,0.0,201.85276874798552,1404.108408499687
33,0.0,0.0,0.0,215.95723509641914,1752.5162924655037
34,0.0,0.0,0.0,237.30317164521188,2108.98217703355
35,0.0,0.0,0.0,240.42558257655082,2468.26464281746
36,0.0,0.0,0.0,240.89867514190576,2600.368443817602
37,0.0,0.0,0.0,242.29902913535489,2402.2946472422764
38,0.0,0.0,0.0,242.3416074662365,2192.9190927911363
39,0.0,0.0,0.0,229.9229276256819,2189.741740353196
40,0.0,0.0,0.0,218.37946903103438,2330.2628259028656
41,0.0,0.0,0.0,242.29902913535489,2078.814577753609
42,0.0,0.0,0.0,1945.1652490334297,2629.435228962933
43,0.0,0.0,0.0,2812.643172935521,2975.0349632563193
44,0.0,0.0,0.0,2493.5212261008023,2898.3025309053737
45,0.0,0.0,0.0,1819.4462008614564,2812.1836272730316
46,0.0,0.0,0.0,1301.3171127439998,2509.58468512262
47,0.0,0.0,0.0,928.6857367283287,1798.2013593150755
48,0.0,0.0,0.0,1674.2829955653658,1523.5456205915643
49,0.0,0.0,0.0,664.124335945432,1485.4278691707852
50,0.0,0.0,0.0,65.68507384250871,1266.904828215169
51,0.0,0.0,0.0,98.99018042215262,1159.6895436063996
