,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,42929.68107605778,3153.7399884342376,27765.580073103498,3254.399287551026,0.0,0.0
1,37561.594707364726,10061.74631956554,25537.630835053886,3124.9083547873597,0.0,0.0
2,55136.74885772256,8725.565940703047,23460.213904569482,2842.429889751557,0.0,881.4250460181987
3,36344.616855540735,6531.49782907535,14544.548351246747,2062.3219364695565,0.0,981.5135331482736
4,42308.68925698328,14953.479557278577,13413.411565291306,2296.6176933113206,0.0,1882.205930237943
5,30586.99111540664,10747.684815442568,10458.139391932686,0.0,0.0,88.83871874950404
6,21724.444149423784,5514.554057641271,11797.43013519869,3857.7221741796457,0.0,127.66599842595923
7,37053.31169153025,1911.8840950771337,26769.272831712744,220.25014583499137,0.0,0.0
8,44491.24876352638,1094.4210809423603,18326.5746757968,309.84975344712166,0.0,0.0
9,66179.15821818521,2874.8099633947895,12691.173943801712,0.0,0.0,0.0
10,55512.81176852188,15115.969748652358,20393.644522246806,3164.9235489655907,0.0,0.0
11,46630.78118774205,16349.168485590002,19721.391267420364,4143.732192741696,0.0,705.2718965268052
12,53606.17516172769,6324.455930116292,18087.4035140373,571.1706033280659,0.0,1545.7087777935367
13,35032.210584318294,9872.12991560734,17598.799914866508,4981.017684933364,0.0,3298.3088891411935
14,42646.51448720235,0.0,27651.32294531535,3690.755972273709,0.0,110.49879587274631
15,38749.68744899816,1309.620298100599,31217.523974359105,2688.625793128471,0.0,198.1524793536435
16,28197.82374647123,574.6221840201797,28960.3793306494,1730.2273914904888,0.0,0.0
17,28246.51227783913,2884.077677385045,26486.68140764166,2783.2925562894507,0.0,0.0
18,20786.743774921055,3416.263615697775,27364.068635354677,3470.636790336004,0.0,1337.728658242816
19,30367.833095247574,4692.555106230275,23057.433795522928,1627.5607977209804,0.0,304.46046715436313
20,35646.38057400707,9709.798789288745,25833.32053361275,2559.6925510586307,0.0,652.2504420312193
21,26453.77819763817,9246.71076989777,33512.37453702976,919.1240263515554,0.0,0.0
22,19986.283058764573,6402.780907632061,24292.379279081717,4177.613121687901,0.0,2208.9620360704685
23,57676.03443368735,12724.499070452264,17627.442588290778,3099.8709117768994,0.0,0.0
24,65143.624457295475,16325.409495347994,12423.641034770633,3736.627693915106,0.0,1504.467688907835
25,49458.29435763111,13587.956853331923,16471.381551552957,477.70294290142306,0.0,1648.1539162679862
26,61111.963447458475,11554.389031311848,9328.504550129514,0.0,0.0,4310.258746964307
27,93324.82261405166,30499.416878781572,0.0,162.90238109307302,0.0,2005.0105576177145
28,85963.02480741669,15416.954886615307,17058.25484196384,585.2580534708547,0.0,931.7891938188625
29,52243.124846434526,8480.081787277571,27318.65652974172,203.41455742486892,0.0,2757.6742153040123
30,59722.34137938386,6642.934399317157,17517.36858827541,0.0,0.0,1739.1027904329426
31,41240.70647260164,17485.62208111328,25760.83130755563,0.0,409.28970905237264,0.0
32,59583.95560704769,23113.429784458735,29135.860305927803,217.50564702810448,376.776477875796,0.0
33,60916.7311212117,17116.362845413103,31070.33437573964,0.0,380.6039801367591,2656.2101330986084
