,Path3,Path8,Path14,Path65,Path66
0,0.0,1080.5404054514843,330.9730901075708,0.0,0.0
1,0.0,1176.0528548746995,820.7540750650395,18.366207317206854,0.0
2,773.246275529254,1249.3985458914344,221.4421105739241,0.0,0.0
3,0.0,1220.1409592901985,182.6172760873963,0.0,0.0
4,367.5946517477078,1308.7883075863479,465.540008380984,0.0,0.0
5,116.65863468188296,1037.0551969315661,931.1314136743047,68.22806383425439,0.0
6,0.0,1104.3048353195757,473.20519903592384,125.30183846776676,0.0
7,155.70967405910324,1177.1103306316056,102.68625038010015,193.9241321848517,0.0
8,0.0,1581.7488967694285,702.4396357701039,0.0,0.0
9,0.0,1573.7168190268408,346.0762071560668,0.0,0.0
10,152.84486985600472,1667.8276328347656,630.2322838422549,0.0,0.0
11,0.0,1328.403072646521,466.259162320978,0.0,0.0
12,91.60241359750856,1230.336420475481,278.19604430851564,0.0,0.0
13,230.64224655150295,1048.023218843118,586.1929147494892,0.0,0.0
14,0.0,1321.286311880306,494.13253120131,0.0,0.0
15,0.0,1187.402319185765,526.6482785181524,83.97862789310699,0.0
16,0.0,1204.899628288456,960.1598935429117,0.0,0.0
17,728.1973127838913,1285.701057381913,587.0848984298391,0.0,0.0
18,0.0,1226.9079501566564,450.8910356733719,842.9322460487479,0.0
19,0.0,1696.9406795999203,1101.9855246224042,940.8245619833226,0.0
20,334.22514984380075,906.0456316335973,467.7484720545685,544.502724338136,0.0
21,134.80609978263755,1107.059498522082,408.66077499435266,0.0,0.0
22,0.0,962.5587888003977,702.5730220118105,0.0,0.0
23,0.0,961.0944972887677,606.3570417571389,0.0,0.0
24,0.0,1206.081020937464,405.5325219104852,0.0,0.0
25,0.0,975.3000406783058,597.3778648707263,0.0,0.0
26,0.0,844.7715511907958,540.4045523736863,0.0,0.0
27,0.0,1353.3273324222482,641.2408842487157,0.0,0.0
28,0.0,1445.5820181684428,798.2421864840463,0.0,0.0
29,100.8074025891957,1246.4705748808033,0.0,0.0,0.0
30,305.8579529021397,872.7526768228444,290.41371133896234,0.0,0.0
31,0.0,1007.3505173845233,594.4033198548532,0.0,0.0
32,0.0,688.6791727639512,321.9538666477438,0.0,0.0
33,0.0,1129.263581932762,44.415737660657044,0.0,0.0
34,0.0,1176.237693971033,711.6131916763064,0.0,0.0
35,0.0,1183.7549143779852,1079.431642670668,0.0,0.0
36,141.5656386897135,1628.2425139028448,961.5112920498838,0.0,0.0
37,0.0,1215.8193305018926,1149.5382669533526,0.0,0.0
38,0.0,1136.4873061926774,975.4917035727104,0.0,0.0
39,0.0,1041.4104554828155,920.931330895876,0.0,0.0
40,0.0,768.0662358719559,300.6110419501117,0.0,0.0
41,0.0,754.1566873885432,692.3869390121829,0.0,0.0
42,0.0,790.6029150295508,588.3817107854828,0.0,0.0
43,0.0,1580.6116466576373,639.2504109698273,0.0,0.0
44,0.0,1266.4193031523039,358.446218573263,0.0,0.0
45,0.0,1613.2329485811829,420.69222810857497,0.0,0.0
46,0.0,1729.8397213504832,870.6379273395132,0.0,0.0
47,0.0,1228.5666232776946,279.7629078875704,0.0,0.0
48,0.0,1057.9116267851018,329.4521985854311,0.0,0.0
49,0.0,619.8908471539174,294.21743164795936,0.0,0.0
50,0.0,308.45695860829034,271.31469985254427,0.0,0.0
51,0.0,489.2760628968386,500.4252774283192,0.0,0.0
52,0.0,286.7631957211888,0.0,0.0,0.0
53,0.0,773.3134590005902,0.0,0.0,0.0
54,0.0,768.5968171325501,17.757058062225468,0.0,0.0
55,0.0,1030.3400746826019,387.65241417581313,0.0,0.0
56,0.0,867.6693986450122,383.8849312852698,0.0,0.0
57,0.0,869.6973853139258,663.2563090403634,0.0,0.0
58,0.0,724.0209039941066,159.21156245845327,0.0,0.0
59,0.0,631.4219596399997,560.0858594636137,0.0,0.0
60,0.0,581.9373429382724,0.0,0.0,0.0
