datetime,realization,ORO_snow,SHA_snow,FOL_snow,YRS_snow,MHB_snow,PAR_snow,NHG_snow,NML_snow,DNP_snow,EXC_snow,MIL_snow,PFT_snow,KWH_snow,SUC_snow,ISB_snow,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_storage,SHA_storage,FOL_storage,YRS_storage,MHB_storage,PAR_storage,NHG_storage,NML_storage,DNP_storage,EXC_storage,MIL_storage,PFT_storage,KWH_storage,SUC_storage,ISB_storage,ORO_inf,SHA_inf,FOL_inf,YRS_inf,MHB_inf,PAR_inf,NHG_inf,NML_inf,DNP_inf,EXC_inf,MIL_inf,PFT_inf,KWH_inf,SUC_inf,ISB_inf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf,ORO_evap,SHA_evap,FOL_evap,YRS_evap,MHB_evap,PAR_evap,NHG_evap,NML_evap,DNP_evap,EXC_evap,MIL_evap,PFT_evap,KWH_evap,SUC_evap,ISB_evap,ORO_precip,SHA_precip,FOL_precip,YRS_precip,MHB_precip,PAR_precip,NHG_precip,NML_precip,DNP_precip,EXC_precip,MIL_precip,PFT_precip,KWH_precip,SUC_precip,ISB_precip,ORO_fci,SHA_fci,FOL_fci,YRS_fci,MHB_fci,PAR_fci,NHG_fci,NML_fci,DNP_fci,EXC_fci,MIL_fci,PFT_fci,KWH_fci,SUC_fci,ISB_fci,ORO_gains,SHA_gains,FOL_gains,YRS_gains,MHB_gains,PAR_gains,NHG_gains,NML_gains,DNP_gains,EXC_gains,MIL_gains,PFT_gains,KWH_gains,SUC_gains,ISB_gains,SAC_gains,SJ_gains,delta_depletion,OMR,SL_storage,SLS_storage,SLF_storage,SLS_out,SLF_out,HRO_pump,TRP_pump,delta_inflow,vernalis_inflow
2/27/1998,1,107.56,172.9,126.1,126.1,86.96,86.96,86.96,282.74,127.33,45.4,73.33,29.69,50.33,50.33,42.29,22772,62802,17019,5496.1,3097.4,4487.7,2202,5278.7,7059,3752.2,4957.5,4005.3,1776.9,1597.6,2056.2,2.72E+06,3.62E+06,5.58E+05,7.57E+05,0,1.63E+05,1.67E+05,1.96E+06,1.68E+06,6.70E+05,3.66E+05,7.47E+05,48788,59973,2.83E+05,10404,17063,7573,6638.1,1821,1549,989,2252,4481,1849,4076,3133,1270,1277,1826,12668,37059,6825,5639,1821,3001,684,3820,7882,3194,4026,1327,613,1349,789,30,34,23,0,0,19.668,8.82,25,26,14.294,10.808,13.168,3.6773,4.6321,27.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5514,5.30E+05,200,0,0,70,9.8365,0,0,0,85,1.49E+05,0,0,0,0,0,0,879,-51,-71,0,-120,-994,-124,-229.08,0,0,0,0,79137,17242,456,0,2.02E+06,1.06E+06,9.63E+05,238.97,2258.2,0,768,1.73E+05,30900
2/28/1998,1,107.56,173,126.26,126.26,87.08,87.08,87.08,283.1,127.45,45.4,73.41,29.69,50.33,50.33,42.29,21154,60148,17393,5496.1,2694.1,4487.7,2008.4,4032.8,6267.9,3244.4,4775.2,3713.4,1549.5,1490.4,1951.8,2.71E+06,3.57E+06,5.59E+05,7.55E+05,0,1.63E+05,1.68E+05,1.95E+06,1.68E+06,6.67E+05,3.62E+05,7.50E+05,49706,59473,2.84E+05,9665,16342,6347,6638.1,1626,1471,779,2034,4929,1686,1817,3028,1124,1098,1590,13101,42355,5724,5404,1626,3002,147,3552,7755,3181,4025,1372,661,1345,953,30,37,26,0,0,19.668,8.82,25,26,14.294,7.7201,9.4059,5.5159,6.9481,34.662,0,0.050417,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2948,5.30E+05,200,0,0,70,9.443,0,0,0,85,1.49E+05,0,0,0,0,0,0,702,-46,-82,0,157,-1042,11,-188.17,0,0,0,0,63451,17486,-1223,0,2.03E+06,1.06E+06,9.63E+05,238.97,2258.2,0,1382,1.62E+05,31100
3/1/1998,1,107.56,174.2,126.26,126.26,87.08,87.08,87.08,283.1,127.45,45.4,73.41,29.69,50.33,50.33,42.29,7290,16543,7097.4,10957,1008.1,5130.5,1220.9,7332.1,6001.4,2342.5,7024.2,4648.7,2153.2,2052.9,2833.7,2.71E+06,3.51E+06,5.59E+05,7.54E+05,0,1.63E+05,1.69E+05,1.95E+06,1.67E+06,6.64E+05,3.65E+05,7.53E+05,50472,58831,2.85E+05,9596,16466,5962,4353.4,1491,1446,694,2251,4635,1547,3404,2910,1065,1035,1557,13480,43371,5692,5343,1491,3001,147,3879,8017,3191,4023,1399,676,1353,1000,22,28,14,0,0,80.245,35.986,102,106.08,58.32,12.352,15.049,6.1288,7.7201,38.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.046,5.30E+05,200,0,0,70,9.0653,0,0,0,85,1.60E+05,0,0,0,0,0,0,518,-41,-101,0,-166,-1206,59,-120.17,0,0,0,0,52439,16826,-1258,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1688,1.51E+05,30600
3/2/1998,1,107.63,174.95,126.5,126.5,87.08,87.08,87.08,283.1,127.45,45.4,73.46,29.69,50.33,50.33,42.29,7351.4,20483,10785,10957,1899.3,5130.5,1669,6768.8,8640.9,2778.3,7276.4,4820.4,2153.2,1884.3,2673.1,2.70E+06,3.47E+06,5.63E+05,7.52E+05,0,1.62E+05,1.70E+05,1.95E+06,1.66E+06,6.63E+05,3.62E+05,7.55E+05,51014,58015,2.86E+05,9840,16412,6777,4353.4,1391,1381,622,2279,3992,1495,2971,2516,998,950,1487,13414,38529,5085,5249,1391,3005,147,3630,7938,1803,4018,1409,721,1358,999,0,17,23,0,0,80.245,35.986,102,106.08,58.32,12.352,15.049,4.2902,5.4041,55.459,0,0.025208,0,0,0,0,0.0055459,0,0,0,0,0,0,0,0,7.8046,5.30E+05,200,0,0,70,8.7382,0,0,0,85,1.60E+05,0,0,0,0,0,0,552,-41,-115,0,-122,-1180,135,-97.792,0,0,0,0,48871,16996,-1147,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,1122,1270,1.41E+05,29200
3/3/1998,1,107.65,175.64,126.65,126.65,87.3,87.3,87.3,283.1,127.45,45.4,73.46,29.69,50.33,50.33,42.29,7810.7,26245,11377,10957,1914.1,5130.5,1409.9,6170.6,7243.9,2359.6,7083,4972.9,2147.1,1755.4,2634,2.69E+06,3.44E+06,5.67E+05,7.51E+05,0,1.62E+05,1.71E+05,1.95E+06,1.66E+06,6.60E+05,3.61E+05,7.55E+05,51014,58015,2.86E+05,9596,17405,6937,4353.4,1424,1336,580,2153,5302,1419,3083,2382,946,885,1447,13204,33588,4548,5202,1424,3000,147,2574,8103,2928,4014,1454,746,1348,998,0,36,23,0,0,80.245,35.986,102,106.08,58.32,10.808,13.168,6.7417,8.4921,58.925,0,0.31511,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5705,5.30E+05,200,0,0,70,8.3886,0,0,0,85,1.60E+05,0,0,0,0,0,0,479,-44,-100,0,393,-1218,123,-37,0,0,0,0,49795,14797,-1182,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,4694,764,1.35E+05,27700
3/4/1998,1,107.65,175.94,126.85,126.85,87.3,87.3,87.3,283.76,127.45,45.4,73.46,29.69,50.33,50.33,42.29,9889.1,28185,9783.4,10957,1609.2,5130.5,1150.9,7690.7,6618.8,2211.9,7074.4,4591.1,2117.8,1644.3,2519.5,2.69E+06,3.41E+06,5.72E+05,7.50E+05,0,1.61E+05,1.71E+05,1.95E+06,1.65E+06,6.58E+05,3.59E+05,7.58E+05,51617,56047,2.88E+05,9810,17813,6661,4353.4,1340,1356,522,2257,3588,1346,3465,2347,898,829,1530,10401,32346,4300,5198,1340,2998,147,2695,8054,2544,4011,1697,789,1347,999,58,60,29,0,0,80.245,35.986,102,106.08,58.32,12.352,15.049,7.3546,9.2641,55.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3433,5.30E+05,200,0,0,70,8.0531,0,0,0,85,1.60E+05,0,0,0,0,0,0,443,-30,-108,0,-245,-1216,326,-54.75,0,0,0,0,50523,14142,-1241,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,1365,1407,1.30E+05,26300
3/5/1998,1,108.22,176.04,127.24,127.24,87.5,87.5,87.5,283.76,127.45,46.06,73.9,30.05,50.33,50.33,42.29,44364,86104,10504,10957,1949.7,5130.5,1473.6,7148,7314.9,2989.5,7274,5189.5,2318.2,1640.4,2635.4,2.69E+06,3.39E+06,5.76E+05,7.49E+05,0,1.62E+05,1.72E+05,1.95E+06,1.64E+06,6.55E+05,3.59E+05,7.59E+05,51629,55010,2.89E+05,8637,16657,6296,4353.4,1288,1421,543,2449,4318,1469,3820,2283,873,827,1535,10608,27365,4393,5136,1288,2995,147,2092,8211,2944,4009,2049,863,1346,1080,80,46,37,0,0,80.245,35.986,102,106.08,58.32,4.6321,5.6435,4.2902,5.4041,3.4662,0.34541,0,0,0,0,0.24377,0.10352,0,0,0.2192,0.11529,0.072739,0.044127,0.060731,0.24956,7.4685,5.30E+05,200,0,0,70,8.0201,0,0,0,85,1.60E+05,0,0,0,0,0,0,431,-8,-95,0,-44,-1198,250,-129,0,0,0,0,50639,12545,245,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1789,1.23E+05,24800
3/6/1998,1,109.03,176.74,128.24,128.24,88.36,88.36,88.36,286.53,130.31,46.71,75.78,30.68,51.63,51.63,42.29,79834,1.15E+05,18191,21705,5779.2,5130.5,6060.1,7660.5,13980,4360.4,7046.3,4423.2,2068.5,2150.1,2506.9,2.68E+06,3.37E+06,5.81E+05,7.47E+05,0,1.62E+05,1.73E+05,1.95E+06,1.64E+06,6.54E+05,3.59E+05,7.60E+05,52072,54497,2.89E+05,9917,15795,6724,4353.4,2336,1409,779,2589,4566,1652,4244,2576,1072,1084,1442,10596,24192,4280,5234,2336,3000,147,1875,7338,1804,4009,1983,847,1340,1150,0,10,6,0,0,80.245,35.986,102,106.08,58.32,6.1761,7.5247,3.0644,3.86,3.4662,0,0.050417,0.51474,0,0,0,0,0.026259,0.37571,0,0,0.1831,0,0,0.24494,7.2444,5.30E+05,200,0,0,70,8.0811,0,0,0,85,1.60E+05,0,0,0,0,0,0,619,-36,-100,0,231,-1407,813,-145.29,0,0,0,0,52171,12846,225,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1792,1.21E+05,23500
3/7/1998,1,109.09,177.04,129.03,129.03,88.6,88.6,88.6,286.89,130.31,46.71,75.78,30.68,51.63,51.63,44.25,46148,94914,13753,21705,3814.7,5130.5,3346.4,6040.5,8696.4,3051.8,6598.2,4192.6,2013,1592.8,2530.7,2.69E+06,3.36E+06,5.84E+05,7.45E+05,0,1.62E+05,1.74E+05,1.95E+06,1.63E+06,6.51E+05,3.59E+05,7.60E+05,52037,53419,2.90E+05,7497,14830,6074,4353.4,1708,1210,547,1977,3809,1192,3719,2028,840,803,1426,6274,20787,4289,5118,1708,3002,147,1795,6574,2938,4009,2070,857,1343,1169,86,53,35,0,0,80.245,35.986,102,106.08,58.32,9.2641,11.287,4.9031,6.1761,13.865,0.053139,0,0,0,0,0.0082633,0,0,0,0,0,0,0,0,0,7.0802,5.30E+05,200,0,0,70,7.7578,0,0,0,85,1.60E+05,0,0,0,0,0,0,497,-38,-112,0,276,-1480,677,-157.92,0,0,0,0,56056,11820,760,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1786,1.16E+05,22600
3/8/1998,1,109.27,177.63,130.22,130.22,89.42,89.42,89.42,288.05,130.43,46.71,75.86,30.68,51.63,51.63,44.25,32260,67708,11884,21705,2924.6,5130.5,2178.6,5548.6,8588.4,2706.3,7029.1,4147.7,1878.9,1489.6,2451.1,2.69E+06,3.35E+06,5.88E+05,7.43E+05,0,1.62E+05,1.75E+05,1.95E+06,1.63E+06,6.48E+05,3.58E+05,7.60E+05,51792,52230,2.90E+05,8914,14249,6239,3957.3,1448,1333,493,1863,4379,1052,3556,1963,791,751,1294,7618,17526,4208,5007,1448,3001,147,2102,6586,2615,4007,2158,913,1346,1262,36,21,15,0,0,80.245,35.986,102,106.08,58.32,10.808,13.168,5.5159,6.9481,48.526,0.02657,0,0.028864,0,0,0,0,0.026259,0.005445,0,0,0,0,0,0,6.8944,5.30E+05,200,0,0,70,7.5048,0,0,0,85,1.60E+05,0,0,0,0,0,0,461,-28,-121,0,-43,-1471,174,-166.08,0,0,0,0,53901,11337,711,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1795,1.10E+05,21300
3/9/1998,1,109.27,178.12,130.42,130.42,89.42,89.42,89.42,288.65,130.43,46.71,76.08,30.68,51.63,51.63,44.25,26009,56541,11771,21705,2542.3,5130.5,2059.7,6183.3,7355.1,2607.4,6445.2,4187.4,1929.7,1432.1,2583.7,2.69E+06,3.35E+06,5.92E+05,7.40E+05,0,1.62E+05,1.76E+05,1.95E+06,1.62E+06,6.45E+05,3.57E+05,7.59E+05,51478,51225,2.89E+05,8097,13383,6523,3957.3,1333,1201,478,2153,4145,1211,3104,1914,757,722,1333,7553,13188,4294,4964,1333,3001,147,2296,6348,2717,3631,2181,914,1223,1390,72,25,23,0,0,80.245,35.986,102,106.08,58.32,15.44,18.812,7.3546,9.2641,38.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6875,5.30E+05,200,0,0,70,7.2046,0,0,0,85,1.60E+05,0,0,0,0,0,0,361,-23,-121,0,-207,-1438,241,-122.29,0,0,0,0,54219,10443,816,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1795,1.05E+05,20400
3/10/1998,1,109.27,178.42,130.54,130.54,89.42,89.42,89.42,289.04,130.43,46.71,76.16,30.68,51.63,51.63,44.25,38072,98139,11604,21705,2421.8,5130.5,1395.1,7290.8,6969.2,2608.7,6098.8,5202.3,2159.4,1414.2,2713.6,2.69E+06,3.35E+06,5.94E+05,7.37E+05,0,1.62E+05,1.76E+05,1.95E+06,1.62E+06,6.42E+05,3.56E+05,7.57E+05,51049,50332,2.89E+05,7710,12512,5401,3957.3,1236,1285,402,2035,4135,1211,2906,1655,751,713,1350,8061,14873,4507,4901,1236,3002,147,2285,5784,2662,3090,2407,964,1157,1453,93,39,56,0,0,80.245,35.986,102,106.08,58.32,15.44,18.812,7.9675,10.036,31.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4869,5.28E+05,200,0,0,70,6.9437,0,0,0,85,1.60E+05,0,0,0,0,0,0,304,-26,-122,0,-187,-1493,-68,-29.958,0,0,0,0,47425,11017,-909,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1708,1.00E+05,20000
3/11/1998,1,109.27,178.61,130.78,130.78,89.66,89.66,89.66,289.16,130.43,46.71,76.2,30.68,51.63,51.63,44.25,59320,1.33E+05,11037,21705,2253.4,5130.5,1480,6802.1,7575.8,2485.4,6314.2,4588.5,2134.7,1428.1,2941.3,2.69E+06,3.35E+06,5.96E+05,7.35E+05,0,1.62E+05,1.77E+05,1.95E+06,1.61E+06,6.40E+05,3.58E+05,7.55E+05,50484,49454,2.89E+05,7745,13053,5670,3957.3,1172,1259,406,2223,3596,1156,3764,1661,774,720,1450,8025,12375,4667,4864,1172,2890,118,2166,5790,2677,2818,2720,1055,1157,1455,65,46,32,0,0,80.245,35.986,102,106.08,58.32,13.896,16.931,7.3546,9.2641,55.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2923,5.28E+05,200,0,0,70,6.6659,0,0,0,85,1.60E+05,0,0,0,0,0,0,285,-22,-20,0,-192,-1370,306,-25.083,0,0,0,0,45096,10123,-1029,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1735,94812,19500
3/12/1998,1,109.43,178.61,130.9,130.9,90,90,90,289.16,130.43,46.71,76.2,30.68,51.63,51.63,44.25,50059,1.52E+05,11820,21705,2126.8,5130.5,1271.9,5923.1,6445.9,2408.5,6179.6,4528.3,2127,1424.2,3311.4,2.68E+06,3.35E+06,5.97E+05,7.32E+05,0,1.62E+05,1.77E+05,1.95E+06,1.61E+06,6.37E+05,3.58E+05,7.53E+05,49957,48635,2.89E+05,7113,11368,5367,3957.3,1152,1164,369,1928,4128,1108,2619,1619,830,718,1572,8227,10040,4659,4863,1152,2650,100,2046,5771,2698,2961,2799,1093,1125,1450,101,56,41,0,0,80.245,35.986,102,106.08,58.32,18.528,22.574,7.9675,10.036,58.925,0.15942,0,0,0,0,0.0082633,0.0036972,0,0,0.0030028,0,0,0,0,0,6.263,5.24E+05,200,0,0,70,6.4048,0,0,0,85,1.60E+05,0,0,0,0,0,0,219,-22,120,0,-325,-1379,297,-46.375,0,0,0,0,43295,9892,-1486,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1827,90303,19000
3/13/1998,1,109.85,178.61,130.9,130.9,90.5,90.5,90.5,289.16,130.43,47.36,76.2,30.8,51.63,51.63,44.25,78445,1.96E+05,19191,18745,3755.6,5130.5,1480,6013.5,7676.1,2286.4,6439.1,5607.2,2427.6,1430.1,3560,2.69E+06,3.37E+06,5.99E+05,7.33E+05,0,1.62E+05,1.78E+05,1.95E+06,1.61E+06,6.35E+05,3.58E+05,7.51E+05,49433,47949,2.90E+05,8506,15309,5588,3957.3,1175,1258,382,1738,4200,1401,3253,1906,853,721,1700,8605,8256,4494,4880,1175,2491,100,1647,5584,2120,3077,2862,1116,1063,1367,43,32,26,0,0,80.245,35.986,102,106.08,58.32,10.808,13.168,4.9031,6.1761,65.857,0.15942,0.94532,0.0048106,0,0,0.02479,0.0092431,0.036762,0.01089,0.060055,0.010293,0,0.0024515,0.011323,0.027729,6.2345,5.28E+05,200,0,0,70,6.2167,0,0,0,85,1.60E+05,0,0,0,0,0,0,289,-15,99,0,-27,-1251,-16,-58.375,0,0,0,0,41365,10543,-1503,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1909,86489,18600
3/14/1998,1,109.85,178.61,131.1,131.1,90.72,90.72,90.72,289.4,131.08,47.36,76.48,30.8,52.29,52.29,44.25,81344,1.63E+05,24164,18745,4072.8,5130.5,1454.5,6223,6878.1,2522,6314.2,6031.3,2432.2,1400.4,3860.2,2.68E+06,3.38E+06,6.01E+05,7.30E+05,0,1.62E+05,1.78E+05,1.95E+06,1.61E+06,6.33E+05,3.58E+05,7.49E+05,48844,47332,2.91E+05,8899,14659,5349,3957.3,1220,1293,388,1673,4823,1439,3287,1775,836,706,1574,9120,5132,4495,4788,1220,2402,98,1536,5915,1958,3077,2959,1131,1013,1182,29,38,9,0,0,80.245,35.986,102,106.08,58.32,9.2641,11.287,4.9031,6.1761,31.196,0,0.08823,0,0,0,0,0,0.057769,0.15791,0,0,0,0,0,0,6.0474,5.30E+05,200,0,0,70,6.0499,0,0,0,85,1.60E+05,0,0,0,0,0,0,298,-20,8,0,41,-1630,-17,-45.958,0,0,0,0,41030,10297,-1556,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1901,82963,18100
3/15/1998,1,109.87,179.6,131.22,131.22,90.72,90.72,90.72,289.52,131.08,47.36,76.52,30.8,52.29,52.29,44.25,48097,1.12E+05,55320,18745,12137,5130.5,5652.4,7784.3,12555,4779.1,5960.5,6540,2666.5,1358.7,4195.4,2.70E+06,3.41E+06,6.03E+05,7.30E+05,0,1.62E+05,1.79E+05,1.95E+06,1.60E+06,6.32E+05,3.58E+05,7.46E+05,48125,46677,2.91E+05,9395,16030,5669,5626.3,1195,1289,374,1651,4120,1051,2927,1826,826,685,1507,25,4988,4465,4762,1195,2404,100,1399,5756,1929,3078,3077,1187,1010,1297,131,56,47,0,0,80.245,35.986,102,106.08,58.32,16.984,20.693,7.3546,9.2641,65.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.866,5.30E+05,200,0,0,70,5.8079,0,0,0,85,1.60E+05,0,0,0,0,0,0,278,-15,-54,0,175,-1481,44,-78.542,0,0,0,0,48090,9678,-1554,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1890,80108,17500
3/16/1998,1,110.87,179.6,131.34,131.34,91.08,91.08,91.08,289.52,131.08,47.36,76.76,30.8,52.29,52.29,44.25,37013,77810,30137,18745,7897.3,5130.5,4440,6713.3,10502,3480.2,7845.7,6622,2712.7,1422.2,4428.7,2.70E+06,3.43E+06,6.07E+05,7.31E+05,0,1.62E+05,1.79E+05,1.95E+06,1.60E+06,6.32E+05,3.58E+05,7.44E+05,47468,46103,2.92E+05,11275,17199,6586,5626.3,1243,1336,345,2156,4568,1482,3192,2084,892,717,2016,10115,3148,4563,4745,1243,2402,90,1583,5657,1566,3077,3338,1223,1004,1331,102,50,56,0,0,80.245,35.986,102,106.08,58.32,10.808,13.168,3.0644,3.86,31.196,0.2657,0,0,0,0,0,0,0,0,0,0,0,0,0.0010293,0,5.9557,5.30E+05,200,0,0,70,5.5756,0,0,0,85,1.60E+05,0,0,0,0,0,0,305,-13,-62,0,-13,-1560,275,-129.21,0,0,0,0,38452,9392,-1606,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1892,78228,16900
3/17/1998,1,110.87,179.6,131.46,131.46,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,30529,65265,22142,18745,6209.4,5130.5,4231.9,6461,10464,3271.5,9460.3,7165.3,2870,1382.5,4854.6,2.71E+06,3.46E+06,6.12E+05,7.33E+05,0,1.62E+05,1.80E+05,1.95E+06,1.60E+06,6.31E+05,3.59E+05,7.41E+05,46662,45492,2.94E+05,12140,17237,6798,5626.3,1346,1355,340,2086,5679,1645,3338,2161,865,697,1994,9850,3242,4556,4736,1346,2400,80,1563,5135,1447,2768,3559,1270,1001,1283,88,50,0,0,0,80.245,35.986,102,106.08,58.32,16.984,20.693,6.1288,7.7201,69.323,0,0,0.043296,0,0,0,0,0,0,0,0,0,0,0.010293,0,5.7771,5.30E+05,200,0,0,70,5.3526,0,0,0,85,1.60E+05,0,0,0,0,0,0,277,-16,-70,0,6,-1844,75,-121.75,0,0,0,0,37116,9918,-1630,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1898,76077,16300
3/18/1998,1,110.87,179.6,131.58,131.58,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,24792,55409,22491,18745,6788.4,5130.5,4306.2,6997.3,9281.4,4287.1,9274.3,7449.7,2882.3,1408.3,5090.6,2.71E+06,3.49E+06,6.16E+05,7.35E+05,0,1.63E+05,1.80E+05,1.95E+06,1.60E+06,6.31E+05,3.62E+05,7.38E+05,45593,45032,2.96E+05,10882,15982,7157,5626.3,1410,1457,335,2180,3690,1601,4069,2328,892,710,2202,10185,2773,5080,4722,1410,2289,74,1880,4779,1577,2581,3742,1428,936,1166,111,53,51,0,0,80.245,35.986,102,106.08,58.32,23.16,28.218,9.1932,11.58,51.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6038,5.30E+05,200,0,0,70,5.1657,0,0,0,85,1.60E+05,0,0,0,0,0,0,253,-20,21,0,-112,-2088,-214,-108.13,0,0,0,0,34164,9678,-1631,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,40,1892,72677,15500
3/19/1998,1,110.87,179.6,131.7,131.7,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,22674,47527,24505,18745,8046.1,5130.5,20195,8019.1,34383,25645,9812.9,7521.5,2925.4,1408.3,5295.9,2.71E+06,3.50E+06,6.14E+05,7.36E+05,0,1.63E+05,1.81E+05,1.95E+06,1.60E+06,6.32E+05,3.64E+05,7.36E+05,44228,44632,2.98E+05,10384,15675,7446,5626.3,1423,1464,326,2490,4471,1943,3636,2706,933,710,2264,11312,7031,8269,4700,1423,2089,65,2503,5015,1400,2584,3751,1618,905,1141,170,53,36,0,0,80.245,35.986,102,106.08,58.32,12.352,15.049,9.1932,11.58,51.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4356,5.30E+05,200,0,0,70,4.9591,0,0,0,85,1.60E+05,0,0,0,0,0,0,242,-23,81,0,295,-1964,257,-114.54,0,0,0,0,25306,6894,-1638,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,3,1874,71260,14400
3/20/1998,1,110.87,179.6,131.94,131.94,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,23904,50437,21657,12245,7068.7,5130.5,13706,7644.6,20056,10248,9049,7408.7,3022.6,1459.9,5011,2.71E+06,3.50E+06,6.09E+05,7.36E+05,0,1.64E+05,1.81E+05,1.95E+06,1.60E+06,6.33E+05,3.65E+05,7.34E+05,42836,44291,3.00E+05,11229,15593,7801,5626.3,1463,1624,309,2571,4171,1989,3086,2997,1002,736,2321,8647,19783,10365,4711,1463,1893,66,4213,4715,1603,2628,3839,1701,902,1181,111,96,39,0,0,80.245,35.986,102,106.08,58.32,12.352,15.049,9.1932,11.58,69.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2726,5.30E+05,200,0,0,70,4.7607,0,0,0,85,1.60E+05,0,0,0,0,0,0,232,-23,97,0,-800,-1220,-459,-182.71,0,0,0,0,15637,5948,-1615,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1889,73375,14000
3/21/1998,1,111.62,179.6,132.06,132.06,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,35075,58213,18010,12245,5068.6,5130.5,8892.7,11913,12677,7143.6,9573,9232.1,3824,1459.9,5710.7,2.71E+06,3.47E+06,6.03E+05,7.38E+05,0,1.65E+05,1.82E+05,1.94E+06,1.60E+06,6.34E+05,3.65E+05,7.33E+05,41532,43953,3.02E+05,11178,18062,7760,5626.3,1520,1574,323,2303,4224,2123,3086,3481,1066,736,2405,13883,28317,10535,4716,1520,1690,67,3578,4224,1480,2628,3837,1719,901,1178,96,42,44,0,0,80.245,35.986,102,106.08,58.32,21.616,26.337,7.9675,10.036,65.857,0.31884,0,0,0,0,0.082633,0.016638,0,0,0,0,0,0,0,0,5.4332,5.30E+05,200,0,0,70,4.5949,0,0,0,85,1.60E+05,0,0,0,0,0,0,252,-20,120,0,-213,-993,122,-171.54,0,0,0,0,2678,6402,-1442,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1894,74981,14600
3/22/1998,1,112.76,179.6,132.06,132.06,91.08,91.08,91.08,289.52,131.08,47.36,76.79,30.8,52.29,52.29,44.25,30833,53819,17927,12245,4579.3,5130.5,7102.7,13103,13983,7297.4,11625,9537.1,3881.1,1463.8,6347.6,2.74E+06,3.51E+06,5.99E+05,7.43E+05,0,1.65E+05,1.82E+05,1.94E+06,1.60E+06,6.35E+05,3.68E+05,7.33E+05,40251,43617,3.05E+05,22346,37543,8364,13403,1641,1647,338,2777,4856,2172,3983,3432,1079,738,2493,7683,19023,10357,4733,1641,1598,67,3287,4856,1453,2770,3845,1720,901,1170,67,17,9,0,0,80.245,35.986,102,106.08,58.32,13.896,16.931,9.8061,12.352,76.256,0.39855,3.6552,0.067349,0,0,0.0041317,0.0073945,0.036762,0,0,0,0,0,0,0,5.6688,5.30E+05,200,0,0,70,4.4765,0,0,0,85,1.60E+05,0,0,0,0,0,0,301,-21,42,0,-543,-1158,-2,-121.38,0,0,0,0,20636,6807,-1184,0,2.03E+06,1.06E+06,9.65E+05,40.584,1791,0,1893,77433,14700
