,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,444.4948790960913,256.3241614650119,211.0286454519056,224.46600571545594,240.39007981678665,230.80715271542664,109.73538076579388,470.2627248247258,371.6962902689232,285.41944640792457,187.84143760833084,445.57159364345915,367.56866787284497
1,441.6155241108655,250.86345872805492,211.0286454519056,218.45634226474834,235.29091456308353,229.25231811971608,107.31345734365597,467.38033774901464,360.82912262298413,281.301079905619,183.68201153851498,442.37283138363944,367.5976885600933
2,441.2305843693981,250.79669195129023,211.0286454519056,218.39795768471066,235.24062085895724,229.19999392770507,107.20369326488357,467.2117072325547,360.70560808911216,281.7412825951193,185.4638160785023,442.59488261302755,367.5976885600933
3,441.23786596851727,251.00792899376503,211.0286454519056,218.62489865915765,235.24357931214115,229.19629033645128,107.23582204716153,467.4234999805382,360.9040266934016,282.95576063166925,192.56132427201436,444.6734983136779,367.5976885600933
4,441.29531892253834,251.57089940827208,211.0286454519056,219.22796349998154,235.47756348300243,229.23662096802994,107.36205993714006,467.5645228556562,362.57046165664303,285.9846362941168,194.51008991380436,452.1983175744274,367.5976885600933
5,441.6976810447496,251.87087479009065,211.0286454519056,220.8568445857818,236.07023445604113,229.39533661285637,108.32619927607458,468.1557097454689,366.12387622078313,286.7390892016893,198.1,457.042480901938,367.5976885600933
6,448.4516605402776,262.04649096266985,211.0286454519056,226.1227377083967,242.71339159916724,230.96318520553632,109.30941275136384,477.16276173742494,389.8741478667731,286.0824973064924,193.30380646909046,455.8643336585912,367.5976885600933
7,452.8097096277683,270.27362047646267,211.0286454519056,231.00245355952137,246.40906015492948,231.76550390121145,109.99058416241775,487.1012087843076,396.58579899414417,283.57832303081676,196.44645938440522,457.73842096462306,367.5976885600933
8,448.0296717057722,263.7035512403742,211.0286454519056,225.7525915521429,240.33715576035644,230.14764530662805,109.83479256029835,478.2318199256681,382.1657177951403,284.52652300623635,189.68218436996196,455.88477023296673,367.5976885600933
9,445.9598871775226,260.99863860247507,211.0286454519056,224.23786350938036,237.70866130289664,229.86974237917593,109.84355107016727,475.34425593169254,376.08695535578363,282.2870407009512,192.53232402004463,454.73232076873705,367.5976885600933
10,444.86856936266327,258.9874814928004,211.0286454519056,222.84040933507336,236.29728555009856,229.6803074217327,109.36429794358801,473.05110688266427,371.6363641181973,282.32850860557727,189.75773457488074,453.7696160487166,367.5976885600933
11,444.09126773468705,256.7393199202383,211.0286454519056,221.53817519930473,235.88389999655354,229.56719623187846,108.77094581697727,471.03573260801807,366.50324929064215,281.80753381864633,189.63466493266708,453.00349434451203,367.5976885600933
12,443.5491255423702,254.68163597030792,211.0286454519056,219.98407060288412,235.70745391660986,229.53113179453362,108.44667280580603,469.8096339886857,363.8697904225423,281.69770401253265,189.3436065748323,452.10890300811695,367.5976885600933
13,442.96872288155964,252.71869638128632,211.0286454519056,219.16580299061334,235.66950852307357,229.63768581396153,108.51875035620024,468.80831109744014,362.49381636832527,281.62468044171175,189.076007778397,451.297937964205,367.5976885600933
14,442.6295599145464,251.27013362535317,211.0286454519056,219.13844454995674,235.6182822417996,229.5426068427797,108.40929698182308,468.2130922471135,361.58458217198256,281.55607360216817,188.81789481977304,450.3720097127513,367.5976885600933
15,442.2145696329132,250.66660034231282,211.0286454519056,219.17077725255092,235.60689862373872,229.5245746241073,108.33454533385718,467.82306478267856,361.38504090156647,281.5101394027898,188.6307639640454,449.36681911567825,367.5976885600933
16,441.9143985230433,250.75628001357092,211.0286454519056,218.9867295608609,235.5471253817985,229.45638109163582,108.28120313846402,467.71178427354374,361.03788622101837,281.46597190338747,188.46407168649958,448.4056043474307,367.5976885600933
