,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,444.4948790960913,256.3241614650119,211.0286454519056,224.46600571545594,240.39007981678665,230.80715271542664,109.73538076579388,470.2627248247258,371.6962902689232,285.41944640792457,187.84143760833084,445.57159364345915,367.56866787284497
1,441.27727752154357,250.88761764757817,211.0286454519056,218.45634226474834,235.29091456308356,229.25231811971605,107.22855653823679,467.36203336685276,360.8291226229842,281.3010799056191,181.87273426673576,442.3320708884643,367.5976885600933
2,441.21531434170527,250.8533173012783,211.0286454519056,218.39795768471066,235.24062085895724,229.1999939277051,107.23996592605373,467.14905878300823,360.70560808911216,281.7412825951193,186.66203225198313,442.5948826130275,367.5976885600933
3,441.2378659685173,251.2040445216038,211.0286454519056,218.62489865915768,235.24357931214112,229.19629033645128,107.32885370732988,467.4211497975458,360.90402669340165,282.9557606316692,192.56132427201445,445.00092010546365,367.5976885600933
4,441.2953189225384,251.56024313193862,211.0286454519056,219.22796349998157,235.47756348300246,229.23662096802994,107.4749223594493,467.56452285565615,362.5704616566431,284.75219100209625,198.1,454.70488160617236,367.5976885600933
5,441.66278201433806,251.86454151493763,211.0286454519056,220.9980156394918,236.07023445604116,229.3953366128564,108.32619927607456,468.1557097454689,366.14250227680697,287.3312194625413,198.06762087953425,459.4705389329969,367.5976885600933
6,449.0974204929196,263.6085255838589,211.0286454519056,226.50321202481334,243.25122521840095,230.96318520553632,109.38030581864237,477.8537737163961,391.6577486978525,284.8212864275498,197.04194896306947,457.1249861790522,367.5976885600933
7,453.91621310512517,273.2320653855527,211.0286454519056,231.64456119257972,247.136360327919,231.76550390121145,110.0898085646528,489.16309942073383,399.5317951648695,285.42713524900387,190.29459774150902,458.21798612959464,367.5976885600933
8,448.17899403705724,264.19845991259024,211.0286454519056,225.76492930625307,240.21629818190726,230.14764530662805,109.89380171729435,478.4124029284091,382.0400636815249,282.75624042702,194.82776454025796,456.1210801784315,367.5976885600933
9,445.85193304761935,260.51016443917905,211.0286454519056,224.11834177351125,237.312524163387,229.8697423791759,109.88649251321945,475.1974817021613,375.2487190079911,283.2480849724972,189.4259968330874,454.62766312656777,367.5976885600933
10,444.66911048376903,257.76989278916926,211.0286454519056,222.6660800849326,236.29728555009854,229.6803074217327,109.34774326201297,472.751512201853,370.3643927157319,282.01607170188566,190.7966873734636,453.48472044390746,367.5976885600933
11,443.85359514709495,255.09741354203425,211.0286454519056,221.189804636593,235.88389999655357,229.56719623187843,108.70445948082067,470.6709487668769,365.1438017767684,281.8075338186463,189.73255543910395,452.6260994061221,367.5976885600933
12,443.32161264309804,253.1945563693627,211.0286454519056,219.30314199308455,235.70745391660986,229.53113179453362,108.44667280580603,469.47345475422185,363.8697904225423,281.69770401253265,189.34360657483228,451.64760827427455,367.5976885600933
13,442.75213174089055,251.40434910934812,211.0286454519056,219.16580299061337,235.66950852307357,229.63768581396153,108.51875035620024,468.41211087953053,362.4938163683253,281.62468044171175,189.07600777839704,450.7121147437912,367.5976885600933
14,442.4298973512671,251.08575954453082,211.0286454519056,219.13844454995672,235.6182822417996,229.54260684277972,108.40929698182308,467.888875836468,361.58458217198256,281.55607360216817,188.81789481977304,449.6629212942984,367.5976885600933
15,442.0269410001776,251.02652434514025,211.0286454519056,219.17077725255092,235.60689862373872,229.5245746241073,108.33454533385718,467.8230647826786,361.38504090156647,281.51013940278983,188.6307639640454,448.5440298802348,367.5976885600933
16,441.73955257207956,251.30301160501617,211.0286454519056,218.9867295608609,235.54712538179854,229.4563810916358,108.28120313846404,467.7117842735437,361.03788622101837,281.4659719033875,188.46407168649947,447.4093661690501,367.5976885600933
17,441.50646818385854,251.79409979867626,211.0286454519056,218.82755317885872,235.4534100459205,229.39533661285637,108.21624903659074,467.63879383206813,361.304137925238,281.4285767538936,188.31970239358702,446.29070909443305,367.5976885600933
18,441.4201525694176,251.8362415415604,211.0286454519056,218.8001947382021,235.40896772168966,229.34998928576312,108.19236691898107,467.59543411654704,361.3978150557236,281.3729257046468,188.14826530581516,444.9905214924251,367.5976885600933
19,441.38284071230885,252.0103947374106,211.0286454519056,218.6515672121464,235.35099947269293,229.30289783070472,108.17419400728008,467.53760014455764,361.2104607947525,281.38676485445944,188.25026673839128,444.11436808932325,367.5976885600933
20,441.36619546394763,251.81383483411292,211.0286454519056,218.59251541624278,235.32104921071127,229.27848003919297,108.14006439262215,467.5076860211149,361.09833891090983,281.5861075017617,188.8496295914211,444.01051888725806,367.5976885600933
21,441.3570674245237,251.49565165132924,211.0286454519056,218.63061334908383,235.32781217309423,229.2610387595417,108.15956702956954,467.49871178408205,361.19765404430296,281.5101394027898,188.64036911360697,442.648147101568,367.5976885600933
22,441.36189991598343,251.4569266999432,211.0286454519056,218.97429390601698,235.44857935850408,229.28022416715808,108.15690757907672,467.5675142680005,361.7791022343161,281.4786332532162,188.532035624433,442.6240605966788,367.5976885600933
23,441.35277187655953,251.6312499706137,211.0286454519056,218.8797829292032,235.44085025863785,229.27673591122783,108.14494005185901,467.4558348738141,361.2956218224666,281.4880556530886,188.56242587146227,442.53512570725945,367.5976885600933
24,441.35706742452373,251.70339025446316,211.0286454519056,219.5134942943459,235.86474581175588,229.36045691317273,108.18305884225616,467.50070605897827,361.1458374529674,281.44948270361067,188.46041530662447,442.6898491100327,367.5976885600933
25,441.37747127735366,251.5224524444769,211.0286454519056,220.1948555983206,235.76979626795858,229.5311371700016,108.25834219758124,467.52563449518055,361.1415194036894,281.8057671193522,189.69102506514355,442.9480213583647,367.5976885600933
26,441.3731757293894,251.51775467203942,211.0286454519056,221.24287019088456,235.97604128110856,229.6906981135502,108.26741399951885,467.5356058696615,361.22749300029534,282.095332284395,190.84244554099536,443.04818203598893,367.5976885600933
27,441.6457719012813,251.36056914392083,211.0286454519056,222.85721922120447,236.735580463635,230.13249727107262,108.57106243672438,468.1337444928105,364.794756967601,281.93765431706265,190.13095644276004,442.9649977444027,367.5976885600933
28,442.7297004451644,253.10393106747708,211.0286454519056,224.97829206209178,237.93406034359722,230.927749600844,109.13779676910025,469.151250546032,367.9637869520951,281.73804364641353,188.75815331645734,442.8110006346243,367.5976885600933
29,443.2433913440781,253.42463347685538,211.0286454519056,224.8620881906331,237.74332658945912,230.86210873625308,109.59989100850254,469.6658620647041,368.17702795851807,282.2164162713752,186.75143287442367,443.1896758937893,367.5976885600933
30,443.46586416924737,253.6996344778418,211.0286454519056,225.47751209080053,237.65868163454698,230.827976697972,109.71409998665789,469.8692788634627,368.79149176073923,280.1184091230102,189.66846233147754,443.2614396231479,367.5976885600933
31,443.7352363151985,254.14607503752023,211.0286454519056,226.23832243465273,237.7019506604107,231.06469504954194,110.21089459864707,470.35580028118926,369.68063767960314,281.545340644322,188.69486471814923,444.2902135626461,367.5976885600933
32,444.0400360965976,254.6351478841421,211.0286454519056,227.46615668154217,237.74471191383407,230.957299316537,110.02711952835924,470.6850219124108,368.3535505071664,283.4808004703901,186.10871017098225,444.9756952572572,367.5976885600933
33,444.6296146378512,255.3156244963385,211.0286454519056,228.48890825536392,238.05108220937578,230.9553326352566,109.69607169939061,471.53220980633586,371.7920098287071,283.95382287384143,185.99508633830237,444.43238514681,367.5976885600933
34,445.2590421463844,255.49750638791383,211.0286454519056,228.865347311335,238.57993186837277,231.10791514203254,109.62917605089211,471.741252762339,374.7521762406489,283.76221522389625,187.64279159471477,445.58515800813615,367.5976885600933
35,445.32091911285636,255.57533319089404,211.0286454519056,228.481756315689,238.6767126001493,231.12830956410684,109.64277783438848,472.14288630585986,375.8625942732483,284.4378600174258,187.30758775565798,446.3667515992725,367.5976885600933
36,445.7743226968416,256.0557771286041,211.0286454519056,227.62742547858812,238.97772267277097,231.33029259502052,109.77114131213654,472.3030695269064,376.8769660482339,285.4747179180131,187.2499686333185,446.74052736329,367.5976885600933
37,445.7096073462287,255.93511687369494,211.0286454519056,230.64828044529466,238.9954773641135,231.33514276731648,109.79918102305173,472.3086964434987,377.0847459176341,287.1075373778968,188.27961624735397,447.6501912606164,367.5976885600933
38,446.1573256456353,256.4224305736064,211.0286454519056,232.03938594720316,239.27415116278343,231.8614033124107,110.1753787632829,472.61031950517696,378.57515386347956,288.54221504685205,193.39304060733159,450.59027830088075,367.5976885600933
39,446.79168813732394,257.23061788383325,211.0286454519056,233.12466587100366,239.79075308222318,232.04083739794996,110.56409792781002,474.2924309388079,381.48238434842,288.51374698569373,189.53062356688872,451.08616564377604,367.5976885600933
40,449.0410893607442,259.7392806352501,211.0286454519056,234.96536262810085,240.64435570274983,232.18568234405413,110.42525881043464,479.01780995880233,384.33945642189195,288.69748101462955,186.67951874090684,451.0368975369868,367.5976885600933
41,449.31592696545016,260.01826035697087,211.0286454519056,234.90133412956885,240.83769577049748,232.1788313284774,110.20319211518397,478.9029766472257,384.0838204534034,288.78013387521986,186.1701522158224,450.94123712552164,367.5976885600933
42,448.93209387128155,259.54832700015027,211.0286454519056,235.05193414641678,240.78077746998085,232.15439844848405,109.95798165073474,478.40241235409394,384.5238432938564,287.7213100928721,189.25883757945667,450.75971013800665,367.5976885600933
43,448.6886837131187,259.23694338676466,211.0286454519056,235.3851470270317,240.75354364144073,232.13695174399274,109.67315870068487,477.8501213562627,385.0543253916509,288.44122323456156,189.326653946903,451.39287033627755,367.5976885600933
44,448.5439651899475,259.02869122733085,211.0286454519056,235.60901253463157,240.78884854583433,232.1432353819901,109.40013746927706,477.75750983625176,385.0703257252403,289.0063336737524,188.8571856920466,451.14053787315714,367.5976885600933
45,448.73011965231586,259.2178428376431,211.0286454519056,236.0458199836003,240.95483618145283,232.27588767522744,109.57704774216141,477.96403960841076,384.8747854466889,289.6094364834602,188.29762018427434,451.1579846097428,367.5976885600933
46,448.66181401280676,259.1023019542175,211.0286454519056,236.31340141069927,241.19669503945693,232.36663114407156,110.10375455099803,477.791087284217,385.9184050285546,290.6315101584862,188.43956892179807,451.1189727004353,367.5976885600933
47,448.68699575647156,259.0994936435524,211.0286454519056,236.5089034257172,241.41368050390486,232.38844268316205,110.10552129185281,477.6719803926138,386.35909022963676,291.1025741947143,189.47392814406302,451.12739769463593,367.5976885600933
48,448.7264565978583,259.1128613285643,211.0286454519056,236.89812134998257,241.5041730309624,232.48649004146478,109.83629180636501,477.7733833678102,386.84994642127606,291.8223150948094,189.87046447478227,451.5589750571166,367.5976885600933
49,448.80995334553063,259.17288102155055,211.0286454519056,237.316476769398,241.62281166369482,232.61081455682378,110.40706061468742,477.8192315316036,387.6139916584687,293.5902825228901,190.54900455955894,452.87586512758975,367.5976885600933
50,449.0047763945932,259.36113626600286,211.0286454519056,238.22768450823364,241.78222730353698,232.76817774711006,111.10364927334194,478.70194324697843,389.6780944045533,293.82281808604625,190.71973596997813,453.30894460895405,367.5976885600933
51,449.8376856427982,260.30341238745444,211.0286454519056,239.35824716371792,242.1989623018391,233.02817632799238,111.14616336134235,480.23324224332487,391.6793251119408,294.4880809656867,190.77268431877903,454.01495836313063,367.5976885600933
52,451.0820117408263,261.6953860337943,211.0286454519056,240.01715506374902,242.95823661811167,233.32041921471497,111.17424715129458,482.23905134372905,392.60036827373165,294.9711211282334,190.96276993424289,454.5215118819188,367.5976885600933
53,452.0559737777071,262.7680147521821,211.0286454519056,240.46343457006782,243.30892288047937,233.4357991289915,111.18350203661974,483.83966159425967,393.4823807677412,295.5422266967539,191.18149423982507,455.44373548486396,367.5976885600933
54,452.6757618470056,263.4752910058166,211.0286454519056,240.81419010522043,243.3950790479047,233.55948195709496,111.16610923488795,484.9977766169528,394.1884366528895,295.98614727473984,191.44105794994738,456.32347001621383,367.5976885600933
55,453.38318251438244,264.30318208346387,211.0286454519056,241.0621194086101,243.62551591108962,233.6563405219013,111.10459155467295,486.5199259230158,394.61826532590936,296.30324313074664,191.31862516219678,456.74094774728076,367.5976885600933
56,454.3813740692177,265.27981569216325,211.0286454519056,241.29876642384886,243.88632420048884,233.74405672580968,110.64068405524417,488.3248687443398,394.97999869243904,296.59732120390515,190.5800914088728,456.9936249130152,367.5976885600933
57,455.0710597923887,266.0077940034861,211.0286454519056,241.51215344414678,244.13980154430448,233.86629398928412,110.1951031580603,489.0399980433885,395.06923349758114,296.68411508123097,190.76093160598845,457.2231913684638,367.5976885600933
58,455.19141358131037,266.1255998196584,211.0286454519056,241.67834814781625,244.21681002178525,233.96664162827545,110.42068976129659,489.0404255298156,395.1239902439585,296.80759741883804,191.24721111957643,457.56142287956095,367.5976885600933
59,455.3755869272735,265.65747543928217,211.0286454519056,241.8840983205042,244.36223287020607,234.05823429510593,110.47468755880604,489.0561424639997,395.28809414391566,297.002189379267,191.55568117437306,458.2456434629097,367.5976885600933
60,455.6987519290102,265.9140635189852,211.0286454519056,242.11725181099553,244.5723279457397,234.16399017395477,110.58814436670397,489.35573087018804,395.5526848697569,297.29200646735313,191.77549137623697,459.3184488336988,367.5976885600933
61,456.9127700888721,266.9946113375862,211.0286454519056,242.43171730093434,244.9204017881535,234.31199017943723,110.9870423566134,490.3980054671716,396.0255392920496,297.3637539643116,191.24819065510317,459.9288746539882,367.5976885600933
62,457.3290325437337,267.3433020274119,211.0286454519056,242.6663083729991,245.0207904843742,234.43099044599077,111.53132854356808,491.2181754064623,396.6166947226627,297.4006680331177,190.47572648447797,459.9936442275474,367.5976885600933
63,457.31469021357,267.2819457595113,211.0286454519056,242.8506333412111,245.04629765200124,234.53456242114459,111.86221012759017,491.43727124734164,396.7182609620324,297.5610449735227,190.70216379761177,460.6615125531195,367.5976885600933
64,457.2810179180338,267.20359533974,211.0286454519056,243.0386178427936,245.022582049928,234.61499228581533,112.04095136913337,491.47589265065267,396.89148400726475,297.7894028903168,190.34109075472225,461.03148691859275,367.5976885600933
65,457.61584852338007,267.46403623859226,211.0286454519056,243.303131671095,245.12449106827796,234.7588488594852,112.05908964678606,491.99785193193446,397.32470209367807,297.96505847741463,189.43361648726142,461.2278803205128,367.5976885600933
66,457.92022393253546,267.70406911157164,211.0286454519056,243.5726216690998,245.26441716411003,234.91727653588885,112.0521709223206,492.46270006872663,397.7112506421169,298.46521209501367,191.4135321801818,462.15531540780705,367.5976885600933
67,458.00816228997974,267.7371169463362,211.0286454519056,243.77451869530083,245.27866811252284,235.0268485001323,112.0580611877439,492.6505893105779,397.91201502170486,298.55533788611336,190.3154351433864,462.1463713415279,367.5976885600933
68,459.2632621731337,268.86505427062065,211.0286454519056,244.22951620256896,245.634748136068,235.35336146087525,112.08582958188228,494.06628708728687,398.5815319470085,298.6836126503009,189.192736890467,462.29115501748436,367.5976885600933
69,459.3439659444265,268.8948786826693,211.0286454519056,244.45485971142898,245.69601984657123,235.46648632785462,112.09087838081653,494.03081760941484,398.74455341008905,298.83844771351386,188.89517131597577,462.28195927285236,367.5976885600933
70,459.2093375257115,268.72068848686934,211.0286454519056,244.50003330404436,245.6481704053552,235.500863782423,111.90182596156318,493.9900300627577,398.8333795861799,299.1999291062842,189.57080780897326,462.6554374798405,367.5976885600933
71,459.2533918234484,268.7170877529474,211.0286454519056,244.58959158433908,245.68557863594174,235.5614904166861,111.58969041751844,493.97649761862397,398.9870256004745,299.4317410816716,189.4917677345329,462.7097073198923,367.5976885600933
72,459.3890009387779,268.7973096470452,211.0286454519056,244.81294373584097,245.79344104697236,235.65474120241575,111.41555116052275,494.5319982642541,399.3228678948362,299.53484271919046,189.98134985674204,462.7947531227817,367.5976885600933
