,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,212289651.77517378,191305906.24274397,30625896.49769143,17431683.77991551,22828036.80855517,7240864.738165233,20955855.84452097,71712012.57042074,13440376.120911386,236109274.81814042,41845023.65962249,216759222.6799402,5827489.6647143485
1,190838083.35864693,141953115.00233966,30625896.49769143,7044074.186641411,9707459.977573806,4721785.922920166,2255203.387977665,65112370.80183613,5532363.634003753,199711232.36227447,21143212.907781653,192482204.1765894,5843001.512255447
2,190771852.3516841,142497081.2480918,30625896.49769143,6977578.626129647,9597654.906874608,4647778.910691117,2466500.9170491537,64565394.65156505,5461773.431035438,203512129.20683393,44517495.74558704,194728908.7819295,5843001.512255447
3,190883120.44338152,146253077.96724972,30625896.49769143,7239127.830809251,9604114.028680464,4642845.109875853,2845241.5608251863,65297567.29311723,5575221.971520218,213404630.62635183,61622518.70665754,214836350.8911932,5843001.512255447
4,191166589.15318277,145758098.53231332,30625896.49769143,7833154.838047724,10122996.813749228,4699583.819251437,3459011.424775809,65657061.18573229,6578611.285141166,253355760.6799764,65815256.96958357,309192166.94165856,5843001.512255447
5,193223765.20776176,149644583.9567441,30625896.49769143,10507057.230339898,11470800.230566889,4924071.756346143,7327715.139756668,66887011.94710082,8929335.432140462,256338770.9626585,92989186.14520007,357549271.5406272,5843001.512255447
6,248816298.981856,286321499.5303152,30625896.49769143,23188740.726437535,34634441.53234513,7534052.38762281,17274521.627270557,92550656.68465975,45400512.1291803,249302453.63533834,53053634.25470966,323860537.3794956,5843001.512255447
7,291610121.2487575,446400310.0549941,30625896.49769143,38364969.62421836,53009338.64935669,9093133.445247456,27092655.467393536,131632598.76786016,69583049.52062853,216333482.2416913,80640462.08124934,344171832.60116744,5843001.512255447
8,238710548.55076605,281114230.4752535,30625896.49769143,20535436.10564753,21920660.47399528,6081048.0475264285,23763257.83302897,92881910.87546466,25083578.45207748,224662331.7663715,49060442.52948351,305814460.68571854,5843001.512255447
9,221064694.35676455,225977533.5054159,30625896.49769143,16478084.330227055,13684403.555712245,5634539.073744698,23484943.809848465,83411404.27082565,16222462.856683388,208347785.25924274,59259845.01268667,289205450.2632451,5843001.512255447
10,212291817.82856447,189106344.08627078,30625896.49769143,13167569.524919685,11993989.096839558,5343444.825643882,16203143.853863487,77303588.94002004,11547590.043188127,205932499.6389545,52144412.06743758,278574944.20318174,5843001.512255447
