,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,212289651.77517378,191305906.24274397,30625896.49769143,17431683.77991551,22828036.80855517,7240864.738165233,20955855.84452097,71712012.57042074,13440376.120911386,236109274.81814042,41845023.65962249,216759222.6799402,5827489.6647143485
1,198647928.19948295,157785934.35331714,30625896.49769143,9583269.276085135,9707459.977573795,4721785.922920164,5993613.888519626,65292995.760367185,5532363.634003755,199711232.3622746,76239097.79137947,209763246.33698088,5843001.512255447
2,195433618.64534745,144812387.04546854,30625896.49769143,7481031.447857896,9597654.906874638,4647778.9106911225,3381114.733579312,65080566.217188336,5461773.4310354665,204035792.56910843,43244668.159083635,201773759.11891016,5843001.512255447
3,193176664.38260454,141222477.38854066,30625896.49769143,7239127.830809272,9604114.028680434,4642845.109875868,2328274.737746539,65320758.55419309,5575221.971520237,213404630.6263521,38102697.52524013,205141986.97823852,5843001.512255447
4,191890027.09607583,142813385.19811547,30625896.49769143,7833154.838047731,10122996.813749254,4699583.819251434,2122922.219477516,65657061.18573231,6578611.28514117,228178551.4047691,59238325.485052764,226595076.3108814,5843001.512255447
5,194277923.72587693,149893057.29630238,30625896.49769143,9615496.146336136,11470800.230566896,4924071.756346121,6691548.56613293,66887011.94710082,8860100.017436797,237145315.58923224,85584292.30605774,256021306.83968493,5843001.512255447
6,226799564.13375187,211226270.92737156,30625896.49769143,18469140.720528632,25818954.045631234,7534052.387622855,13684425.0225446,83496878.75174455,29563678.10666295,240954191.94729015,68094586.70397052,272222626.52216214,5843001.512255447
7,254111440.45031017,275099757.3552711,30625896.49769143,29418739.586701423,37507503.44527056,9093133.445247456,20487260.48739275,104129812.05985591,39507703.71206648,224181281.9875871,85536162.71343334,291208267.4794873,5843001.512255447
8,233690081.39690715,250545025.88760778,30625896.49769143,20386679.51109535,23681942.211040143,6081048.0475264285,20134286.28632769,90829362.7803825,25752326.94515836,234463605.76328605,51515500.13697035,294691713.9553667,5843001.512255447
9,224447230.31497416,241804072.3954356,30625896.49769143,17686910.116371468,18233953.46851609,5634539.073744721,20851549.746200148,85395677.0325722,20361877.010929894,211665508.07145178,67939187.40662155,293290942.0817003,5843001.512255447
10,218489139.11819583,233423499.3701629,30625896.49769143,14984705.298810422,13981382.387524195,5343444.82564388,17037223.055249713,80837996.1323841,16366295.811299443,218410438.7104062,45399481.42848307,289475993.98276794,5843001.512255447
11,213693856.09701526,222159210.05849963,30625896.49769143,12567350.984700242,11040192.110177878,5173228.6975171715,12437692.41115278,76363743.11753781,12262672.839897644,204084170.5379549,55750550.61622785,284487265.5763967,5843001.512255447
12,209899771.64965928,208094863.2838613,30625896.49769143,10831002.323727723,10639726.558216074,5118956.888549229,9077573.707219591,73298923.71703728,9436852.430380408,203732162.35564122,48020352.26610445,278484284.71501863,5843001.512255447
13,206024687.52403757,188805461.40839776,30625896.49769143,9342740.170892484,10553604.934138231,5279305.415045431,9121308.104961475,70660501.02568807,6530710.790269831,202505336.4640612,46237322.570056565,272215653.4611163,5843001.512255447
