,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,212289651.77517378,191305906.24274397,30625896.49769143,17431683.77991551,22828036.80855517,7240864.738165233,20955855.84452097,71712012.57042074,13440376.120911386,236109274.81814042,41845023.65962249,216759222.6799402,5827489.6647143485
1,193100917.73160312,141132500.62369543,30625896.49769143,7044074.186641407,9707459.9775738,4721785.922920165,2394702.492156337,65202683.28110166,5532363.634003754,199711232.36227474,27488592.126816772,193085532.05886325,5843001.512255447
2,190847193.56124356,140720720.03325498,30625896.49769143,6977578.626129619,9597654.906874623,4647778.91069112,2058954.7522680787,64822980.434376694,5461773.431035436,203512129.20683393,33540157.66164029,194728908.7819291,5843001.512255447
3,190883120.44338158,142289771.62210792,30625896.49769143,7239127.830809262,9604114.02868045,4642845.109875861,2154331.6127627855,65309162.92365516,5575221.971520227,213404630.62635222,61622518.70665744,209989168.93471587,5843001.512255447
4,191166589.1531825,147150697.505104,30625896.49769143,7833154.83804771,10122996.813749209,4699583.819251455,2574753.553865124,65657061.18573237,6578611.285141168,241577483.55651012,70481595.89478369,269501254.9761672,5843001.512255447
5,193641392.59828794,149740811.94130367,30625896.49769143,10061276.688338017,11470800.23056686,4924071.756346112,7327715.139756614,66887011.94710082,8905944.210117115,248933810.52120563,91427382.40218996,312554866.19548476,5843001.512255447
6,239822399.72367597,252844011.68631506,30625896.49769143,21487039.050503887,30886786.210970424,7534052.387622832,15930307.308332097,89088871.23829697,38390370.43167164,242502931.01149666,65103940.438186705,301413488.01364183,5843001.512255447
7,273953928.3081609,358113468.92683643,30625896.49769143,34915815.50969071,46177200.07848197,9093133.445247456,24418532.090932626,118664929.0340765,54150096.373019494,219036073.02432594,80589113.10279244,319234187.110492,5843001.512255447
8,236678065.03053224,271659594.31104696,30625896.49769143,20482314.798666958,22653953.356912233,6081048.0475264285,22304704.89589614,92096243.58989269,25367439.471675657,227736447.818238,49060442.52948354,301606750.4302952,5843001.512255447
9,222445326.20134503,240555844.48690125,30625896.49769143,16894409.974097557,15443543.471189978,5634539.07374471,22423542.985350583,84168603.3629761,17869396.648769822,208347785.25924277,61491357.33372381,290982911.25763667,5843001.512255447
10,214817308.33128816,217988188.1535942,30625896.49769143,13774805.04983492,11993989.096839566,5343444.825643903,16517039.709592547,78544004.10421032,13366458.412514044,208705836.70253062,49371075.003861524,283191779.6212775,5843001.512255447
11,209511118.18138012,195459937.14132336,30625896.49769143,11205019.25824601,11040192.110177856,5173228.697517151,10676206.232803268,73603668.36711834,9184443.767511342,204084170.53795493,48865061.452703744,276453451.46342444,5843001.512255447
12,205841448.27727112,175269621.96220943,30625896.49769143,8785415.865222003,10639726.558216082,5118956.888549224,8144530.4902770845,70702276.03017469,7413088.327373661,203135853.13125214,47668344.08379092,268729216.22920483,5843001.512255447
13,202003030.28694195,157192299.73727846,30625896.49769143,7768875.796219678,10553604.934138227,5279305.415045425,8656270.227952598,68355397.17264457,6530710.790269816,202505336.46406093,46660179.730210006,261850389.6199929,5843001.512255447
14,199660628.82150242,144553757.64497945,30625896.49769143,7744494.0906986995,10437340.741633192,5136225.191402644,7891120.908639726,67010362.093579896,5976073.481233134,201912955.8856114,45630172.12694438,254154900.9899937,5843001.512255447
15,196918432.3499938,139918386.86469638,30625896.49769143,7773308.83358712,10411504.25440986,5109089.286918659,7384301.745365017,66203159.32377991,5857582.7833934575,201516340.56270078,44889230.972325385,245889004.84296682,5843001.512255447
16,194978931.59500268,140471481.52899793,30625896.49769143,7609286.450991447,10278015.73708928,5010413.2706133295,7022639.52691161,65974388.48216542,5653375.410520845,201134979.67528656,44272395.645162806,238108080.72583568,5843001.512255447
17,193314197.17593426,143898185.8259282,30625896.49769143,7467429.255232985,10069170.798700593,4924071.756346117,6582248.118046683,65824334.489278495,5809682.28852212,200812094.1239428,43705149.826155074,229812030.87746823,5843001.512255447
18,191851103.98932478,147861469.45718944,30625896.49769143,7443047.54971202,9970130.931011135,4859932.34574763,6429710.311624164,65733318.13293711,5865146.019425779,200331579.40580145,43000267.95315831,220427934.9723918,5843001.512255447
19,191598415.3185805,149942295.16058466,30625896.49769143,7270159.092381408,9840948.494894434,4793326.034741552,6328838.53640924,65590643.844618455,5754218.557618448,200451072.4838577,43419657.723347746,213541570.66170034,5843001.512255447
20,191516288.86994636,149890656.6708336,30625896.49769143,7201447.013185921,9774204.236234106,4758789.429034646,6139396.421981358,65516846.79893627,5688670.5120050125,202172281.28905302,45760653.02561714,211014929.00318,5843001.512255447
21,191471251.7852118,148668678.40504193,30625896.49769143,7245777.386860427,9789275.52044771,4734120.4249583185,6247649.058797278,65494707.68523174,5746655.321586128,201516340.5627009,44924774.283985585,200108071.18039995,5843001.512255447
