,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,212289651.77517378,191305906.24274397,30625896.49769143,17431683.77991551,22828036.80855517,7240864.738165233,20955855.84452097,71712012.57042074,13440376.120911386,236109274.81814042,41845023.65962249,216759222.6799402,5827489.6647143485
1,195598526.5534473,145122175.1887821,30625896.49769143,7680518.129393204,9707459.977573829,4721785.922920144,3425399.9031858444,65247839.52073442,5532363.634003771,200234895.72454926,41918458.34276249,200130382.39584395,5843001.512255447
2,192900502.768895,140699987.5178523,30625896.49769143,6977578.6261296375,9597654.90687463,4647778.91069114,2335655.599347627,64951773.325782515,5461773.431035467,203512129.20683393,33941908.60401819,194728908.78192914,5843001.512255447
3,191184651.4716356,141448130.76872677,30625896.49769143,7239127.8308092505,9604114.028680474,4642845.109875864,2049113.6034666281,65314960.73892412,5575221.971520249,213404630.62635216,51754236.92360229,207565577.9564772,5843001.512255447
4,191166589.1531828,144767142.98407862,30625896.49769143,7833154.8380477205,10122996.813749231,4699583.819251425,2252743.100777303,65657061.18573234,6578611.285141187,228178551.40476894,83880528.04652512,248048165.6435243,5843001.512255447
5,193925662.37520966,150623024.81784943,30625896.49769143,9838386.417337077,11470800.230566878,4924071.756346117,7327715.139756636,66887011.94710082,8886892.856677247,245810136.4328747,85886235.64687844,285447537.3684885,5843001.512255447
6,233926526.89394516,232817242.50298372,30625896.49769143,20216309.506233625,28553102.15588732,7534052.3876228435,14950779.575765874,86634599.88131602,34256939.12611938,235703408.38765493,77154246.62166363,287855253.6227125,5843001.512255447
7,264647946.89332426,315782621.0244615,30625896.49769143,32519192.07195419,42137166.05644237,9093133.445247456,22645281.65864498,112143956.91603494,46994840.83109687,239978423.19721514,52966111.54410218,299028821.3315322,5843001.512255447
8,235361122.27690893,262491065.39753693,30625896.49769143,20441475.727073647,23124641.981035914,6081048.0475264285,21330320.154512286,91534216.11988524,25546899.10184534,214999066.43505213,70695262.00994444,299075613.65036577,5843001.512255447
9,223354783.34668708,242848362.70951065,30625896.49769143,17232830.858617812,16684484.75015731,5634539.073744693,21714475.291231774,84700639.42452359,18989594.569943167,220825724.33069465,46547974.686503224,292061673.8727299,5843001.512255447
10,216482337.59881318,227464822.99898112,30625896.49769143,14290956.732092023,12191837.608433502,5343444.825643913,16745775.329718225,79537249.23329207,14694285.74575093,205932499.63895455,56779085.19739484,286128129.4910179,5843001.512255447
