,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,444.4948790960913,256.3241614650119,211.0286454519056,224.46600571545594,240.39007981678665,230.80715271542664,109.73538076579388,470.2627248247258,371.6962902689232,285.41944640792457,187.84143760833084,445.57159364345915,367.56866787284497
1,443.69180283899857,255.60159782443424,211.0286454519056,222.93992190336647,238.41974327794225,229.25231811971605,109.19982939407492,469.046595158018,366.3322390344407,285.4934583028315,187.6450214138988,445.77273018872575,367.48615476845646
2,443.01045186263485,254.4274125656126,211.0286454519056,221.6573969573712,236.39917944917417,229.19999392770507,108.65613830121222,468.1134178003956,361.1538764923117,285.55619050714324,187.54092571736882,445.91062963986633,367.5976885600933
3,442.4760681813943,252.77978662418602,211.0286454519056,220.63197222192557,235.24357931214112,229.19629033645128,108.10803828157248,467.432900712508,360.90402669340165,281.301079905619,195.6326251881253,444.64297190432245,367.5976885600933
4,442.0627216015222,251.38541666370804,211.0286454519056,219.84393604967195,235.47756348300246,229.23662096802994,107.58504032363265,467.56217267266373,362.57046165664303,281.8019309024697,188.20770683943917,443.56717328407683,367.5976885600933
5,441.95921927829994,251.2317857665037,211.0286454519056,220.26217873609605,236.07023445604116,229.3953366128564,107.68281131488045,468.1557097454689,365.9345568021294,282.9557606316692,186.73011992928065,444.02283923367634,367.5976885600933
6,443.84108409583547,253.70996522075473,211.0286454519056,222.3325225237461,238.9675000935527,230.96318520553632,108.6264333519137,471.20379270392436,375.70454299216925,284.5753980657347,192.03417056338364,446.8479396971194,367.5976885600933
7,446.486452996147,257.32346324716474,211.0286454519056,225.58552267483918,241.3690262263445,231.76550390121145,109.15768028679726,475.819591351,381.756938064472,285.5290020978912,197.3252103897603,450.5989777118375,367.5976885600933
8,446.90066177753636,259.0821072907931,211.0286454519056,225.6440338599564,241.08780286983765,230.14764530662805,109.38580785035072,477.0499823188906,382.8037950732327,285.91872661166553,194.02629488560913,452.51349638833034,367.5976885600933
9,446.6384084612746,260.0448578970987,211.0286454519056,225.10251475327752,240.26445557710704,229.8697423791759,109.52901224893317,476.5507927066819,381.1347184803776,284.14508250589125,197.31684911416866,454.75723430490416,367.5976885600933
10,446.1569976429645,260.47967774208354,211.0286454519056,224.4148125166594,239.10842024066045,229.6803074217327,109.48075111785523,475.51176744040686,378.78931277069046,285.24542583480434,190.27208068887856,455.1423355861125,367.5976885600933
