,HCR,LOP,DEX,CGR,GPR,FOS,DET,BCL
0,30.0,72.03441490867857,15.0,23.7590637827432,48.91064001416778,18.495386821504393,82.89089089848488,16.26805291097977
1,30.0,72.03441490867857,15.0,23.7590637827432,34.75195003538144,14.061228114918936,59.33751573723581,11.938952366750309
2,30.0,85.39906041289387,15.0,25.0,22.92257191135599,14.120631237658396,41.865965468369225,13.435160631983806
3,30.0,86.62761014449491,15.0,21.203042373559732,80.0,17.194517110138566,100.0,18.0
4,29.22331508668999,80.0784261950882,15.0,8.287445984298062,13.556650555399651,20.0,98.53882023163416,18.0
5,25.624641828160005,38.72464383732093,15.0,11.034454250521248,47.564626460315566,20.0,90.74340554400834,18.0
6,24.730038440757884,19.289902668171123,7.810205545142849,21.978036708651064,80.0,20.0,97.77010898221566,18.0
7,30.0,27.500003254183014,10.498575322058393,25.0,80.0,20.0,100.0,18.0
8,30.0,35.41103384491724,12.4796776144171,25.0,80.0,20.0,100.0,18.0
9,30.0,47.529579980333196,15.0,25.0,80.0,20.0,37.11433977408723,12.565389760408776
10,30.0,61.83342986194951,15.0,25.0,31.882422215588186,20.0,100.0,18.0
11,30.0,78.22970678127659,15.0,25.0,80.0,20.0,100.0,18.0
12,30.0,94.2265384136859,15.0,25.0,13.839375923389175,20.0,100.0,18.0
13,30.0,97.59284777278432,15.0,25.0,80.0,20.0,100.0,18.0
14,30.0,95.88214913241067,15.0,25.0,43.736024778596324,20.0,100.0,18.0
15,30.0,93.35198844425078,15.0,25.0,45.41771677375506,20.0,100.0,18.0
16,30.0,89.62503529175632,15.0,20.358264554036193,36.76529274858929,20.0,100.0,18.0
17,30.0,85.86151181122001,15.0,25.0,32.60016953685041,20.0,100.0,18.0
18,30.0,82.4925231517608,15.0,23.556269878963086,29.81614559758952,19.878643042053042,100.0,18.0
19,27.653450558730192,42.1729824659679,15.0,11.755625543259049,27.142710793784342,17.910021220881273,100.0,18.0
20,24.90857685037458,20.827692201886396,8.630854225972195,10.502033414723867,24.881893808672352,15.980491328646346,100.0,18.0
21,22.432419742081848,10.4482385851462,4.3154271129860975,9.854285413353423,21.52193970389043,14.318010185082995,100.0,18.0
22,16.637903826904555,5.287913841073768,2.1577135564930487,9.660048991661391,22.356973293834987,13.772583970437053,100.0,18.0
23,12.291173467657647,2.6722641466447983,1.0788567782465244,11.150232589015815,34.42250602230185,16.015371123025695,100.0,18.0
24,11.9795351703134,15.375139001075839,6.143951969184724,8.732590989502434,29.816145597585972,20.0,99.4519264827705,18.0
25,12.126178020722966,21.41853226052353,8.545036646797145,9.703209131804126,27.90874346689042,18.35147922757411,98.16892124315667,18.0
26,12.822985651084275,28.032049195415624,11.20342188150179,10.242880073424233,28.478997890338178,17.6040097785649,69.18184768037462,18.0
27,12.676254421223831,20.91489569253935,8.40887483088306,10.45883617814081,26.1455109563644,17.718364613285345,39.18385881477781,14.9467401072903
28,15.647698886287051,19.42269425366441,7.806322994382226,14.901855017990522,47.79896847989253,20.0,53.81747284971017,18.0
