,HCR,LOP,DEX,FAL,DOR,COT,FRN,CGR,BLU,GPR,FOS,DET,BCL
0,212289651.77517378,191305906.24274397,30625896.49769143,17431683.77991551,22828036.80855517,7240864.738165233,20955855.84452097,71712012.57042074,13440376.120911386,236109274.81814042,41845023.65962249,216759222.6799402,5827489.6647143485
1,206838724.0578336,184175710.8597056,30625896.49769143,13979384.314566178,17078974.98378765,4721785.922920123,14758841.85918719,68943235.2130079,9058438.008006018,236809186.80530167,41118196.00765711,218318832.44660214,5783385.585287637
2,202277547.3099738,172865494.77985692,30625896.49769143,11419524.862265294,12227344.126978185,4647778.910691125,9756666.150651231,66800068.02544597,5721095.943781247,237402429.57842657,40732995.4344184,219396110.2781178,5843001.512255447
3,198638718.85607496,157744896.8239155,30625896.49769143,9711827.359741218,9604114.02868042,4642845.1098758755,5961630.154914909,65332354.184731014,5575221.971520246,199711232.3622746,76239097.79137947,209763246.33698088,5843001.512255447
4,195919489.44612586,145549160.58556503,30625896.49769143,8598156.864455609,10122996.813749235,4699583.819251453,3400797.0311822165,65651263.37046334,6578611.285141172,204035792.56910843,43244668.159083635,201773759.11891016,5843001.512255447
5,195255359.5691797,144222645.86992005,30625896.49769143,9169715.604334256,11470800.230566867,4924071.756346131,3829049.929967935,66887011.94710082,8769428.655836172,213404630.6263521,38102697.52524013,205141986.97823852,5843001.512255447
6,207865267.60034043,166158908.9346559,30625896.49769143,12730683.013025977,18655496.719257753,7534052.387622824,9518747.131706681,74018266.46151558,17436945.793320633,228178551.4047691,59238325.485052764,226595076.3108814,5843001.512255447
7,226243657.11465442,200436483.5164551,30625896.49769143,20079088.546281084,26048089.75982306,9093133.445247456,14308260.456046693,85413329.32444452,24804395.618353285,237145315.58923224,85584292.30605774,256021306.83968493,5843001.512255447
8,229185823.07829,218999760.64432767,30625896.49769143,20214505.505055733,25123059.939099886,6081048.0475264285,16746984.412969314,88810648.54801813,26279404.541891705,240954191.94729015,68094586.70397052,272222626.52216214,5843001.512255447
9,227311354.77402496,229680286.45885175,30625896.49769143,19085204.81199818,22414820.159482114,5634539.073744687,18436999.192114376,87394470.00759768,23972372.00023779,224181281.9875871,85536162.71343334,291208267.4794873,5843001.512255447
10,223823075.13495833,234581272.98425287,30625896.49769143,17305391.18234841,19016506.56530454,5343444.825643901,17861549.873925667,84645883.84401092,20956008.51639127,234463605.76328605,51515500.13697035,294691713.9553667,5843001.512255447
11,219800484.49758923,234225781.68683472,30625896.49769143,15186356.128898898,15255361.248456769,5173228.697517149,15592082.504573574,81135551.96907394,17436470.959354963,211665508.07145178,67939187.40662155,293290942.0817003,5843001.512255447
12,215864240.93139258,229312756.05267236,30625896.49769143,13241738.885190545,11847563.792133674,5118956.888549192,12777876.685123496,77752262.23434845,14102061.846790534,218410438.7104062,45399481.42848307,289475993.98276794,5843001.512255447
13,211938706.23876965,219641005.42480636,30625896.49769143,11698639.245119784,10553604.934138235,5279305.4150454365,11143800.263306458,74730215.61867929,10572358.533295704,204084170.5379549,55750550.61622785,284487265.5763967,5843001.512255447
14,208456086.29038426,205869157.9616492,30625896.49769143,10496308.002485149,10437340.741633195,5136225.191402666,9185847.114368409,72289757.99268863,7339958.918104851,203732162.35564122,48020352.26610445,278484284.71501863,5843001.512255447
15,205178646.04051483,187652503.87780982,30625896.49769143,9322791.502738947,10411504.254409868,5109089.286918666,7384301.745364977,70290939.72770722,5857582.783393476,202505336.4640612,46237322.570056565,272215653.4611163,5843001.512255447
16,202270600.24190137,169175887.09883016,30625896.49769143,7985252.62039705,10278015.737089269,5010413.270613307,6430694.157908192,68565039.21494412,5653375.410520867,201912955.88561112,46222552.70539433,265816870.51753002,5843001.512255447
17,199719217.38235402,153631784.62183288,30625896.49769143,7467429.255233013,10069170.798700608,4924071.756346135,6186173.83642228,67064021.70422257,5809682.288522098,201516340.562701,45285846.29523564,259174248.62600896,5843001.512255447
18,197456357.23902023,140677745.63983628,30625896.49769143,7443047.5497120125,9970130.931011098,4859932.345747648,6429710.311624161,65733318.13293712,5865146.019425782,201134979.67528668,44653756.532577015,252152192.65928453,5843001.512255447
19,195382903.72350454,137187913.96851575,30625896.49769143,7270159.092381423,9840948.49489443,4793326.034741537,6328838.536409301,65590643.84461847,5754218.55761844,200812094.1239428,44028035.377499014,244705472.06534576,5843001.512255447
20,193604013.08423573,138273766.34748656,30625896.49769143,7201447.013185917,9774204.236234117,4758789.429034655,6139396.421981358,65516846.798936285,5688670.512005005,200331579.4058012,43480782.67130001,236612959.70102778,5843001.512255447
21,192122802.2243565,141485825.31227365,30625896.49769143,7245777.386860424,9789275.520447714,4734120.424958333,6247649.058797327,65494707.68523161,5746655.321586117,200451072.4838577,43300164.64529132,228922496.68791863,5843001.512255447
22,191495094.9477183,145239476.55695158,30625896.49769143,7598203.857572816,10058405.59569087,4761256.329442273,6232887.335595118,65664440.890300535,6092043.100395349,202172281.28905272,44039444.22042249,222953307.45967242,5843001.512255447
23,191450057.8629835,148893676.72632048,30625896.49769143,7513976.147591222,10041181.270875322,4756322.528627004,6166459.581185302,65388931.91975402,5804640.131167235,201516340.5627006,45580715.01033785,215338228.69991493,5843001.512255447
24,191471251.78521177,149474928.38873744,30625896.49769143,7396500.657353781,10560064.055944102,4741521.126181237,6378044.280416526,65499627.48827714,5716402.377456862,201244303.1296788,44795929.77921733,207554791.77433875,5843001.512255447
25,191571922.91579542,148838382.11116433,30625896.49769143,7434181.474977105,9903386.672350822,4852531.644524754,6867641.433288784,65561125.02634554,5713881.298779398,201325660.11899373,44554992.74389828,199123050.2699383,5843001.512255447
26,191550728.9935671,146713017.27676088,30625896.49769143,7646967.26861477,9929223.159574136,4951207.660830093,6929148.61329781,65585724.041572936,5764302.872328204,200992604.94398534,44591920.59363817,195394803.01986873,5843001.512255447
27,191979905.9186865,146831954.89568356,30625896.49769143,9023425.37120838,11261955.292178195,5506260.252547754,8282306.573497489,66090003.853734046,7047531.919144941,204068916.10245797,46020480.80278833,197219101.9509791,5843001.512255447
28,193492622.117718,149890714.9017616,30625896.49769143,10928653.323157065,13856369.217522083,6776713.9624791965,10683546.88105173,66618882.68112247,8242523.212251277,206649458.1072928,51373785.3644921,197960380.4422704,5843001.512255447
29,194060885.64815497,152324124.1723457,30625896.49769143,11869695.647685105,13281095.467941187,6636104.683898532,13039571.846564732,66422090.55930356,7317287.3376309825,205223168.3883647,52954671.72888372,197344742.37323192,5843001.512255447
30,193853836.1799762,152004149.98878643,30625896.49769143,12307588.231007429,13037606.556522643,6554701.015101042,15032594.565697303,66171180.60398442,6586174.521173513,203484162.74175695,50548719.48232145,196241619.46585274,5843001.512255447
31,193480109.53450635,150407271.69844162,30625896.49769143,12251810.552098202,13115137.280256702,6997103.198165719,18254611.40352725,66102303.361347705,6311376.945332584,202927375.8461325,48301000.18757717,195653622.28970948,5843001.512255447
