set Zone5Generators :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 BOARDMAN_1 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 CRYSTAL_MOUNTAIN_1 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 GRIMES_WAY_3 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 GRAND_COULEE_PS SLACK PNWH COLUMBIA_2 ;

set WECCImports :=
P3I P8I P14I P65I P66I ;

set Coal :=
BOARDMAN_1 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 ;

set Nuclear :=
COLUMBIA_2 ;

set Oil :=
CRYSTAL_MOUNTAIN_1 GRIMES_WAY_3 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 ;

set PSH :=
GRAND_COULEE_PS ;

set Slack :=
SLACK ;

set Hydro :=
PNWH ;

set Ramping :=
PNWH P3I P8I P14I P65I P66I ;

set Gas :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 ;

set zones :=
PNW ;

param SimHours := 8760;
param SimDays:= 365;

param HorizonHours := 48;

param HorizonDays := 2;

param:	typ	zone	netcap 	seg1	seg2	seg3	mincap	ramp	minu	mind	var_om	no_load	st_cost	:=
PNW	7482	20944.40592902337	1.2456156304348545	0	509.8
PNW	7483	20697.184094641136	0.546509421900191	0	509.8
PNW	7484	19908.17688357011	0.08020203212970207	0	509.8
PNW	7485	18902.238923262	0.031938862318842416	0	509.8
PNW	7486	17393.476302382238	0.1966014417233107	0	509.8
PNW	7487	16204.410190351462	0.08162153703704148	0	509.8
PNW	7488	15169.721338358571	0.2555108985507394	0	509.8
PNW	7489	14261.074472376204	0.6733483960371108	0	509.8
PNW	7490	13888.885142876266	0.3956789543723235	0	509.8
PNW	7491	13746.008856477583	0.4206692041221544	0	509.8
PNW	7492	13780.538781322084	0.2124171228735631	0	509.8
PNW	7493	14142.17715205492	0.2110287756652381	0	509.8
PNW	7494	14987.412012770686	0.13189298479077438	0	509.8
PNW	7495	16176.493134128967	0.12772794316580255	0	509.8
PNW	7496	17098.537864826667	0.22907728937345045	0	509.8
PNW	7497	17874.463873020282	0.17632009545714009	0	509.8
PNW	7498	18390.254894988364	0.10412604062429566	0	509.8
PNW	7499	18419.988447840005	0.2854441865610137	0	509.8
PNW	7500	18190.861065072888	0.10829108224926748	0	509.8
PNW	7501	17774.39762447646	0.04303876345804215	0	509.8
PNW	7502	17394.76386190021	0.051368846707985805	0	509.8
PNW	7503	17321.75245138354	0.038318382817337626	0	509.8
PNW	7504	17620.908071429432	0.04303876345804215	0	509.8
PNW	7505	18779.475435489992	0.15410654012395755	0	509.8
PNW	7506	19931.12503659804	0.17632009545714009	0	509.8
PNW	7507	19535.235401555383	0.04720380508301397	0	509.8
PNW	7508	18638.176069491547	0.061087277166253326	0	509.8
PNW	7509	17686.95494499943	0.04165041624971826	0	509.8
PNW	7510	16685.278297072662	0.05414554112463374	0	509.8
PNW	7511	15710.130555604414	0.16382497058222512	0	509.8
PNW	7512	14782.910395692632	0.20547538683194289	0	509.8
PNW	7513	13863.970105243036	0.6733483960371108	0	509.8
PNW	7514	13495.197271126592	0.3956789543723235	0	509.8
PNW	7515	13364.05290469846	0.4206692041221544	0	509.8
PNW	7516	13399.513820769836	0.2124171228735631	0	509.8
PNW	7517	13731.758052321335	0.2110287756652381	0	509.8
PNW	7518	14436.152686513726	0.13189298479077438	0	509.8
PNW	7519	15539.39853408903	0.12772794316580255	0	509.8
PNW	7520	16356.259191659805	0.22907728937345045	0	509.8
PNW	7521	16818.283305122593	0.17632009545714009	0	509.8
PNW	7522	16900.049794975683	0.10412604062429566	0	509.8
PNW	7523	16806.307563899718	0.2854441865610137	0	509.8
PNW	7524	16402.32693021868	0.10829108224926748	0	509.8
PNW	7525	16074.806183788112	0.04303876345804215	0	509.8
PNW	7526	15813.192731943709	0.051368846707985805	0	509.8
PNW	7527	15689.239061201746	0.038318382817337626	0	509.8
PNW	7528	15898.071362540835	0.04303876345804215	0	509.8
PNW	7529	16936.97340644494	0.15410654012395755	0	509.8
PNW	7530	19255.810175166032	0.17632009545714009	0	509.8
PNW	7531	19408.958814197224	0.04720380508301397	0	509.8
PNW	7532	18862.36585143343	0.061087277166253326	0	509.8
PNW	7533	18037.964414227343	0.04165041624971826	0	509.8
PNW	7534	16681.395491883795	0.05414554112463374	0	509.8
PNW	7535	15518.314943557642	0.16382497058222512	0	509.8
PNW	7536	14521.557110100004	0.20547538683194289	0	509.8
PNW	7537	14363.442976241455	1212.8179113594495	0	509.8
PNW	7538	14054.482906819285	842.6358943981385	0	509.8
PNW	7539	14013.662137859928	467.6899306706074	0	509.8
PNW	7540	14187.224125829056	332.25051103271136	0	509.8
PNW	7541	14832.938281669742	253.85166852541508	0	509.8
PNW	7542	16308.538245197631	166.11920945059217	0	509.8
PNW	7543	18930.721705518314	83.18061982077131	0	509.8
PNW	7544	20671.3178119432	53.539167118152726	0	509.8
PNW	7545	20620.44693538004	77.68370215391768	0	509.8
PNW	7546	20202.62723303066	75.16228140704686	0	509.8
PNW	7547	19680.73627773923	37.817105308846	0	509.8
PNW	7548	19057.56206793958	26.89363208388201	0	509.8
PNW	7549	18574.85575713393	70.46551543605109	0	509.8
PNW	7550	18195.56538859029	169.665812616451	0	509.8
PNW	7551	17946.53329287323	390.9032286552832	0	509.8
PNW	7552	18202.58452003603	597.4161949808242	0	509.8
PNW	7553	19684.60440125245	841.105879915675	0	509.8
PNW	7554	21950.771535800763	668.6288928395072	0	509.8
PNW	7555	22116.61995944811	622.4171725451731	0	509.8
PNW	7556	21596.837615613647	637.2162679165373	0	509.8
PNW	7557	20656.895751803866	303.11928806036315	0	509.8
PNW	7558	18821.510883549232	258.51926354457333	0	509.8
PNW	7559	16766.58489110098	203.6736611954469	0	509.8
PNW	7560	15664.583281807836	182.906406385279	0	509.8
PNW	7561	15190.70177031118	2731.3708773611843	0	509.8
PNW	7562	14860.647885563576	2263.898882621143	0	509.8
PNW	7563	14786.550814073646	2158.155143707841	0	509.8
PNW	7564	14927.840156609898	2163.8896375502027	0	509.8
PNW	7565	15560.908467460225	1996.2577529011612	0	509.8
PNW	7566	17052.361348507096	1777.3042073235058	0	509.8
PNW	7567	20385.054479612358	1680.0608487158481	0	509.8
PNW	7568	21772.6508585326	1419.5206746379858	0	509.8
PNW	7569	21280.311760508102	920.9144682636032	0	509.8
PNW	7570	20761.155587032088	714.0232001401805	0	509.8
PNW	7571	20106.96189219534	852.6478760945406	0	509.8
PNW	7572	19428.427003906752	729.8175575383258	0	509.8
PNW	7573	18847.21571652931	601.3776718866987	0	509.8
PNW	7574	18337.93266778671	688.3015373862262	0	509.8
PNW	7575	18075.953757286003	708.5396599464377	0	509.8
PNW	7576	18239.655107005463	681.9890097174086	0	509.8
PNW	7577	19818.11908782045	903.3043751202017	0	509.8
PNW	7578	22093.548172932104	1259.4181862668165	0	509.8
PNW	7579	22214.745735283945	1501.6368082807626	0	509.8
PNW	7580	21761.23837162117	2150.283480939116	0	509.8
PNW	7581	20716.00780483425	2651.2740150509944	0	509.8
PNW	7582	18914.160604163277	3072.4756605459065	0	509.8
PNW	7583	16981.219125549844	3205.061601135133	0	509.8
PNW	7584	15831.860694565717	3280.2415516765222	0	509.8
PNW	7585	15612.23099587689	1121.5213152249034	0	509.8
PNW	7586	15282.665990266201	1421.6519375725393	0	509.8
PNW	7587	15167.651363045115	1080.950767673367	0	509.8
PNW	7588	15302.088450584519	995.4267761773688	0	509.8
PNW	7589	15879.991383853196	1276.4096154669962	0	509.8
PNW	7590	17337.58861351934	1463.4777340213905	0	509.8
PNW	7591	20425.645080905746	2207.007673036	0	509.8
PNW	7592	21940.70905381284	2650.6988962236333	0	509.8
PNW	7593	21529.310901930465	3049.4041469686267	0	509.8
PNW	7594	20784.960955847026	3358.737805311688	0	509.8
PNW	7595	20121.20792628676	3522.1993538752954	0	509.8
PNW	7596	19389.243270466228	2946.333214833457	0	509.8
PNW	7597	18861.480856165	2462.3326962153	0	509.8
PNW	7598	18552.24502563089	1831.5396276667466	0	509.8
PNW	7599	18154.626567808737	1260.925750758839	0	509.8
PNW	7600	18356.96010486903	872.5364997238402	0	509.8
PNW	7601	19933.666274449635	639.677023594709	0	509.8
PNW	7602	21911.594581040496	288.3838790440472	0	509.8
PNW	7603	21900.837267151594	65.09916247724331	0	509.8
PNW	7604	21255.589042048825	46.131121752840954	0	509.8
PNW	7605	20294.395372361854	53.61863717678658	0	509.8
PNW	7606	18441.911742010565	232.02882724323877	0	509.8
PNW	7607	17017.603261429613	160.7084612554505	0	509.8
PNW	7608	15860.516322275564	86.96287592277254	0	509.8
PNW	7609	14165.07834565405	1350.5815666639548	0	509.8
PNW	7610	13846.706290779355	996.8449766738536	0	509.8
PNW	7611	13717.977182020302	840.3441328632523	0	509.8
PNW	7612	13872.87621241153	690.4115896687915	0	509.8
PNW	7613	14434.497961881963	667.0563510463321	0	509.8
PNW	7614	15787.174012198855	674.856771322412	0	509.8
PNW	7615	18134.027492705503	721.9598289091898	0	509.8
PNW	7616	19527.42513747868	706.1516857051769	0	509.8
PNW	7617	19168.027670596744	775.7010553764262	0	509.8
PNW	7618	18637.729678851683	709.9082542647923	0	509.8
PNW	7619	18149.4848003679	954.5910185273476	0	509.8
PNW	7620	17718.722537855174	1463.9678157766157	0	509.8
PNW	7621	17410.939604702377	2105.015628119942	0	509.8
PNW	7622	17198.22758647181	2988.2403069601532	0	509.8
PNW	7623	17035.788064488403	3053.845363311167	0	509.8
PNW	7624	17391.434666868503	2721.6211273781496	0	509.8
PNW	7625	18815.086906281518	2898.8053551606126	0	509.8
PNW	7626	20328.79433208	2885.217334983232	0	509.8
PNW	7627	20126.2167420298	2516.557998383461	0	509.8
PNW	7628	19560.48848149	1951.7195571359343	0	509.8
PNW	7629	18526.061292630966	1979.452646915844	0	509.8
PNW	7630	17018.15360736551	1932.9248497211213	0	509.8
PNW	7631	15816.174322814191	1799.9245096362833	0	509.8
PNW	7632	14809.655783066015	1613.2585804454004	0	509.8
PNW	7633	13907.394259711204	117.66565392469634	0	509.8
PNW	7634	13601.540891453096	105.90840371398212	0	509.8
PNW	7635	13494.414129055132	135.60481619056114	0	509.8
PNW	7636	13621.090696339636	169.3211580138761	0	509.8
PNW	7637	14145.243248892302	182.29886296037887	0	509.8
PNW	7638	15365.653996220857	177.1748508414929	0	509.8
PNW	7639	17042.488353560973	203.8642574137141	0	509.8
PNW	7640	18453.57775261224	258.9959939748371	0	509.8
PNW	7641	19040.041814302567	201.73997181642238	0	509.8
PNW	7642	19077.478073058468	125.57949164066044	0	509.8
PNW	7643	18907.308669261056	105.68628610119448	0	509.8
PNW	7644	18632.314902725204	284.3842707214514	0	509.8
PNW	7645	18346.63350908781	329.4151877666658	0	509.8
PNW	7646	18097.52719760067	254.84286587264975	0	509.8
PNW	7647	18047.83222546403	577.6465210928775	0	509.8
PNW	7648	18405.925231648456	985.4251753168494	0	509.8
PNW	7649	19720.302384047656	913.9985421598636	0	509.8
PNW	7650	20828.671125907837	1000.2425543937917	0	509.8
PNW	7651	20380.04923531426	1243.3879429670994	0	509.8
PNW	7652	19668.549526326024	1407.643607212227	0	509.8
PNW	7653	18562.40494902841	1557.5986028422326	0	509.8
PNW	7654	17285.363004261573	1399.1780312025296	0	509.8
PNW	7655	16023.142824326873	1439.9715888869614	0	509.8
PNW	7656	15074.091692077436	1543.2290909327246	0	509.8
PNW	7657	14335.927971908528	0.31744173269358783	0	509.8
PNW	7658	13980.860755491365	0.7070293137266283	0	509.8
PNW	7659	13907.530848329468	0.1731500360146846	0	509.8
PNW	7660	13995.551899349566	0.02885833933578065	0	509.8
PNW	7661	14348.991420088545	0.0	0	509.8
PNW	7662	15173.003156861998	0.0	0	509.8
PNW	7663	16384.74905691715	0.0	0	509.8
PNW	7664	17356.857389596757	0.0	0	509.8
PNW	7665	18227.372474426506	0.31744173269358783	0	509.8
PNW	7666	18618.097939600026	0.3463000720293692	0	509.8
PNW	7667	18245.885063030764	0.2597250540220269	0	509.8
PNW	7668	17607.293999726127	0.24529588435413535	0	509.8
PNW	7669	17038.891459678158	0.1731500360146846	0	509.8
PNW	7670	16690.576378752176	0.2308667146862456	0	509.8
PNW	7671	16633.29010978435	0.4040167507009301	0	509.8
PNW	7672	16906.235604580874	0.10100418767523264	0	509.8
PNW	7673	18331.804960186244	0.0	0	509.8
PNW	7674	19615.35436355454	0.0	0	509.8
PNW	7675	19278.95367833137	0.0	0	509.8
PNW	7676	18540.736035946644	0.057716678671561474	0	509.8
PNW	7677	17634.760286527755	0.04328750900367115	0	509.8
PNW	7678	16649.88712926143	0.0	0	509.8
PNW	7679	15595.49724136623	0.0	0	509.8
PNW	7680	14697.101923511731	0.7503168227302995	0	509.8
PNW	7681	13982.73818622015	0.31744173269358783	0	509.8
PNW	7682	13618.020447541436	0.7070293137266283	0	509.8
PNW	7683	13468.447311788208	0.1731500360146846	0	509.8
PNW	7684	13471.32057002239	0.02885833933578065	0	509.8
PNW	7685	13752.983812897108	0.0	0	509.8
PNW	7686	14401.651384772907	0.0	0	509.8
PNW	7687	15371.624186098088	0.0	0	509.8
PNW	7688	16196.346076863689	0.0	0	509.8
PNW	7689	16760.917920496366	0.31744173269358783	0	509.8
PNW	7690	17055.1930819701	0.3463000720293692	0	509.8
PNW	7691	17102.048825462218	0.2597250540220269	0	509.8
PNW	7692	16882.090779377526	0.24529588435413535	0	509.8
PNW	7693	16694.721226293834	0.1731500360146846	0	509.8
PNW	7694	16475.858300187196	0.2308667146862456	0	509.8
PNW	7695	16368.923042046234	0.4040167507009301	0	509.8
PNW	7696	16579.518320981013	0.10100418767523264	0	509.8
PNW	7697	18013.936878524757	0.0	0	509.8
PNW	7698	19353.349915275357	0.0	0	509.8
PNW	7699	19214.09366985564	0.0	0	509.8
PNW	7700	18719.598298325007	0.057716678671561474	0	509.8
PNW	7701	17770.564606081483	0.04328750900367115	0	509.8
PNW	7702	16443.91345947755	0.0	0	509.8
PNW	7703	15271.558325889819	0.0	0	509.8
PNW	7704	14322.388876297302	0.7503168227302995	0	509.8
PNW	7705	14099.56637294167	79.04671509252499	0	509.8
PNW	7706	13853.562607695241	144.68162083109374	0	509.8
PNW	7707	13816.956854056154	359.11811314314485	0	509.8
PNW	7708	13985.784885166819	712.2913673400508	0	509.8
PNW	7709	14649.572837731797	857.5882218778772	0	509.8
PNW	7710	16111.118717293515	1219.618216674438	0	509.8
PNW	7711	18822.172659161803	1264.3870192484555	0	509.8
PNW	7712	20541.288528684254	1717.4498872356005	0	509.8
PNW	7713	20231.26781782299	1890.6437950029667	0	509.8
PNW	7714	19538.68788944745	1761.7482446618494	0	509.8
PNW	7715	18871.97753968172	2065.45526853697	0	509.8
PNW	7716	18429.582164018484	2795.358317435494	0	509.8
PNW	7717	18089.34620665266	3941.068413532368	0	509.8
PNW	7718	17836.693923612813	4688.495974226906	0	509.8
PNW	7719	17625.456875540287	4474.23789244344	0	509.8
PNW	7720	17900.686790130327	4981.793581451412	0	509.8
PNW	7721	19601.91994122569	5141.091620684894	0	509.8
PNW	7722	21878.321965333358	4441.03424151468	0	509.8
PNW	7723	22090.79808414817	4182.067603609183	0	509.8
PNW	7724	21623.943544019447	3494.383772945993	0	509.8
PNW	7725	20856.402813157445	3072.235502237801	0	509.8
PNW	7726	19136.442135979443	2568.554887235575	0	509.8
PNW	7727	16837.140175994846	2020.6231584277386	0	509.8
PNW	7728	15705.87635668462	1718.9822302783166	0	509.8
PNW	7729	15630.467815095071	3420.6653391161212	0	509.8
PNW	7730	15322.5512484926	3756.5934967418248	0	509.8
PNW	7731	15255.567269037376	3540.612251748328	0	509.8
PNW	7732	15440.985003157326	3087.109667932832	0	509.8
PNW	7733	16087.794235911153	2652.800239597527	0	509.8
PNW	7734	17941.848463630136	2442.92210199121	0	509.8
PNW	7735	21486.828655737194	2650.8707592854307	0	509.8
PNW	7736	22962.999222124552	2515.857470996705	0	509.8
PNW	7737	22386.869480813417	2419.9815749501972	0	509.8
PNW	7738	21591.219973754807	2093.435369284904	0	509.8
PNW	7739	21007.023511076	2155.0314972715605	0	509.8
PNW	7740	20232.841371952003	2325.432845193936	0	509.8
PNW	7741	19597.717101625352	1923.9202651356961	0	509.8
PNW	7742	19092.107054560624	1541.5831094177206	0	509.8
PNW	7743	18766.376695394345	1216.0653575322392	0	509.8
PNW	7744	18979.36093284292	937.9313193635857	0	509.8
PNW	7745	20756.366298453646	663.7143004076718	0	509.8
PNW	7746	22744.94178176614	553.9476257517731	0	509.8
PNW	7747	22783.471544864413	388.5976065443698	0	509.8
PNW	7748	22336.474443431318	323.62599450547776	0	509.8
PNW	7749	21434.066617139044	273.58450616081007	0	509.8
PNW	7750	19591.047117629547	216.75517792877412	0	509.8
PNW	7751	17381.272829368365	105.24635110922785	0	509.8
PNW	7752	16167.317857220896	74.69809472177855	0	509.8
PNW	7753	15152.521615056467	603.8516608020426	0	509.8
PNW	7754	14841.253992852859	618.0617525013868	0	509.8
PNW	7755	14754.313849969694	641.8109893575315	0	509.8
PNW	7756	14915.907856693015	555.5331473413335	0	509.8
PNW	7757	15504.47640096128	704.2637202559982	0	509.8
PNW	7758	17094.493024496976	766.887537584519	0	509.8
PNW	7759	20269.118651608165	816.1751353305459	0	509.8
PNW	7760	21876.908285010035	463.20844654671583	0	509.8
PNW	7761	21448.48295973908	370.56902614616007	0	509.8
PNW	7762	20708.779152841682	333.28940960006776	0	509.8
PNW	7763	19965.890742315438	358.46610554830283	0	509.8
PNW	7764	19186.65944613581	216.8894442253126	0	509.8
PNW	7765	18540.070053389438	115.92769112974236	0	509.8
PNW	7766	18055.81991869225	83.11525814015562	0	509.8
PNW	7767	17807.843592210687	37.28664589387928	0	509.8
PNW	7768	18182.814334446608	52.858407945229594	0	509.8
PNW	7769	20016.451764710848	60.68699609190361	0	509.8
PNW	7770	21971.29898419797	82.85125776054718	0	509.8
PNW	7771	22050.020845886964	125.71846457354538	0	509.8
PNW	7772	21522.32776846317	191.15900204449855	0	509.8
PNW	7773	20691.61814964684	226.4694465131256	0	509.8
PNW	7774	18885.128290299108	275.18283345874227	0	509.8
PNW	7775	17088.09950137299	409.3310574252649	0	509.8
PNW	7776	15897.240203393838	676.607941579784	0	509.8
PNW	7777	14586.055578880316	1734.4854736686038	0	509.8
PNW	7778	14278.899098362474	1364.2311740504226	0	509.8
PNW	7779	14218.110473795909	974.4752941665278	0	509.8
PNW	7780	14318.037964430245	1258.2300239893018	0	509.8
PNW	7781	14863.644024649277	1411.2373738031424	0	509.8
PNW	7782	16279.68747568387	1443.0200574659516	0	509.8
PNW	7783	19086.057801497667	1368.6960348809482	0	509.8
PNW	7784	20726.372811525667	1177.6771327314268	0	509.8
PNW	7785	20351.692114085505	1332.0152668058713	0	509.8
PNW	7786	19706.853233866383	1648.4653252811233	0	509.8
PNW	7787	19180.478911644364	2483.747962757332	0	509.8
PNW	7788	18526.911601792977	3502.9890252546315	0	509.8
PNW	7789	18050.26982125306	4457.163032759633	0	509.8
PNW	7790	17700.295381236978	5497.77937261207	0	509.8
PNW	7791	17507.73104165766	5838.366306541674	0	509.8
PNW	7792	17762.363787538805	5150.051217325197	0	509.8
PNW	7793	19501.64717073877	3923.566611477367	0	509.8
PNW	7794	21322.452555391697	2665.9992842919764	0	509.8
PNW	7795	21365.71235190416	1946.4320454537635	0	509.8
PNW	7796	20855.15279597999	1789.3800066215535	0	509.8
PNW	7797	20044.269288063417	1618.9592577119213	0	509.8
PNW	7798	18425.532176667	1197.8161423908612	0	509.8
PNW	7799	16601.0866704131	780.5507180162903	0	509.8
PNW	7800	15466.922779096089	257.30406452372995	0	509.8
PNW	7801	15278.71793769887	2593.1631998978587	0	509.8
PNW	7802	14942.540150294788	2449.3735529116707	0	509.8
PNW	7803	14859.100817671875	2280.1138898924382	0	509.8
PNW	7804	14987.706911211382	1929.1473338080455	0	509.8
PNW	7805	15526.406335009875	1790.053010752113	0	509.8
PNW	7806	16964.211751863888	1728.6187158846076	0	509.8
PNW	7807	19694.01678594584	1639.8381947422733	0	509.8
PNW	7808	21558.99271499288	1331.7086925052706	0	509.8
PNW	7809	21280.060344344216	927.4416482049944	0	509.8
PNW	7810	20697.12968700333	522.9986099048715	0	509.8
PNW	7811	20318.271196876853	290.00140698803574	0	509.8
PNW	7812	19701.679828431483	303.01433898085344	0	509.8
PNW	7813	18983.5215746932	315.2751698735774	0	509.8
PNW	7814	18495.957225151065	189.31609457957316	0	509.8
PNW	7815	18079.42866159985	293.61368211253915	0	509.8
PNW	7816	18192.105895919703	318.03603901913755	0	509.8
PNW	7817	19927.09311030263	285.17328209567484	0	509.8
PNW	7818	21500.626381909533	467.4586226607112	0	509.8
PNW	7819	21277.28110462545	612.6009010825547	0	509.8
PNW	7820	20604.00280994608	885.6075214562413	0	509.8
PNW	7821	19703.79584986548	1004.3665153287574	0	509.8
PNW	7822	18219.915476359747	1061.1638280723007	0	509.8
PNW	7823	16906.623408075866	970.6364407483203	0	509.8
PNW	7824	15876.739925331382	914.4987762272	0	509.8
PNW	7825	15352.862457160254	2934.1962080456983	0	509.8
PNW	7826	14977.97218758578	2980.9734127948577	0	509.8
PNW	7827	14830.359354183724	3078.651899523481	0	509.8
PNW	7828	14891.782547537452	2869.052096096089	0	509.8
PNW	7829	15241.794664242312	2750.8725010275602	0	509.8
PNW	7830	16055.800159705215	2880.187744591359	0	509.8
PNW	7831	17178.536065789995	2502.3544772454875	0	509.8
PNW	7832	18439.139454327167	2602.605326251233	0	509.8
PNW	7833	19510.095556443423	2792.960686460068	0	509.8
PNW	7834	19933.19014942723	3104.978200747033	0	509.8
PNW	7835	19671.770809459053	3061.539533394542	0	509.8
PNW	7836	18979.541629604933	3289.1116672839553	0	509.8
PNW	7837	18243.593637750248	3031.5922237311406	0	509.8
PNW	7838	17739.838983653088	3031.805290756281	0	509.8
PNW	7839	17491.977539479532	2819.343481892271	0	509.8
PNW	7840	17612.288021447763	2640.725745211861	0	509.8
PNW	7841	18992.0149875221	2586.417859693252	0	509.8
PNW	7842	20647.21026635632	2603.102478045719	0	509.8
PNW	7843	20413.334392080724	2807.5926864963426	0	509.8
PNW	7844	19700.28258967416	2117.6063104872715	0	509.8
PNW	7845	18863.595921157557	2036.2998481793534	0	509.8
PNW	7846	17791.20926292606	1561.530063331793	0	509.8
PNW	7847	16852.96213637542	1059.6053771440024	0	509.8
PNW	7848	15948.99316235174	734.4021200788147	0	509.8
PNW	7849	15109.157536194936	2950.186931111925	0	509.8
PNW	7850	14748.90806018077	2997.2190613241146	0	509.8
PNW	7851	14654.51237827972	3095.4298742913593	0	509.8
PNW	7852	14701.864228493081	2884.687798100424	0	509.8
PNW	7853	15011.256393127273	2765.864150268266	0	509.8
PNW	7854	15734.76614720296	2895.8841334273247	0	509.8
PNW	7855	16731.30767520126	2515.9917579936005	0	509.8
PNW	7856	17777.01882933934	2616.788952045805	0	509.8
PNW	7857	18631.252159670028	2808.1817070413013	0	509.8
PNW	7858	19249.45270868417	3121.899648058114	0	509.8
PNW	7859	19228.821819372206	3078.22424953608	0	509.8
PNW	7860	18815.05710098461	3307.036601431581	0	509.8
PNW	7861	18411.022599490178	3048.1137336310203	0	509.8
PNW	7862	17959.99934392119	3048.3279618245174	0	509.8
PNW	7863	17640.551666164658	2834.7082828977027	0	509.8
PNW	7864	17931.826410928377	2655.117118893604	0	509.8
PNW	7865	19486.4658736956	2600.513267360433	0	509.8
PNW	7866	21150.21972242317	2617.288813208071	0	509.8
