datetime,SRI,SJI
1902-03-24,27.97339646586359,8.283343782560795
1902-03-25,28.088382733876056,8.314043021949182
1902-03-26,28.17494521644991,8.359670348613276
1902-03-27,28.21129994684445,8.390145235398872
1902-03-28,28.26558336727224,8.453061688052195
1902-03-29,28.331971122582367,8.513723181544481
1902-03-30,28.37746703890648,8.540333711990485
1902-03-31,28.332719783074886,8.527681871023068
1902-04-01,28.432051991763913,8.583054159730723
1902-04-02,28.4381463070914,8.578933127679898
1902-04-03,28.461222573281923,8.646405364504739
1902-04-04,28.489794748853775,8.728310929998504
1902-04-05,28.505592440089412,8.78941158382641
1902-04-06,28.51019244501662,8.786170958472528
1902-04-07,28.5106769862694,8.781820597685586
1902-04-08,28.517983950300238,8.779484658920492
1902-04-09,28.529485245520807,8.775819227764522
1902-04-10,28.54677990427762,8.933244028059825
1902-04-11,28.699913058495724,9.104478931079711
1902-04-12,28.900773128303822,9.27582829754276
1902-04-13,29.15451265640662,9.448102014279524
1902-04-14,29.37366517383898,9.612024732864828
1902-04-15,29.568516948144485,9.79365269159471
1902-04-16,29.777693194904064,9.966814528901761
1902-04-17,30.024013338878785,10.17203756066693
1902-04-18,30.236645659127355,10.385661804486693
1902-04-19,30.421269151403667,10.603185491983734
1902-04-20,30.59578577143736,10.821487706119115
1902-04-21,30.763759909321667,11.00972678585986
1902-04-22,30.92940903710812,11.191513948045117
1902-04-23,31.098036120965666,11.383206234451102
1902-04-24,31.268156240715,11.568496573209046
1902-04-25,31.436263193321402,11.750429109876265
1902-04-26,31.602610185434248,11.927961275133732
1902-04-27,31.770023049571044,12.122652041137336
1902-04-28,31.943048371308574,12.327228985366151
1902-04-29,32.12479808673713,12.553614035458637
1902-04-30,32.3186921943949,12.793862825531122
1902-05-01,32.514586203330836,13.041091293983119
1902-05-02,32.78195821158212,13.222996658354415
1902-05-03,33.03889841685385,13.40452474870865
1902-05-04,33.284590401893524,13.578247275513796
1902-05-05,33.51680525331607,13.738003664601415
1902-05-06,33.73877015502052,13.902033509305946
1902-05-07,33.955821846000944,14.063300118250423
1902-05-08,34.16859731295589,14.223336429128922
1902-05-09,34.38677947420164,14.395786101994858
1902-05-10,34.60785890271486,14.60949530875317
1902-05-11,34.82275354086715,14.810535459350637
1902-05-12,35.038736972051694,15.007855834744653
1902-05-13,35.26183194373796,15.207129362041867
1902-05-14,35.47716937908294,15.407228298194617
1902-05-15,35.69567369333247,15.616022237121772
1902-05-16,35.91135543646894,15.835271338826859
1902-05-17,36.14318206362576,16.096302868125875
1902-05-18,36.3745896588142,16.348400779165
1902-05-19,36.601763016300005,16.613239722209634
1902-05-20,36.83535715040912,16.880324312448028
1902-05-21,37.05600036501318,17.145867856012323
1902-05-22,37.24903890529289,17.40415713322872
1902-05-23,37.44295870918068,17.69095241560688
1902-05-24,37.61725655616353,17.922919356312423
1902-05-25,37.78424215414865,18.139531865567918
1902-05-26,37.953949072841,18.36179168547401
1902-05-27,38.120162749925456,18.59213563511308
1902-05-28,38.284802002487616,18.81733151178983
1902-05-29,38.45551389857647,19.016270678090205
1902-05-30,38.63570652518937,19.200831186065038
1902-05-31,38.80129316093196,19.377319193382544
1902-06-01,38.95484307648572,19.5540652532677
1902-06-02,39.07719626468697,19.67578540851224
1902-06-03,39.198615684986564,19.805328471293233
1902-06-04,39.32272647781489,19.94288697510381
1902-06-05,39.442902107507024,20.069003949576988
1902-06-06,39.5741636152159,20.209917810855664
1902-06-07,39.70514933523828,20.357597956362582
1902-06-08,39.82855602946144,20.538340779197064
1902-06-09,39.94945719185624,20.712498682544933
1902-06-10,40.05376987574383,20.882198036252323
1902-06-11,40.18874559781798,21.066257113559452
1902-06-12,40.317931182759615,21.26002175195643
1902-06-13,40.45547071779516,21.460677493171932
1902-06-14,40.59706592706286,21.659640567037403
1902-06-15,40.7401074089363,21.8649972453574
1902-06-16,40.89154274062557,22.09927111933392
1902-06-17,41.02741718776109,22.334463826431218
1902-06-18,41.15525937483585,22.54685637064233
1902-06-19,41.28383187595571,22.755197460319863
1902-06-20,41.4101663914234,22.96503192462965
1902-06-21,41.532368683461264,23.165622808265653
1902-06-22,41.648356282568784,23.374467923437827
1902-06-23,41.76547069206521,23.583893572100024
1902-06-24,41.875365845942724,23.78316504219446
1902-06-25,41.979755719009376,23.96936204730205
1902-06-26,42.078621051039136,24.14881820669411
1902-06-27,42.1731763119914,24.320908588356204
1902-06-28,42.2729981168701,24.485307730192375
1902-06-29,42.37402851492261,24.671791546065215
1902-06-30,42.47101173271868,24.851514863047775
1902-07-01,42.56173279559387,25.041345396218553
1902-07-02,42.6367441606726,25.144526332295428
1902-07-03,42.70888330056677,25.242631894767506
1902-07-04,42.77804694002303,25.346353930377823
1902-07-05,42.84781912963904,25.437253671376467
1902-07-06,42.909749806173636,25.52595202649311
1902-07-07,42.97308350281442,25.617572138207834
1902-07-08,43.036861562377254,25.715014217176936
1902-07-09,43.095491110442666,25.81683283096926
1902-07-10,43.15122568780812,25.92180793868964
1902-07-11,43.204652023596495,26.031096320400287
1902-07-12,43.25628156811359,26.130677981482734
1902-07-13,43.30004625333771,26.21254759123036
1902-07-14,43.340888905232404,26.295428035813202
1902-07-15,43.383762522625275,26.3774502252314
1902-07-16,43.42565385423301,26.45186881310231
1902-07-17,43.463759377303276,26.523590729553355
1902-07-18,43.50049881850997,26.59649286025197
1902-07-19,43.540041402159446,26.669790088487183
1902-07-20,43.57783298813443,26.746375185078712
1902-07-21,43.6133162950228,26.81356788794679
1902-07-22,43.64780995460324,26.88212422148584
1902-07-23,43.68103095951575,26.954488611111906
1902-07-24,43.71371405873742,27.022835011466405
1902-07-25,43.749530301431015,27.08055995792767
1902-07-26,43.781557646669995,27.13280344591722
1902-07-27,43.81608692303708,27.185137220682556
1902-07-28,43.84768700534454,27.230630694439647
1902-07-29,43.87993207247142,27.271821802574586
1902-07-30,43.91036297223005,27.31201020418206
1902-07-31,43.93950291203913,27.350112591143166
1902-08-01,43.96708750917975,27.385820220184407
1902-08-02,43.96708750917975,27.385820220184407
1902-08-03,43.96708750917975,27.385820220184407
1902-08-04,43.96708750917975,27.385820220184407
1902-08-05,43.96708750917975,27.385820220184407
1902-08-06,43.96708750917975,27.385820220184407
1902-08-07,43.96708750917975,27.385820220184407
1902-08-08,43.96708750917975,27.385820220184407
1902-08-09,43.96708750917975,27.385820220184407
1902-08-10,43.96708750917975,27.385820220184407
1902-08-11,43.96708750917975,27.385820220184407
1902-08-12,43.96708750917975,27.385820220184407
1902-08-13,43.96708750917975,27.385820220184407
1902-08-14,43.96708750917975,27.385820220184407
1902-08-15,43.96708750917975,27.385820220184407
1902-08-16,43.96708750917975,27.385820220184407
1902-08-17,43.96708750917975,27.385820220184407
1902-08-18,43.96708750917975,27.385820220184407
1902-08-19,43.96708750917975,27.385820220184407
1902-08-20,43.96708750917975,27.385820220184407
1902-08-21,43.96708750917975,27.385820220184407
1902-08-22,43.96708750917975,27.385820220184407
1902-08-23,43.96708750917975,27.385820220184407
1902-08-24,43.96708750917975,27.385820220184407
1902-08-25,43.96708750917975,27.385820220184407
1902-08-26,43.96708750917975,27.385820220184407
1902-08-27,43.96708750917975,27.385820220184407
1902-08-28,43.96708750917975,27.385820220184407
1902-08-29,43.96708750917975,27.385820220184407
1902-08-30,43.96708750917975,27.385820220184407
1902-08-31,43.96708750917975,27.385820220184407
1902-09-01,43.96708750917975,27.385820220184407
1902-09-02,43.96708750917975,27.385820220184407
1902-09-03,43.96708750917975,27.385820220184407
1902-09-04,43.96708750917975,27.385820220184407
1902-09-05,43.96708750917975,27.385820220184407
1902-09-06,43.96708750917975,27.385820220184407
1902-09-07,43.96708750917975,27.385820220184407
1902-09-08,43.96708750917975,27.385820220184407
1902-09-09,43.96708750917975,27.385820220184407
1902-09-10,43.96708750917975,27.385820220184407
1902-09-11,43.96708750917975,27.385820220184407
1902-09-12,43.96708750917975,27.385820220184407
1902-09-13,43.96708750917975,27.385820220184407
1902-09-14,43.96708750917975,27.385820220184407
1902-09-15,43.96708750917975,27.385820220184407
1902-09-16,43.96708750917975,27.385820220184407
1902-09-17,43.96708750917975,27.385820220184407
1902-09-18,43.96708750917975,27.385820220184407
1902-09-19,43.96708750917975,27.385820220184407
1902-09-20,43.96708750917975,27.385820220184407
1902-09-21,43.96708750917975,27.385820220184407
1902-09-22,43.96708750917975,27.385820220184407
1902-09-23,43.96708750917975,27.385820220184407
1902-09-24,43.96708750917975,27.385820220184407
1902-09-25,43.96708750917975,27.385820220184407
1902-09-26,43.96708750917975,27.385820220184407
1902-09-27,43.96708750917975,27.385820220184407
1902-09-28,43.96708750917975,27.385820220184407
1902-09-29,43.96708750917975,27.385820220184407
1902-09-30,43.96708750917975,27.385820220184407
1902-10-01,43.96708750917975,27.385820220184407
1902-10-02,43.96708750917975,27.385820220184407
1902-10-03,43.96708750917975,27.385820220184407
1902-10-04,43.96708750917975,27.385820220184407
1902-10-05,43.96708750917975,27.385820220184407
1902-10-06,43.96708750917975,27.385820220184407
1902-10-07,43.96708750917975,27.385820220184407
1902-10-08,43.96708750917975,27.385820220184407
1902-10-09,43.96708750917975,27.385820220184407
1902-10-10,43.96708750917975,27.385820220184407
1902-10-11,43.96708750917975,27.385820220184407
1902-10-12,43.96708750917975,27.385820220184407
1902-10-13,43.96708750917975,27.385820220184407
1902-10-14,43.96708750917975,27.385820220184407
1902-10-15,43.96708750917975,27.385820220184407
1902-10-16,43.96708750917975,27.385820220184407
1902-10-17,43.96708750917975,27.385820220184407
1902-10-18,43.96708750917975,27.385820220184407
1902-10-19,43.96708750917975,27.385820220184407
1902-10-20,43.96708750917975,27.385820220184407
1902-10-21,43.96708750917975,27.385820220184407
1902-10-22,43.96708750917975,27.385820220184407
1902-10-23,43.96708750917975,27.385820220184407
1902-10-24,43.96708750917975,27.385820220184407
1902-10-25,43.96708750917975,27.385820220184407
1902-10-26,43.96708750917975,27.385820220184407
1902-10-27,43.96708750917975,27.385820220184407
1902-10-28,43.96708750917975,27.385820220184407
1902-10-29,43.96708750917975,27.385820220184407
1902-10-30,43.96708750917975,27.385820220184407
1902-10-31,43.96708750917975,27.385820220184407
1902-11-01,43.96708750917975,27.385820220184407
1902-11-02,43.96708750917975,27.385820220184407
1902-11-03,43.96708750917975,27.385820220184407
1902-11-04,43.96708750917975,27.385820220184407
1902-11-05,43.96708750917975,27.385820220184407
1902-11-06,43.96708750917975,27.385820220184407
1902-11-07,43.96708750917975,27.385820220184407
1902-11-08,43.96708750917975,27.385820220184407
1902-11-09,43.96708750917975,27.385820220184407
1902-11-10,43.96708750917975,27.385820220184407
1902-11-11,43.96708750917975,27.385820220184407
1902-11-12,43.96708750917975,27.385820220184407
1902-11-13,43.96708750917975,27.385820220184407
1902-11-14,43.96708750917975,27.385820220184407
1902-11-15,43.96708750917975,27.385820220184407
1902-11-16,43.96708750917975,27.385820220184407
1902-11-17,43.96708750917975,27.385820220184407
1902-11-18,43.96708750917975,27.385820220184407
1902-11-19,43.96708750917975,27.385820220184407
1902-11-20,43.96708750917975,27.385820220184407
1902-11-21,43.96708750917975,27.385820220184407
1902-11-22,43.96708750917975,27.385820220184407
1902-11-23,43.96708750917975,27.385820220184407
1902-11-24,43.96708750917975,27.385820220184407
1902-11-25,43.96708750917975,27.385820220184407
1902-11-26,43.96708750917975,27.385820220184407
1902-11-27,43.96708750917975,27.385820220184407
1902-11-28,43.96708750917975,27.385820220184407
1902-11-29,43.96708750917975,27.385820220184407
1902-11-30,43.96708750917975,27.385820220184407
1902-12-01,43.96708750917975,27.385820220184407
1902-12-02,43.96708750917975,27.385820220184407
1902-12-03,43.96708750917975,27.385820220184407
1902-12-04,43.96708750917975,27.385820220184407
1902-12-05,43.96708750917975,27.385820220184407
1902-12-06,43.96708750917975,27.385820220184407
1902-12-07,43.96708750917975,27.385820220184407
1902-12-08,43.96708750917975,27.385820220184407
1902-12-09,43.96708750917975,27.385820220184407
1902-12-10,43.96708750917975,27.385820220184407
1902-12-11,43.96708750917975,27.385820220184407
1902-12-12,43.96708750917975,27.385820220184407
1902-12-13,43.96708750917975,27.385820220184407
1902-12-14,43.96708750917975,27.385820220184407
1902-12-15,43.96708750917975,27.385820220184407
1902-12-16,43.96708750917975,27.385820220184407
1902-12-17,43.96708750917975,27.385820220184407
1902-12-18,43.96708750917975,27.385820220184407
1902-12-19,43.96708750917975,27.385820220184407
1902-12-20,43.96708750917975,27.385820220184407
1902-12-21,43.96708750917975,27.385820220184407
1902-12-22,43.96708750917975,27.385820220184407
1902-12-23,43.96708750917975,27.385820220184407
1902-12-24,43.96708750917975,27.385820220184407
1902-12-25,43.96708750917975,27.385820220184407
1902-12-26,43.96708750917975,27.385820220184407
1902-12-27,43.96708750917975,27.385820220184407
1902-12-28,43.96708750917975,27.385820220184407
1902-12-29,43.96708750917975,27.385820220184407
1902-12-30,43.96708750917975,27.385820220184407
1902-12-31,43.96708750917975,27.385820220184407
1903-01-01,9.02475019113447,4.937166649595802
1903-01-02,8.897227787603194,4.958008540522096
1903-01-03,8.793428707350863,4.8565901261002775
1903-01-04,8.749727535081169,4.725139315983481
1903-01-05,8.722246708158973,4.788761430638676
1903-01-06,8.679687562941556,4.787748595269625
1903-01-07,8.650749504478703,4.78971152663439
1903-01-08,8.627776605595805,4.784962896886146
1903-01-09,8.598971321291742,4.773397458325109
1903-01-10,8.563474309607457,4.765927161107656
1903-01-11,8.554313602173568,4.775527911658677
1903-01-12,8.525313938116476,4.755517212438686
1903-01-13,8.504755289919547,4.790331867424738
1903-01-14,8.516088961134162,4.810726390858514
1903-01-15,8.54919847015591,4.836680017195011
1903-01-16,8.540101012577678,4.871773533143257
1903-01-17,8.535643939901849,4.917735186681619
1903-01-18,8.532109670844843,4.930178332611991
1903-01-19,8.524659251175295,4.971985952705694
1903-01-20,8.51868052350082,5.021944907758137
1903-01-21,8.494380720798024,5.033983234574277
1903-01-22,8.464001989446475,4.998366092174325
1903-01-23,8.438379835598756,4.970219123891343
1903-01-24,8.400674589046687,4.926096947002103
1903-01-25,8.367824730252124,4.976070600568461
1903-01-26,8.343502945116931,4.953867347587146
1903-01-27,8.299141608203307,4.889701444885004
1903-01-28,8.270656080482908,4.800969116464131
1903-01-29,8.255649537682197,4.763430287960391
1903-01-30,8.235210408006438,4.757529924134484
1903-01-31,8.248323327004991,4.764090177928142
1903-02-01,8.259805327475009,4.760874892034834
1903-02-02,8.238927278345843,4.726529891604491
1903-02-03,8.253073564526344,4.738400049653023
1903-02-04,8.201820235410999,4.729427713176018
1903-02-05,8.176422985452417,4.727946546218884
1903-02-06,8.152788097919744,4.726751183001307
1903-02-07,8.124173488986218,4.725233036380211
1903-02-08,8.379647469130896,4.741260888613758
1903-02-09,9.293805524159994,4.756691930588062
1903-02-10,9.624489936630077,4.781314129570431
1903-02-11,9.650627602544139,4.855234925864522
1903-02-12,9.627259290192775,4.886406377221013
1903-02-13,9.66242962067094,4.907419036209535
1903-02-14,9.629689959021906,4.912849554016795
1903-02-15,9.591341378359349,4.98960840157427
1903-02-16,9.563572361267694,4.999158304953714
1903-02-17,9.572550715450905,4.973997911270154
1903-02-18,9.53233284028384,4.9305257969177765
1903-02-19,9.57135426666217,4.922402627915001
1903-02-20,9.529280667202013,4.917835037891437
1903-02-21,9.493685477570452,4.8936618666549485
1903-02-22,9.429543213946335,4.874566436640056
1903-02-23,9.368389129026017,4.946790226560944
1903-02-24,9.309903631681957,4.92154721656687
1903-02-25,9.25538801458374,4.939104876569164
1903-02-26,9.201289634968251,5.0300390591248725
1903-02-27,9.13543479011637,5.17989076788175
1903-02-28,9.167255528810198,5.204231244082681
1903-03-01,9.332718096994117,5.211596129829685
1903-03-02,9.40108065887248,5.229117807817689
1903-03-03,9.451398669925199,5.241485815155764
1903-03-04,9.654913408619164,5.279452268845725
1903-03-05,9.742924318835547,5.283939696715253
1903-03-06,9.782133365250733,5.2873613696065975
1903-03-07,9.800421009979171,5.345568816616362
1903-03-08,9.793247895227829,5.3986831528232
1903-03-09,9.785577826259395,5.433046731773567
1903-03-10,9.804419647367093,5.4252023428725
1903-03-11,9.863017130902996,5.421088802202742
1903-03-12,9.853922207476934,5.423737968395239
1903-03-13,9.851746154559827,5.425873076555425
1903-03-14,9.833848605317462,5.422824886767588
1903-03-15,9.82657683517428,5.425660639794266
1903-03-16,9.826046662628546,5.430513186294286
1903-03-17,9.829575731839132,5.42455787832091
1903-03-18,9.83644784772342,5.45161037088534
1903-03-19,9.839503117201208,5.4726045842198445
1903-03-20,9.833689184835507,5.480330964475778
1903-03-21,9.825598097532719,5.445817768521295
1903-03-22,9.816215044324027,5.4137492079183005
1903-03-23,9.820370719870414,5.403724480640202
1903-03-24,9.81634821647896,5.384243022510196
1903-03-25,9.793888364860013,5.374219781696545
1903-03-26,9.760047279457094,5.349836740094396
1903-03-27,9.74398227378801,5.340749022217036
1903-03-28,9.729807274664841,5.336299900576115
1903-03-29,9.720501124418423,5.330038125420584
1903-03-30,9.979478309579047,5.329567218789578
1903-03-31,10.041461368536474,5.338737884041176
1903-04-01,10.2296640954958,5.35229030353546
1903-04-02,10.407701493345334,5.326750700508672
1903-04-03,10.475863243936915,5.342321879320508
1903-04-04,10.518852518110803,5.333677399819116
1903-04-05,10.581514781885861,5.339533082769298
1903-04-06,10.599971035486986,5.3164297162234195
1903-04-07,10.589343293357235,5.304735880035803
1903-04-08,10.581936574639158,5.309378468634632
1903-04-09,10.573325298201334,5.313431667003652
1903-04-10,10.547087483195188,5.306316435948952
1903-04-11,10.537852390635006,5.300785956475497
1903-04-12,10.52918876490379,5.288933320624691
1903-04-13,10.515917512557197,5.278631605463019
1903-04-14,10.497676654172189,5.2701740471114
1903-04-15,10.49035521723293,5.265965292003289
1903-04-16,10.48513787618694,5.2646391732068984
1903-04-17,10.476976275031852,5.262878402721363
1903-04-18,10.47314403583873,5.249253203065857
1903-04-19,10.457814320703326,5.252180051241957
1903-04-20,10.456382225682614,5.247371909968118
1903-04-21,10.456452644653332,5.2435254304432135
1903-04-22,10.454685110599012,5.238813967634686
1903-04-23,10.454724772189772,5.229458651167896
1903-04-24,10.455338878589574,5.22753431358532
1903-04-25,10.455116851060264,5.226663040222519
1903-04-26,10.456270491083876,5.227511434672669
1903-04-27,10.460348469628913,5.228670348479492
1903-04-28,10.46312243223744,5.230706060119198
1903-04-29,10.465676382299947,5.225003439869946
1903-04-30,10.47187657389127,5.205141203809832
1903-05-01,10.478088192817916,5.203757304534889
1903-05-02,10.480202589390139,5.201221816703642
1903-05-03,10.480643779397564,5.199129781759067
1903-05-04,10.48082496971915,5.1968043352011986
1903-05-05,10.483507185906934,5.184026799924541
1903-05-06,10.485083237393852,5.176515300398451
1903-05-07,10.485504097454486,5.182724138518395
1903-05-08,10.48587965883516,5.184085229395285
1903-05-09,10.486986402977973,5.182429409319398
1903-05-10,10.490507912733749,5.172129045247836
1903-05-11,10.491778399981666,5.181097359386167
1903-05-12,10.492011324548518,5.179858668514417
1903-05-13,10.491981855895048,5.174672055495936
1903-05-14,10.491981855895048,5.170952226764349
1903-05-15,10.491981855895048,5.17031212400882
1903-05-16,10.491981855895048,5.166850267385448
1903-05-17,10.491981855895048,5.159770354825238
1903-05-18,10.491981855895048,5.164965925533487
1903-05-19,10.491981855895048,5.157929549150715
1903-05-20,10.491981855895048,5.156813270786525
1903-05-21,10.491981855895048,5.154477217188423
1903-05-22,10.491981855895048,5.151700003824404
1903-05-23,10.491981855895048,5.149805530541718
1903-05-24,10.491981855895048,5.149532829453875
1903-05-25,10.491981855895048,5.1496075613328305
1903-05-26,10.491981855895048,5.1494787486467475
1903-05-27,10.491981855895048,5.146041405143707
1903-05-28,10.491981855895048,5.145896807820579
1903-05-29,10.491981855895048,5.143826372974274
1903-05-30,10.491981855895048,5.138943445763379
1903-05-31,10.491981855895048,5.13742881655165
1903-06-01,10.491981855895048,5.137232352590777
1903-06-02,10.491981855895048,5.147184249817341
1903-06-03,10.491981855895048,5.146868116268782
1903-06-04,10.491981855895048,5.144905567825861
1903-06-05,10.491981855895048,5.143731518902282
1903-06-06,10.491981855895048,5.140477005917223
1903-06-07,10.491981855895048,5.134003063340536
1903-06-08,10.491981855895048,5.130578115414773
1903-06-09,10.491981855895048,5.130322582799217
1903-06-10,10.491981855895048,5.129744851903059
1903-06-11,10.491981855895048,5.125947704120308
1903-06-12,10.491981855895048,5.121653641282857
1903-06-13,10.491981855895048,5.120906360952181
1903-06-14,10.491981855895048,5.119721168219684
1903-06-15,10.491981855895048,5.11871876999729
1903-06-16,10.491981855895048,5.118567918689832
1903-06-17,10.491981855895048,5.118393556512109
1903-06-18,10.491981855895048,5.117990655790615
1903-06-19,10.491981855895048,5.1176868939620235
1903-06-20,10.491981855895048,5.1176868939620235
1903-06-21,10.491981855895048,5.1176868939620235
1903-06-22,10.491981855895048,5.1176868939620235
1903-06-23,10.491981855895048,5.117603213113998
1903-06-24,10.491981855895048,5.117603213113998
1903-06-25,10.491981855895048,5.117603213113998
1903-06-26,10.491981855895048,5.117305821059264
1903-06-27,10.491981855895048,5.117176784128484
1903-06-28,10.491981855895048,5.116922499471553
1903-06-29,10.491981855895048,5.11678072209222
1903-06-30,10.491981855895048,5.112904094636465
