,PGE_valley,PGE_bay,SCE,SDGE
0,3216.0,35.0,1303.94,255.60000000000002
1,3216.0,35.0,1303.94,255.60000000000002
2,3216.0,35.0,1303.94,255.60000000000002
3,3216.0,35.0,1303.94,255.60000000000002
4,3216.0,35.0,1303.94,255.60000000000002
5,3216.0,35.0,1303.94,255.60000000000002
6,3216.0,35.0,1303.94,255.60000000000002
7,3216.0,35.0,1303.94,255.60000000000002
8,3216.0,35.0,1303.94,255.60000000000002
9,3216.0,35.0,1303.94,255.60000000000002
10,3216.0,35.0,1303.94,255.60000000000002
11,3216.0,35.0,1303.94,255.60000000000002
12,3216.0,35.0,1303.94,255.60000000000002
13,3216.0,35.0,1303.94,255.60000000000002
14,3216.0,35.0,1303.94,255.60000000000002
15,3216.0,35.0,1303.94,255.60000000000002
16,3216.0,35.0,1303.94,255.60000000000002
17,3216.0,35.0,1303.94,255.60000000000002
18,3216.0,35.0,1303.94,255.60000000000002
19,3216.0,35.0,1303.94,255.60000000000002
20,3216.0,35.0,1303.94,255.60000000000002
21,3216.0,35.0,1303.94,255.60000000000002
22,3216.0,35.0,1303.94,255.60000000000002
23,3216.0,35.0,1303.94,255.60000000000002
24,3216.0,35.0,1303.94,255.60000000000002
25,3216.0,35.0,1303.94,255.60000000000002
26,3216.0,35.0,1303.94,255.60000000000002
27,3216.0,35.0,1303.94,255.60000000000002
28,3216.0,35.0,1303.94,255.60000000000002
29,3216.0,35.0,1303.94,255.60000000000002
30,3216.0,35.0,1303.94,255.60000000000002
31,3216.0,35.0,1303.94,255.60000000000002
32,3216.0,35.0,1303.94,255.60000000000002
33,3216.0,35.0,1303.94,255.60000000000002
34,3216.0,35.0,1303.94,255.60000000000002
35,3216.0,35.0,1303.94,255.60000000000002
36,3216.0,35.0,1303.94,255.60000000000002
37,3216.0,35.0,1303.94,255.60000000000002
38,3216.0,35.0,1303.94,255.60000000000002
39,3216.0,35.0,1303.94,255.60000000000002
40,3216.0,35.0,1303.94,255.60000000000002
41,3216.0,35.0,1303.94,255.60000000000002
42,3216.0,35.0,1303.94,255.60000000000002
43,3216.0,35.0,1303.94,255.60000000000002
44,3216.0,35.0,1303.94,255.60000000000002
45,3216.0,35.0,1303.94,255.60000000000002
46,3216.0,35.0,1303.94,255.60000000000002
47,3216.0,35.0,1303.94,255.60000000000002
48,3216.0,35.0,1303.94,255.60000000000002
49,3216.0,35.0,1303.94,255.60000000000002
50,3216.0,35.0,1303.94,255.60000000000002
51,3216.0,35.0,1303.94,255.60000000000002
52,3216.0,35.0,1303.94,255.60000000000002
53,3216.0,35.0,1303.94,255.60000000000002
54,3216.0,35.0,1303.94,255.60000000000002
55,3216.0,35.0,1303.94,255.60000000000002
56,3216.0,35.0,1303.94,255.60000000000002
57,3216.0,35.0,1303.94,255.60000000000002
58,3216.0,35.0,1303.94,255.60000000000002
59,3216.0,35.0,1303.94,255.60000000000002
60,3216.0,35.0,1303.94,255.60000000000002
61,3216.0,35.0,1303.94,255.60000000000002
62,3216.0,35.0,1303.94,255.60000000000002
63,3216.0,35.0,1303.94,255.60000000000002
64,3216.0,35.0,1303.94,255.60000000000002
65,3216.0,35.0,1303.94,255.60000000000002
66,3216.0,35.0,1303.94,255.60000000000002
67,3216.0,35.0,1303.94,255.60000000000002
68,3216.0,35.0,1303.94,255.60000000000002
69,3216.0,35.0,1303.94,255.60000000000002
70,3216.0,35.0,1303.94,255.60000000000002
71,3216.0,35.0,1303.94,255.60000000000002
72,3216.0,35.0,1303.94,255.60000000000002
73,3216.0,35.0,1303.94,255.60000000000002
74,3216.0,35.0,1303.94,255.60000000000002
75,3216.0,35.0,1303.94,255.60000000000002
76,3216.0,35.0,1303.94,255.60000000000002
77,3216.0,35.0,1303.94,255.60000000000002
78,3216.0,35.0,1303.94,255.60000000000002
79,3216.0,35.0,1303.94,255.60000000000002
80,3216.0,35.0,1303.94,255.60000000000002
81,3216.0,35.0,1303.94,255.60000000000002
82,3216.0,35.0,1303.94,255.60000000000002
83,3216.0,35.0,1303.94,255.60000000000002
84,3216.0,35.0,1303.94,255.60000000000002
85,3216.0,35.0,1303.94,255.60000000000002
86,3216.0,35.0,1303.94,255.60000000000002
87,3216.0,35.0,1303.94,255.60000000000002
88,3216.0,35.0,1303.94,255.60000000000002
89,3216.0,35.0,1303.94,255.60000000000002
90,3216.0,35.0,1303.94,255.60000000000002
91,3216.0,35.0,1303.94,255.60000000000002
92,3216.0,35.0,1303.94,255.60000000000002
93,3216.0,35.0,1303.94,255.60000000000002
94,3216.0,35.0,1303.94,255.60000000000002
95,3216.0,35.0,1303.94,255.60000000000002
96,3216.0,35.0,1303.94,255.60000000000002
97,3216.0,35.0,1303.94,255.60000000000002
98,3216.0,35.0,1303.94,255.60000000000002
99,3216.0,35.0,1303.94,255.60000000000002
100,3216.0,35.0,1303.94,255.60000000000002
101,3216.0,35.0,1303.94,255.60000000000002
102,3216.0,35.0,1303.94,255.60000000000002
103,3216.0,35.0,1303.94,255.60000000000002
104,3216.0,35.0,1303.94,255.60000000000002
105,3216.0,35.0,1303.94,255.60000000000002
106,3216.0,35.0,1303.94,255.60000000000002
107,3216.0,35.0,1303.94,255.60000000000002
108,3216.0,35.0,1303.94,255.60000000000002
109,3216.0,35.0,1303.94,255.60000000000002
110,3216.0,35.0,1303.94,255.60000000000002
111,3216.0,35.0,1303.94,255.60000000000002
112,3216.0,35.0,1303.94,255.60000000000002
113,3216.0,35.0,1303.94,255.60000000000002
114,3216.0,35.0,1303.94,255.60000000000002
115,3216.0,35.0,1303.94,255.60000000000002
116,3216.0,35.0,1303.94,255.60000000000002
117,3216.0,35.0,1303.94,255.60000000000002
118,3216.0,35.0,1303.94,255.60000000000002
119,3216.0,35.0,1303.94,255.60000000000002
120,3216.0,35.0,1303.94,255.60000000000002
121,3216.0,35.0,1303.94,255.60000000000002
122,3216.0,35.0,1303.94,255.60000000000002
123,3216.0,35.0,1303.94,255.60000000000002
124,3216.0,35.0,1303.94,255.60000000000002
125,3216.0,35.0,1303.94,255.60000000000002
126,3216.0,35.0,1303.94,255.60000000000002
127,3216.0,35.0,1303.94,255.60000000000002
128,3216.0,35.0,1303.94,255.60000000000002
129,3216.0,35.0,1303.94,255.60000000000002
130,3216.0,35.0,1303.94,255.60000000000002
131,3216.0,35.0,1303.94,255.60000000000002
132,3216.0,35.0,1303.94,255.60000000000002
133,3216.0,35.0,1303.94,255.60000000000002
134,3216.0,35.0,1303.94,255.60000000000002
135,3216.0,35.0,1303.94,255.60000000000002
136,3216.0,35.0,1303.94,255.60000000000002
137,3216.0,35.0,1303.94,255.60000000000002
138,3216.0,35.0,1303.94,255.60000000000002
139,3216.0,35.0,1303.94,255.60000000000002
140,3216.0,35.0,1303.94,255.60000000000002
141,3216.0,35.0,1303.94,255.60000000000002
142,3216.0,35.0,1303.94,255.60000000000002
143,3216.0,35.0,1303.94,255.60000000000002
144,3216.0,35.0,1303.94,255.60000000000002
145,3216.0,35.0,1303.94,255.60000000000002
146,3216.0,35.0,1303.94,255.60000000000002
147,3216.0,35.0,1303.94,255.60000000000002
148,3216.0,35.0,1303.94,255.60000000000002
149,3216.0,35.0,1303.94,255.60000000000002
150,3216.0,35.0,1303.94,255.60000000000002
151,3216.0,35.0,1303.94,255.60000000000002
152,3216.0,35.0,1303.94,255.60000000000002
153,3216.0,35.0,1303.94,255.60000000000002
154,3216.0,35.0,1303.94,255.60000000000002
155,3216.0,35.0,1303.94,255.60000000000002
156,3216.0,35.0,1303.94,255.60000000000002
157,3216.0,35.0,1303.94,255.60000000000002
158,3216.0,35.0,1303.94,255.60000000000002
159,3216.0,35.0,1303.94,255.60000000000002
160,3216.0,35.0,1303.94,255.60000000000002
161,3216.0,35.0,1303.94,255.60000000000002
162,3216.0,35.0,1303.94,255.60000000000002
163,3216.0,35.0,1303.94,255.60000000000002
164,3216.0,35.0,1303.94,255.60000000000002
165,3216.0,35.0,1303.94,255.60000000000002
166,3216.0,35.0,1303.94,255.60000000000002
167,3216.0,35.0,1303.94,255.60000000000002
168,3216.0,35.0,1303.94,255.60000000000002
169,3216.0,35.0,1303.94,255.60000000000002
170,3216.0,35.0,1303.94,255.60000000000002
171,3216.0,35.0,1303.94,255.60000000000002
172,3216.0,35.0,1303.94,255.60000000000002
173,3216.0,35.0,1303.94,255.60000000000002
174,3216.0,35.0,1303.94,255.60000000000002
175,3216.0,35.0,1303.94,255.60000000000002
176,3216.0,35.0,1303.94,255.60000000000002
177,3216.0,35.0,1303.94,255.60000000000002
178,3216.0,35.0,1303.94,255.60000000000002
179,3216.0,35.0,1303.94,255.60000000000002
180,3216.0,35.0,1303.94,255.60000000000002
181,3216.0,35.0,1303.94,255.60000000000002
182,3216.0,35.0,1303.94,255.60000000000002
183,3216.0,35.0,1303.94,255.60000000000002
184,3216.0,35.0,1303.94,255.60000000000002
185,3216.0,35.0,1303.94,255.60000000000002
186,3216.0,35.0,1303.94,255.60000000000002
187,3216.0,35.0,1303.94,255.60000000000002
188,3216.0,35.0,1303.94,255.60000000000002
189,3216.0,35.0,1303.94,255.60000000000002
190,3216.0,35.0,1303.94,255.60000000000002
191,3216.0,35.0,1303.94,255.60000000000002
192,3216.0,35.0,1303.94,255.60000000000002
193,3216.0,35.0,1303.94,255.60000000000002
194,3216.0,35.0,1303.94,255.60000000000002
195,3216.0,35.0,1303.94,255.60000000000002
196,3216.0,35.0,1303.94,255.60000000000002
197,3216.0,35.0,1303.94,255.60000000000002
198,3216.0,35.0,1303.94,255.60000000000002
199,3216.0,35.0,1303.94,255.60000000000002
200,3216.0,35.0,1303.94,255.60000000000002
201,3216.0,35.0,1303.94,255.60000000000002
202,3216.0,35.0,1303.94,255.60000000000002
203,3216.0,35.0,1303.94,255.60000000000002
204,3216.0,35.0,1303.94,255.60000000000002
205,3216.0,35.0,1303.94,255.60000000000002
206,3216.0,35.0,1303.94,255.60000000000002
207,3216.0,35.0,1303.94,255.60000000000002
208,3216.0,35.0,1303.94,255.60000000000002
209,3216.0,35.0,1303.94,255.60000000000002
210,3216.0,35.0,1303.94,255.60000000000002
211,3216.0,35.0,1303.94,255.60000000000002
212,3216.0,35.0,1303.94,255.60000000000002
213,3216.0,35.0,1303.94,255.60000000000002
214,3216.0,35.0,1303.94,255.60000000000002
215,3216.0,35.0,1303.94,255.60000000000002
216,3216.0,35.0,1303.94,255.60000000000002
217,3216.0,35.0,1303.94,255.60000000000002
218,3216.0,35.0,1303.94,255.60000000000002
219,3216.0,35.0,1303.94,255.60000000000002
220,3216.0,35.0,1303.94,255.60000000000002
221,3216.0,35.0,1303.94,255.60000000000002
222,3216.0,35.0,1303.94,255.60000000000002
223,3216.0,35.0,1303.94,255.60000000000002
224,3216.0,35.0,1303.94,255.60000000000002
225,3216.0,35.0,1303.94,255.60000000000002
226,3216.0,35.0,1303.94,255.60000000000002
