Year,Month,Day,Hour,reserves
2010,2,14,20,825.34
2010,2,14,21,779.4
2010,2,14,22,694.56
2010,2,14,23,638.1
2010,2,15,0,610.68
2010,2,15,1,585.72
2010,2,15,2,575
2010,2,15,3,575
2010,2,15,4,586.48
2010,2,15,5,619.14
2010,2,15,6,691.54
2010,2,15,7,731.02
2010,2,15,8,777.86
2010,2,15,9,808.78
2010,2,15,10,830.2
2010,2,15,11,834.86
2010,2,15,12,831.6
2010,2,15,13,825.88
2010,2,15,14,814.92
2010,2,15,15,806.34
2010,2,15,16,808.6
2010,2,15,17,858.9
2010,2,15,18,924.48
2010,2,15,19,911.94
2010,2,15,20,883.14
2010,2,15,21,826.92
2010,2,15,22,730.34
2010,2,15,23,669.26
2010,2,16,0,637.38
2010,2,16,1,610.02
2010,2,16,2,597
2010,2,16,3,594.08
2010,2,16,4,612.26
2010,2,16,5,663.58
2010,2,16,6,777.88
2010,2,16,7,827.24
2010,2,16,8,841.34
2010,2,16,9,851
2010,2,16,10,863.14
2010,2,16,11,867.42
2010,2,16,12,866.4
2010,2,16,13,867.44
2010,2,16,14,860.4
2010,2,16,15,852.56
2010,2,16,16,851.78
2010,2,16,17,893.52
2010,2,16,18,950.48
2010,2,16,19,935.52
2010,2,16,20,905.08
2010,2,16,21,847.54
2010,2,16,22,750.44
2010,2,16,23,686.54
2010,2,17,0,638.26
2010,2,17,1,612.64
2010,2,17,2,599.88
2010,2,17,3,596.52
2010,2,17,4,615.06
2010,2,17,5,666.52
2010,2,17,6,781.46
2010,2,17,7,826.22
2010,2,17,8,846.32
2010,2,17,9,858.2
2010,2,17,10,863.44
2010,2,17,11,866.32
2010,2,17,12,863.94
2010,2,17,13,865.04
2010,2,17,14,857.94
2010,2,17,15,849.76
2010,2,17,16,848.72
2010,2,17,17,891.62
2010,2,17,18,950.8
2010,2,17,19,935.86
2010,2,17,20,905.98
2010,2,17,21,849.08
2010,2,17,22,753.6
2010,2,17,23,687
2010,2,18,0,646.68
2010,2,18,1,621.18
2010,2,18,2,608.82
2010,2,18,3,606.14
2010,2,18,4,624.04
2010,2,18,5,668.22
2010,2,18,6,771.22
2010,2,18,7,819.98
2010,2,18,8,838.82
2010,2,18,9,849.8
2010,2,18,10,858.76
2010,2,18,11,859.34
2010,2,18,12,855.44
2010,2,18,13,854.62
2010,2,18,14,846.7
2010,2,18,15,838.76
2010,2,18,16,839.44
2010,2,18,17,881.54
2010,2,18,18,943.52
2010,2,18,19,930.38
2010,2,18,20,901.66
2010,2,18,21,846.86
2010,2,18,22,746.62
2010,2,18,23,684.16
2010,2,19,0,647.6
2010,2,19,1,619.06
2010,2,19,2,602.88
2010,2,19,3,599.96
2010,2,19,4,617.14
2010,2,19,5,664.82
2010,2,19,6,767.04
2010,2,19,7,818.56
2010,2,19,8,839.92
2010,2,19,9,854.22
2010,2,19,10,865.02
2010,2,19,11,864.1
2010,2,19,12,856.76
2010,2,19,13,851.96
2010,2,19,14,838.18
2010,2,19,15,827.88
2010,2,19,16,828.18
2010,2,19,17,866.86
2010,2,19,18,924.78
2010,2,19,19,906.36
2010,2,19,20,876.48
2010,2,19,21,831.58
2010,2,19,22,748.8
2010,2,19,23,693.4
2010,2,20,0,660
2010,2,20,1,637.12
2010,2,20,2,620.5
2010,2,20,3,613.52
2010,2,20,4,618.72
2010,2,20,5,635.8
2010,2,20,6,674.9
2010,2,20,7,687.66
2010,2,20,8,716.94
2010,2,20,9,743.92
2010,2,20,10,755.66
2010,2,20,11,753.08
2010,2,20,12,743.68
2010,2,20,13,730.86
2010,2,20,14,720.06
2010,2,20,15,716.24
2010,2,20,16,726.94
2010,2,20,17,779.34
2010,2,20,18,855.24
2010,2,20,19,846.96
2010,2,20,20,824.02
2010,2,20,21,787.58
2010,2,20,22,715.74
2010,2,20,23,671.06
2010,2,21,0,631.72
2010,2,21,1,602.42
2010,2,21,2,585.92
2010,2,21,3,578.88
2010,2,21,4,582.2
2010,2,21,5,595.74
2010,2,21,6,636.02
2010,2,21,7,651.08
2010,2,21,8,677.1
2010,2,21,9,699.24
2010,2,21,10,712.4
2010,2,21,11,715.28
2010,2,21,12,712.72
2010,2,21,13,705.76
2010,2,21,14,700.06
2010,2,21,15,700.34
2010,2,21,16,716
2010,2,21,17,774.52
2010,2,21,18,857.78
2010,2,21,19,857.26
2010,2,21,20,836.54
2010,2,21,21,792.34
2010,2,21,22,704.98
2010,2,21,23,649.98
2010,2,22,0,634.1
2010,2,22,1,617.66
2010,2,22,2,608.26
2010,2,22,3,610.46
2010,2,22,4,631.84
2010,2,22,5,683.06
2010,2,22,6,778.98
2010,2,22,7,821.78
2010,2,22,8,835.82
2010,2,22,9,849.24
2010,2,22,10,855.66
2010,2,22,11,852.94
2010,2,22,12,845.34
2010,2,22,13,839.74
2010,2,22,14,828.8
2010,2,22,15,820.52
2010,2,22,16,821.96
2010,2,22,17,873.9
2010,2,22,18,953.1
2010,2,22,19,944.74
2010,2,22,20,915.94
2010,2,22,21,859.66
2010,2,22,22,758.02
2010,2,22,23,695.52
2010,2,23,0,672.04
2010,2,23,1,645.94
2010,2,23,2,633.04
2010,2,23,3,632.24
2010,2,23,4,652.48
2010,2,23,5,706.34
2010,2,23,6,817.04
2010,2,23,7,863.5
2010,2,23,8,881.34
2010,2,23,9,888.04
2010,2,23,10,891.56
2010,2,23,11,888.04
2010,2,23,12,881.84
2010,2,23,13,879.58
2010,2,23,14,870.78
2010,2,23,15,862.56
2010,2,23,16,863.5
2010,2,23,17,904.14
2010,2,23,18,976.14
2010,2,23,19,965.3
2010,2,23,20,935.8
2010,2,23,21,879.56
2010,2,23,22,775.6
2010,2,23,23,708.64
2010,2,24,0,663.4
2010,2,24,1,636.02
2010,2,24,2,622.48
2010,2,24,3,620.44
2010,2,24,4,639.02
2010,2,24,5,691.16
2010,2,24,6,803.92
2010,2,24,7,854.82
2010,2,24,8,871.2
2010,2,24,9,881.14
2010,2,24,10,886.5
2010,2,24,11,886.38
2010,2,24,12,880.84
2010,2,24,13,878.22
2010,2,24,14,869.34
2010,2,24,15,860.04
2010,2,24,16,859.78
2010,2,24,17,898.26
2010,2,24,18,970.36
2010,2,24,19,959.3
2010,2,24,20,930.28
2010,2,24,21,875.06
2010,2,24,22,773.46
2010,2,24,23,706.46
2010,2,25,0,660.44
2010,2,25,1,633.66
2010,2,25,2,620.08
2010,2,25,3,617.74
2010,2,25,4,635.8
2010,2,25,5,687.06
2010,2,25,6,797.14
2010,2,25,7,830.26
2010,2,25,8,840.3
2010,2,25,9,851.1
2010,2,25,10,861.06
2010,2,25,11,862.5
2010,2,25,12,858.24
2010,2,25,13,856.52
2010,2,25,14,848.16
2010,2,25,15,838.78
2010,2,25,16,838.26
2010,2,25,17,872.24
2010,2,25,18,942.44
2010,2,25,19,931.22
2010,2,25,20,902.54
2010,2,25,21,848.24
2010,2,25,22,758.3
2010,2,25,23,695.2
2010,2,26,0,646.3
2010,2,26,1,619.12
2010,2,26,2,604.88
2010,2,26,3,601.14
2010,2,26,4,617.68
2010,2,26,5,665.6
2010,2,26,6,762.52
2010,2,26,7,814.44
2010,2,26,8,837.68
2010,2,26,9,852.58
2010,2,26,10,865.84
2010,2,26,11,868.88
2010,2,26,12,863.88
2010,2,26,13,861.42
2010,2,26,14,851.42
2010,2,26,15,839.32
2010,2,26,16,830.64
2010,2,26,17,858.76
2010,2,26,18,920.72
2010,2,26,19,902.86
2010,2,26,20,872.24
2010,2,26,21,826.36
2010,2,26,22,740.74
2010,2,26,23,687.06
2010,2,27,0,650.32
2010,2,27,1,620.1
2010,2,27,2,601.84
2010,2,27,3,594.52
2010,2,27,4,598.12
2010,2,27,5,613.76
2010,2,27,6,648.44
2010,2,27,7,666
2010,2,27,8,708.28
2010,2,27,9,737.78
2010,2,27,10,753.94
2010,2,27,11,753.94
2010,2,27,12,746.6
2010,2,27,13,734.96
2010,2,27,14,724.9
2010,2,27,15,721.86
2010,2,27,16,732.66
2010,2,27,17,778.48
2010,2,27,18,855.86
2010,2,27,19,846.4
2010,2,27,20,821.44
2010,2,27,21,783.32
2010,2,27,22,715.96
2010,2,27,23,672.7
2010,2,28,0,641.2
2010,2,28,1,613.94
2010,2,28,2,598.8
2010,2,28,3,593.88
2010,2,28,4,597.58
2010,2,28,5,607.68
2010,2,28,6,629.6
2010,2,28,7,641.86
2010,2,28,8,674.52
2010,2,28,9,697.88
2010,2,28,10,711.5
2010,2,28,11,715.3
2010,2,28,12,709.44
2010,2,28,13,701.08
2010,2,28,14,696.28
2010,2,28,15,697.74
2010,2,28,16,711.8
2010,2,28,17,771.1
2010,2,28,18,861.6
2010,2,28,19,859.96
2010,2,28,20,836.48
2010,2,28,21,788.08
2010,2,28,22,698.88
2010,2,28,23,652.94
2010,3,1,0,619.96
2010,3,1,1,596.92
2010,3,1,2,588.64
2010,3,1,3,591.36
2010,3,1,4,611.8
2010,3,1,5,664.8
2010,3,1,6,760.8
2010,3,1,7,810.78
2010,3,1,8,833.8
2010,3,1,9,844.86
2010,3,1,10,855.02
2010,3,1,11,857.58
2010,3,1,12,855.22
2010,3,1,13,854.42
2010,3,1,14,847.74
2010,3,1,15,838.52
2010,3,1,16,836.48
2010,3,1,17,867.26
2010,3,1,18,937.94
2010,3,1,19,936.46
2010,3,1,20,904.4
2010,3,1,21,844.06
2010,3,1,22,747.76
2010,3,1,23,687.48
2010,3,2,0,651.2
2010,3,2,1,625.42
2010,3,2,2,612.64
2010,3,2,3,610.94
2010,3,2,4,627.52
2010,3,2,5,672.88
2010,3,2,6,766.48
2010,3,2,7,822.9
2010,3,2,8,846.82
2010,3,2,9,859.5
2010,3,2,10,868.86
2010,3,2,11,872.16
2010,3,2,12,869.72
2010,3,2,13,867.58
2010,3,2,14,859
2010,3,2,15,847.66
2010,3,2,16,845.92
2010,3,2,17,867.26
2010,3,2,18,935.82
2010,3,2,19,935.68
2010,3,2,20,907.26
2010,3,2,21,850.42
2010,3,2,22,752.98
2010,3,2,23,693.76
2010,3,3,0,646.84
2010,3,3,1,620.74
2010,3,3,2,609.52
2010,3,3,3,608.18
2010,3,3,4,623.98
2010,3,3,5,669.52
2010,3,3,6,764.94
2010,3,3,7,818.78
2010,3,3,8,840.44
2010,3,3,9,853.4
2010,3,3,10,862.46
2010,3,3,11,863.4
2010,3,3,12,859.06
2010,3,3,13,856.84
2010,3,3,14,848.52
2010,3,3,15,837.58
2010,3,3,16,836.58
2010,3,3,17,867.4
2010,3,3,18,941.98
2010,3,3,19,943.52
2010,3,3,20,915.38
2010,3,3,21,858.98
2010,3,3,22,752.8
2010,3,3,23,692.82
2010,3,4,0,654.44
2010,3,4,1,631.94
2010,3,4,2,619.86
2010,3,4,3,618.78
2010,3,4,4,636.32
2010,3,4,5,685.24
2010,3,4,6,782.5
2010,3,4,7,831.84
2010,3,4,8,851.34
2010,3,4,9,861.42
2010,3,4,10,867.48
2010,3,4,11,865.48
2010,3,4,12,858.74
2010,3,4,13,854.34
2010,3,4,14,844.9
2010,3,4,15,833.88
2010,3,4,16,833.72
2010,3,4,17,866.06
2010,3,4,18,941.76
2010,3,4,19,945.02
2010,3,4,20,918.76
2010,3,4,21,863.76
2010,3,4,22,765.06
2010,3,4,23,703.02
2010,3,5,0,658.58
2010,3,5,1,637.02
2010,3,5,2,621.88
2010,3,5,3,622.02
2010,3,5,4,637.82
2010,3,5,5,689.52
2010,3,5,6,785.9
2010,3,5,7,839.24
2010,3,5,8,859.36
2010,3,5,9,867.62
2010,3,5,10,871.26
2010,3,5,11,866.54
2010,3,5,12,856.76
2010,3,5,13,850.42
2010,3,5,14,838.04
2010,3,5,15,824.44
2010,3,5,16,819.44
2010,3,5,17,846.08
2010,3,5,18,915.16
2010,3,5,19,912.54
2010,3,5,20,885
2010,3,5,21,839.32
2010,3,5,22,749.32
2010,3,5,23,693.06
2010,3,6,0,659.38
2010,3,6,1,630.34
2010,3,6,2,614.3
2010,3,6,3,607.7
2010,3,6,4,612.44
2010,3,6,5,631.88
2010,3,6,6,665.1
2010,3,6,7,692.28
2010,3,6,8,731.2
2010,3,6,9,755.58
2010,3,6,10,765.66
2010,3,6,11,763.1
2010,3,6,12,754.3
2010,3,6,13,742.08
2010,3,6,14,731.98
2010,3,6,15,726.18
2010,3,6,16,734.1
2010,3,6,17,769.88
2010,3,6,18,847.9
2010,3,6,19,851
2010,3,6,20,829
2010,3,6,21,790.34
2010,3,6,22,711.88
2010,3,6,23,664.28
2010,3,7,0,631.42
2010,3,7,1,604.92
2010,3,7,2,589.66
2010,3,7,3,583.52
2010,3,7,4,585.88
2010,3,7,5,598.76
2010,3,7,6,617.7
2010,3,7,7,638.02
2010,3,7,8,672.3
2010,3,7,9,694.32
2010,3,7,10,705.64
2010,3,7,11,707.98
2010,3,7,12,705.58
2010,3,7,13,699.32
2010,3,7,14,694.32
2010,3,7,15,693.38
2010,3,7,16,706.14
2010,3,7,17,750.8
2010,3,7,18,840.3
2010,3,7,19,852.42
2010,3,7,20,833.34
2010,3,7,21,786.1
2010,3,7,22,695.96
2010,3,7,23,643.08
2010,3,8,0,614.68
2010,3,8,1,594.3
2010,3,8,2,585.74
2010,3,8,3,587.82
2010,3,8,4,608.82
2010,3,8,5,662.52
2010,3,8,6,752.76
2010,3,8,7,813.18
2010,3,8,8,837.96
2010,3,8,9,852.58
2010,3,8,10,861.76
2010,3,8,11,861.08
2010,3,8,12,852.98
2010,3,8,13,847.8
2010,3,8,14,837.52
2010,3,8,15,828.52
2010,3,8,16,828.24
2010,3,8,17,861.02
2010,3,8,18,941.76
2010,3,8,19,944.78
2010,3,8,20,917.5
2010,3,8,21,857.94
2010,3,8,22,749.32
2010,3,8,23,685.02
2010,3,9,0,653.64
2010,3,9,1,631.08
2010,3,9,2,619.66
2010,3,9,3,619.24
2010,3,9,4,638
2010,3,9,5,689.76
2010,3,9,6,787.72
2010,3,9,7,841.26
2010,3,9,8,861.44
2010,3,9,9,871.5
2010,3,9,10,877.54
2010,3,9,11,874.5
2010,3,9,12,865.18
2010,3,9,13,858.84
2010,3,9,14,849.66
2010,3,9,15,841.48
2010,3,9,16,844.86
2010,3,9,17,879.74
2010,3,9,18,954.88
2010,3,9,19,960.02
2010,3,9,20,934.52
2010,3,9,21,877.48
2010,3,9,22,765.22
2010,3,9,23,698.16
2010,3,10,0,656.2
2010,3,10,1,632.74
2010,3,10,2,621.24
2010,3,10,3,621.38
2010,3,10,4,640.76
2010,3,10,5,695.6
2010,3,10,6,801.56
2010,3,10,7,862.98
2010,3,10,8,880.08
2010,3,10,9,886.56
2010,3,10,10,889.14
2010,3,10,11,884
2010,3,10,12,867.22
2010,3,10,13,861.4
2010,3,10,14,852.48
2010,3,10,15,843.06
2010,3,10,16,840.82
2010,3,10,17,869.84
2010,3,10,18,946.92
2010,3,10,19,951.72
2010,3,10,20,927.36
2010,3,10,21,871.56
2010,3,10,22,774.6
2010,3,10,23,712.62
2010,3,11,0,680.12
2010,3,11,1,657.14
2010,3,11,2,645.86
2010,3,11,3,646.02
2010,3,11,4,664.82
2010,3,11,5,714.92
2010,3,11,6,807
2010,3,11,7,856.52
2010,3,11,8,872.86
2010,3,11,9,878.08
2010,3,11,10,880.58
2010,3,11,11,875.72
2010,3,11,12,866.06
2010,3,11,13,861.28
2010,3,11,14,852.88
2010,3,11,15,842.64
2010,3,11,16,833.76
2010,3,11,17,862.14
2010,3,11,18,937.42
2010,3,11,19,942.72
2010,3,11,20,918.22
2010,3,11,21,863.18
2010,3,11,22,761.98
2010,3,11,23,706.38
2010,3,12,0,675.96
2010,3,12,1,653.1
2010,3,12,2,640.6
2010,3,12,3,639.14
2010,3,12,4,655.46
2010,3,12,5,694.4
2010,3,12,6,783.8
2010,3,12,7,832.7
2010,3,12,8,853.44
2010,3,12,9,863.28
2010,3,12,10,869.42
2010,3,12,11,867.12
2010,3,12,12,857.84
2010,3,12,13,853.02
2010,3,12,14,843.26
2010,3,12,15,830.88
2010,3,12,16,823.86
2010,3,12,17,843.2
2010,3,12,18,909.08
2010,3,12,19,906.44
2010,3,12,20,879.64
2010,3,12,21,833.08
2010,3,12,22,742.2
2010,3,12,23,684.72
2010,3,13,0,647.04
2010,3,13,1,618.56
2010,3,13,2,602.74
2010,3,13,3,596.5
2010,3,13,4,601.18
2010,3,13,5,619.88
2010,3,13,6,657.66
2010,3,13,7,685.82
2010,3,13,8,725.6
2010,3,13,9,750.92
2010,3,13,10,761.4
2010,3,13,11,757.76
2010,3,13,12,746.34
2010,3,13,13,733.54
2010,3,13,14,722.38
2010,3,13,15,717.22
2010,3,13,16,725.5
2010,3,13,17,763.1
2010,3,13,18,844.74
2010,3,13,19,852.6
2010,3,13,20,833.68
2010,3,13,21,796.36
2010,3,13,22,718.38
2010,3,13,23,675.66
2010,3,14,0,654.1
2010,3,14,1,624.14
2010,3,14,2,600.82
2010,3,14,3,599.78
2010,3,14,4,604.48
2010,3,14,5,642.1
2010,3,14,6,658.02
2010,3,14,7,685.98
2010,3,14,8,707.28
2010,3,14,9,718.6
2010,3,14,10,722.4
2010,3,14,11,719.02
2010,3,14,12,714.24
2010,3,14,13,709.88
2010,3,14,14,709.48
2010,3,14,15,714.74
2010,3,14,16,733.06
2010,3,14,17,753.6
2010,3,14,18,831.74
2010,3,14,19,849.02
2010,3,14,20,812.08
2010,3,14,21,721.1
2010,3,14,22,669
2010,3,14,23,619.88
2010,3,15,0,592.62
2010,3,15,1,581.58
2010,3,15,2,583.96
2010,3,15,3,601.24
2010,3,15,4,649.08
2010,3,15,5,761.42
2010,3,15,6,818.16
2010,3,15,7,838.7
2010,3,15,8,856.06
2010,3,15,9,870.28
2010,3,15,10,876.38
2010,3,15,11,874.74
2010,3,15,12,877.44
2010,3,15,13,872.86
2010,3,15,14,866.76
2010,3,15,15,857.58
2010,3,15,16,848.3
2010,3,15,17,849.98
2010,3,15,18,915.62
2010,3,15,19,920.26
2010,3,15,20,867.9
2010,3,15,21,759.74
2010,3,15,22,695.3
2010,3,15,23,651.62
2010,3,16,0,624.02
2010,3,16,1,607.96
2010,3,16,2,607.42
2010,3,16,3,621.66
2010,3,16,4,663.48
2010,3,16,5,767.7
2010,3,16,6,819.22
2010,3,16,7,839.4
2010,3,16,8,857.56
2010,3,16,9,874.6
2010,3,16,10,885.34
2010,3,16,11,889.26
2010,3,16,12,894.88
2010,3,16,13,892.66
2010,3,16,14,886.12
2010,3,16,15,878.54
2010,3,16,16,870.28
2010,3,16,17,870.84
2010,3,16,18,935.1
2010,3,16,19,936.4
2010,3,16,20,881.88
2010,3,16,21,766.5
2010,3,16,22,691.62
2010,3,16,23,644.82
2010,3,17,0,616.32
2010,3,17,1,600.12
2010,3,17,2,597.46
2010,3,17,3,611.58
2010,3,17,4,653.78
2010,3,17,5,760.54
2010,3,17,6,814.96
2010,3,17,7,839.14
2010,3,17,8,863.76
2010,3,17,9,887.22
2010,3,17,10,902.32
2010,3,17,11,908.68
2010,3,17,12,917.64
2010,3,17,13,919.16
2010,3,17,14,914.02
2010,3,17,15,901.58
2010,3,17,16,884.96
2010,3,17,17,877.02
2010,3,17,18,934.02
2010,3,17,19,938.02
2010,3,17,20,885.3
2010,3,17,21,774.62
2010,3,17,22,702.2
2010,3,17,23,654.54
2010,3,18,0,624.84
2010,3,18,1,607.46
2010,3,18,2,603.54
2010,3,18,3,615.98
2010,3,18,4,659.96
2010,3,18,5,770.76
2010,3,18,6,825.64
2010,3,18,7,847.12
2010,3,18,8,866.58
2010,3,18,9,886.72
2010,3,18,10,898.34
2010,3,18,11,902.58
2010,3,18,12,908.48
2010,3,18,13,907.44
2010,3,18,14,900.86
2010,3,18,15,889.12
2010,3,18,16,873.12
2010,3,18,17,865.62
2010,3,18,18,924.24
2010,3,18,19,930.22
2010,3,18,20,880.82
2010,3,18,21,768.88
2010,3,18,22,699.04
2010,3,18,23,653.92
2010,3,19,0,625.82
2010,3,19,1,608.76
2010,3,19,2,604.96
2010,3,19,3,617.52
2010,3,19,4,658.5
2010,3,19,5,762.5
2010,3,19,6,815.82
2010,3,19,7,840.68
2010,3,19,8,862.28
2010,3,19,9,881.18
2010,3,19,10,890.62
2010,3,19,11,891.38
2010,3,19,12,894
2010,3,19,13,887.68
2010,3,19,14,877.8
2010,3,19,15,863.3
2010,3,19,16,845.26
2010,3,19,17,833.92
2010,3,19,18,887.16
2010,3,19,19,894.44
2010,3,19,20,855.44
2010,3,19,21,762.02
2010,3,19,22,704.24
2010,3,19,23,660.78
2010,3,20,0,636.1
2010,3,20,1,617.96
2010,3,20,2,611.24
2010,3,20,3,611.28
2010,3,20,4,621.7
2010,3,20,5,664.42
2010,3,20,6,679.4
2010,3,20,7,716.5
2010,3,20,8,745.88
2010,3,20,9,764.34
2010,3,20,10,772.58
2010,3,20,11,772.76
2010,3,20,12,769.56
2010,3,20,13,766.82
2010,3,20,14,764.44
2010,3,20,15,762.56
2010,3,20,16,760.9
2010,3,20,17,761.54
2010,3,20,18,820.96
2010,3,20,19,833.08
2010,3,20,20,801.26
2010,3,20,21,721.98
2010,3,20,22,679.9
2010,3,20,23,643.58
2010,3,21,0,620.82
2010,3,21,1,602.84
2010,3,21,2,598.06
2010,3,21,3,594.72
2010,3,21,4,590.04
2010,3,21,5,621.64
2010,3,21,6,632.32
2010,3,21,7,665.98
2010,3,21,8,693.84
2010,3,21,9,713.56
2010,3,21,10,728.56
2010,3,21,11,735.92
2010,3,21,12,739.8
2010,3,21,13,741.78
2010,3,21,14,743.72
2010,3,21,15,746.24
2010,3,21,16,752.12
2010,3,21,17,761.86
2010,3,21,18,827.72
2010,3,21,19,842.48
2010,3,21,20,803.06
2010,3,21,21,716.94
2010,3,21,22,669.1
2010,3,21,23,630.38
2010,3,22,0,607.62
2010,3,22,1,596.14
2010,3,22,2,596.52
2010,3,22,3,612.12
2010,3,22,4,654.04
2010,3,22,5,756.16
2010,3,22,6,804.86
2010,3,22,7,832.2
2010,3,22,8,850.76
2010,3,22,9,865.52
2010,3,22,10,874.68
2010,3,22,11,877.98
2010,3,22,12,883
2010,3,22,13,879.7
2010,3,22,14,872.04
2010,3,22,15,863.34
2010,3,22,16,856.12
2010,3,22,17,854.82
2010,3,22,18,911.58
2010,3,22,19,917.98
2010,3,22,20,865.16
2010,3,22,21,755.16
2010,3,22,22,695.82
2010,3,22,23,663.5
2010,3,23,0,639.64
2010,3,23,1,624.26
2010,3,23,2,620.42
2010,3,23,3,634.8
2010,3,23,4,677.46
2010,3,23,5,784.54
2010,3,23,6,830.2
2010,3,23,7,851.66
2010,3,23,8,853.34
2010,3,23,9,864.96
2010,3,23,10,871.98
2010,3,23,11,873.28
2010,3,23,12,876.6
2010,3,23,13,873.56
2010,3,23,14,864.86
2010,3,23,15,856.04
2010,3,23,16,847.06
2010,3,23,17,846.94
2010,3,23,18,904.16
2010,3,23,19,914.18
2010,3,23,20,865.18
2010,3,23,21,766.88
2010,3,23,22,710.14
2010,3,23,23,675
2010,3,24,0,648.22
2010,3,24,1,634.06
2010,3,24,2,630.86
2010,3,24,3,644.7
2010,3,24,4,688.24
2010,3,24,5,789.16
2010,3,24,6,830.34
2010,3,24,7,841.3
2010,3,24,8,854.48
2010,3,24,9,867.42
2010,3,24,10,874.52
2010,3,24,11,875.8
2010,3,24,12,880.66
2010,3,24,13,878.94
2010,3,24,14,870.84
2010,3,24,15,860.8
2010,3,24,16,851.02
2010,3,24,17,850.96
2010,3,24,18,906.5
2010,3,24,19,916.64
2010,3,24,20,867.56
2010,3,24,21,771.98
2010,3,24,22,713.62
2010,3,24,23,671.8
2010,3,25,0,643.88
2010,3,25,1,628.4
2010,3,25,2,624.34
2010,3,25,3,638.36
2010,3,25,4,681.88
2010,3,25,5,782.92
2010,3,25,6,824.26
2010,3,25,7,841.4
2010,3,25,8,854.6
2010,3,25,9,865.72
2010,3,25,10,870.18
2010,3,25,11,868.2
2010,3,25,12,869.74
2010,3,25,13,865.26
2010,3,25,14,856.02
2010,3,25,15,848.76
2010,3,25,16,840.7
2010,3,25,17,842.36
2010,3,25,18,898.98
2010,3,25,19,912.58
2010,3,25,20,868.02
2010,3,25,21,771.26
2010,3,25,22,709.46
2010,3,25,23,670.76
2010,3,26,0,645.34
2010,3,26,1,629.96
2010,3,26,2,626.6
2010,3,26,3,641.1
2010,3,26,4,679.16
2010,3,26,5,776.62
2010,3,26,6,819.06
2010,3,26,7,841.74
2010,3,26,8,853.88
2010,3,26,9,863.64
2010,3,26,10,865.92
2010,3,26,11,860.68
2010,3,26,12,858.64
2010,3,26,13,851.84
2010,3,26,14,840.44
2010,3,26,15,829.9
2010,3,26,16,819.96
2010,3,26,17,815.82
2010,3,26,18,866.22
2010,3,26,19,879.86
2010,3,26,20,843.66
2010,3,26,21,754.32
2010,3,26,22,702.1
2010,3,26,23,663.46
2010,3,27,0,635.96
2010,3,27,1,617.06
2010,3,27,2,610.32
2010,3,27,3,612.32
2010,3,27,4,621.72
2010,3,27,5,661.62
2010,3,27,6,673.7
2010,3,27,7,712.94
2010,3,27,8,741.34
2010,3,27,9,758.98
2010,3,27,10,768.34
2010,3,27,11,769.8
2010,3,27,12,766.42
2010,3,27,13,763.96
2010,3,27,14,759.76
2010,3,27,15,757.24
2010,3,27,16,755.8
2010,3,27,17,759.84
2010,3,27,18,812.08
2010,3,27,19,828.7
2010,3,27,20,796.6
2010,3,27,21,723.26
2010,3,27,22,681.6
2010,3,27,23,644.32
2010,3,28,0,614.78
2010,3,28,1,596.1
2010,3,28,2,590.1
2010,3,28,3,589.88
2010,3,28,4,594.94
2010,3,28,5,626.9
2010,3,28,6,631.4
2010,3,28,7,662.66
2010,3,28,8,692.32
2010,3,28,9,712.62
2010,3,28,10,728.04
2010,3,28,11,733.32
2010,3,28,12,739.04
2010,3,28,13,742.16
2010,3,28,14,745.54
2010,3,28,15,747.3
2010,3,28,16,752.38
2010,3,28,17,763.24
2010,3,28,18,821.68
2010,3,28,19,839.7
2010,3,28,20,797.58
2010,3,28,21,711.12
2010,3,28,22,663
2010,3,28,23,633.46
2010,3,29,0,608.22
2010,3,29,1,596.46
2010,3,29,2,594.88
2010,3,29,3,611.24
2010,3,29,4,652.5
2010,3,29,5,752.82
2010,3,29,6,801.96
2010,3,29,7,834.18
2010,3,29,8,856.56
2010,3,29,9,875.2
2010,3,29,10,889.78
2010,3,29,11,895.82
2010,3,29,12,905
2010,3,29,13,905.06
2010,3,29,14,899.54
2010,3,29,15,889.86
2010,3,29,16,878.16
2010,3,29,17,871.46
2010,3,29,18,918.78
2010,3,29,19,926.66
2010,3,29,20,871.92
2010,3,29,21,764.94
2010,3,29,22,703.32
2010,3,29,23,663.36
2010,3,30,0,635.3
2010,3,30,1,619.68
2010,3,30,2,615.12
2010,3,30,3,628.06
2010,3,30,4,659.24
2010,3,30,5,760.14
2010,3,30,6,813.78
2010,3,30,7,841.22
2010,3,30,8,857.8
2010,3,30,9,872.74
2010,3,30,10,878.96
2010,3,30,11,874.06
2010,3,30,12,872.88
2010,3,30,13,867.08
2010,3,30,14,857.96
2010,3,30,15,849.54
2010,3,30,16,843.9
2010,3,30,17,845.6
2010,3,30,18,898.62
2010,3,30,19,923.2
2010,3,30,20,877.46
2010,3,30,21,769.18
2010,3,30,22,707.96
2010,3,30,23,669.62
2010,3,31,0,640.54
2010,3,31,1,625.32
2010,3,31,2,621.58
2010,3,31,3,634.42
2010,3,31,4,664.68
2010,3,31,5,763.4
2010,3,31,6,820.34
2010,3,31,7,845.26
2010,3,31,8,858.26
2010,3,31,9,865.94
2010,3,31,10,868.26
2010,3,31,11,863.18
2010,3,31,12,861.88
2010,3,31,13,855.52
2010,3,31,14,847.12
2010,3,31,15,842.42
2010,3,31,16,842.76
2010,3,31,17,848.32
