,Zone,Time,Value
0,PNW,1,0.0
1,PNW,2,0.0
2,PNW,3,0.0
3,PNW,4,0.0
4,PNW,5,0.0
5,PNW,6,0.0
6,PNW,7,0.0
7,PNW,8,0.0
8,PNW,9,0.0
9,PNW,10,0.0
10,PNW,11,0.0
11,PNW,12,0.0
12,PNW,13,0.0
13,PNW,14,0.0
14,PNW,15,0.0
15,PNW,16,0.0
16,PNW,17,0.0
17,PNW,18,0.0
18,PNW,19,0.0
19,PNW,20,0.0
20,PNW,21,0.0
21,PNW,22,0.0
22,PNW,23,0.0
23,PNW,24,0.0
24,PNW,25,0.0
25,PNW,26,0.0
26,PNW,27,0.0
27,PNW,28,0.0
28,PNW,29,0.0
29,PNW,30,0.0
30,PNW,31,0.0
31,PNW,32,0.0
32,PNW,33,0.0
33,PNW,34,0.0
34,PNW,35,0.0
35,PNW,36,0.0
36,PNW,37,0.0
37,PNW,38,0.0
38,PNW,39,0.0
39,PNW,40,0.0
40,PNW,41,0.0
41,PNW,42,0.0
42,PNW,43,0.0
43,PNW,44,0.0
44,PNW,45,0.0
45,PNW,46,0.0
46,PNW,47,0.0
47,PNW,48,0.0
