,Zone,Time,Value
0,PNW,1,106.5248698580429
1,PNW,2,50.49041221375412
2,PNW,3,55.5504535249364
3,PNW,4,69.41056668165322
4,PNW,5,85.58069869782285
5,PNW,6,42.350345756634674
6,PNW,7,59.66448728057178
7,PNW,8,94.38077054335736
8,PNW,9,114.70160356093216
9,PNW,10,39.974326526188435
10,PNW,11,24.794202382831287
11,PNW,12,52.3604274809301
12,PNW,13,60.83049663225709
13,PNW,14,81.18066277505564
14,PNW,15,65.40653382408698
15,PNW,16,53.79043915582953
16,PNW,17,53.68043825776028
17,PNW,18,49.72040592726975
18,PNW,19,14.630119443201039
19,PNW,20,5.5000449034590435
20,PNW,21,2.2000179613836135
21,PNW,22,14.89412160905759
22,PNW,23,30.95425267470547
23,PNW,24,9.570078132018754
24,PNW,25,130.50886315006676
25,PNW,26,47.46446499969424
26,PNW,27,62.61478852919481
27,PNW,28,8.962508946335724
28,PNW,29,1.7925017921942965
29,PNW,30,0.8594186660869872
30,PNW,31,6.998123423851182
31,PNW,32,5.4020601868324825
32,PNW,33,2.946578283726814
33,PNW,34,5.1565119965219255
34,PNW,35,3.560448759503224
35,PNW,36,11.78631313490726
36,PNW,37,5.942266217224379
37,PNW,38,10.681346278509702
38,PNW,39,12.154635420373108
39,PNW,40,33.76287616770299
40,PNW,41,79.55761366062399
41,PNW,42,102.27082126435141
42,PNW,43,24.43204493590145
43,PNW,44,6.384252948074762
44,PNW,45,9.40449567718609
45,PNW,46,11.78631313490726
46,PNW,47,3.6832228546585184
47,PNW,48,0.8594186660869872
