,Generator,Time,Value,Zones
0,BASICE_2_UNITS,1,0.0,PGE_valley
1,BASICE_2_UNITS,2,0.0,PGE_valley
2,BASICE_2_UNITS,3,0.0,PGE_valley
3,BASICE_2_UNITS,4,0.0,PGE_valley
4,BASICE_2_UNITS,5,0.0,PGE_valley
5,BASICE_2_UNITS,6,0.0,PGE_valley
6,BASICE_2_UNITS,7,0.0,PGE_valley
7,BASICE_2_UNITS,8,0.0,PGE_valley
8,BASICE_2_UNITS,9,0.0,PGE_valley
9,BASICE_2_UNITS,10,0.0,PGE_valley
10,BASICE_2_UNITS,11,0.0,PGE_valley
11,BASICE_2_UNITS,12,0.0,PGE_valley
12,BASICE_2_UNITS,13,0.0,PGE_valley
13,BASICE_2_UNITS,14,0.0,PGE_valley
14,BASICE_2_UNITS,15,0.0,PGE_valley
15,BASICE_2_UNITS,16,0.0,PGE_valley
16,BASICE_2_UNITS,17,0.0,PGE_valley
17,BASICE_2_UNITS,18,0.0,PGE_valley
18,BASICE_2_UNITS,19,0.0,PGE_valley
19,BASICE_2_UNITS,20,0.0,PGE_valley
20,BASICE_2_UNITS,21,0.0,PGE_valley
21,BASICE_2_UNITS,22,0.0,PGE_valley
22,BASICE_2_UNITS,23,0.0,PGE_valley
23,BASICE_2_UNITS,24,0.0,PGE_valley
24,DALYCT_1_FCELL,1,1.6,PGE_valley
25,DALYCT_1_FCELL,2,1.6,PGE_valley
26,DALYCT_1_FCELL,3,1.6,PGE_valley
27,DALYCT_1_FCELL,4,1.6,PGE_valley
28,DALYCT_1_FCELL,5,1.6,PGE_valley
29,DALYCT_1_FCELL,6,1.6,PGE_valley
30,DALYCT_1_FCELL,7,1.6,PGE_valley
31,DALYCT_1_FCELL,8,1.6,PGE_valley
32,DALYCT_1_FCELL,9,1.6,PGE_valley
33,DALYCT_1_FCELL,10,1.6,PGE_valley
34,DALYCT_1_FCELL,11,1.6,PGE_valley
35,DALYCT_1_FCELL,12,1.6,PGE_valley
36,DALYCT_1_FCELL,13,1.6,PGE_valley
37,DALYCT_1_FCELL,14,1.6,PGE_valley
38,DALYCT_1_FCELL,15,1.6,PGE_valley
39,DALYCT_1_FCELL,16,1.6,PGE_valley
40,DALYCT_1_FCELL,17,1.6,PGE_valley
41,DALYCT_1_FCELL,18,1.6,PGE_valley
42,DALYCT_1_FCELL,19,1.6,PGE_valley
43,DALYCT_1_FCELL,20,1.6,PGE_valley
44,DALYCT_1_FCELL,21,1.6,PGE_valley
45,DALYCT_1_FCELL,22,1.6,PGE_valley
46,DALYCT_1_FCELL,23,1.6,PGE_valley
47,DALYCT_1_FCELL,24,1.6,PGE_valley
48,TANHIL_6_SOLART,1,17.0,PGE_valley
49,TANHIL_6_SOLART,2,17.0,PGE_valley
50,TANHIL_6_SOLART,3,17.0,PGE_valley
51,TANHIL_6_SOLART,4,17.0,PGE_valley
52,TANHIL_6_SOLART,5,17.0,PGE_valley
53,TANHIL_6_SOLART,6,17.0,PGE_valley
54,TANHIL_6_SOLART,7,17.0,PGE_valley
55,TANHIL_6_SOLART,8,17.0,PGE_valley
56,TANHIL_6_SOLART,9,17.0,PGE_valley
57,TANHIL_6_SOLART,10,17.0,PGE_valley
58,TANHIL_6_SOLART,11,17.0,PGE_valley
59,TANHIL_6_SOLART,12,17.0,PGE_valley
60,TANHIL_6_SOLART,13,17.0,PGE_valley
61,TANHIL_6_SOLART,14,17.0,PGE_valley
62,TANHIL_6_SOLART,15,17.0,PGE_valley
63,TANHIL_6_SOLART,16,17.0,PGE_valley
64,TANHIL_6_SOLART,17,17.0,PGE_valley
65,TANHIL_6_SOLART,18,17.0,PGE_valley
66,TANHIL_6_SOLART,19,17.0,PGE_valley
67,TANHIL_6_SOLART,20,17.0,PGE_valley
68,TANHIL_6_SOLART,21,17.0,PGE_valley
69,TANHIL_6_SOLART,22,17.0,PGE_valley
70,TANHIL_6_SOLART,23,17.0,PGE_valley
71,TANHIL_6_SOLART,24,17.0,PGE_valley
