,Zone,Time,Value
0,PGE_bay,1,269.45365308283954
1,PGE_bay,2,253.40678540544965
2,PGE_bay,3,278.9480497919619
3,PGE_bay,4,260.09298027102875
4,PGE_bay,5,290.58202885806975
5,PGE_bay,6,238.42970890655238
6,PGE_bay,7,276.54101964035345
7,PGE_bay,8,243.64494090170408
8,PGE_bay,9,183.87035880342654
9,PGE_bay,10,97.08354944820921
10,PGE_bay,11,74.88538249448642
11,PGE_bay,12,66.05960527192197
12,PGE_bay,13,54.15817841119109
13,PGE_bay,14,41.45440816659072
14,PGE_bay,15,43.19281883164128
15,PGE_bay,16,43.326542728952866
16,PGE_bay,17,38.245034631112716
17,PGE_bay,18,64.72236629880614
18,PGE_bay,19,156.7244076491752
19,PGE_bay,20,129.845904289547
20,PGE_bay,21,87.85660053370998
21,PGE_bay,22,79.96689059232658
22,PGE_bay,23,83.17626412780459
23,PGE_bay,24,104.03719210841155
24,PGE_valley,1,143.70861497751443
25,PGE_valley,2,135.15028554957314
26,PGE_valley,3,148.7722932223797
27,PGE_valley,4,138.71625614454868
28,PGE_valley,5,154.97708205763718
29,PGE_valley,6,127.16251141682794
30,PGE_valley,7,147.4885438081885
31,PGE_valley,8,129.94396848090884
32,PGE_valley,9,98.0641913618275
33,PGE_valley,10,51.77789303904491
34,PGE_valley,11,39.93887066372609
35,PGE_valley,12,35.23178947835838
36,PGE_valley,13,28.884361819301915
37,PGE_valley,14,22.10901768884838
38,PGE_valley,15,23.036170043542015
39,PGE_valley,16,23.107489455441527
40,PGE_valley,17,20.397351803260115
41,PGE_valley,18,34.51859535936327
42,PGE_valley,19,83.58635074622677
43,PGE_valley,20,69.25114895442506
44,PGE_valley,21,46.85685361797866
45,PGE_valley,22,42.64900831590751
46,PGE_valley,23,44.360674201495776
47,PGE_valley,24,55.48650245781949
48,SCE,1,1014.4137527824548
49,SCE,2,954.0020156440457
50,SCE,3,1050.1573639226801
51,SCE,4,979.1735727850495
52,SCE,5,1093.9558733480271
53,SCE,6,897.6177276481972
54,SCE,7,1041.095603351919
55,SCE,8,917.25154221818
56,SCE,9,692.2178213776058
57,SCE,10,365.4910096873758
58,SCE,11,281.921439979243
59,SCE,12,248.694984553118
60,SCE,13,203.88961284213116
61,SCE,14,156.06365427422386
62,SCE,15,162.60825913088482
63,SCE,16,163.1116902737049
64,SCE,17,143.981306846542
65,SCE,18,243.6606731249172
66,SCE,19,590.0212993851302
67,SCE,20,488.8316396782946
68,SCE,21,330.7542608327905
69,SCE,22,301.05182340640596
70,SCE,23,313.13417083408785
71,SCE,24,391.6694291140199
72,SDGE,1,161.14385135346288
73,SDGE,2,151.5471951934552
74,SDGE,3,166.82187291480076
75,SDGE,4,155.5458019267917
76,SDGE,5,173.7794486308064
77,SDGE,6,142.59031611078132
78,SDGE,7,165.3823744907996
79,SDGE,8,145.70922936278382
80,SDGE,9,109.96168516675509
81,SDGE,10,58.059769768046685
82,SDGE,11,44.78439541336934
83,SDGE,12,39.506234525365095
84,SDGE,13,32.388714540026044
85,SDGE,14,24.791361746686604
86,SDGE,15,25.8309994973541
87,SDGE,16,25.910971632020832
88,SDGE,17,22.872030514685058
89,SDGE,18,38.70651317869778
90,SDGE,19,93.7273418294087
91,SDGE,20,77.65294276139576
92,SDGE,21,52.54169247604224
93,SDGE,22,47.82333653070511
94,SDGE,23,49.74266776270666
95,SDGE,24,62.21832077071671
